drug1,drug2,conn score
pimozide,ataluren,-10.82
pimozide,selegiline,30.78
pimozide,quinine,80.5
pimozide,doxazosin,41.42
pimozide,gestrinone,5.85
pimozide,hydrocortisone,23.026
pimozide,eplerenone,1.55
pimozide,econazole,71.88
pimozide,irbesartan,9.58
pimozide,loratadine,83.58
pimozide,clofazimine,25.31
pimozide,meclofenamic-acid,15.67
pimozide,pinacidil,13.89
pimozide,oxybutynin,6.09
pimozide,tivozanib,86.95
pimozide,quinapril,1.55
pimozide,lamivudine,46.04
pimozide,clofarabine,61.73
pimozide,ribavirin,1.27
pimozide,erlotinib,16.89
pimozide,topiramate,10.7
pimozide,levonorgestrel,0.21
pimozide,metoclopramide,1.16
pimozide,maprotiline,97.67
pimozide,ritodrine,3.49
pimozide,metronidazole,9.99
pimozide,tacrine,33.51
pimozide,thiothixene,99.47
pimozide,levetiracetam,-2.18
pimozide,atomoxetine,9.68
pimozide,metixene,90.42
pimozide,temsirolimus,74.88
pimozide,butoconazole,61.56
pimozide,orphenadrine,16.11
pimozide,methylprednisolone,40.8
pimozide,belinostat,81.26
pimozide,tofacitinib,3.5
pimozide,quercetin,10.75
pimozide,reserpine,99.33
pimozide,gliquidone,5.64
pimozide,lacidipine,15.55
pimozide,norgestrel,6.93
pimozide,fludroxycortide,26.33
pimozide,ritonavir,69.14
pimozide,metoprolol,2.18
pimozide,naftifine,4.47
pimozide,enalapril,9.69
pimozide,tamoxifen,99.89
pimozide,benzylpenicillin,16.94
pimozide,doxapram,0.63
pimozide,methimazole,1.99
pimozide,mercaptopurine,30.61
pimozide,yohimbine,32.88
pimozide,doxorubicin,5.62
pimozide,neratinib,95.24
pimozide,maraviroc,13.29
pimozide,mepivacaine,3.28
pimozide,cyproheptadine,7.79
pimozide,crizotinib,88.44
pimozide,benzbromarone,18.66
pimozide,azacitidine,5.86
pimozide,everolimus,76.2
pimozide,rimexolone,1.13
pimozide,niacin,1.27
pimozide,ruxolitinib,2.08
pimozide,sumatriptan,9.53
pimozide,vinpocetine,-23.36
pimozide,mitoxantrone,27.17
pimozide,sirolimus,72.81
pimozide,dolasetron,2.29
pimozide,etoposide,1.5
pimozide,lenalidomide,-11.34
pimozide,bifonazole,32.08
pimozide,etacrynic-acid,23.3
pimozide,mepacrine,33.96
pimozide,norethindrone,9.14
pimozide,ketanserin,14.69
pimozide,sorafenib,21.45
pimozide,ozagrel,5.22
pimozide,raltegravir,0.0
pimozide,medrysone,3.31
pimozide,tibolone,-2.08
pimozide,leflunomide,2.91
pimozide,azithromycin,12.34
pimozide,digoxin,9.2
pimozide,praziquantel,2.36
pimozide,entecavir,0.81
pimozide,gemcitabine,31.17
pimozide,bosentan,12.45
pimozide,dicloxacillin,25.72
pimozide,docetaxel,0.02
pimozide,scopolamine,2.0100000000000002
pimozide,tadalafil,7.01
pimozide,lopinavir,9.2
pimozide,phenylbutyrate,0.74
pimozide,granisetron,-2.24
pimozide,losartan,4.75
pimozide,doxycycline,15.13
pimozide,esmolol,7.13
pimozide,tranilast,0.67
pimozide,lasalocid,98.18
pimozide,sildenafil,46.04
pimozide,varenicline,2.11
pimozide,atracurium,38.38
pimozide,vidarabine,32.68
pimozide,nilotinib,-1.62
pimozide,triclabendazole,18.78
pimozide,pazopanib,28.18
pimozide,picotamide,2.45
pimozide,phensuximide,1.34
pimozide,vorinostat,86.11
pimozide,calcitriol,3.21
pimozide,daunorubicin,7.31
pimozide,toremifene,31.1
pimozide,valproic-acid,25.64
pimozide,mepyramine,1.3
pimozide,actarit,2.89
pimozide,methazolamide,4.1
pimozide,elvitegravir,10.9
pimozide,fulvestrant,0.11
pimozide,amsacrine,8.89
pimozide,vinburnine,1.83
pimozide,naftopidil,2.33
pimozide,olanzapine,3.91
pimozide,raloxifene,34.8
pimozide,temozolomide,-1.13
pimozide,pitavastatin,17.86
pimozide,rivaroxaban,3.31
pimozide,bimatoprost,0.42
pimozide,ranitidine,0.11
pimozide,formoterol,2.22
pimozide,aspirin,0.71
pimozide,noscapine,7.93
pimozide,homoharringtonine,0.03
pimozide,dapsone,3.28
pimozide,nicotinamide,0.02
pimozide,SN-38,3.38
pimozide,ketoconazole,80.96
pimozide,acyclovir,-0.81
pimozide,propranolol,1.59
pimozide,cholic-acid,1.41
pimozide,eugenol,0.99
pimozide,ziprasidone,-30.63
pimozide,ofloxacin,0.02
pimozide,sitagliptin,-26.19
pimozide,physostigmine,-0.88
pimozide,deferiprone,-7.31
perhexiline,cytarabine,91.16
perhexiline,trimebutine,68.12
perhexiline,nateglinide,6.76
perhexiline,ganciclovir,32.74
perhexiline,latanoprost,81.66
perhexiline,aripiprazole,93.97
perhexiline,bicalutamide,62.33
perhexiline,oxaprozin,24.69
perhexiline,pimozide,98.27
perhexiline,carvedilol,85.85
perhexiline,ticlopidine,18.63
perhexiline,diazoxide,1.62
perhexiline,itraconazole,84.58
perhexiline,papaverine,86.15
perhexiline,dihydroergocristine,88.77
perhexiline,saquinavir,72.03
perhexiline,clarithromycin,31.79
perhexiline,metergoline,99.08
perhexiline,clonidine,-9.22
perhexiline,prochlorperazine,52.55
perhexiline,escitalopram,11.22
perhexiline,sertaconazole,76.97
perhexiline,famciclovir,18.98
perhexiline,milrinone,31.26
perhexiline,rutin,58.07
perhexiline,loperamide,88.5
perhexiline,molindone,46.62
perhexiline,protriptyline,76.3
perhexiline,altrenogest,11.31
perhexiline,nortriptyline,94.83
perhexiline,rabeprazole,54.09
perhexiline,amoxapine,82.3
perhexiline,rifabutin,75.54
perhexiline,etomidate,36.58
perhexiline,candesartan,11.45
perhexiline,letrozole,16.18
perhexiline,flutamide,7.67
perhexiline,sertraline,99.47
perhexiline,metformin,33.07
perhexiline,primidone,0.35
perhexiline,celecoxib,34.84
perhexiline,primaquine,83.92
perhexiline,duloxetine,88.28
perhexiline,chloroxine,97.77
perhexiline,chlorphenamine,73.0
perhexiline,clomifene,94.01
perhexiline,ambroxol,1.3
perhexiline,ipratropium,5.64
perhexiline,triamterene,34.79
perhexiline,ketotifen,20.04
perhexiline,secnidazole,24.44
perhexiline,penfluridol,99.63
perhexiline,valsartan,29.68
perhexiline,oxfendazole,5.84
perhexiline,imipramine,77.38
perhexiline,pilocarpine,0.21
perhexiline,paclitaxel,83.21
perhexiline,risperidone,22.06
perhexiline,propafenone,56.56
perhexiline,dopamine,7.55
perhexiline,ibuprofen,10.3
perhexiline,tolbutamide,0.95
perhexiline,clozapine,38.27
perhexiline,pravastatin,61.97
perhexiline,flecainide,31.11
perhexiline,fluoxetine,86.75
perhexiline,mefloquine,92.73
perhexiline,amitriptyline,89.15
perhexiline,clotrimazole,83.19
perhexiline,progesterone,69.65
perhexiline,glimepiride,6.55
perhexiline,lidoflazine,65.97
perhexiline,flavoxate,18.97
perhexiline,bifemelane,68.26
perhexiline,prazosin,55.52
perhexiline,midostaurin,87.49
perhexiline,floxuridine,88.79
perhexiline,amantadine,0.92
perhexiline,balsalazide,30.11
perhexiline,clomipramine,83.88
perhexiline,fluconazole,1.44
perhexiline,propentofylline,59.02
perhexiline,triflupromazine,97.75
perhexiline,lamotrigine,-0.07
perhexiline,chlorambucil,73.2
perhexiline,fluvoxamine,66.75
perhexiline,doxepin,64.78
perhexiline,fluphenazine,92.04
perhexiline,perindopril,-7.26
perhexiline,phenytoin,1.3
perhexiline,piperidolate,22.31
perhexiline,racecadotril,6.35
perhexiline,finasteride,28.95
perhexiline,moclobemide,8.12
perhexiline,dantrolene,6.31
perhexiline,rosuvastatin,64.67
perhexiline,bezafibrate,11.04
perhexiline,glipizide,5.81
perhexiline,mirtazapine,50.52
perhexiline,isradipine,1.89
perhexiline,lapatinib,16.39
perhexiline,gemfibrozil,1.8
perhexiline,telmisartan,29.98
perhexiline,trimipramine,91.94
perhexiline,trifluoperazine,91.68
perhexiline,diclofenac,31.75
perhexiline,tiabendazole,1.52
perhexiline,felbamate,1.75
perhexiline,sotalol,11.41
perhexiline,bosutinib,90.2
perhexiline,ropinirole,-9.69
perhexiline,oxybuprocaine,23.57
perhexiline,hydroflumethiazide,15.21
perhexiline,zileuton,-58.45
perhexiline,paroxetine,94.14
perhexiline,spironolactone,16.1
perhexiline,bupropion,45.48
perhexiline,aminoglutethimide,3.24
perhexiline,ethinyl-estradiol,4.03
perhexiline,riluzole,26.95
perhexiline,quetiapine,61.61
perhexiline,nicergoline,63.32
perhexiline,fexofenadine,4.64
perhexiline,sulpiride,3.25
perhexiline,carprofen,-11.16
perhexiline,medetomidine,5.96
perhexiline,famotidine,72.65
perhexiline,amodiaquine,60.93
perhexiline,milnacipran,14.36
perhexiline,vardenafil,33.48
perhexiline,pyrazinamide,2.31
perhexiline,masitinib,72.61
perhexiline,pantoprazole,12.26
perhexiline,decitabine,31.78
perhexiline,dasatinib,70.7
perhexiline,proguanil,19.26
perhexiline,azathioprine,75.65
perhexiline,anastrozole,12.88
perhexiline,piroxicam,0.32
perhexiline,ranolazine,34.12
perhexiline,buflomedil,46.29
perhexiline,verapamil,1.9
perhexiline,fluspirilene,88.02
perhexiline,dexamethasone,28.965
perhexiline,zafirlukast,26.47
perhexiline,menadione,90.6
perhexiline,droperidol,5.66
perhexiline,quinidine,59.93
perhexiline,disopyramide,54.08
perhexiline,anagrelide,7.62
perhexiline,chloramphenicol,-10.91
perhexiline,altretamine,0.63
perhexiline,homochlorcyclizine,53.92
perhexiline,rilmenidine,-34.6
perhexiline,fosinopril,20.13
perhexiline,idebenone,65.59
perhexiline,busulfan,2.85
perhexiline,molsidomine,27.06
perhexiline,reboxetine,2.36
perhexiline,felodipine,-1.62
perhexiline,acarbose,5.12
perhexiline,prednisone,8.7
perhexiline,bisoprolol,8.05
perhexiline,terbinafine,45.59
perhexiline,clofibric-acid,2.35
perhexiline,moxonidine,30.08
perhexiline,bucladesine,-24.82
perhexiline,tizanidine,8.25
perhexiline,diltiazem,60.1
perhexiline,ipriflavone,18.0
perhexiline,benzthiazide,2.02
perhexiline,ubenimex,5.45
perhexiline,dextromethorphan,43.33
perhexiline,indapamide,23.22
perhexiline,nimodipine,0.14
perhexiline,warfarin,9.11
perhexiline,cefdinir,7.26
perhexiline,rifaximin,7.86
perhexiline,phentolamine,16.09
perhexiline,mephentermine,9.47
perhexiline,exemestane,80.84
perhexiline,pregnenolone,1.735
perhexiline,mestinon,79.19
perhexiline,rizatriptan,-10.98
perhexiline,nicardipine,36.46
perhexiline,tolazamide,51.13
perhexiline,fenoldopam,8.44
perhexiline,cabergoline,66.85
perhexiline,levofloxacin,74.4
perhexiline,nicotine,0.21
perhexiline,oxiconazole,73.38
perhexiline,propylthiouracil,2.07
perhexiline,amiloride,4.92
perhexiline,afatinib,95.58
perhexiline,cladribine,81.71
perhexiline,capsaicin,4.37
perhexiline,niclosamide,99.58
perhexiline,pyrimethamine,63.66
perhexiline,penciclovir,6.98
perhexiline,atorvastatin,89.87
perhexiline,palbociclib,83.75
perhexiline,piretanide,6.05
perhexiline,danazol,53.74
perhexiline,chloroquine,5.06
perhexiline,pioglitazone,-13.93
perhexiline,cimetidine,1.87
perhexiline,simvastatin,95.56
perhexiline,irinotecan,89.9
perhexiline,artesunate,82.92
perhexiline,capecitabine,10.39
perhexiline,pindolol,7.5
perhexiline,estradiol,36.29
perhexiline,ivermectin,97.1
perhexiline,etodolac,7.37
perhexiline,mebendazole,89.73
perhexiline,podophyllotoxin,83.77
perhexiline,estrone,15.8
perhexiline,diflunisal,6.84
perhexiline,vemurafenib,52.73
perhexiline,ondansetron,2.36
perhexiline,dilazep,87.98
perhexiline,gefitinib,44.6
perhexiline,imatinib,52.87
perhexiline,perhexiline,99.99
perhexiline,betahistine,4.33
perhexiline,metolazone,1.69
perhexiline,zidovudine,8.38
perhexiline,nimesulide,0.21
perhexiline,tamibarotene,63.32
perhexiline,griseofulvin,16.43
perhexiline,urapidil,-7.77
perhexiline,bromocriptine,81.27
perhexiline,sulfafurazole,3.82
perhexiline,fasudil,1.8
perhexiline,meloxicam,12.4
perhexiline,sunitinib,63.275
perhexiline,epinephrine,40.99
perhexiline,nevirapine,-1.97
perhexiline,carbamazepine,14.11
perhexiline,tranylcypromine,29.69
perhexiline,amlexanox,59.27
perhexiline,atovaquone,2.27
perhexiline,melperone,0.81
perhexiline,olaparib,55.57
perhexiline,ataluren,6.45
perhexiline,selegiline,1.74
perhexiline,quinine,5.94
perhexiline,doxazosin,32.25
perhexiline,gestrinone,49.55
perhexiline,hydrocortisone,16.976
perhexiline,eplerenone,-29.02
perhexiline,econazole,72.56
perhexiline,irbesartan,21.32
perhexiline,loratadine,45.82
perhexiline,clofazimine,85.87
perhexiline,meclofenamic-acid,17.65
perhexiline,pinacidil,6.03
perhexiline,oxybutynin,41.49
perhexiline,tivozanib,81.67
perhexiline,quinapril,17.55
perhexiline,lamivudine,39.4
perhexiline,clofarabine,92.74
perhexiline,ribavirin,32.49
perhexiline,erlotinib,71.69
perhexiline,topiramate,0.21
perhexiline,levonorgestrel,46.19
perhexiline,metoclopramide,16.91
perhexiline,maprotiline,89.57
perhexiline,ritodrine,-38.96
perhexiline,metronidazole,-29.4
perhexiline,tacrine,34.25
perhexiline,thiothixene,99.79
perhexiline,levetiracetam,13.89
perhexiline,atomoxetine,35.03
perhexiline,metixene,70.66
perhexiline,temsirolimus,93.8
perhexiline,butoconazole,37.43
perhexiline,orphenadrine,31.15
perhexiline,methylprednisolone,43.32
perhexiline,belinostat,88.62
perhexiline,tofacitinib,0.0
perhexiline,quercetin,77.69
perhexiline,reserpine,99.51
perhexiline,gliquidone,1.27
perhexiline,lacidipine,70.16
perhexiline,norgestrel,4.18
perhexiline,fludroxycortide,60.2
perhexiline,ritonavir,90.29
perhexiline,metoprolol,30.04
perhexiline,naftifine,13.69
perhexiline,enalapril,7.08
perhexiline,tamoxifen,97.32
perhexiline,benzylpenicillin,1.78
perhexiline,doxapram,1.06
perhexiline,methimazole,1.8
perhexiline,mercaptopurine,21.77
perhexiline,yohimbine,13.46
perhexiline,doxorubicin,35.6
perhexiline,neratinib,98.91
perhexiline,maraviroc,-81.23
perhexiline,mepivacaine,1.69
perhexiline,cyproheptadine,76.28
perhexiline,crizotinib,92.14
perhexiline,benzbromarone,0.74
perhexiline,azacitidine,94.19
perhexiline,everolimus,91.68
perhexiline,rimexolone,2.5
perhexiline,niacin,2.72
perhexiline,ruxolitinib,9.02
perhexiline,sumatriptan,0.14
perhexiline,vinpocetine,-18.06
perhexiline,mitoxantrone,73.28
perhexiline,sirolimus,92.04
perhexiline,dolasetron,0.92
perhexiline,etoposide,82.4
perhexiline,lenalidomide,-46.59
perhexiline,bifonazole,5.92
perhexiline,etacrynic-acid,67.82
perhexiline,mepacrine,71.71
perhexiline,norethindrone,9.77
perhexiline,ketanserin,18.01
perhexiline,sorafenib,83.37
perhexiline,ozagrel,-1.33
perhexiline,raltegravir,-60.18
perhexiline,medrysone,10.75
perhexiline,tibolone,0.99
perhexiline,leflunomide,12.44
perhexiline,azithromycin,8.03
perhexiline,digoxin,89.47
perhexiline,praziquantel,-22.95
perhexiline,entecavir,0.0
perhexiline,gemcitabine,81.31
perhexiline,bosentan,2.36
perhexiline,dicloxacillin,4.58
perhexiline,docetaxel,43.95
perhexiline,scopolamine,2.265
perhexiline,tadalafil,10.91
perhexiline,lopinavir,0.95
perhexiline,phenylbutyrate,31.75
perhexiline,granisetron,1.52
perhexiline,losartan,-15.07
perhexiline,doxycycline,26.26
perhexiline,esmolol,0.18
perhexiline,tranilast,2.18
perhexiline,lasalocid,99.15
perhexiline,sildenafil,33.83
perhexiline,varenicline,3.19
perhexiline,atracurium,79.73
perhexiline,vidarabine,9.49
perhexiline,nilotinib,73.79
perhexiline,triclabendazole,40.8
perhexiline,pazopanib,11.82
perhexiline,picotamide,7.17
perhexiline,phensuximide,2.15
perhexiline,vorinostat,91.16
perhexiline,calcitriol,10.76
perhexiline,daunorubicin,0.0
perhexiline,toremifene,18.07
perhexiline,valproic-acid,-26.81
perhexiline,mepyramine,0.95
perhexiline,actarit,12.54
perhexiline,methazolamide,0.99
perhexiline,elvitegravir,0.0
perhexiline,fulvestrant,17.73
perhexiline,amsacrine,95.63
perhexiline,vinburnine,-15.18
perhexiline,naftopidil,2.49
perhexiline,olanzapine,-23.96
perhexiline,raloxifene,30.58
perhexiline,temozolomide,-15.17
perhexiline,pitavastatin,46.29
perhexiline,rivaroxaban,-75.81
perhexiline,bimatoprost,5.73
perhexiline,ranitidine,3.14
perhexiline,formoterol,3.79
perhexiline,aspirin,10.71
perhexiline,noscapine,-30.26
perhexiline,homoharringtonine,92.97
perhexiline,dapsone,-13.53
perhexiline,nicotinamide,-0.14
perhexiline,SN-38,82.09
perhexiline,ketoconazole,14.66
perhexiline,acyclovir,1.09
perhexiline,propranolol,6.99
perhexiline,cholic-acid,-65.91
perhexiline,eugenol,0.99
perhexiline,ziprasidone,0.0
perhexiline,ofloxacin,15.0
perhexiline,sitagliptin,-15.51
perhexiline,physostigmine,0.11
perhexiline,deferiprone,-9.98
pilocarpine,cytarabine,96.08
pilocarpine,trimebutine,92.16
pilocarpine,nateglinide,99.19
pilocarpine,ganciclovir,60.61
pilocarpine,latanoprost,95.23
pilocarpine,aripiprazole,92.47
pilocarpine,bicalutamide,97.34
pilocarpine,oxaprozin,87.09
pilocarpine,pimozide,66.72
pilocarpine,carvedilol,97.25
pilocarpine,ticlopidine,57.67
pilocarpine,diazoxide,87.04
pilocarpine,itraconazole,96.37
pilocarpine,papaverine,88.27
pilocarpine,dihydroergocristine,94.31
pilocarpine,saquinavir,75.06
pilocarpine,clarithromycin,88.82
pilocarpine,metergoline,39.62
pilocarpine,clonidine,87.34
pilocarpine,prochlorperazine,80.27
pilocarpine,escitalopram,83.83
pilocarpine,sertaconazole,84.96
pilocarpine,famciclovir,78.57
pilocarpine,milrinone,87.39
pilocarpine,rutin,87.1
pilocarpine,loperamide,85.75
pilocarpine,molindone,85.79
pilocarpine,protriptyline,87.92
pilocarpine,altrenogest,43.2
pilocarpine,nortriptyline,87.07
pilocarpine,rabeprazole,96.35
pilocarpine,amoxapine,81.53
pilocarpine,rifabutin,99.57
pilocarpine,etomidate,64.88
pilocarpine,candesartan,66.57
pilocarpine,letrozole,82.26
pilocarpine,flutamide,32.76
pilocarpine,sertraline,62.21
pilocarpine,metformin,82.63
pilocarpine,primidone,59.24
pilocarpine,celecoxib,65.46
pilocarpine,primaquine,72.68
pilocarpine,duloxetine,65.77
pilocarpine,chloroxine,88.81
pilocarpine,chlorphenamine,81.02
pilocarpine,clomifene,31.44
pilocarpine,ambroxol,69.63
pilocarpine,ipratropium,65.16
pilocarpine,triamterene,91.26
pilocarpine,ketotifen,90.61
pilocarpine,secnidazole,70.6
pilocarpine,penfluridol,69.66
pilocarpine,valsartan,96.26
pilocarpine,oxfendazole,47.5
pilocarpine,imipramine,52.27
pilocarpine,pilocarpine,99.97
pilocarpine,paclitaxel,50.3
pilocarpine,risperidone,80.08
pilocarpine,propafenone,52.91
pilocarpine,dopamine,65.39
pilocarpine,ibuprofen,67.705
pilocarpine,tolbutamide,80.9
pilocarpine,clozapine,69.21
pilocarpine,pravastatin,98.84
pilocarpine,flecainide,23.46
pilocarpine,fluoxetine,86.0
pilocarpine,mefloquine,57.88
pilocarpine,amitriptyline,28.55
pilocarpine,clotrimazole,67.83
pilocarpine,progesterone,72.25
pilocarpine,glimepiride,96.61
pilocarpine,lidoflazine,28.61
pilocarpine,flavoxate,96.26
pilocarpine,bifemelane,46.48
pilocarpine,prazosin,95.83
pilocarpine,midostaurin,75.64
pilocarpine,floxuridine,40.45
pilocarpine,amantadine,86.63
pilocarpine,balsalazide,75.51
pilocarpine,clomipramine,58.91
pilocarpine,fluconazole,59.63
pilocarpine,propentofylline,93.49
pilocarpine,triflupromazine,34.41
pilocarpine,lamotrigine,28.36
pilocarpine,chlorambucil,64.95
pilocarpine,fluvoxamine,92.82
pilocarpine,doxepin,94.22
pilocarpine,fluphenazine,53.25
pilocarpine,perindopril,66.76
pilocarpine,phenytoin,57.02
pilocarpine,piperidolate,93.01
pilocarpine,racecadotril,93.92
pilocarpine,finasteride,90.62
pilocarpine,moclobemide,90.39
pilocarpine,dantrolene,49.6
pilocarpine,rosuvastatin,46.46
pilocarpine,bezafibrate,51.63
pilocarpine,glipizide,70.74
pilocarpine,mirtazapine,88.17
pilocarpine,isradipine,90.11
pilocarpine,lapatinib,63.34
pilocarpine,gemfibrozil,5.43
pilocarpine,telmisartan,64.04
pilocarpine,trimipramine,64.24
pilocarpine,trifluoperazine,66.73
pilocarpine,diclofenac,67.05
pilocarpine,tiabendazole,77.65
pilocarpine,felbamate,69.1
pilocarpine,sotalol,72.45
pilocarpine,bosutinib,97.68
pilocarpine,ropinirole,75.28
pilocarpine,oxybuprocaine,95.87
pilocarpine,hydroflumethiazide,90.82
pilocarpine,zileuton,64.6
pilocarpine,paroxetine,88.38
pilocarpine,spironolactone,84.15
pilocarpine,bupropion,71.11
pilocarpine,aminoglutethimide,80.73
pilocarpine,ethinyl-estradiol,78.56
pilocarpine,riluzole,79.44
pilocarpine,quetiapine,92.06
pilocarpine,nicergoline,61.97
pilocarpine,fexofenadine,35.64
pilocarpine,sulpiride,92.08
pilocarpine,carprofen,75.48
pilocarpine,medetomidine,98.91
pilocarpine,famotidine,91.57
pilocarpine,amodiaquine,85.87
pilocarpine,milnacipran,99.93
pilocarpine,vardenafil,57.36
pilocarpine,pyrazinamide,89.0
pilocarpine,masitinib,85.73
pilocarpine,pantoprazole,80.01
pilocarpine,decitabine,95.66
pilocarpine,dasatinib,96.58
pilocarpine,proguanil,94.76
pilocarpine,azathioprine,97.21
pilocarpine,anastrozole,79.48
pilocarpine,piroxicam,94.13
pilocarpine,ranolazine,90.78
pilocarpine,buflomedil,98.37
pilocarpine,verapamil,71.57
pilocarpine,fluspirilene,50.51
pilocarpine,dexamethasone,49.07
pilocarpine,zafirlukast,48.05
pilocarpine,menadione,63.41
pilocarpine,droperidol,80.49
pilocarpine,quinidine,23.78
pilocarpine,disopyramide,42.79
pilocarpine,anagrelide,92.96
pilocarpine,chloramphenicol,90.74
pilocarpine,altretamine,25.14
pilocarpine,homochlorcyclizine,76.89
pilocarpine,rilmenidine,56.085
pilocarpine,fosinopril,92.96
pilocarpine,idebenone,91.28
pilocarpine,busulfan,46.57
pilocarpine,molsidomine,92.58
pilocarpine,reboxetine,80.29
pilocarpine,felodipine,24.32
pilocarpine,acarbose,95.2
pilocarpine,prednisone,93.69
