#1.3
2429	22	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K99107520-summary	BRD-K70401845-summary	BRD-A73368467-summary	BRD-K08206212-summary	BRD-K32977963-summary	BRD-A07395371-summary	BRD-K51677086-summary	BRD-A02367930-summary	BRD-K70301876-summary	BRD-A30815329-summary	BRD-K13514097-summary	BRD-A54880345-summary	BRD-K63630713-summary	BRD-K76617868-summary	BRD-K54472332-summary	BRD-A50684349-summary	BRD-K37798499-summary	BRD-A74667430-summary	BRD-A18917088-summary	BRD-K45033733-summary	BRD-A73741725-summary	BRD-K00673382-summary
BRD-K60230970	CP	MG-132	proteasome inhibitor	PSMB1	Proteasome inhibitor	3.85, 0.96	31.61	2.30, 0.69	33.09	71.00	8.95	47.77	23.21	22.83	16.50	26.25	30.14	57.42	96.72	19.45	96.57	13.33	78.09	13.85	96.05	17.27	63.56	2.59	86.39	34.83
BRD-K64785675	CP	TG100-115	PI3K inhibitor	PIK3CG, PIK3CA, PIK3CB, PIK3CD		3.85, 1.92	31.55	1.30, 0.34	5.68	-42.74	75.28	33.14	59.42	43.20	12.50	14.38	29.97	27.54	5.16	92.04	43.03	38.01	92.98	38.68	9.37	83.37	1.52	43.61	26.89	-17.12
BRD-K95885906	CP	quercetagetin	Pim kinase inhibitor	PIM1		4.81, 1.44	31.52	0.70, 0.18	5.95	19.72	97.21	34.73	70.59	43.26	24.68	10.24	43.80	28.31	11.02	17.67	13.65	84.16	45.94	4.62	12.13	43.57	86.88	54.11	26.06	65.99
BRD-K21672174	CP	RO-28-1675	glucokinase activator	GCK		2.40, 0.48	31.50	0.66, 0.01	56.35	98.31	47.54	21.39	18.08	32.83	30.16	17.84	22.22	24.06	91.67	22.85	44.07	26.61	62.88	8.24	88.61	46.36	58.52	4.22	29.92	37.08
BRD-K28453807	CP	nitrocaramiphen	acetylcholine receptor antagonist			4.33, 2.88	31.43	0.66, 0.20	31.03	31.88	31.82	48.90	52.82	2.74	37.30	44.40	80.75	56.27	-2.89	5.78	-0.14	30.79	58.63	41.81	-22.53	26.94	8.53	68.76	15.84	3.60
BRD-U86922168	CP	QL-XII-47	BMX inhibitor, Bruton's tyrosine kinase (BTK) inhibitor, bruton's tyrosine kinase inhibitor, cytoplasmic tyrosine protein kinase BMX inhibitor	BMX, BTK		1.92, 0.48	31.40	2.59, 0.67	31.65	31.15	43.37	58.69	8.75	2.96	16.86	4.96	46.65	56.43	93.44	33.29	61.59	15.46	50.83	10.86	69.67	6.05	35.92	2.47	26.50	17.08
BRD-K96720755	CP	relcovaptan	vasopressin receptor antagonist	AVPR1A, AVPR1B, AVPR2, OXTR		2.40, 0.48	31.39	1.09, 0.28	16.66	51.73	-2.22	24.53	-19.76	12.67	90.42	77.99	19.21	5.55	60.67	58.71	35.91	86.42	79.71	65.38	74.93	-15.95	7.93	-0.49	26.88	91.14
BRD-K77677632	CP	SB-200646	serotonin receptor antagonist	HTR2B, HTR2C		2.88, 2.88	31.38	0.74, 0.20	46.89	40.42	28.88	69.45	19.91	86.62	56.25	32.53	15.27	20.62	7.22	12.81	37.59	85.99	42.01	12.22	10.20	7.83	30.23	-0.78	66.12	46.00
BRD-K29673530	CP	hypericin	PKC inhibitor, tyrosine kinase inhibitor, unidentified pharmacological activity			3.85, 1.44	31.34	0.75, 0.20	12.70	6.27	7.52	11.13	76.65	30.74	56.55	83.60	14.99	11.38	31.93	12.66	7.49	74.26	83.57	45.24	42.01	78.59	57.87	69.27	-16.77	24.25
BRD-K78692225	CP	leflunomide	dihydroorotate dehydrogenase inhibitor, PDGFR tyrosine kinase receptor inhibitor, disease modifying antirheumatic drug, immunosuppressant, JAK inhibitor, STAT inhibitor	DHODH, AHR, CYP2C19, JAK3, PTK2B, STAT6		2.88, 0.48	31.33	0.52, 0.18	18.94	44.48	83.28	64.88	-49.38	2.09	40.39	59.49	57.23	49.03	13.99	10.87	27.44	27.34	36.15	28.34	9.94	1.06	72.08	25.69	34.32	55.25
BRD-K92428153	CP	mycophenolate-mofetil	dehydrogenase inhibitor, hydroxycarboxylic acid receptor agonist, immunosuppressant, IMPDH inhibitor, inosine monophosphate dehydrogenase inhibitor	IMPDH1, IMPDH2, HCAR2	IMPDH inhibitor	3.85, 2.88	31.31	1.16, 0.33	28.87	30.22	7.14	27.26	1.30	32.41	19.53	27.43	43.87	48.93	83.34	33.87	27.36	37.76	5.99	27.54	98.84	42.68	53.12	5.37	43.72	66.07
BRD-K24526313	CP	levcromakalim	potassium channel activator, potassium channel agonist	KCNJ8, ABCC9, KCNJ5	Potassium channel activator	3.37, 1.92	31.28	0.81, 0.26	49.87	52.99	74.28	66.60	76.83	1.83	91.24	71.89	25.22	2.15	8.35	18.49	7.54	50.47	27.99	34.57	34.57	24.64	21.36	9.19	5.87	40.47
BRD-K55424922	CP	anpirtoline	serotonin receptor agonist, serotonin receptor antagonist	HTR1B, HTR3A		2.60, 1.56	31.23	1.08, 0.35	6.60	17.36	63.37	59.86	76.58	69.61	30.25	88.23	24.95	74.79	17.70	32.20	86.82	23.96	5.57	44.96	14.44	36.17	3.73	8.53	20.27	42.70
BRD-K22096725	CP	ALW-II-49-7	ephrin inhibitor	DDR1, EPHA2, EPHA4, EPHA7, EPHB2, EPHB4, EPHB6		5.77, 2.88	31.22	2.11, 0.55	66.47	-43.06	22.81	8.47	93.08	39.64	-12.23	46.03	89.98	83.22	-1.59	22.75	80.74	-40.74	68.06	92.23	0.00	71.46	0.32	50.42	10.46	-47.10
BRD-K85242180	CP	beta-CCP	indoleamine 2,3-dioxygenase inhibitor	GABRA1, GABRG2, IDO1		5.29, 2.40	31.19	0.94, 0.25	99.65	56.04	13.49	57.07	31.21	79.83	41.69	2.61	87.08	93.88	-8.35	3.38	9.28	31.57	7.63	93.36	10.75	31.17	7.34	5.64	67.03	21.34
BRD-K61691971	CP	avrainvillamide-analog-1	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	1.08, 0.00	31.18	0.49, 0.40	13.45	36.82	34.36	57.96	65.00	43.40	13.17	44.54	25.01	18.70	39.31	19.76	19.62	61.68	43.01	12.88	15.44	65.75	19.73	27.99	0.67	56.00
BRD-A54927599	CP	KF-38789	P selectin inhibitor	SELP		1.44, 0.00	31.13	2.00, 0.59	26.76	-6.63	7.73	11.68	46.82	21.05	36.34	1.87	40.71	53.58	25.35	54.17	47.62	22.08	37.54	7.33	22.31	36.03	70.04	13.27	56.68	35.50
BRD-K47659338	CP	EMD-386088	serotonin receptor agonist	HTR6	Serotonin receptor agonist	3.37, 2.88	31.13	0.47, 0.09	17.39	36.61	31.48	47.57	47.40	45.30	-12.93	30.77	62.77	39.46	6.98	15.17	11.28	81.14	58.02	15.60	20.01	64.82	25.61	8.75	41.97	25.65
BRD-K64857848	CP	XMD-885	leucine rich repeat kinase inhibitor, MAP kinase inhibitor	LRRK2, MAPK7	Leucine rich repeat kinase inhibitor	8.17, 5.77	31.10	1.08, 0.56	0.81	51.60	67.10	22.48	7.38	42.43	19.24	9.57	35.56	26.64	99.70	49.15	5.41	6.87	63.31	6.49	4.86	45.18	92.98	25.69	60.49	39.62
BRD-K86727142	CP	embelin	HCV inhibitor, XIAP inhibitor	XIAP		4.33, 2.40	31.09	0.69, 0.23	31.00	17.81	16.17	36.59	10.26	31.18	21.81	31.29	39.95	85.14	32.63	20.05	41.95	25.26	93.52	87.26	69.86	54.03	0.21	21.89	-28.32	22.96
BRD-K32330832	CP	VER-155008	HSP inhibitor	HSPA1A		1.44, 0.48	31.07	0.98, 0.36	12.15	69.64	25.69	30.18	24.05	38.75	33.00	77.39	31.95	8.07	29.46	67.57	35.98	76.98	37.61	15.61	32.60	-5.21	1.83	23.90	2.43	39.67
BRD-K84663978	CP	trequinsin	phosphodiesterase inhibitor, platelet aggregation inhibitor, potassium channel blocker	PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PTGIR		1.44, 0.00	31.06	0.55, 0.36	27.86	71.93	28.87	68.40	58.70	54.51	24.04	20.18	73.06	27.54	22.46	25.72	0.07	38.21	48.85	21.72	13.83	57.99	39.29	33.25	24.03	42.87
BRD-K95402279	CP	geranylgeraniol	farnesyltransferase inhibitor			4.33, 2.40	31.06	1.39, 0.45	3.32	80.83	76.21	73.98	43.02	77.88	16.86	0.24	45.04	73.49	-3.24	87.44	-83.85	24.54	97.36	31.91	-4.22	8.03	30.20	43.00	3.52	24.62
BRD-K08417745	CP	SID-26681509	cathepsin inhibitor	CTSL		1.92, 0.48	31.03	0.13, 0.02	49.92	93.41	61.83	13.23	25.93	-13.63	26.83	28.52	24.77	22.23	74.58	24.44	99.30	33.55	89.21	10.10	54.70	8.26	42.77	9.17	81.62	60.70
BRD-K55677650	CP	CO-101244	ionotropic glutamate receptor antagonist	GRIN2B		3.13, 1.04	31.02	0.97, 0.23	86.04	13.38	36.63	90.18	42.96	48.19	25.41	17.45	86.57	16.16	16.98	12.26	80.00	17.62	75.86	10.73	83.25	56.00	3.81	13.76	46.18	22.73
BRD-A16311756	CP	profenamine	butyrylcholinesterase inhibitors, cholinergic receptor antagonist, glutamate receptor antagonist	CHRM1, BCHE, CHRM2, GRIN3A		2.60, 1.56	31.01	1.26, 0.40	17.26	61.30	38.16	33.32	92.84	64.15	80.73	94.53	13.88	15.78	75.77	28.71	97.76	28.43	47.21	26.20	16.60	2.36	10.66	10.13	4.37	35.62
BRD-A53576514	CP	orphenadrine	acetylcholine receptor antagonist	CYP2B6, GRIN1, GRIN2D, GRIN3A, GRIN3B, HRH1, SCN10A, SLC6A2		1.44, 0.96	30.96	0.95, 0.28	20.31	9.36	46.52	6.73	1.59	66.39	31.27	30.65	22.67	20.16	20.94	41.86	32.63	24.83	72.00	44.96	44.71	60.07	35.64	10.98	53.61	18.39
BRD-K07691486	CP	roscovitine	CDK inhibitor, apoptosis stimulant	CDK2, CDK9, CDK7, CDK1, CDK5	CDK inhibitor	4.33, 0.48	30.96	0.91, 0.40	39.11	56.14	1.05	55.72	27.91	27.19	46.04	11.85	13.39	37.53	55.60	12.78	63.66	71.55	52.67	27.31	14.54	8.91	19.76	34.01	17.93	40.38
BRD-A62025033	CP	temsirolimus	mTOR inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor	MTOR, PTEN	MTOR inhibitor	3.85, 1.44	30.94	1.08, 0.38	5.65	96.09	25.08	64.56	5.18	18.89	42.27	20.39	21.07	47.67	37.83	12.58	98.64	39.71	89.25	8.16	51.44	28.12	7.88	-5.26	58.98	33.75
BRD-K26669427	CP	WR-216174	CDK inhibitor, PFMRK inhibitor			7.69, 3.37	30.93	1.34, 0.45	12.85	58.28	17.32	6.69	55.92	-3.22	42.34	28.28	0.00	11.33	85.69	68.75	99.72	33.57	97.92	-18.89	70.36	53.36	18.66	13.03	86.72	23.96
BRD-K16554956	CP	PTB1	AMPK activator, tyrosine phosphatase inhibitor	PTPN1		2.88, 1.44	30.91	0.93, 0.32	63.90	-47.02	33.04	43.71	81.68	52.41	48.95	42.79	23.45	24.58	-18.32	55.50	-7.40	20.59	36.97	18.91	-3.94	80.13	31.39	30.43	21.63	28.30
BRD-K26548821	CP	quinpirole	dopamine receptor agonist	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C		3.37, 2.40	30.88	0.86, 0.13	41.07	21.09	22.11	88.88	43.06	26.06	21.46	24.70	32.43	37.02	13.23	74.49	49.25	90.73	67.18	33.09	10.75	52.95	27.94	29.32	27.66	21.66
BRD-K88742110	CP	BRD-K88742110	HDAC inhibitor, interleukin synthesis inhibitor	HDAC8, IL1B		2.88, 0.00	30.87	0.26, 0.17	35.68	29.68	58.32	52.88	69.39	64.29	61.47	5.92	36.40	25.54	10.09	18.30	32.06	46.35	27.05	17.04	27.75	52.72	20.54	44.19	9.09	10.84
BRD-K55703048	CP	latrepirdine	glutamate receptor antagonist, histamine receptor antagonist, serotonin receptor antagonist	HTR6, GRIN2B, HRH1		4.84, 2.15	30.85	1.57, 0.36	79.13	20.46	81.25	17.51	47.13	91.96	14.16	9.59	29.80	72.92	4.30	97.07	-46.36	88.37	-18.73	31.36	12.91	80.80	75.88	24.19	30.34	76.38
BRD-K59419204	CP	AM-281	cannabinoid receptor antagonist, cannabinoid receptor inhibitor	CNR1, CNR2, GPR55		5.21, 1.04	30.84	0.94, 0.30	12.71	77.32	5.89	47.98	74.25	-26.82	68.15	70.80	22.68	29.76	14.28	58.23	70.96	82.19	92.13	23.04	31.91	11.84	9.86	11.62	52.01	22.03
BRD-A11007541	CP	BCI-hydrochloride	MAP kinase phosphatase inhibitor, protein phosphatase inhibitor	DUSP1, DUSP6		3.37, 1.92	30.82	2.47, 0.52	0.00	19.29	15.62	34.04	39.50	78.50	48.01	45.96	31.02	30.62	98.20	6.55	94.58	21.62	48.09	28.47	82.50	24.40	10.55	7.83	94.53	9.57
BRD-K10852020	CP	tolcapone	catechol O methyltransferase inhibitor, transthyretin amyloid inhibitor	COMT, TTR		3.13, 1.56	30.82	1.28, 0.36	10.28	38.99	17.46	72.68	74.56	67.41	42.68	65.94	70.23	54.64	5.46	32.07	24.14	20.99	29.57	97.22	50.30	15.70	13.55	25.25	14.28	11.33
BRD-K36153907	CP	KU-C103885	cystic fibrosis transmembrane conductance regulator inhibitor			4.84, 2.69	30.78	1.35, 0.26	-68.17	55.02	5.40	12.02	88.91	35.64	63.43	39.08	3.59	21.10	27.42	30.34	82.65	83.15	99.47	31.22	68.94	23.24	21.94	5.46	17.06	92.63
BRD-K18678457	CP	ZD-7288	HCN (hyperpolarization activated cyclic nucleotide gated) channel blocker, HCN channel antagonist, potassium channel antagonist, sodium channel blocker	HCN1, HCN2, HCN3, HCN4		6.25, 4.33	30.76	1.08, 0.36	68.31	63.74	74.18	52.26	96.91	22.59	12.22	38.46	9.63	82.33	1.97	14.56	24.08	27.20	31.40	24.95	-68.98	98.80	51.26	40.51	30.11	12.74
BRD-K26373640	CP	IKK-2-inhibitor	IKK inhibitor, syk inhibitor	IKBKB		6.25, 2.40	30.75	0.81, 0.20	96.82	-36.12	62.26	31.37	25.00	92.45	92.59	32.13	51.80	54.60	-12.81	10.68	7.80	58.38	-4.01	74.68	-8.13	93.53	30.13	8.38	5.60	-10.78
BRD-K12932420	CP	YM-976	phosphodiesterase inhibitor, tumor necrosis factor production inhibitor	PDE4A, PDE4B, PDE4C, PDE4D, TNF		4.81, 1.44	30.71	0.73, 0.27	5.21	67.37	50.05	97.08	90.10	55.04	27.17	13.28	16.94	49.52	-1.65	34.24	7.43	88.85	17.37	64.91	-8.41	83.49	96.75	14.03	18.13	16.10
BRD-K88358234	CP	xaliproden	serotonin receptor agonist, nerve growth factor agonist, neurotrophic factor enhancer	HTR1A		4.81, 2.40	30.70	0.72, 0.27	19.69	35.70	16.58	66.97	50.02	82.59	14.89	80.69	59.68	30.39	31.02	28.86	0.11	97.30	81.74	25.69	11.79	25.06	88.81	13.05	9.09	45.82
BRD-K00959089	CP	thenoyltrifluoroacetone	PPAR receptor ligand	CES1, PPARA, SDHA		2.88, 1.44	30.68	1.36, 0.39	77.03	76.07	8.75	94.22	84.21	34.74	42.54	24.31	21.16	78.10	-16.03	8.80	93.80	37.83	26.61	11.59	21.57	93.14	4.92	9.11	95.17	-7.89
BRD-A95445494	CP	maackiain	interleukin synthesis inhibitor, sodium/glucose cotransporter inhibitor	SLC5A2		4.33, 2.40	30.67	1.69, 0.55	49.17	58.83	-9.21	69.70	58.48	-21.34	46.10	33.25	19.37	14.20	55.56	43.19	19.57	98.62	89.05	28.09	19.91	12.66	18.52	12.48	3.88	38.65
BRD-K31238592	CP	devazepide	CCK receptor antagonist, gastrin inhibitor	CCKAR, CCKBR, GAST	CCK receptor antagonist	2.40, 1.44	30.66	1.43, 0.45	-7.61	4.74	52.81	45.76	7.75	3.10	37.52	28.61	10.68	58.39	89.77	43.77	75.23	19.91	32.71	10.71	50.48	80.59	21.27	74.50	21.22	9.04
BRD-K78373679	CP	RO-3306	CDK inhibitor	CDK1	CDK inhibitor	5.73, 2.60	30.61	1.35, 0.31	15.50	88.22	9.54	26.90	22.40	-3.10	46.92	66.28	2.04	11.38	92.01	90.78	96.22	62.04	67.66	17.22	72.76	27.47	12.41	-8.32	96.72	33.75
BRD-A77050075	CP	heraclenol	furocoumarin compound with antiproliferative activity at G2/M phase			3.85, 1.92	30.58	1.02, 0.30	26.06	91.91	6.73	92.09	49.83	41.16	94.56	35.60	6.06	61.79	5.48	10.57	0.07	35.10	3.74	10.42	21.29	36.85	24.54	20.29	43.62	51.53
BRD-K76617868	CP	fasudil	ROCK inhibitor, calcium sensitizer, PKA inhibitor, protein kinase inhibitor, rho associated kinase inhibitor	ROCK1, ROCK2, PKIA, PRKACA	PKA inhibitor, Rho associated kinase inhibitor	7.69, 6.73	30.56	0.91, 0.25	29.80	14.41	63.61	47.07	59.64	94.02	34.15	13.27	36.07	-13.33	14.64	12.98	-5.72	99.97	17.76	-8.83	16.16	31.33	49.21	60.66	8.32	78.72
BRD-K66792149	CP	quinoclamine	algicide			4.33, 2.40	30.51	2.48, 0.58	40.75	71.09	14.73	84.58	18.89	-16.56	7.01	6.61	3.42	17.41	74.34	20.27	95.12	15.74	49.54	-12.29	96.83	51.85	53.38	5.14	89.50	40.95
BRD-A72703248	CP	SKF-96365	calcium channel blocker, cytochrome P450 inhibitor	CYP3A4, TRPC1, PKD2, TRPC3, TRPC4, TRPC5, TRPV2		4.81, 2.40	30.49	0.49, 0.23	-53.30	7.53	13.27	51.34	27.93	77.71	35.02	5.32	38.45	59.28	5.00	33.05	13.27	98.80	45.46	54.79	-58.58	45.94	44.51	9.41	26.50	-17.72
BRD-K15563106	CP	phloretin	VCAM expression inhibitor, ICAM1 expression inhibitor	AQP9, CLCN3, SLC23A1		2.88, 0.48	30.48	0.17, 0.02	18.14	96.41	21.64	26.27	69.10	23.48	53.37	2.72	42.59	32.46	58.81	30.79	22.28	30.10	70.21	30.17	63.62	11.22	84.52	8.81	47.08	28.70
BRD-K12513978	CP	fenbufen	cyclooxygenase inhibitor	PTGS1, PTGS2	Cyclooxygenase inhibitor	7.21, 4.33	30.48	0.89, 0.24	96.23	31.58	76.86	50.78	81.57	43.92	98.83	22.12	98.73	61.76	25.27	10.46	18.44	91.56	29.38	24.93	9.77	88.83	4.79	18.13	14.96	25.07
BRD-A41145729	CP	methoprene-acid	RXR agonist	NCOA2, NR1H3, RXRA, RXRB		2.88, 1.92	30.45	1.06, 0.35	54.05	26.53	86.50	54.12	58.86	48.92	22.42	10.25	21.40	3.43	0.00	82.32	-12.36	35.77	81.23	-14.39	7.40	33.48	27.43	65.30	-0.67	43.68
BRD-K12867552	CP	THM-I-94	HDAC inhibitor, apoptosis stimulant, cell cycle inhibitor	HDAC1, HDAC10, HDAC2, HDAC3, HDAC6, HDAC8	HDAC inhibitor	4.81, 4.33	30.43	1.81, 0.57	36.87	50.42	13.51	4.62	25.51	-3.55	58.56	23.12	15.58	15.00	99.47	57.97	59.74	27.07	65.95	9.23	70.50	22.58	82.69	9.87	33.80	66.38
BRD-K67013324	CP	luzindole	melatonin receptor antagonist	MTNR1B, MTNR1A		2.40, 1.92	30.40	1.06, 0.34	19.81	30.00	30.79	31.37	12.61	14.31	39.21	32.51	99.44	74.12	7.38	48.44	13.72	31.98	88.10	86.14	14.55	26.95	34.59	10.42	15.91	8.39
BRD-A79465854	CP	auranofin	disease modifying antirheumatic drug, immunosuppressant, NFkB pathway inhibitor, prostanoid receptor inhibitor, thioredoxin reductase inhibitor	IKBKB, PRDX5, TRPA1, TXNRD1, TXNRD2	NFkB pathway inhibitor	2.88, 0.48	30.35	2.74, 0.50	26.80	21.56	40.67	31.48	-58.12	33.21	28.56	9.95	48.29	29.23	92.69	21.71	81.08	58.60	62.33	7.26	38.00	28.24	90.71	14.45	97.49	26.36
BRD-A18043272	CP	phensuximide	anticonvulsant			4.17, 2.08	30.34	0.60, 0.25	6.46	-14.58	-2.85	28.73	95.15	49.70	27.33	82.10	58.43	70.35	3.49	15.01	93.35	31.94	51.96	22.97	-18.81	49.45	-52.38	12.35	52.05	42.01
BRD-K13927029	CP	retinol	RAR receptor binder	ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG		1.92, 0.96	30.32	1.06, 0.43	61.48	17.88	-25.92	26.46	58.50	33.58	7.42	30.21	31.53	10.68	68.75	5.81	84.57	37.37	87.40	59.91	32.06	24.77	0.35	16.63	30.44	26.36
BRD-U66370498	CP	androstanol	constitutive androstane receptor (CAR) inhibitor	NR1I3		5.77, 3.37	30.32	0.99, 0.40	37.35	51.10	89.31	95.15	76.71	67.52	70.12	38.66	14.70	33.93	9.83	25.97	2.50	3.59	-2.02	80.21	7.51	43.98	17.79	8.67	0.67	26.70
BRD-K62353524	CP	DY-131	estrogen-related receptor agonist	ESR2, ESRRB, ESRRG		2.88, 1.44	30.28	0.70, 0.22	29.51	85.77	60.72	33.69	27.92	89.76	43.10	16.74	13.52	65.12	9.33	31.05	12.64	57.60	10.06	13.59	81.57	16.61	63.03	14.73	24.65	51.91
BRD-A89672324	CP	CGP-55845	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8		2.88, 1.92	30.24	1.06, 0.30	59.42	15.15	91.98	72.39	51.26	48.11	78.56	8.38	30.69	25.42	3.28	16.97	13.99	39.48	57.82	0.95	-16.80	52.87	1.55	10.22	33.00	29.80
BRD-K33583600	CP	isoliquiritigenin	guanylate cyclase activator, aldose reductase inhibitor, glutamate receptor antagonist, histamine receptor antagonist, SIRT activator	AKR1B1, HRH2, SIRT1		7.21, 4.33	30.21	1.63, 0.59	16.33	28.49	24.57	33.95	17.27	40.25	27.08	42.37	9.17	60.29	31.93	50.28	99.72	10.06	54.38	0.99	73.98	26.70	52.76	8.46	99.45	27.14
BRD-K94353609	CP	fluocinolone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist	6.77, 3.13	30.20	1.72, 0.78	24.14	55.71	85.75	54.52	23.91	64.38	82.18	7.16	84.72	26.35	7.93	99.93	7.43	7.44	24.54	63.77	12.93	9.08	24.47	34.04	72.02	93.40
BRD-K02965346	CP	SU-11274	hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor	MET		5.77, 2.88	30.17	1.42, 0.56	11.22	35.51	13.03	42.89	6.61	23.98	6.14	63.15	49.33	36.31	95.38	7.88	42.87	62.60	88.57	21.03	32.95	36.95	27.39	22.14	21.04	21.11
BRD-A59215453	CP	lobelanidine	acetylcholine receptor antagonist, dopamine receptor modulator, opioid receptor antagonist, vesicular monoamine transporter ligand	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1		3.85, 2.88	30.14	1.27, 0.51	67.86	7.75	27.96	51.96	39.53	-15.92	27.60	8.46	32.31	22.67	38.45	77.64	62.01	96.15	92.08	4.38	7.47	52.93	6.36	13.80	13.03	34.82
BRD-K37312348	CP	kenpaullone	CDK inhibitor, glycogen synthase kinase inhibitor, src inhibitor	GSK3B, CDK1, CDK5, CCNB1, CDK2, LCK	CDK inhibitor, Glycogen synthase kinase inhibitor	2.40, 1.44	30.13	0.88, 0.39	26.85	23.09	33.03	52.34	50.27	-3.04	31.29	35.67	5.21	12.62	49.88	13.63	10.03	63.44	65.86	53.55	88.00	-19.99	55.65	28.97	7.52	23.53
BRD-K86191271	CP	cytosporone-b	HMR receptor agonist	NR4A1		1.44, 0.96	30.05	0.92, 0.31	4.32	27.08	18.40	54.49	73.91	51.48	27.76	82.19	32.34	41.00	3.35	10.50	8.19	66.89	71.70	85.73	7.02	70.20	20.83	35.98	5.97	-14.14
BRD-K90333595	CP	phentolamine	adrenergic receptor antagonist	ADRA1A, ADRA2A, ADRA1B, ADRA1D, ADRA2B, ADRA2C		5.29, 2.40	30.03	0.94, 0.23	69.58	12.16	32.44	68.39	23.63	37.09	59.12	32.46	83.67	87.35	9.57	54.26	5.25	27.63	16.06	25.97	12.93	4.39	58.51	2.92	84.74	8.78
BRD-A62890442	CP	3-methyl-GABA	GABA aminotransferase activator			0.79, 0.00	30.02	2.52, 0.88	3.31	4.37	52.97	6.72	54.95	-31.19	45.53	60.81	13.96	36.75	23.29	91.73	66.17	-13.43	80.97	65.92	6.20	96.44	44.55	7.24	12.00	6.76
BRD-K64835161	CP	BRD-K64835161	CLK inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor, dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B inhibitor	CLK1, CLK4, DYRK1B		2.40, 0.48	30.02	1.14, 0.42	11.43	82.16	25.33	45.44	43.38	92.55	22.50	-6.66	36.21	18.79	24.91	0.00	20.37	81.79	83.17	15.21	33.49	56.89	58.34	53.51	26.55	2.03
BRD-K53972329	CP	ruxolitinib	JAK inhibitor, tyrosine kinase inhibitor	JAK1, JAK2, TYK2, JAK3		6.25, 3.85	30.01	0.56, 0.17	43.91	98.17	59.11	99.08	7.58	93.99	25.53	53.94	38.60	11.73	55.95	25.46	3.59	75.68	33.33	18.84	9.96	49.31	26.58	13.19	12.36	26.68
BRD-A84389633	CP	tropanyl-3,5-dimethylbenzoate	serotonin receptor antagonist			2.88, 2.40	30.00	0.81, 0.18	13.59	46.16	86.74	69.11	87.73	67.55	9.97	23.97	29.31	58.41	13.05	61.87	6.81	46.93	-10.26	11.05	7.82	91.24	30.69	5.11	18.85	38.65
BRD-K52313696	CP	tacedinaline	HDAC inhibitor, cell cycle inhibitor	HDAC1		0.54, 0.54	29.99	0.49, 0.28	3.49	55.08	17.15	45.18	10.13	53.57	57.02	41.55	27.73	21.47	36.06	19.91	47.12	22.86	61.48	26.08	51.48	15.38	32.24	14.60	3.51	53.42
BRD-K64890080	CP	BI-2536	PLK inhibitor, apoptosis stimulant, cell cycle inhibitor, protein kinase inhibitor	PLK1, BRD4, PLK2, PLK3	Bromodomain Inhibitor	5.77, 4.81	29.99	1.49, 0.56	6.17	11.34	60.62	31.86	7.43	12.37	28.11	4.45	38.55	13.75	99.82	38.08	43.71	25.26	61.74	9.20	41.40	12.23	75.95	9.94	67.09	52.34
BRD-K82577285	CP	dipropyl-dopamine	dopamine receptor agonist			3.13, 1.04	29.98	2.07, 0.69	-7.19	27.37	-17.82	55.34	94.91	19.77	47.95	96.02	20.02	10.53	51.96	81.05	89.81	68.63	93.86	10.31	26.39	-78.71	9.74	-3.66	32.59	91.43
BRD-A10523515	CP	GSK-429286A	ROCK inhibitor	ROCK1		3.37, 1.44	29.94	0.80, 0.28	32.06	20.01	36.60	76.61	27.81	9.47	19.48	26.44	37.94	49.16	11.01	48.02	11.26	90.84	56.98	34.40	14.68	48.16	27.29	26.24	59.39	25.34
BRD-K85503079	CP	perospirone	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, DRD3, DRD4, HTR2C		5.11, 2.27	29.93	0.90, 0.18	-33.38	-14.04	47.56	65.11	31.82	92.05	44.98	17.76	64.76	51.51	16.65	10.84	23.47	11.98	28.03	46.73	31.69	28.96	1.27	2.76	30.91	34.77
BRD-U88459701	CP	atorvastatin	HMGCR inhibitor, dipeptidyl peptidase inhibitor, tumor necrosis factor expression inhibitor	HMGCR, DPP4, AHR, CYP3A5, FASLG	HMGCR inhibitor	1.92, 0.96	29.91	1.50, 0.41	31.14	-12.21	23.21	42.82	64.34	17.26	39.56	53.57	88.69	25.28	13.71	71.80	65.99	83.76	29.59	19.95	-7.95	43.45	9.54	18.47	8.76	30.23
