#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K71799949-summary	BRD-K93034159-summary	BRD-K17075857-summary	BRD-K02637541-summary	BRD-K43164539-summary	BRD-K37289225-summary	BRD-K33106058-summary	BRD-A91699651-summary	BRD-K19111024-summary	BRD-A17411484-summary	BRD-A10977446-summary	BRD-K78431006-summary	BRD-K28143534-summary	BRD-K29950728-summary	BRD-K98530306-summary	BRD-K29458283-summary	BRD-K56614220-summary	BRD-K15916496-summary	BRD-K52989797-summary	BRD-A04553218-summary
BRD-K09991945	CP	GSK-3-inhibitor-II	glycogen synthase kinase inhibitor, PKC inhibitor, superoxide dismutase expression inhibitor	GSK3B	Glycogen synthase kinase inhibitor, PKC inhibitor	2.84, 1.14	23.47	1.24, 0.44	45.43	68.54	19.34	30.19	24.01	22.93	27.41	17.91	26.24	37.58	-5.00	-3.00	-5.43	4.90	18.48	40.18	29.64	37.67	11.94	22.91
BRD-K49671696	CP	ketanserin	serotonin receptor antagonist, collagen stimulant	HTR2A, HTR2C, ADRA1A, ADRA1B, ADRA1D, DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR2B, HTR5A, HTR7, SLC18A1, SLC18A2		5.24, 3.14	23.47	0.76, 0.25	24.35	6.74	4.23	22.58	46.51	82.45	3.52	77.47	99.40	11.53	18.54	2.89	12.28	10.35	11.94	47.44	88.28	47.55	77.67	70.76
BRD-K51485625	CP	ritonavir	HIV protease inhibitor, cytochrome P450 inhibitor	CYP3A4, CYP1A2, CYP2B6, CYP2C19, CYP3A5, CYP3A7	HIV protease inhibitor	3.77, 1.26	23.40	0.77, 0.18	0.10	28.98	8.40	-2.55	77.78	17.83	12.52	99.05	-26.19	32.10	87.14	91.95	5.50	92.57	14.96	4.72	87.35	48.02	15.57	75.16
BRD-K19284129	CP	salvinorin-a	opioid receptor agonist	OPRK1, OPRD1, OPRM1		1.57, 0.52	23.39	0.56, 0.23	8.24	23.50	13.32	23.28	48.11	27.54	2.82	18.05	31.84	61.62	-11.62	59.80	29.73	31.42	8.46	2.78	-69.65	67.30	4.47	34.10
BRD-A65767837	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	5.68, 4.55	23.35	1.58, 0.39	99.44	11.04	1.09	87.44	-63.00	18.83	17.30	-6.72	72.73	24.81	31.56	21.89	46.63	-14.77	2.75	3.10	46.79	68.39	98.52	93.35
BRD-K08703257	CP	3-amino-benzamide	PARP inhibitor	PARP1		6.28, 2.62	23.35	0.92, 0.16	61.44	4.19	-9.41	64.55	67.32	10.36	7.15	96.08	31.76	65.38	10.91	-0.67	24.07	36.63	99.44	54.47	-37.53	22.63	3.82	14.40
BRD-A97730597	CP	hexylcaine	sodium channel blocker	SCN5A, SCN10A		2.62, 0.52	23.35	0.56, 0.14	18.62	13.10	11.09	3.59	35.98	84.24	21.08	11.98	91.61	51.76	25.61	10.95	41.19	69.88	17.40	7.62	8.77	41.87	42.15	81.88
BRD-A88774919	CP	doxycycline	metalloproteinase inhibitor, 30S ribosomal protein inhibitor, matrix metalloprotease inhibitor, protein arginine deiminase inhibitor	MMP8, MMP1	Bacterial 30S ribosomal subunit inhibitor	2.84, 1.14	23.33	0.78, 0.23	44.30	23.28	19.33	49.74	76.71	5.41	9.13	19.15	79.66	49.06	86.81	80.94	2.28	56.92	9.79	20.94	28.40	23.37	7.94	2.75
BRD-A07000685	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	4.55, 3.41	23.31	1.55, 0.57	99.82	3.47	20.25	55.86	36.70	9.27	57.96	25.60	45.18	57.75	48.18	8.71	21.01	6.41	11.17	3.77	38.32	19.84	54.88	7.47
BRD-A50157456	CP	terbutaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	6.25, 3.98	23.30	1.10, 0.42	7.03	25.05	21.54	8.21	77.19	56.84	11.27	15.31	79.22	86.51	15.06	4.32	3.77	93.69	20.13	1.80	45.04	82.02	52.05	71.61
BRD-A65597028	CP	RX-821002	adrenergic receptor antagonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		1.70, 0.57	23.30	1.51, 0.50	18.00	22.72	14.52	47.26	14.08	24.31	8.16	23.87	26.85	8.99	7.50	32.69	52.30	14.83	32.51	56.33	21.34	60.75	13.19	57.82
BRD-K30570479	CP	VU-0400195-3	glutamate receptor modulator	GRM4		3.66, 0.52	23.28	1.07, 0.27	16.42	20.26	21.40	12.72	87.10	0.39	-2.04	95.49	27.32	58.97	62.17	-0.70	66.67	11.75	22.56	24.00	86.52	24.96	5.91	67.59
BRD-A95696820	CP	acadesine	adenosine release stimulant, AMPK activator, AMPK stimulant			2.61, 1.74	23.27	2.15, 0.51	-15.24	6.45	1.81	11.67	26.72	41.75	26.06	79.70	-44.58	90.00	7.49	8.93	82.62	20.48	48.20	1.41	0.74	61.72	90.81	48.33
BRD-K27141178	CP	SB-203186	serotonin receptor antagonist	HTR4		1.70, 1.14	23.26	1.80, 0.59	62.69	4.14	6.61	10.43	25.23	22.71	5.14	27.61	13.59	54.19	20.94	59.60	31.68	6.66	25.05	-3.60	23.82	26.72	7.84	34.72
BRD-A80641450	CP	FR-139317	endothelin receptor antagonist	EDNRA		3.14, 1.05	23.24	1.18, 0.40	14.56	0.42	42.26	24.90	6.28	17.11	3.35	34.61	84.32	5.62	3.49	0.70	33.90	70.64	34.48	86.24	47.41	20.80	21.59	92.38
BRD-A74500471	CP	ethambutol	bacterial arabinosyl transferase inhibitor		Bacterial cell wall synthesis inhibitor	6.28, 3.14	23.24	1.17, 0.41	12.62	9.44	19.35	80.35	85.30	17.18	42.08	17.16	95.67	11.89	28.48	6.45	72.17	-0.25	11.13	3.70	28.06	90.08	42.44	27.13
BRD-K32906660	CP	bis-tyrphostin	EGFR inhibitor, dynamin GTPase inhibitor	DNM1, EGFR		2.09, 1.57	23.23	0.93, 0.33	17.31	4.97	57.50	10.75	36.99	78.58	27.57	81.73	77.05	14.02	8.00	0.81	11.66	26.35	35.03	9.36	31.73	58.49	20.11	11.12
BRD-K73589401	CP	corticosterone	mineralocorticoid receptor agonist	HSD11B1, NR3C2, NCOA1		5.76, 4.19	23.23	1.63, 0.55	99.72	31.45	32.94	95.35	16.42	29.87	16.30	13.13	26.20	73.26	4.86	13.93	98.56	-7.14	19.52	0.07	20.25	9.22	76.10	52.85
BRD-K32977963	CP	eugenol	androgen receptor (AR) inhibitor, free radical scavenger, monoamine oxidase inhibitor, quorum sensing signaling modulator	AR, MAOA		2.84, 1.70	23.22	0.91, 0.25	-3.59	4.37	4.99	32.90	36.69	8.39	2.18	-22.64	24.34	35.66	52.40	27.22	36.02	1.59	63.85	8.56	57.48	24.56	7.06	22.09
BRD-K81418486	CP	vorinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC6, HDAC8, HDAC10, HDAC11, HDAC5, HDAC9	HDAC inhibitor	1.05, 0.00	23.21	1.66, 0.57	19.26	59.33	78.87	-4.16	19.12	18.23	57.23	-5.47	20.52	32.62	24.55	20.80	21.87	75.31	6.59	8.73	46.15	66.26	35.76	45.80
BRD-K42095107	CP	daidzein	estrogen receptor agonist	ESRRA, ESRRB, ESRRG, TRPC5	Estrogen receptor agonist	3.41, 2.27	23.15	1.38, 0.39	3.38	3.59	23.07	56.46	30.96	74.21	23.24	69.17	16.32	-37.36	-5.18	6.41	13.51	0.73	42.86	70.09	50.82	89.22	83.04	22.58
BRD-K61480498	CP	epoxycholesterol	LXR agonist	NR1H2, NR1H3		6.28, 4.19	23.15	1.11, 0.42	100.00	8.34	2.89	60.16	95.61	23.44	18.69	9.33	19.26	42.79	-15.11	11.65	31.84	16.81	33.29	27.58	22.86	52.39	84.83	8.93
BRD-K55344148	CP	BU-224	imidazoline receptor ligand	MAOA, MAOB	Imidazoline ligand	2.27, 0.00	23.14	1.20, 0.35	31.15	6.80	16.99	12.74	48.53	23.60	27.50	17.45	37.89	32.67	15.32	-6.41	59.31	22.68	22.05	34.64	32.99	62.52	8.28	10.81
BRD-K22096725	CP	ALW-II-49-7	ephrin inhibitor	DDR1, EPHA2, EPHA4, EPHA7, EPHB2, EPHB4, EPHB6		4.71, 2.09	23.06	2.11, 0.55	0.09	49.25	-0.39	79.38	73.12	23.43	22.26	99.68	69.77	52.00	22.69	-3.24	0.00	-9.28	75.77	0.28	96.70	42.00	4.94	-10.13
BRD-K73982490	CP	BI-78D3	JNK inhibitor	MAPK8		1.05, 0.52	23.05	1.74, 0.51	-0.78	27.03	22.88	4.44	60.44	21.69	18.09	9.32	32.35	28.26	74.86	50.05	31.30	21.02	6.93	12.51	72.51	23.22	4.94	67.73
BRD-K90885812	CP	propantheline	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4		6.82, 5.11	23.01	1.42, 0.36	77.63	7.16	9.31	26.38	83.03	77.85	13.30	16.99	97.99	90.67	62.17	0.11	4.60	9.25	19.65	30.64	18.18	55.50	76.53	5.76
BRD-A78391468	CP	prednisolone	glucocorticoid receptor agonist	NR3C1, NR3C2, SERPINA6	Glucocorticoid receptor agonist	9.42, 5.24	22.95	1.53, 0.75	99.93	3.31	65.72	46.73	80.60	7.83	17.42	18.66	45.25	90.25	80.22	19.38	3.95	19.30	9.60	33.22	23.47	20.43	81.62	22.43
BRD-A38747044	CP	KU-14R	pancreatic β-cell I3 binding site antagonist			3.66, 1.05	22.93	0.89, 0.27	10.95	5.81	26.63	9.20	74.56	97.42	5.65	53.99	57.65	52.66	18.71	36.80	14.60	60.64	44.32	21.36	20.45	11.08	21.89	23.97
BRD-K05181463	CP	L-741626	dopamine receptor, dopamine receptor antagonist	DRD2, DRD3, DRD4, HTR2A, HTR2B	Dopamine receptor antagonist	7.33, 3.66	22.93	1.27, 0.42	6.03	4.16	3.45	-9.63	25.07	91.30	14.96	49.47	60.94	70.17	93.20	96.33	0.99	96.24	20.78	0.07	0.67	8.01	89.00	33.41
BRD-K53959060	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	Glycogen synthase kinase inhibitor	5.68, 2.84	22.93	1.80, 0.53	18.44	97.98	91.28	11.79	47.78	55.44	84.53	15.83	21.01	16.05	6.46	15.49	24.84	30.64	15.04	82.99	66.03	49.73	4.33	1.13
BRD-A59174698	CP	ritodrine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	1.05, 1.05	22.91	1.26, 0.45	-5.23	5.53	16.93	5.35	51.83	44.99	2.43	-17.35	53.30	47.46	78.97	0.46	38.42	48.71	13.55	28.90	-21.59	6.24	62.86	33.48
BRD-K30649484	CP	mafenide	carbonic anhydrase inhibitor, unidentified pharmacological activity	CA6, CA12, CA14, CA2, CA4, CA9		5.76, 4.71	22.90	1.82, 0.47	9.61	17.09	29.92	16.22	74.69	18.43	27.36	3.06	74.58	46.65	-37.10	6.03	97.84	4.47	13.93	1.76	58.85	58.33	76.38	40.77
BRD-K87696786	CP	LY-456236	glutamate receptor antagonist	GRM1		5.24, 3.66	22.84	0.98, 0.27	9.81	13.86	40.41	12.96	97.41	4.34	30.47	23.33	13.47	30.96	51.26	15.97	22.35	13.62	52.53	67.31	5.04	35.42	5.48	28.28
BRD-A43974575	CP	tranylcypromine	cytochrome P450 inhibitor, histone lysine demethylase inhibitor, monoamine oxidase inhibitor	MAOA, MAOB, KDM1A, CYP2A6		3.41, 1.70	22.83	1.14, 0.30	5.85	8.17	10.91	63.51	78.29	3.56	27.43	93.73	35.84	61.22	10.54	-3.66	3.98	30.13	35.03	10.67	18.23	81.68	5.52	89.17
BRD-K63533170	CP	AM-630	cannabinoid receptor antagonist, cannabinoid receptor inverse agonist	CNR2, CNR1		4.71, 2.62	22.79	1.25, 0.43	36.91	-6.57	55.06	18.66	62.69	-3.22	3.89	6.27	26.92	99.61	91.54	44.83	10.72	47.01	55.09	3.88	48.28	-16.14	14.33	15.35
BRD-K67637637	CP	olopatadine	histamine receptor antagonist, histamine blocker, mediator release inhibitor	HRH1, S100A1, S100A12, S100A13, S100A2, S100B		5.76, 2.62	22.76	1.86, 0.53	4.41	19.40	15.81	8.24	-62.15	56.09	26.11	-51.74	26.45	82.29	49.70	7.36	98.98	12.68	10.18	73.22	10.39	43.70	76.65	69.22
BRD-A48809242	CP	IB-MECA	adenosine receptor agonist, granulocyte colony stimulating factor agonist	ADORA3, ADORA1, ADORA2A, ADORA2B	Adenosine receptor agonist	2.84, 1.14	22.73	0.89, 0.24	12.90	37.83	-3.51	24.19	87.94	3.35	5.11	77.33	75.38	30.28	32.61	22.90	25.67	-57.49	25.03	7.95	21.88	22.56	1.90	5.99
BRD-K96670504	CP	lonidamine	glucokinase inhibitor, protein synthesis inhibitor	GCK		6.28, 3.66	22.72	0.76, 0.18	78.69	8.07	17.37	24.07	75.59	-2.61	3.56	59.45	93.27	97.67	12.10	11.36	20.67	6.17	86.61	56.66	59.69	7.36	30.57	21.38
BRD-K01638814	CP	rilmenidine	adrenergic receptor agonist, imidazoline receptor agonist	NISCH	Imidazoline ligand	8.38, 5.24	22.70	2.49, 0.59	68.15	17.07	-12.24	98.56	97.72	4.45	4.35	99.61	42.38	81.13	10.25	0.42	9.28	14.67	99.82	30.42	-0.74	39.60	3.21	28.33
BRD-A68589262	CP	troxipide	glucosamine synthetase stimulant			4.40, 3.14	22.69	1.55, 0.52	21.61	37.90	23.77	1.66	-2.36	93.16	61.47	5.11	13.07	25.68	5.37	13.87	81.93	43.93	18.26	3.64	36.97	99.47	7.09	27.63
BRD-K11558771	CP	droxinostat	HDAC inhibitor	HDAC6, HDAC8	HDAC inhibitor	5.11, 2.27	22.69	0.93, 0.40	45.89	41.32	50.37	0.00	24.83	28.70	16.84	4.40	61.30	54.61	8.43	4.67	-39.39	94.15	1.55	20.55	-1.80	77.26	95.22	2.01
BRD-K74141488	CP	naftifine	squalene epoxidase inhibitor, steroid sulfatase inhibitor	SQLE		5.24, 3.66	22.65	0.83, 0.30	74.29	20.59	20.13	30.17	73.32	22.35	26.21	98.03	82.33	82.37	21.19	6.51	11.70	5.07	20.07	10.76	93.76	47.73	22.95	15.86
BRD-A59215453	CP	lobelanidine	acetylcholine receptor antagonist, dopamine receptor modulator, opioid receptor antagonist, vesicular monoamine transporter ligand	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1		4.19, 1.05	22.61	1.27, 0.51	5.96	2.50	-0.18	25.17	50.80	67.56	1.99	10.27	93.24	75.90	88.32	15.18	34.53	7.56	7.89	20.06	63.00	11.73	57.43	72.20
BRD-K13087974	CP	4,5-dianilinophthalimide	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor	EGFR	EGFR inhibitor	1.57, 1.05	22.60	0.84, 0.35	-54.12	41.67	29.05	7.22	71.67	21.82	22.90	33.94	48.42	22.31	48.95	87.55	31.61	4.62	5.78	-7.30	-1.62	24.59	15.00	2.18
BRD-K01555864	CP	dibenzoylmethane	tumorigenesis inhibitor			3.98, 1.70	22.57	0.65, 0.11	10.88	6.67	8.51	31.23	74.57	22.77	4.92	-6.27	-24.76	34.21	2.61	22.38	64.94	23.24	96.08	43.39	45.98	69.00	-9.21	21.30
BRD-K33551950	CP	radicicol	HSP inhibitor, ATP citrase lyase inhibitor, MAP kinase inhibitor, opioid receptor ligand, pyruvate dehydrogenase kinase inhibitor	ACLY, DLAT, HSP90AB1, HSP90B1, MAP3K7, OPRM1, PDK3	HSP inhibitor	4.71, 3.14	22.57	2.09, 0.76	0.00	82.57	96.79	0.21	3.23	13.75	35.73	4.58	42.54	15.35	10.75	97.82	29.79	79.28	4.12	7.95	99.93	44.62	63.38	12.72
BRD-K50388907	CP	fenofibrate	PPAR receptor agonist, apolipoprotein expression enhancer, lipase clearing factor inhibitor	PPARA, APOA1, CYP2C19, CYP2C8, MMP25		3.66, 1.57	22.55	1.01, 0.25	61.94	3.77	24.27	18.42	-4.94	67.19	20.15	93.07	72.78	29.98	20.82	7.20	6.36	9.64	19.63	25.19	33.10	19.84	85.56	62.61
BRD-K88742110	CP	BRD-K88742110	HDAC inhibitor, interleukin synthesis inhibitor	HDAC8, IL1B		1.05, 0.52	22.54	0.26, 0.17	25.68	14.55	9.59	5.11	63.22	13.58	25.03	35.37	49.08	66.55	39.36	23.30	43.60	21.78	7.05	4.65	31.29	19.48	3.83	19.55
BRD-A65440446	CP	cimaterol	adrenergic receptor agonist		Beta-adrenergic receptor agonist	3.98, 1.14	22.51	0.82, 0.26	27.64	11.21	9.35	18.96	47.85	55.39	29.34	7.96	26.07	8.99	34.87	26.53	40.96	13.02	40.74	0.85	8.44	29.92	2.15	6.06
BRD-A33833419	CP	TER-14687	inhibitor of translocation of PKCq in T cells	PRKCQ		4.19, 1.57	22.51	1.09, 0.28	16.22	26.08	86.79	42.00	23.43	17.36	5.36	-5.90	54.02	19.16	5.80	14.20	59.46	26.99	11.23	67.72	28.54	36.87	3.74	21.58
BRD-K43797669	CP	genistein	tyrosine kinase inhibitor, angiogenesis inhibitor, CFTR channel activator, EGFR inhibitor, estrogen receptor agonist, histidine kinase inhibitor, immunosuppressant, isoflavone agonist, protein tyrosine kinase inhibitor, reducing agent, topoisomerase inhibitor	CFTR, ESR2, EGFR, ESR1, ESRRA, ESRRB, ESRRG, NCOA1, NCOA2, PPARG, PTK2B, TOP2A, TRPC5		1.05, 1.05	22.49	0.38, 0.34	8.61	4.13	4.09	20.57	23.07	11.49	28.04	17.60	52.94	45.22	6.61	16.67	54.61	21.91	28.01	36.97	8.20	45.97	23.20	53.23
BRD-K86873305	CP	piperacillin	cell wall synthesis inhibitor			6.25, 2.84	22.47	1.52, 0.67	52.01	3.24	0.49	4.52	56.40	49.13	4.65	14.69	58.40	44.08	4.68	15.66	84.17	13.94	4.76	9.89	98.07	29.28	94.67	58.70
BRD-A36471396	CP	biperiden	anticholinergic	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2		7.33, 4.19	22.47	0.88, 0.26	88.32	4.43	10.53	65.20	87.52	11.34	3.24	0.00	92.39	97.85	99.51	0.56	18.70	0.18	26.23	17.28	85.34	-8.82	26.41	56.77
BRD-K14888893	CP	minoxidil	antialopecia agent, ATP channel activator, ATP-sensitive potassium channel agonist, KATP activator, Kir6 channel (KATP) activator, polarization activator, renin secretion stimulant	KCNJ8, ABCC9, KCNJ1, KCNJ10, KCNJ11, PTGS1, REN		3.66, 3.14	22.40	1.34, 0.35	14.37	24.44	5.59	60.81	74.00	73.87	20.35	15.02	75.17	30.44	6.49	1.02	62.91	-7.05	17.07	42.33	9.31	56.02	12.09	62.61
BRD-K84175871	CP	pseudoephedrine	histamine receptor antagonist, interleukin expression inhibitor, tumor necrosis factor expression inhibitor	ADRA1A, ADRA2A, ADRB1, ADRB2, ATF1, ATF2, ATF3, ATF4, ATF5, ATF6, ATF7, CXCL8, FOS, HRH1, IL2, JDP2, JUN, NFATC1, SLC6A2, SLC6A3, SLC6A4, TNF		4.19, 2.09	22.39	1.17, 0.32	43.49	17.06	16.99	99.40	87.13	10.74	14.93	98.26	91.68	20.26	34.04	13.02	12.85	33.36	54.45	6.57	24.52	25.24	0.60	12.09
BRD-K31283835	CP	tofacitinib	JAK inhibitor, disease modifying antirheumatic drug, immunosuppressant, MAP kinase inhibitor, tyrosine kinase inhibitor	JAK3, JAK1, JAK2, CYP2C19, TYK2		2.62, 1.57	22.36	0.80, 0.15	85.97	8.16	15.46	10.91	63.86	61.55	17.86	15.06	28.85	55.49	20.74	87.85	12.79	24.19	62.59	3.68	15.10	45.37	23.98	3.96
BRD-K94325918	CP	kinetin-riboside	apoptosis inducer			5.76, 2.62	22.29	2.90, 0.75	6.32	77.55	90.35	3.50	32.85	1.94	16.20	8.76	48.27	30.45	11.02	92.45	98.98	3.18	3.21	47.81	99.93	28.37	0.18	5.49
BRD-K04923131	CP	GSK-3-inhibitor-IX	glycogen synthase kinase inhibitor, lipoxygenase inhibitor, PKC inhibitor	ALOX5, GSK3A, GSK3B	Glycogen synthase kinase inhibitor, PKC inhibitor	5.24, 1.57	22.28	1.55, 0.44	7.56	96.11	84.07	12.44	14.61	22.67	30.66	4.65	21.89	35.07	36.99	70.95	16.65	10.61	11.07	83.82	59.99	23.64	1.69	14.37
BRD-K52512893	CP	SC-19220	prostanoid receptor antagonist	PTGER1		1.70, 0.57	22.27	1.01, 0.36	35.18	6.32	5.96	28.36	41.46	23.33	3.84	54.29	70.33	19.87	23.51	29.01	8.21	-41.88	21.22	10.31	33.15	39.44	6.53	9.34
BRD-K76064317	CP	tyrphostin-AG-1296	FLT3 inhibitor	FLT3		1.57, 0.00	22.26	0.65, 0.23	21.89	3.07	30.82	8.96	87.68	26.06	2.92	22.64	27.57	47.23	4.62	0.67	1.53	30.92	22.75	7.10	0.00	34.78	37.27	4.72
BRD-A62890442	CP	3-methyl-GABA	GABA aminotransferase activator			7.83, 6.96	22.22	2.52, 0.88	99.44	3.78	6.29	70.13	27.62	13.07	2.89	-0.40	98.20	37.63	99.79	0.00	5.41	90.15	90.72	56.08	-44.91	16.81	90.79	-3.15
BRD-K30296925	CP	flavokavain-b	carcinoma cell growth inhibitor, hypoxia inducible factor inhibitor	HIF1A		3.14, 1.05	22.19	1.49, 0.66	12.78	7.58	93.34	4.41	5.55	27.50	9.22	-17.10	7.74	52.78	7.94	16.88	37.72	86.36	14.82	76.87	70.20	47.75	65.16	48.24
BRD-K86595100	CP	chlordiazepoxide	GABA benzodiazepine site receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ		6.28, 4.71	22.12	1.38, 0.41	5.33	2.82	31.23	9.69	13.25	0.56	27.55	5.47	71.01	94.57	81.44	59.92	96.76	16.69	38.05	1.72	68.07	10.08	16.55	69.53
BRD-K56301217	CP	ABT-737	BCL inhibitor	BCL2, BCL2L1, BCL2L2	BCL inhibitor	2.09, 0.00	22.11	1.83, 0.67	13.78	5.15	49.76	35.78	33.80	29.45	3.57	14.75	19.31	37.76	31.21	9.78	19.68	38.23	21.26	8.56	79.45	22.96	54.27	5.78
BRD-A49765801	CP	fludroxycortide	corticosteroid, glucocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist	6.81, 3.66	22.09	1.34, 0.80	99.89	1.59	51.60	3.14	39.03	89.12	24.38	6.70	11.39	77.73	16.73	15.47	10.72	11.41	4.23	33.12	36.91	24.60	98.24	19.79
BRD-K97354755	CP	SU-6656	src inhibitor	LYN, AURKB, AURKC, BRSK2, CALM1, CAMK2D, LCK, RET, SRC, YES1		2.08, 2.08	22.07	1.23, 0.32	8.33	13.48	76.74	25.01	67.67	15.24	5.46	33.42	53.33	19.13	18.15	0.25	78.78	30.00	85.35	1.37	38.67	4.91	3.06	83.15
BRD-A47513740	CP	calyculin	protein phosphatase inhibitor	PPP1CA, PPP1CC, PPP2CA		6.82, 3.41	22.03	2.60, 0.66	6.42	87.34	47.35	24.13	-29.03	4.81	36.24	5.43	-46.80	19.94	-15.97	2.11	87.35	14.03	29.66	78.45	65.41	88.04	2.99	94.35
BRD-A83937277	CP	mephenytoin	cytochrome P450 substrate	SCN5A, CYP2C19		5.11, 3.41	22.03	1.45, 0.38	22.22	13.28	49.40	47.17	37.33	21.14	39.03	74.81	58.96	82.23	5.79	3.88	21.29	14.70	99.63	7.61	21.84	17.48	1.59	31.44
BRD-A47144777	CP	dihydro-7-desacetyldeoxygedunin	HSP90 inhibitor	HSP90AA1		1.14, 1.14	22.02	1.03, 0.27	12.34	32.70	53.48	30.76	30.46	17.81	22.14	25.75	11.67	-30.07	3.98	11.38	21.91	30.24	10.03	4.63	47.75	65.23	24.77	9.18
BRD-K05434375	CP	HA-1004	calcium channel blocker			5.76, 3.14	22.02	0.84, 0.19	14.57	-0.32	24.74	-29.37	15.47	54.17	5.78	25.51	25.94	49.20	24.20	45.61	15.22	8.13	11.39	0.85	37.65	19.84	80.80	59.90
BRD-K21853356	CP	RG-14620	EGFR inhibitor	EGFR		3.14, 1.05	22.00	1.09, 0.33	22.94	21.06	60.60	-0.18	17.33	42.86	3.03	-17.70	39.51	89.33	98.40	14.28	14.19	69.23	15.60	16.87	9.55	26.35	23.66	69.11
BRD-K66766661	CP	17-beta-estradiol	estrogen receptor agonist	ESR1	Estrogen receptor agonist	3.85, 1.28	21.95	1.56, 0.55	80.19	19.65	8.32	-86.44	93.54	24.26	11.31	1.16	82.41	92.93	61.94	3.69	0.39	67.55	55.81	11.51	37.38	-41.31	49.13	7.45
BRD-A41555725	CP	chlortetracycline	protein synthesis inhibitor			2.84, 1.70	21.87	1.30, 0.49	16.03	12.13	3.18	76.30	85.64	65.68	2.47	20.46	48.53	48.31	10.61	-6.80	26.92	21.38	64.39	27.12	9.41	22.36	43.77	1.76
BRD-K15842202	CP	eudesmic-acid	in touchstone			2.08, 0.00	21.86	1.62, 0.36	0.31	25.87	11.02	-80.85	22.39	4.69	18.99	-96.87	33.24	94.92	28.86	50.12	58.41	93.78	21.33	12.54	3.66	3.00	82.39	88.01
BRD-K18518344	CP	digitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	9.09, 5.68	21.85	2.61, 0.56	15.74	89.93	72.50	9.74	-31.46	2.44	31.92	-5.50	14.69	23.19	11.75	99.01	97.99	20.51	-9.65	0.32	93.45	62.16	69.05	61.43
BRD-A72483914	CP	spiroxatrine	serotonin receptor antagonist	HTR1A, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR2B		1.70, 0.57	21.84	1.03, 0.24	70.02	11.98	4.21	6.11	76.54	46.25	18.18	32.18	40.86	12.78	2.43	0.00	12.67	35.86	45.22	6.80	25.50	56.16	35.93	3.39
BRD-K43149758	CP	myricetin	androgen receptor ligand, cytochrome P450 inhibitor	PIK3CG, AR, CYP3A4		4.55, 2.27	21.82	0.74, 0.16	6.45	12.64	8.98	14.76	43.95	-1.90	5.07	34.79	69.69	78.57	12.77	7.53	35.96	32.28	72.74	28.88	-19.94	65.77	1.20	38.58
BRD-A41722204	CP	sulmazole	calcium sensitizer, phosphodiesterase inhibitor			3.66, 2.09	21.80	0.52, 0.11	28.95	0.60	46.43	5.25	54.58	34.53	3.34	20.41	82.34	55.72	73.29	12.20	23.19	6.90	5.04	6.88	-17.57	44.09	8.00	90.87
BRD-K02867583	CP	minaprine	serotonin uptake inhibitor	HTR2B, SLC6A4, ACHE, CHRM1, DRD1, DRD2, HTR2A, HTR2C, MAOA		3.41, 1.70	21.77	1.11, 0.28	3.86	29.47	6.37	56.71	82.87	10.39	30.22	98.21	87.75	49.49	11.94	25.09	10.43	5.91	41.52	6.48	5.21	59.33	15.08	18.46
BRD-A71157293	CP	fursultiamine	thiamine deriviative			1.70, 0.00	21.75	1.40, 0.47	67.39	36.83	32.98	17.47	28.59	10.37	17.68	46.73	27.79	21.03	4.86	2.82	21.88	20.82	79.91	25.43	27.40	13.33	21.63	20.85
