#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A92630576-summary	BRD-K32107296-summary	BRD-K89732114-summary	BRD-K77695569-summary	BRD-K29653726-summary	BRD-K63675182-summary	BRD-K92049597-summary	BRD-K06335600-summary	BRD-K32164935-summary	BRD-K73999723-summary	BRD-K85119730-summary	BRD-A19195498-summary	BRD-K00603606-summary	BRD-K68132782-summary	BRD-K97309399-summary	BRD-A62025033-summary	BRD-K59574735-summary	BRD-K81916719-summary	BRD-K53414658-summary	BRD-K31283835-summary
BRD-K16554956	CP	PTB1	AMPK activator, tyrosine phosphatase inhibitor	PTPN1		5.35, 3.74	33.43	0.93, 0.32	26.42	99.89	86.19	44.13	21.00	11.81	64.01	14.29	81.03	8.67	84.67	26.41	34.59	26.14	6.32	60.07	11.97	32.28	46.11	98.01
BRD-K01436366	CP	XMD-1150	leucine rich repeat kinase inhibitor	LRRK2	Leucine rich repeat kinase inhibitor	1.60, 0.00	33.42	1.33, 0.56	66.82	-11.03	58.11	18.79	64.95	81.88	7.96	67.12	4.75	12.50	8.08	37.12	26.85	6.08	76.38	39.19	29.72	60.51	76.52	24.99
BRD-K64890080	CP	BI-2536	PLK inhibitor, apoptosis stimulant, cell cycle inhibitor, protein kinase inhibitor	PLK1, BRD4, PLK2, PLK3	Bromodomain Inhibitor	6.42, 1.07	33.40	1.49, 0.56	56.68	-24.37	98.02	14.98	15.40	92.93	0.60	22.69	15.85	20.52	14.33	86.75	33.80	14.67	93.18	87.76	48.81	33.01	94.34	47.59
BRD-K61951118	CP	FG-7142	GABA benzodiazepine site receptor inverse agonist			1.69, 1.13	33.40	0.82, 0.26	37.88	95.23	1.87	46.30	40.37	0.00	11.18	80.23	88.43	28.92	16.56	-19.43	81.14	28.07	-1.92	48.85	45.31	18.70	10.31	82.87
BRD-A99571536	CP	dubinidine	anticonvulsant that reduces motor activity			2.26, 0.00	33.37	2.11, 0.59	3.65	27.01	85.61	54.34	38.61	6.84	30.05	75.16	9.46	52.38	62.36	38.26	16.64	17.35	22.98	36.69	78.48	-20.02	49.03	25.50
BRD-K50388907	CP	fenofibrate	PPAR receptor agonist, apolipoprotein expression enhancer, lipase clearing factor inhibitor	PPARA, APOA1, CYP2C19, CYP2C8, MMP25		1.60, 0.00	33.34	1.01, 0.25	25.56	52.57	56.04	40.32	71.93	13.60	67.52	59.34	33.60	10.52	27.66	45.55	18.19	12.43	4.69	14.63	26.02	33.09	37.77	39.51
BRD-K63641886	CP	cefuroxime	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	7.34, 5.08	33.28	1.75, 0.41	56.61	16.39	4.34	26.46	26.84	8.69	79.50	82.46	28.01	82.69	52.95	1.94	58.40	94.58	8.09	32.82	33.74	73.17	21.40	87.75
BRD-K03406345	CP	azacitidine	DNA methyltransferase inhibitor, antimetabolite, DNA methylase inhibitor, DNA synthesis inhibitor, RNA synthesis inhibitor	DNMT1		2.26, 1.13	33.26	2.08, 0.81	18.83	-7.67	0.63	72.68	22.97	86.53	93.86	39.30	6.85	42.13	48.43	4.37	7.96	89.26	46.26	34.47	32.05	92.61	19.43	14.96
BRD-K08502430	CP	angiogenesis-inhibitor	angiogenesis inhibitor	EGFR		3.21, 1.07	33.23	1.67, 0.48	32.29	-16.46	12.10	19.61	11.19	50.61	3.63	34.17	83.78	93.21	28.01	-63.09	50.99	61.46	19.80	20.63	87.39	53.73	87.27	54.43
BRD-K16444452	CP	ibudilast	phosphodiesterase inhibitor, leukotriene receptor antagonist, toll-like receptor antagonist, macrophage migration inhibiting factor inhibitor, macrophage migration inhibiting factor modulator, mediator release inhibitor, nitric oxide synthase inhibitor	PDE4A, PDE4B, PDE4C, MIF, PDE10A, PDE3A, PDE4D, TLR4, CYSLTR1, IL1B, IL6, PDE11A, PDE5A		3.74, 1.60	33.22	0.76, 0.13	9.04	73.49	49.78	51.90	63.98	21.13	86.58	9.85	7.73	10.94	74.11	32.30	4.12	10.99	34.14	-0.14	95.66	85.52	5.01	69.53
BRD-K14693417	CP	cinchonine	antimalarial agent	CYP2D6		7.49, 4.28	33.16	0.74, 0.19	34.45	96.78	-2.44	31.88	67.75	22.54	95.07	35.10	27.69	21.84	98.27	43.20	69.86	27.20	21.36	14.18	27.92	47.99	5.61	73.25
BRD-K62353524	CP	DY-131	estrogen-related receptor agonist	ESR2, ESRRB, ESRRG		1.07, 0.00	33.16	0.70, 0.22	38.48	26.68	1.44	75.29	63.09	24.45	17.14	55.80	22.78	3.51	19.91	27.84	41.49	84.01	7.54	44.24	58.46	92.84	8.55	85.00
BRD-A42553870	CP	L-152804	neuropeptide receptor antagonist	NPY5R		3.74, 1.07	33.15	0.95, 0.26	32.99	98.04	3.12	92.52	33.31	6.26	54.96	18.58	60.92	29.99	10.16	2.01	42.01	79.75	32.22	23.94	77.91	51.23	25.13	86.47
BRD-K56301217	CP	ABT-737	BCL inhibitor	BCL2, BCL2L1, BCL2L2	BCL inhibitor	4.28, 2.67	33.14	1.83, 0.67	5.33	60.45	92.41	14.62	12.05	69.30	3.95	39.57	10.17	13.08	14.61	88.40	8.96	26.70	57.41	50.67	14.59	46.93	84.92	40.68
BRD-K62221994	CP	T-98475	gonadotropin releasing factor hormone receptor antagonist	GNRH1, GNRHR		14.97, 9.63	33.12	1.59, 0.49	15.54	30.06	99.75	50.71	37.22	99.61	29.56	23.43	32.49	30.47	20.95	98.33	18.98	84.25	99.47	95.24	19.00	33.74	98.45	20.64
BRD-K00627859	CP	tubastatin-a	HDAC inhibitor	HDAC6	HDAC inhibitor	2.14, 0.00	33.10	0.35, 0.25	45.14	49.16	25.47	37.94	52.77	13.37	25.45	29.95	14.03	39.39	22.19	34.03	33.39	29.49	20.12	70.31	13.72	32.81	56.64	52.80
BRD-A07000685	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	7.91, 3.95	33.07	1.55, 0.57	53.49	64.17	24.39	8.88	60.91	0.00	5.26	97.71	99.52	9.01	5.54	30.39	7.69	43.01	10.08	41.60	8.17	35.76	85.40	80.07
BRD-K61323504	CP	SB-225002	CC chemokine receptor antagonist, Chemokine CXCR2  (IL-8 beta Receptor) Antagonists	CXCR2		2.14, 0.53	33.06	1.27, 0.60	27.97	38.15	22.22	9.38	67.81	23.45	-3.90	51.83	12.85	23.19	38.54	-0.46	78.98	75.25	55.91	54.76	42.38	16.67	69.58	24.24
BRD-K49865102	CP	PD-0325901	MEK inhibitor, MAP kinase inhibitor, protein kinase inhibitor	MAP2K1, MAP2K2	MEK inhibitor	4.28, 2.67	33.06	1.34, 0.64	25.73	70.99	30.58	46.25	56.85	5.33	18.87	90.52	91.14	39.83	23.79	82.82	24.87	-0.18	34.65	24.42	31.46	4.26	97.99	97.96
BRD-K13087974	CP	4,5-dianilinophthalimide	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor	EGFR	EGFR inhibitor	4.28, 2.67	33.04	0.84, 0.35	55.99	-17.47	11.50	71.11	82.85	10.35	79.83	67.36	55.26	7.54	7.23	-0.39	44.73	5.93	22.16	33.55	24.23	32.53	83.19	93.53
BRD-K63828191	CP	raloxifene	estrogen receptor antagonist, selective estrogen receptor modulator (SERM), ALK expression enhancer, cholesterol inhibitor, endoglin expression enhancer, estrogen receptor agonist	ESR1, ESR2, ACVRL1, ENG	Estrogen receptor antagonist	1.60, 0.53	33.01	0.43, 0.34	25.85	43.13	74.18	22.42	44.19	25.46	19.66	33.11	34.01	26.70	27.09	55.21	23.69	32.92	48.46	53.58	12.12	3.10	34.84	37.41
BRD-A19500257	CP	geldanamycin	HSP inhibitor	HSP90AA1, HSP90AB1	HSP inhibitor	4.28, 0.53	32.99	0.99, 0.30	5.29	-39.28	85.71	13.58	56.28	76.14	18.91	63.96	17.64	28.78	8.57	86.37	49.96	14.49	82.27	50.48	29.54	36.43	95.24	25.35
BRD-A75517195	CP	thiazolopyrimidine	CDC inhibitor			1.60, 1.07	32.97	0.32, 0.08	27.01	77.74	44.82	20.79	27.97	41.55	84.33	18.01	35.82	30.12	66.85	18.44	12.87	37.80	57.92	63.26	29.91	44.23	22.29	26.46
BRD-K95885906	CP	quercetagetin	Pim kinase inhibitor	PIM1		6.42, 2.67	32.89	0.70, 0.18	25.30	16.46	-1.66	97.49	-17.35	28.72	34.83	16.91	30.94	84.22	98.48	21.07	89.64	80.88	22.59	37.30	57.15	14.50	52.46	90.10
BRD-K99616396	CP	motesanib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, RET tyrosine kinase inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, VEGFR antagonist	FLT1, FLT4, KDR, KIT, PDGFRA, RET	PDGFR/KIT inhibitor	3.21, 1.07	32.88	0.64, 0.17	36.21	50.81	-0.81	20.40	23.87	29.56	48.94	71.89	54.55	43.20	22.14	7.99	18.80	28.87	28.88	53.03	23.51	65.50	91.11	87.70
BRD-K59597909	CP	phenothiazine	dopamine receptor antagonist			5.35, 3.74	32.88	0.60, 0.10	21.78	62.62	33.32	41.18	86.68	14.57	15.85	66.28	94.40	30.60	81.69	16.82	44.95	31.25	12.71	71.63	22.07	-52.47	38.49	32.44
BRD-K11399644	CP	phenformin	AMPK activator	KCNJ8, PRKAA1		3.21, 2.67	32.85	0.83, 0.18	5.97	80.95	32.39	45.08	97.50	56.85	47.14	28.76	84.94	56.41	10.43	21.50	33.31	54.39	2.36	24.09	4.12	-0.78	7.57	66.88
BRD-K35498378	CP	alrestatin	aldose reductase inhibitor	AKR1B1		5.35, 3.21	32.81	1.06, 0.25	65.31	87.47	1.87	80.07	84.41	21.18	39.10	20.89	73.30	38.38	79.28	26.88	3.49	25.53	3.74	50.16	12.94	61.47	27.23	-19.74
BRD-A68039575	CP	liquiritigenin	aromatase inhibitor	CYP19A1		2.82, 0.56	32.80	1.30, 0.45	12.59	69.07	18.84	75.50	38.86	1.62	25.44	89.42	84.45	34.67	72.01	21.86	5.00	30.94	8.98	66.69	12.05	-40.34	69.74	38.21
BRD-K37846922	CP	3,3'-diindolylmethane	androgen receptor antagonist, aryl hydrocarbon receptor agonist, beta glucuronidase inhibitor, CHK inhibitor, cytochrome P450 activator, indoleamine 2,3-dioxygenase inhibitor	AHR, AR, CYP1A2, GUSB, IDO1		3.74, 1.07	32.78	1.33, 0.39	13.26	87.16	53.19	44.20	88.80	14.52	73.75	71.34	10.64	32.71	8.39	76.00	5.43	3.91	36.68	12.47	28.38	32.85	12.00	95.05
BRD-A20126139	CP	medrysone	corticosteroid hormone receptor agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	5.35, 2.67	32.74	1.15, 0.48	60.57	-48.90	44.66	57.58	88.25	2.30	19.47	95.82	99.54	12.50	5.21	-41.79	62.27	80.39	11.62	28.24	24.83	15.60	37.24	67.92
BRD-K65331431	CP	retinyl	vitamin analog			8.02, 4.81	32.74	1.38, 0.39	3.63	92.56	-2.85	95.49	44.02	0.70	21.45	97.74	84.83	2.01	80.95	46.43	9.27	97.84	51.13	8.67	11.05	-2.45	6.43	62.39
BRD-K50384076	CP	7,4'-dihydroxyflavone	opioid receptor antagonist	CYP19A1		3.64, 0.91	32.71	2.32, 0.66	44.62	13.47	-1.27	96.59	96.28	26.53	7.93	52.22	93.54	6.78	15.08	-13.45	31.99	51.94	33.44	15.21	80.20	20.43	79.13	86.45
BRD-K95739795	CP	tetrabenazine	vesicular monoamine transporter inhibitor	SLC18A2, DRD2, SLC18A1		2.26, 2.26	32.71	1.45, 0.44	47.24	98.55	0.00	57.46	49.40	4.95	5.87	59.80	28.39	9.90	41.37	4.13	37.03	12.92	17.94	38.09	24.83	68.69	19.23	85.82
BRD-K49027941	CP	PSB-1115	adenosine receptor antagonist	ADORA2B, ADORA1, ADORA3		4.52, 2.82	32.70	1.13, 0.34	35.91	39.41	0.85	24.21	56.42	14.93	42.58	75.38	85.14	29.38	7.92	1.44	72.89	24.40	38.01	60.40	90.13	19.29	8.42	29.50
BRD-K12260308	CP	xanthoxyline	plant-derived antifungal			6.42, 1.60	32.70	0.93, 0.28	26.98	84.17	21.45	94.65	32.96	44.36	73.87	26.94	32.44	23.07	97.63	21.49	90.21	44.06	19.81	14.17	29.10	41.30	26.05	44.82
BRD-K08924299	CP	palonosetron	serotonin receptor antagonist	HTR3A		2.14, 1.07	32.69	1.28, 0.34	77.38	31.96	-3.52	28.36	86.97	3.11	67.96	-17.83	7.85	12.57	49.12	30.47	17.90	42.21	33.74	44.24	33.42	81.86	8.42	40.44
BRD-A32164164	CP	methyllycaconitine	acetylcholine receptor antagonist	CHRNA7		3.74, 1.07	32.67	1.06, 0.31	33.58	96.72	-1.94	1.44	41.64	0.00	82.01	8.38	81.10	14.57	70.23	24.64	31.76	82.93	19.91	23.57	47.49	42.03	19.80	94.01
BRD-K37447567	CP	hydrocotarnine	non-narcotic opium alkaloid used in cancer pain treatment			1.69, 0.00	32.66	1.43, 0.45	31.71	74.00	5.04	46.27	9.97	1.44	66.51	24.75	26.50	72.48	44.69	14.37	70.72	27.50	2.61	77.18	23.54	65.73	33.61	87.46
BRD-K81528515	CP	nilotinib	Bcr-Abl kinase inhibitor, Abl kinase inhibitor, discoidin domain containing receptor inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor	ABL1, KIT, BCR, CYP2B6, CYP2C8, DDR1, DDR2, PDGFRA	FLT3 inhibitor	1.07, 0.53	32.59	0.60, 0.17	20.56	56.13	1.62	39.42	45.52	0.42	41.51	7.81	16.27	63.06	18.95	27.09	39.44	24.24	50.64	65.76	16.60	20.36	38.14	38.08
BRD-K72783841	CP	tyrphostin-AG-555	CDK inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	CDK2, EGFR		2.67, 1.07	32.58	1.20, 0.32	10.51	-45.87	32.21	55.29	66.17	47.57	32.96	47.30	23.77	66.01	13.73	15.99	67.25	7.08	55.77	93.80	25.25	29.36	79.72	20.42
BRD-A53952395	CP	prilocaine	anesthetic	SCN5A		3.95, 2.82	32.57	1.05, 0.44	14.44	85.27	15.34	99.86	85.37	12.71	38.73	92.85	62.39	44.65	74.99	14.42	14.09	3.85	16.94	26.41	50.24	7.61	4.15	79.85
BRD-K64310881	CP	MW-STK33-3B	large conductance potassium channel activator			2.26, 0.56	32.56	1.39, 0.25	71.04	94.10	4.79	91.42	34.54	3.38	12.86	62.67	22.99	60.67	53.58	12.40	23.09	78.46	0.00	20.24	21.96	73.78	30.57	85.80
BRD-K64935403	CP	ebelactone-b	pancreatic lipase inhibitor	PNLIP		4.28, 1.07	32.53	1.40, 0.40	30.68	97.10	-11.87	9.62	61.77	44.80	77.26	65.18	16.99	22.42	42.15	65.55	6.10	34.38	53.50	-3.22	29.71	-19.46	4.54	43.19
BRD-K98684188	CP	GSK-0660	PPAR receptor inhibitor	PPARD		3.21, 0.53	32.50	1.11, 0.32	38.04	12.08	17.29	64.22	24.95	49.29	20.50	64.65	57.25	47.17	26.64	24.89	81.34	58.09	65.77	-9.91	26.96	58.56	14.27	14.51
BRD-K08556791	CP	ethoprop	acetylcholinesterase inhibitor	ACHE		2.82, 0.56	32.50	1.47, 0.39	52.58	84.34	19.17	92.47	29.75	35.24	17.77	6.46	94.73	16.31	7.54	20.78	72.96	43.03	11.39	13.59	53.21	67.39	15.33	98.34
BRD-A93236127	CP	digitoxin	ATPase inhibitor	ATP1A1	ATPase inhibitor	1.07, 0.00	32.48	2.18, 0.56	26.55	-20.85	48.64	9.10	93.45	77.30	70.52	17.90	29.43	73.52	25.57	-7.16	41.63	33.90	55.28	15.05	62.91	55.07	-45.39	31.06
BRD-K16621777	CP	enobosarm	androgen receptor modulator, androgen receptor agonist	AR	Androgen receptor modulator, Progesterone receptor antagonist	1.60, 1.60	32.48	0.81, 0.18	61.69	60.69	0.99	8.24	23.32	36.74	30.60	30.30	44.61	34.36	5.11	6.31	5.60	58.94	16.23	73.38	88.09	-5.32	84.97	87.82
BRD-K76805682	CP	SB-415286	glycogen synthase kinase inhibitor	GSK3B, GSK3A, RPS6KB1	Glycogen synthase kinase inhibitor	3.74, 1.07	32.47	0.70, 0.20	18.67	-10.68	48.09	67.45	30.80	0.25	58.44	46.59	3.51	34.13	13.24	-38.16	49.88	14.86	11.70	24.51	43.46	81.07	84.46	39.19
BRD-K70401845	CP	erlotinib	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor, tyrosine kinase inhibitor	EGFR, NR1I2	EGFR inhibitor	3.21, 2.14	32.42	1.18, 0.40	21.82	17.28	28.97	10.84	82.54	69.39	69.98	47.64	2.64	67.89	23.88	7.53	38.74	6.68	3.79	67.43	32.90	50.98	83.91	31.94
BRD-K93325701	CP	damnacanthal	src inhibitor			10.31, 5.15	32.42	1.81, 0.50	64.93	97.84	-20.36	20.59	-46.62	28.51	98.24	1.44	47.66	86.31	96.59	57.23	96.70	76.44	17.81	15.08	5.60	25.44	0.63	36.33
BRD-K06926592	CP	tretinoin	RAR agonist, RAR receptor binder, retinoid receptor agonist, ROR ligand	RARG, RORB, ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARRES1, RORC, RXRB, RXRG	Retinoid receptor agonist	2.14, 1.07	32.41	0.84, 0.17	21.40	29.76	32.40	37.15	18.31	28.39	65.45	32.42	20.29	60.18	26.74	21.27	22.57	75.22	75.87	81.21	44.19	94.42	76.56	26.00
BRD-A29260609	CP	acebutolol	adrenergic receptor antagonist	ADRB1, ADRB2		8.47, 6.21	32.40	1.13, 0.31	24.93	16.91	1.59	63.49	7.79	1.43	15.52	82.31	98.17	36.07	58.74	57.82	50.19	95.71	9.64	28.74	3.88	66.74	8.88	78.38
BRD-K69840642	CP	ISOX	HDAC inhibitor	HDAC6	HDAC inhibitor	4.81, 0.00	32.40	1.81, 0.60	48.72	3.31	96.08	39.38	32.56	53.68	31.17	44.82	6.46	11.68	4.53	29.05	39.34	15.52	84.20	32.24	27.89	32.22	96.48	51.00
BRD-K61217870	CP	n-(3-acetamidophenyl)-3-chlorobenzamide	glutamate receptor inhibitor	GRM5		4.28, 2.14	32.39	0.99, 0.22	68.24	59.48	-19.81	41.03	51.56	3.88	15.46	41.39	2.64	5.78	11.77	57.75	41.55	46.41	15.24	31.83	7.19	36.73	19.17	32.96
BRD-K32330832	CP	VER-155008	HSP inhibitor	HSPA1A		4.81, 2.67	32.38	0.98, 0.36	28.18	98.16	33.05	31.40	67.50	30.74	4.23	68.54	24.09	16.57	49.81	42.61	8.92	32.44	32.31	93.26	28.30	3.18	88.82	89.57
BRD-K37516142	CP	idebenone	calcium channel modulator, reducing agent			6.25, 3.75	32.35	0.86, 0.18	21.27	-34.85	12.29	6.69	97.33	63.05	59.31	94.50	-35.85	74.43	27.38	65.55	31.10	22.61	33.60	15.63	99.12	99.06	13.44	77.96
BRD-K80725821	CP	RS-16566	(R)-zacopride ligand			2.14, 0.53	32.31	1.03, 0.33	2.72	57.90	5.06	38.56	50.15	41.41	64.79	39.63	73.08	22.06	16.67	37.59	8.87	-1.73	56.69	-4.05	5.85	32.52	32.09	9.34
BRD-K30743633	CP	TCPOBOP	constitutive androstane receptor (CAR) agonist	NR1I3		3.74, 2.14	32.30	1.01, 0.31	31.80	42.66	5.11	72.55	87.82	0.42	73.47	-10.13	0.81	51.40	-7.20	-26.19	37.77	31.69	5.55	53.36	99.72	-21.61	32.79	66.14
BRD-A70731303	CP	avrainvillamide-analog-5	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	1.20, 0.60	32.27	0.40, 0.24	27.61	22.11	16.36	47.52	28.16	75.82	18.39	42.17	62.36	54.61	5.40	26.50	28.51	5.20	78.61	82.69	24.69	59.01	51.35	36.03
BRD-A01295252	CP	trans-7-hydroxy-pipat	dopamine receptor ligand			3.74, 1.07	32.24	0.77, 0.33	13.72	85.14	-1.34	90.97	55.36	20.28	69.55	32.99	13.41	2.71	25.61	32.05	35.98	7.11	32.43	23.74	99.72	70.10	6.36	73.33
BRD-A50737080	CP	CGK-733	ATM kinase inhibitor, ATR kinase inhibitor	ATM, ATR		0.53, 0.00	32.21	2.44, 0.64	20.73	-95.52	-5.49	21.15	44.60	94.32	82.81	16.51	5.81	41.22	6.55	49.01	13.07	23.19	90.41	88.21	45.87	89.66	87.44	8.40
BRD-A50157456	CP	terbutaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	6.21, 2.82	32.20	1.10, 0.42	15.82	84.37	-8.15	98.66	40.27	16.36	88.68	2.75	-52.82	30.45	48.89	29.07	33.95	68.48	1.87	46.54	23.19	45.84	0.00	89.29
BRD-K92301463	CP	16,16-dimethylprostaglandin-e2	15-hydroxyprostaglandin dehydrogenase inhibitor, unidentified pharmacological activity	HPGD		3.74, 1.07	32.19	1.40, 0.40	47.75	49.49	11.09	23.32	20.10	29.86	73.40	20.15	37.75	52.82	99.01	3.38	31.82	64.01	5.49	12.32	8.03	42.94	52.41	32.57
BRD-K49404994	CP	levetiracetam	acetylcholine receptor agonist, N-type calcium channel blocker, synaptic vesicle glycoprotein ligand	SV2A, CACNA1B, SCN1A		4.38, 1.88	32.15	0.77, 0.24	55.77	32.60	5.11	45.73	93.80	16.68	83.02	35.67	9.52	13.13	18.57	36.22	31.70	17.75	5.89	29.13	64.15	67.33	19.74	95.67
BRD-K90733503	CP	cefalexin	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	3.75, 1.88	32.14	1.35, 0.28	0.03	-0.92	65.10	25.96	30.63	3.35	8.89	92.53	4.91	95.34	16.06	62.90	80.44	33.66	16.23	3.96	39.44	88.56	58.34	71.75
BRD-U37049823	CP	HG-6-64-01	RAF inhibitor, Abl kinase inhibitor, ephrin receptor inhibitor, KIT inhibitor, MAP kinase inhibitor, MEK inhibitor, p38 MAPK inhibitor, src inhibitor	ABL1, BRAF, CSF1R, EGFR, FGFR1, FLT3, KIT, MAPK11, PDGFRB, RET	PDGFR/KIT inhibitor, RAF inhibitor	6.95, 1.60	32.12	1.82, 0.35	28.56	-23.09	92.61	67.73	16.97	97.14	18.48	25.17	2.40	17.89	9.29	94.84	14.01	1.80	96.30	82.13	93.49	68.09	97.18	35.69
BRD-A48809242	CP	IB-MECA	adenosine receptor agonist, granulocyte colony stimulating factor agonist	ADORA3, ADORA1, ADORA2A, ADORA2B	Adenosine receptor agonist	5.65, 1.69	32.12	0.89, 0.24	32.95	74.51	50.39	14.95	72.07	39.87	25.27	61.69	89.56	2.54	10.16	22.01	19.87	5.27	7.17	31.29	70.71	58.36	86.35	25.02
BRD-K08973992	CP	linoleic-acid	oxidative stress inducer	FABP4, FFAR1, FFAR4, HNF4A, KCNB1, PPARG, TRPM8		3.39, 1.13	32.12	1.27, 0.38	55.45	46.47	3.96	10.81	88.68	19.51	59.98	18.14	21.54	36.55	10.42	2.50	21.13	26.16	27.69	78.70	56.82	66.77	50.45	41.84
BRD-K11107424	CP	tiotidine	histamine receptor antagonist	HRH2		10.16, 8.02	32.11	0.97, 0.36	17.05	88.68	30.52	83.31	32.62	1.71	94.12	31.60	8.93	41.02	99.30	27.81	38.03	35.90	20.22	10.45	99.89	-20.09	12.69	45.81
BRD-K05464208	CP	JX-401	p38 MAPK inhibitor	MAPK14		5.35, 1.60	32.08	1.08, 0.38	9.51	97.55	-0.78	42.45	29.67	21.31	56.18	75.85	30.55	64.43	12.56	33.62	26.17	68.20	9.10	74.79	-18.26	84.92	11.46	52.65
BRD-A42831637	CP	tetrahydrocannabinol-7-oic-acid	analgesic, anti-inflammatory			4.52, 2.82	32.04	1.08, 0.25	26.65	58.36	44.70	69.74	89.76	23.36	23.93	23.90	92.74	87.41	20.80	41.31	37.44	9.24	-12.99	58.53	4.47	-7.12	17.06	73.71
BRD-K19284129	CP	salvinorin-a	opioid receptor agonist	OPRK1, OPRD1, OPRM1		4.28, 1.07	32.04	0.56, 0.23	16.83	48.02	3.45	29.91	19.66	42.59	80.41	18.63	69.02	87.07	11.20	-6.16	40.88	14.52	0.00	34.36	51.38	24.40	34.17	98.50
BRD-K83010055	CP	VU-0415374-1	glutamate receptor modulator	GRM4		9.09, 5.88	32.04	1.07, 0.32	72.89	52.10	0.78	98.66	84.34	27.44	67.70	35.13	2.58	41.52	40.31	23.72	28.94	15.03	25.28	16.55	9.58	97.17	50.47	17.82
BRD-A77349281	CP	RK-682	heparanase inhibitor, tyrosine phosphatase inhibitor	HPSE, PTPN1		2.14, 0.00	32.03	0.58, 0.30	27.29	42.93	17.59	82.73	88.54	10.60	19.10	36.61	32.93	11.71	35.74	6.43	83.33	21.37	67.63	31.13	64.02	11.01	6.23	64.30
BRD-K76064317	CP	tyrphostin-AG-1296	FLT3 inhibitor	FLT3		2.67, 1.07	32.03	0.65, 0.23	8.62	21.84	-7.64	76.38	48.97	4.09	32.19	88.12	35.68	12.29	31.87	8.75	27.80	37.85	6.52	87.95	65.20	-8.54	58.41	46.57
BRD-K77793136	CP	hydroxyfasudil	ROCK inhibitor	ROCK1, PKIA, PRKACA, ROCK2	Rho associated kinase inhibitor	5.65, 2.82	32.01	1.35, 0.39	26.18	55.87	94.24	9.16	69.94	17.45	35.18	38.52	15.50	67.71	22.74	22.34	41.38	10.93	-4.24	70.98	28.84	18.25	92.16	96.40
BRD-A49906757	CP	scopolamine	acetylcholine receptor antagonist	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI		3.74, 1.07	31.98	0.82, 0.25	45.07	35.53	-11.26	67.98	22.22	42.25	77.45	64.57	17.87	16.02	20.67	7.14	42.19	14.75	2.47	58.44	91.32	-0.25	28.43	46.26
BRD-A56020723	CP	CA-074-Me	cathepsin inhibitor, antiamyloidogenic agent	CTSB		0.56, 0.00	31.97	2.63, 0.91	23.36	24.46	32.50	10.79	32.03	70.03	11.71	23.47	30.34	67.97	-34.09	50.83	22.80	47.92	61.84	72.57	33.10	94.25	15.42	31.91
BRD-K67261995	CP	adipiodone	serum albumin binder	ALB		4.81, 2.67	31.97	0.93, 0.32	40.54	91.33	5.04	23.72	78.58	22.46	9.15	64.22	9.97	79.33	11.63	31.27	54.82	14.80	58.93	19.88	88.64	32.66	8.38	78.88
BRD-K34415467	CP	trimethobenzamide	histamine receptor antagonist	DRD2		6.95, 5.35	31.96	0.81, 0.31	15.47	66.29	-3.24	98.53	55.58	73.40	32.78	13.04	17.43	19.39	28.74	5.07	17.25	39.06	70.63	14.59	66.27	50.21	31.14	82.02
BRD-K68246049	CP	TTNPB	RAR agonist, retinoid receptor agonist	RARB, RARA, RARG	Retinoid receptor agonist	4.81, 2.67	31.95	1.40, 0.33	31.58	57.29	0.00	34.21	59.26	7.71	35.18	57.76	3.15	28.31	48.49	1.62	4.75	32.32	14.92	47.08	12.26	99.33	17.40	75.89
BRD-K74514084	CP	pazopanib	VEGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, angiogenesis inhibitor, RAF inhibitor, tyrosine kinase inhibitor, VEGFR antagonist	KDR, KIT, FLT1, FLT4, PDGFRB, PDGFRA, BRAF, CSF1R, CYP2B6, CYP2C8, CYP2E1, DDR2, FGF1, FGFR1, FGFR3, ITK, SH2B3	PDGFR/KIT inhibitor, VEGFR inhibitor	4.28, 2.14	31.94	0.81, 0.33	9.61	42.65	-1.44	64.57	74.22	31.19	83.07	66.79	13.90	26.35	1.02	3.34	88.86	32.68	18.17	18.17	56.69	70.88	96.37	27.37
