#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K28936863-summary	BRD-K78659596-summary	BRD-K37516142-summary	BRD-K93618743-summary	BRD-K49404994-summary	BRD-K49671696-summary	BRD-K08547377-summary	BRD-K92723993-summary	BRD-K38436528-summary	BRD-K93460210-summary	BRD-K78692225-summary	BRD-A72711497-summary	BRD-K02992638-summary	BRD-K60038276-summary	BRD-K10961822-summary	BRD-K09471561-summary	BRD-A48570745-summary	BRD-A95869247-summary	BRD-K88789588-summary	BRD-A90799790-summary
BRD-K73290745	CP	ICI-199441	opioid receptor agonist	OPRK1, CYP2D6, OPRD1, OPRM1, UTS2R		1.11, 0.56	29.52	1.42, 0.38	3.28	24.67	28.80	36.13	65.99	45.75	5.67	30.25	81.77	12.59	11.98	85.98	25.42	-22.15	19.15	67.04	69.74	44.72	-1.72	47.74
BRD-K20920669	CP	cromoglicic-acid	immunosuppressant	KCNMA1, S100P		6.47, 1.76	29.52	1.11, 0.34	13.00	3.81	95.50	18.57	88.04	73.78	9.23	-0.03	27.52	53.48	25.91	5.56	45.98	61.59	19.80	31.51	61.77	53.15	10.00	82.46
BRD-A87479750	CP	tenidap	cyclooxygenase inhibitor, lipoxygenase inhibitor, prostanoid receptor antagonist	ALOX5, KCNJ4, PTGS1		7.22, 2.78	29.48	0.78, 0.24	95.60	22.66	7.84	-30.48	89.37	76.48	5.82	74.74	10.29	65.66	98.91	4.72	50.08	25.77	9.89	22.67	33.18	50.42	35.52	21.12
BRD-K60690191	CP	MPEP	glutamate receptor antagonist	GRM5, GRM1, GRM4		6.36, 1.82	29.47	1.56, 0.49	58.58	40.15	62.01	98.31	5.04	90.73	90.70	0.00	4.87	82.39	6.08	13.12	7.71	98.17	18.78	42.28	4.61	52.47	11.81	14.61
BRD-K76205745	CP	losartan	angiotensin receptor antagonist	AGTR1		4.44, 1.67	29.45	0.31, 0.02	28.73	13.94	65.64	55.30	37.72	87.70	30.17	14.28	26.26	17.80	44.83	-1.73	37.93	95.27	22.99	26.23	9.49	23.80	50.50	61.25
BRD-K18895904	CP	olanzapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR2C, DRD1, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR6, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C8, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH2, HRH4, HTR1F, HTR2B, HTR3A, HTR5A		7.50, 3.75	29.40	0.57, 0.17	0.01	-0.50	30.75	49.19	96.35	30.12	2.53	70.94	15.56	54.80	19.99	3.35	28.67	78.12	12.10	44.06	40.04	75.15	-12.58	21.00
BRD-K26134695	CP	calpeptin	calpain inhibitor, proteasome inhibitor, tyrosine phosphatase inhibitor			5.56, 2.78	29.39	1.59, 0.51	5.93	1.80	50.66	10.94	44.25	95.83	74.29	95.25	1.52	12.08	71.95	8.50	93.49	80.38	3.07	20.82	25.10	6.86	34.20	33.68
BRD-K36395411	CP	SB-206553	serotonin receptor antagonist, serotonin receptor partial agonist	HTR2B, HTR2C, HTR1A, HTR2A		6.47, 1.76	29.35	1.20, 0.42	0.67	24.10	40.87	85.16	79.75	7.89	2.22	75.13	17.04	42.41	53.15	-15.66	26.95	92.29	24.11	31.75	20.44	14.56	88.31	78.01
BRD-K56334280	CP	amonafide	topoisomerase inhibitor, DNA intercalating drug	TOP2A, TOP2B	Topoisomerase inhibitor	6.11, 3.33	29.35	1.61, 0.44	12.81	85.11	28.67	30.03	86.17	-4.78	99.49	10.30	0.03	55.37	71.81	45.78	17.91	8.20	22.07	35.15	38.47	14.05	14.98	86.47
BRD-K85266041	CP	DNQX	glutamate receptor antagonist	GRIA1, GRIA2, GRIK1, GRIN1, GRIN2A, GRIN2B		3.89, 2.78	29.35	1.00, 0.22	13.71	1.41	6.55	37.87	75.36	60.78	5.46	20.83	82.61	41.33	89.10	-1.41	14.90	9.16	6.34	80.86	47.06	42.82	-11.15	73.99
BRD-K08998509	CP	fananserin	dopamine receptor antagonist, serotonin receptor antagonist	HTR2A, DRD4		3.33, 1.67	29.32	1.20, 0.42	28.23	6.48	30.41	67.87	86.99	27.87	9.28	11.23	-8.45	46.64	35.20	-1.16	68.32	95.07	37.11	21.56	60.94	98.35	3.45	22.69
BRD-A66199457	CP	asiaticoside	possible antitumor agent			6.47, 3.53	29.30	1.50, 0.44	8.00	7.76	77.31	48.39	28.98	77.34	1.22	29.62	98.28	84.98	57.21	6.18	9.94	9.16	7.06	68.31	21.71	49.14	17.26	99.93
BRD-A75517195	CP	thiazolopyrimidine	CDC inhibitor			2.78, 1.67	29.30	0.32, 0.08	15.07	69.66	49.56	38.57	17.90	72.67	37.99	1.66	43.48	24.23	28.79	44.24	31.55	24.31	23.61	29.81	69.15	24.20	15.52	27.18
BRD-A84327315	CP	calcitriol	vitamin D receptor agonist, hypercalcaemic agent	VDR, CYP3A5	Vitamin D receptor agonist	2.78, 1.67	29.24	0.84, 0.27	12.72	13.72	29.75	46.26	95.03	67.16	0.49	62.19	16.16	17.73	94.70	11.99	28.73	40.37	20.29	77.64	14.68	23.32	52.43	63.39
BRD-K08115555	CP	tyrphostin-AG-1288	catechol O methyltransferase inhibitor, tumor necrosis factor inhibitor	COMT		2.78, 0.00	29.14	1.44, 0.39	60.78	0.78	42.67	62.81	92.11	85.90	4.25	40.05	8.13	28.78	29.50	1.02	24.59	13.09	20.61	88.25	0.00	21.51	41.81	42.04
BRD-K87048468	CP	RS-102221	serotonin receptor antagonist	HTR2C, HTR2A, HTR2B		2.78, 1.67	29.09	1.13, 0.25	5.86	-21.74	85.26	37.72	94.82	11.34	41.92	55.52	8.54	47.66	39.39	-11.17	-6.80	49.52	9.47	77.10	21.52	15.64	0.02	36.67
BRD-K39520573	CP	GW-5074	RAF inhibitor, leucine rich repeat kinase inhibitor	LRRK1, LRRK2, NTRK1, RAF1	RAF inhibitor	2.94, 1.76	29.06	0.77, 0.22	4.10	31.85	6.59	37.31	56.05	12.80	42.62	56.09	91.84	9.80	26.55	63.48	-7.36	10.14	18.35	27.16	79.12	35.85	27.78	30.34
BRD-K47328134	CP	lysylphenylalanyl-tyrosine	heparin activation inhibitor			7.78, 1.11	29.04	1.41, 0.44	42.96	48.52	68.58	4.19	96.62	33.66	82.87	-87.59	0.24	-84.45	-24.63	27.72	68.34	97.15	27.68	18.87	2.57	29.65	28.43	65.18
BRD-K18135438	CP	chenodeoxycholic-acid	11-beta hydroxysteroid dehydrogenase inhibitor, FXR agonist	HSD11B1, NR1H4		3.33, 1.11	28.99	1.22, 0.45	13.63	-37.79	31.37	27.98	64.71	2.21	30.01	18.98	9.12	21.39	87.11	-15.72	71.56	73.80	75.62	36.33	6.69	67.49	33.15	20.95
BRD-K51751936	CP	alfadolone	GABA receptor agonist			1.67, 0.56	28.98	1.16, 0.34	34.90	-50.02	50.13	27.70	68.68	32.39	33.40	0.74	10.67	43.56	41.84	-1.34	2.22	30.26	13.01	19.59	1.52	33.72	6.80	44.74
BRD-K39733634	CP	L-161982	prostanoid receptor antagonist, angiotensin receptor antagonist	PTGER4		3.33, 1.11	28.94	0.86, 0.34	64.63	28.51	29.38	57.82	13.01	54.60	2.54	87.94	32.27	6.24	82.94	0.78	68.18	41.28	6.75	10.72	21.67	4.96	76.67	4.66
BRD-K12184916	CP	NVP-BEZ235	mTOR inhibitor, PI3K inhibitor, protein kinase inhibitor	MTOR, PIK3CA, PIK3CG, PIK3CD, ATR, PIK3CB	MTOR inhibitor, PI3K inhibitor	1.67, 0.00	28.92	2.02, 0.53	25.31	-85.42	43.03	26.83	55.96	16.39	-71.97	10.03	13.47	24.84	76.78	55.12	12.44	13.02	51.35	34.34	57.79	31.01	67.91	40.52
BRD-K82143716	CP	flucytosine	pyrimidine analog, inhibits fungal DNA synthesis	DNMT1		8.75, 6.25	28.89	0.98, 0.39	13.60	-0.77	98.10	86.93	98.07	71.48	17.33	-0.03	7.31	60.11	44.59	-48.56	40.46	59.17	52.64	98.23	8.80	-4.79	9.38	-19.18
BRD-K65786282	CP	CGP-7930	GABA receptor modulator, GABA receptor positive allosteric modulator	GABBR1		2.78, 1.67	28.89	1.00, 0.22	5.52	31.95	5.57	65.45	37.18	34.41	8.34	9.46	93.41	70.61	6.06	15.50	1.55	6.98	25.83	36.50	74.91	88.02	32.07	11.65
BRD-K86191271	CP	cytosporone-b	HMR receptor agonist	NR4A1		2.78, 1.67	28.87	0.92, 0.31	1.76	7.77	67.59	79.39	61.00	83.59	-1.62	29.21	-4.23	6.82	20.53	-81.98	29.27	55.02	31.96	76.83	-67.84	28.53	-3.73	97.82
BRD-K62363391	CP	dapsone	dihydrofolate reductase inhibitor, dihydropteroate synthase inhibitor, FOLP inhibitor	DHFR	Dihydrofolate reductase inhibitor	4.12, 2.35	28.86	1.40, 0.41	77.39	0.53	70.28	57.03	81.48	34.87	0.67	85.61	8.02	-26.12	44.83	20.97	93.14	22.86	3.87	3.89	12.77	37.79	12.34	75.65
BRD-K26997899	CP	SA-792574	microtubule inhibitor, tubulin inhibitor	TUBB	Tubulin inhibitor	2.78, 1.11	28.85	0.97, 0.43	37.38	90.87	4.90	49.28	38.47	53.05	-19.44	19.69	5.03	61.85	7.01	28.06	55.21	2.89	4.90	40.86	18.54	29.64	24.27	64.78
BRD-K83010055	CP	VU-0415374-1	glutamate receptor modulator	GRM4		4.44, 2.78	28.84	1.07, 0.32	0.03	1.33	25.02	94.57	98.10	90.79	9.26	70.89	37.45	24.26	15.62	14.31	34.90	32.68	33.28	92.60	22.65	13.72	5.07	32.65
BRD-K68558722	CP	deracoxib	cyclooxygenase inhibitor	PTGS2		2.22, 0.56	28.78	0.60, 0.18	77.41	25.97	38.66	30.09	76.67	5.00	14.44	12.23	6.66	31.59	51.46	17.40	18.96	92.53	10.68	27.47	40.04	22.21	46.09	77.41
BRD-K49945136	CP	GR-113808	serotonin receptor antagonist	HTR4		2.22, 1.11	28.73	0.91, 0.32	61.33	14.33	21.59	78.76	59.26	67.17	12.88	56.79	5.04	38.33	62.96	0.99	31.54	27.02	10.61	30.43	41.55	22.13	20.17	15.50
BRD-K53570330	CP	carbofuran	cholinesterase inhibitor			1.11, 0.00	28.70	0.91, 0.31	7.05	0.00	43.69	27.79	33.37	81.75	42.23	21.46	44.07	32.94	63.77	-11.56	87.57	86.03	19.21	22.88	29.60	23.03	19.80	19.17
BRD-A84174393	CP	meloxicam	cyclooxygenase inhibitor, prostanoid receptor inhibitor	PTGS2, PTGS1		5.00, 4.44	28.68	1.10, 0.35	6.06	0.70	64.84	26.46	67.57	66.81	72.75	51.25	0.42	20.52	30.90	-1.97	76.13	99.44	15.11	38.81	-1.94	20.00	6.02	71.89
BRD-K07220430	CP	cinnarizine	calcium ion channel antagonist, histamine receptor antagonist	HRH1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5		4.44, 2.22	28.65	1.07, 0.45	55.51	10.73	54.18	59.76	20.66	49.45	0.28	3.38	6.08	41.23	91.75	5.21	48.75	8.61	26.78	22.23	72.98	28.90	43.32	28.40
BRD-K19533706	CP	tranilast	angiogenesis inhibitor, histamine receptor antagonist, histamine release inhibitor, indoleamine 2,3-dioxygenase activator, interferon gamma synthesis inhibitor, interleukin receptor modulator, interleukin synthesis enhancer, interleukin synthesis inhibitor, TGF beta receptor antagonist, TRPV antagonist, tumor necrosis factor production inhibitor, urate transporter inhibitor	HPGDS, HRH1, IDO1, IFNG, IL10, IL2, IL4, SLC22A12, TGFB1, TNF, TRPV2		3.89, 2.78	28.63	0.76, 0.17	27.93	6.80	24.75	29.33	86.55	91.92	6.54	34.04	21.76	33.08	43.43	1.52	59.24	40.59	12.54	24.01	30.94	7.89	9.96	45.35
BRD-K16233984	CP	eriochrome-black-t	azo dye used in titrations to detect metal ions			0.56, 0.00	28.61	1.23, 0.38	28.05	24.47	70.88	15.72	17.45	29.18	43.96	23.62	17.99	33.24	32.71	49.26	7.40	22.97	44.81	78.02	64.49	-4.46	2.55	65.17
BRD-A33833419	CP	TER-14687	inhibitor of translocation of PKCq in T cells	PRKCQ		2.78, 1.67	28.61	1.09, 0.28	2.04	86.16	54.82	23.99	34.19	31.04	34.28	19.85	30.17	14.68	31.05	54.53	8.14	21.28	30.68	27.05	11.29	26.32	3.52	55.72
BRD-K64835161	CP	BRD-K64835161	CLK inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor, dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B inhibitor	CLK1, CLK4, DYRK1B		4.44, 0.56	28.57	1.14, 0.42	0.07	-2.68	50.76	33.34	24.63	28.98	17.34	7.15	38.85	9.49	67.14	20.86	32.30	5.09	57.78	28.17	67.90	38.67	32.37	14.84
BRD-K03642198	CP	AY-9944	hedgehog pathway inhibitor			2.22, 2.22	28.57	1.05, 0.19	3.74	27.03	8.25	9.34	55.64	12.11	20.74	34.98	97.57	30.10	21.76	81.43	37.79	38.47	72.16	22.18	70.89	72.55	15.65	21.77
BRD-K37792168	CP	denbufylline	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4D		3.89, 2.78	28.56	0.76, 0.24	22.80	20.18	6.69	53.00	35.67	25.89	-3.15	66.52	46.56	52.86	55.26	-17.77	-9.59	2.78	66.38	74.77	31.24	12.08	-3.08	79.22
BRD-K15588452	CP	R-96544	serotonin receptor antagonist	HTR2A	Serotonin receptor antagonist	0.56, 0.00	28.56	1.30, 0.28	14.40	2.78	4.16	6.97	56.80	30.93	0.18	70.62	93.65	25.12	85.44	62.70	18.43	11.76	26.19	33.62	89.07	12.04	36.58	85.42
BRD-K55703048	CP	latrepirdine	glutamate receptor antagonist, histamine receptor antagonist, serotonin receptor antagonist	HTR6, GRIN2B, HRH1		5.00, 2.50	28.55	1.57, 0.36	7.17	0.00	61.72	85.94	21.63	49.47	3.17	-82.73	-0.18	38.30	3.10	-1.69	32.38	90.93	65.05	92.52	38.32	54.42	24.72	-53.36
BRD-A10355991	CP	norketamine	glutamate receptor antagonist	CYP2B6, CYP2C19, CYP3A5, GRIN1		5.00, 2.22	28.53	1.31, 0.39	5.28	17.46	80.67	6.13	76.28	99.15	4.25	39.60	4.16	11.13	71.06	-1.41	97.47	55.94	11.88	60.28	8.47	15.87	61.80	76.35
BRD-K36258877	CP	AZ-10417808	caspase inhibitor	CASP3		5.00, 3.33	28.45	1.42, 0.40	1.02	23.07	40.74	11.17	86.83	98.68	-20.20	20.48	29.14	32.35	45.80	-1.13	61.89	5.64	7.26	54.78	27.76	2.48	93.26	67.75
BRD-K84996949	CP	sinensetin	cyclooxygenase inhibitor			1.67, 1.11	28.41	1.10, 0.38	6.09	-33.73	8.24	74.56	24.06	27.64	3.28	67.57	6.28	46.63	91.41	8.51	28.36	31.82	28.45	41.87	31.73	20.24	53.16	73.99
BRD-K08589866	CP	linsitinib	insulin growth factor receptor inhibitor, insulin receptor antagonist	IGF1R, INSR, INSRR	IGF-1 inhibitor	2.22, 1.11	28.38	1.02, 0.38	25.92	-90.44	41.94	13.86	33.81	12.92	-0.63	38.43	35.77	26.81	67.94	-78.37	61.43	9.55	17.83	29.94	31.27	3.59	54.25	86.90
BRD-K11853856	CP	PJ-34	PARP inhibitor	EEF2, PARP1, PARP15, PARP3	PARP inhibitor	1.67, 1.11	28.36	0.83, 0.23	6.41	27.81	20.31	63.78	68.79	84.25	-58.95	25.86	8.78	34.64	57.37	0.00	83.62	38.02	9.46	51.47	29.76	15.77	28.91	1.66
BRD-K47983010	CP	BX-795	IKK inhibitor, PDK1 inhibitor, phosphoinositide dependent kinase inhibitor, serine/threonine kinase inhibitor, TBK1 inhibitor	PDPK1, CDK2, CHEK1, GSK3B, IKBKE, KDR, PDK1, TBK1	IKK inhibitor	1.11, 0.00	28.28	2.16, 0.44	0.46	69.83	24.32	7.20	22.41	11.20	64.82	26.90	29.67	9.99	36.16	79.70	-5.57	0.92	77.09	60.48	71.44	29.76	2.18	62.91
BRD-K34170797	CP	fexaramine	FXR agonist	NR1H4		1.67, 0.00	28.25	1.27, 0.36	13.23	22.21	86.98	24.30	58.80	37.46	32.21	-6.60	22.14	11.90	-5.23	10.88	17.73	57.68	36.06	60.33	59.74	37.85	20.37	87.09
BRD-K18250272	CP	propoxycaine	anesthetic			5.00, 1.67	28.25	0.56, 0.15	8.84	6.77	95.56	54.21	96.58	88.45	12.40	27.51	11.73	42.61	28.99	-1.52	24.07	40.66	45.39	20.85	22.06	83.26	10.37	47.52
BRD-K39462424	CP	dexchlorpheniramine	histamine receptor antagonist			4.44, 2.22	28.24	1.17, 0.39	84.49	9.74	16.91	94.59	93.46	14.28	62.26	83.79	13.49	10.13	67.55	0.92	71.96	29.43	9.58	13.89	18.35	88.33	99.71	27.04
BRD-K06234293	CP	LY-364947	TGF beta receptor inhibitor, p38 MAPK inhibitor	TGFBR1	P38 MAPK inhibitor, TGF beta receptor inhibitor	2.22, 0.56	28.22	1.06, 0.28	27.53	33.34	27.54	90.78	8.57	33.36	14.73	19.44	5.04	46.00	18.40	0.00	57.05	76.95	54.54	36.45	26.61	45.69	28.90	5.22
BRD-K24201553	CP	SB-269970	serotonin receptor antagonist	HTR7		5.56, 3.33	28.22	0.86, 0.31	28.78	-17.91	4.02	75.72	81.18	92.51	0.25	96.24	27.65	89.61	92.12	-1.13	8.58	6.51	13.97	66.75	13.65	39.31	9.02	71.08
BRD-K34014345	CP	naproxol	antiinflammatory agent	PTGS1, PTGS2		5.56, 2.22	28.21	0.80, 0.20	47.09	27.69	8.82	92.92	68.17	22.14	32.16	43.86	7.23	51.99	15.84	-33.99	-29.24	24.28	40.50	78.37	28.73	81.02	-12.26	-3.88
BRD-A15297126	CP	fluocinonide	corticosteroid agonist, corticosteroid hormone receptor agonist	NR3C1, SERPINA6, SMO	Glucocorticoid receptor agonist	1.18, 1.18	28.19	1.74, 0.78	1.20	29.55	12.68	49.72	67.64	5.81	-3.27	35.38	49.04	26.83	9.86	63.62	31.95	62.88	23.01	20.65	37.36	13.49	14.48	82.42
BRD-K11663430	CP	pyroxamide	HDAC inhibitor, cell cycle inhibitor	HDAC1	HDAC inhibitor	2.22, 0.00	28.12	1.53, 0.64	12.12	53.21	10.48	76.01	46.14	59.13	26.77	74.03	6.38	24.44	78.49	82.75	16.24	26.61	18.94	81.54	29.47	11.32	81.49	9.64
BRD-A83237092	CP	fulvestrant	estrogen receptor antagonist, DNA directed DNA polymerase inhibitor, soluble epoxide hydrolase inhibitor	ESR1, EPHX2, ESR2, GPER1	Estrogen receptor antagonist	0.00, 0.00	28.06	0.74, 0.31	20.14	25.52	79.87	55.27	33.31	2.82	30.60	57.00	0.04	-1.13	36.83	3.80	42.69	9.16	62.68	86.14	14.37	13.12	30.82	8.03
BRD-A59174698	CP	ritodrine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	4.44, 1.11	28.03	1.26, 0.45	9.85	35.10	4.93	50.88	32.78	88.60	6.13	92.82	2.47	23.29	49.11	7.26	44.84	18.82	92.12	11.90	45.04	93.56	12.27	16.38
BRD-K26573499	CP	DMAB-anabaseine	alpha receptor partial agonist	CHRNA7		4.44, 4.44	28.01	0.98, 0.41	19.23	3.95	36.90	59.97	66.46	56.72	-10.50	74.53	18.52	29.31	98.38	9.22	-9.47	24.93	16.85	26.72	30.54	93.83	25.01	64.70
BRD-K90543092	CP	levonorgestrel	estrogen receptor agonist, glucocorticoid receptor antagonist, progesterone receptor agonist, progesterone receptor antagonist	PGR, AR, CYP2E1, ESR1, SRD5A1	Progesterone receptor agonist	5.88, 1.76	27.99	1.13, 0.44	50.79	40.99	16.99	29.41	66.04	48.15	16.29	0.00	4.38	26.23	49.18	0.00	9.13	56.64	26.58	57.45	53.05	61.31	19.35	24.66
BRD-A42831637	CP	tetrahydrocannabinol-7-oic-acid	analgesic, anti-inflammatory			6.47, 1.76	27.94	1.08, 0.25	7.24	24.76	38.98	31.12	71.81	-8.07	-7.02	72.80	85.57	19.02	96.60	7.47	53.84	50.72	5.88	21.18	2.82	82.23	64.66	8.64
BRD-K68341547	CP	W-9	calmodulin antagonist	CALM2	Calmodulin antagonist	2.22, 0.00	27.91	0.93, 0.22	54.85	0.93	46.76	21.67	10.36	5.85	54.79	27.92	27.91	7.51	8.58	15.36	53.85	58.79	17.97	47.08	36.50	60.38	-13.34	87.46
BRD-K46424862	CP	hymecromone	monoamine oxidase inhibitor	MAOA		6.47, 3.53	27.90	0.81, 0.25	2.29	27.63	99.01	74.35	95.61	18.76	1.06	45.23	92.75	28.18	17.02	20.10	16.24	40.03	11.81	76.12	2.92	60.27	-9.86	95.65
BRD-K89210380	CP	biotin	vitamin cofactor for many metabolic reactions	ACACA, ACACB, HLCS, MCCC1, MCCC2, PC, PCCA, PCCB, SLC5A6		1.67, 0.56	27.89	1.50, 0.53	46.54	20.08	46.57	37.14	40.57	27.64	27.49	6.91	2.96	19.87	29.08	-40.74	53.57	52.18	18.42	32.42	16.54	28.14	2.15	81.23
BRD-A16665823	CP	butoconazole	cell wall synthesis inhibitor, sterol demethylase inhibitor			3.33, 2.22	27.85	0.58, 0.18	16.28	37.31	13.09	42.98	21.04	76.17	10.31	35.00	10.09	11.66	15.44	61.32	8.57	82.79	51.55	22.09	90.58	33.61	-3.17	82.04
BRD-A57457122	CP	VU-0400071-3	glutamate receptor modulator	GRM4		1.67, 0.56	27.83	1.52, 0.31	45.31	17.06	41.96	31.33	20.56	19.68	24.33	-4.69	19.32	41.59	32.78	0.72	6.66	50.65	15.65	73.62	18.42	32.74	52.58	76.75
BRD-K95885906	CP	quercetagetin	Pim kinase inhibitor	PIM1		3.89, 2.78	27.81	0.70, 0.18	20.31	-2.22	11.35	78.65	20.06	27.98	11.21	27.65	98.42	85.00	30.98	26.25	12.78	45.23	61.38	8.67	67.58	59.97	21.65	78.03
BRD-K37848908	CP	ceforanide	cell wall synthesis inhibitor, penicillin binding protein inhibitor			3.89, 1.11	27.81	0.76, 0.32	8.12	6.03	29.20	30.94	49.65	43.69	-5.67	-5.61	46.76	26.42	25.97	5.91	7.36	38.14	38.25	25.80	44.63	30.57	3.59	55.03
BRD-K19525698	CP	ozagrel	thromboxane synthase inhibitor, platelet aggregation inhibitor, selective thromboxane synthetase inhibitor	TBXAS1		3.33, 1.67	27.78	1.06, 0.34	41.24	3.24	80.95	80.76	59.86	93.93	32.92	-3.19	1.55	18.99	22.65	-55.85	88.15	63.71	18.33	36.45	6.53	13.00	-21.97	76.97
BRD-A30590053	CP	MR-16728	acetylcholine release enhancer			2.78, 0.56	27.75	0.59, 0.23	2.33	30.98	40.89	85.79	54.48	51.50	4.39	21.22	10.01	14.37	42.70	6.24	18.84	7.03	84.47	24.52	57.12	95.41	11.20	81.80
BRD-A31227688	CP	kynuramine	aryl hydrocarbon receptor activator			3.89, 1.67	27.68	0.94, 0.28	6.01	5.99	-65.09	11.34	29.97	75.53	3.15	30.85	91.60	81.47	62.71	5.32	25.39	12.10	64.67	45.56	15.95	69.63	7.71	74.41
BRD-A44551378	CP	LFM-A12	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor	EGFR		6.67, 3.33	27.67	1.40, 0.35	74.18	0.67	47.37	-6.03	33.03	99.30	20.65	74.23	2.43	16.12	98.91	2.57	94.49	22.31	-50.75	83.92	39.91	11.03	8.54	74.38
BRD-K61691971	CP	avrainvillamide-analog-1	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	1.88, 0.63	27.67	0.49, 0.40	12.77	9.35	46.79	11.95	21.27	62.55	0.14	91.93	1.23	35.01	3.21	-1.81	49.77	58.40	38.80	50.29	34.06	0.95	56.07	9.60
BRD-K78084463	CP	W-12	calmodulin antagonist			4.44, 3.33	27.65	1.39, 0.38	86.99	6.88	-20.15	66.18	11.57	65.14	-30.50	92.53	94.66	70.57	98.60	2.61	36.74	9.47	1.41	32.03	23.27	17.55	98.27	-67.03
BRD-K00337317	CP	NU-7441	DNA dependent protein kinase, DNA dependent protein kinase inhibitor, P glycoprotein inhibitor	PRKDC, ABCB1	DNA dependent protein kinase inhibitor	2.22, 0.56	27.60	1.41, 0.63	14.61	70.98	49.40	47.88	46.81	7.10	22.60	4.72	31.75	23.44	41.88	77.53	4.97	17.93	89.50	71.80	57.43	18.42	13.01	17.36
BRD-A28318179	CP	aminomethyltransferase	nitric oxide synthase inhibitor	NOS2		5.00, 2.78	27.59	1.30, 0.47	38.59	4.19	39.27	36.84	19.29	89.78	58.23	-27.92	1.48	33.11	9.79	-67.87	86.72	99.05	22.07	48.59	6.31	9.51	9.62	55.94
BRD-K25906698	CP	immepip	histamine receptor agonist	HRH3, HRH4		3.89, 1.67	27.59	1.00, 0.33	13.55	17.38	18.43	46.83	7.58	63.00	46.67	80.08	25.10	30.76	30.23	30.08	9.85	92.03	53.16	32.88	9.42	13.04	2.22	7.41
BRD-K38449220	CP	seneciphylline	cytochrome P450 inhibitor			1.11, 1.11	27.59	0.83, 0.28	25.43	0.00	59.51	16.93	20.19	21.94	14.30	2.39	31.38	21.07	61.14	-50.48	22.12	88.89	49.83	32.52	29.74	62.81	82.43	67.98
BRD-K86727142	CP	embelin	HCV inhibitor, XIAP inhibitor	XIAP		3.33, 1.11	27.58	0.69, 0.23	6.03	11.62	63.72	33.63	62.71	64.66	13.49	8.22	4.63	3.29	15.34	77.40	28.01	39.50	27.92	19.56	61.98	27.24	6.24	81.70
BRD-K84141129	CP	VU-0400193-3	glutamate receptor modulator	GRM4		6.11, 2.78	27.57	0.83, 0.27	0.49	0.00	18.86	95.30	58.28	72.67	30.16	0.70	95.96	19.91	37.95	-27.00	95.21	74.39	10.42	41.14	1.16	18.08	24.98	80.20
BRD-A45543382	CP	metrizamide	iodine contrast agent			7.06, 4.12	27.53	0.84, 0.24	2.36	18.98	73.27	31.85	67.60	24.62	5.11	1.62	95.29	49.42	25.19	-57.27	19.28	9.97	31.79	29.88	68.15	99.40	21.88	34.98
BRD-U44700465	CP	HG-5-88-01	protein kinase inhibitor	ADCK4, EGFR		1.67, 0.00	27.50	2.00, 0.63	31.20	-53.23	81.19	28.70	75.88	-56.03	3.08	-18.85	7.01	28.92	64.47	44.15	26.29	5.22	22.29	31.86	42.24	19.59	3.43	79.76
BRD-K34508425	CP	KUC103898N	G protein coupled receptor			3.89, 2.22	27.49	1.42, 0.42	47.06	70.15	13.59	81.82	68.22	33.36	16.31	16.01	43.93	41.72	13.91	7.54	11.41	33.73	7.07	71.21	6.00	35.49	21.63	18.48
BRD-A92826379	CP	lupanine	ATP channel blocker, insulin secretagogue, Sodium Channel  Blockers, sodium channel blocker	INS	Sodium channel blocker	2.78, 1.67	27.46	0.91, 0.24	38.80	0.74	57.52	53.97	80.91	86.05	10.57	10.32	21.78	39.75	-6.84	-49.09	7.36	47.85	5.38	78.40	6.87	33.14	-27.93	61.83
BRD-K06926592	CP	tretinoin	RAR agonist, RAR receptor binder, retinoid receptor agonist, ROR ligand	RARG, RORB, ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARRES1, RORC, RXRB, RXRG	Retinoid receptor agonist	3.89, 1.11	27.46	0.84, 0.17	1.02	86.56	21.53	46.37	63.99	5.14	14.76	33.99	33.39	41.48	63.58	0.00	8.06	92.92	16.46	60.22	20.93	21.48	4.77	91.73
