#1.3
2429	32	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K31627533-summary	BRD-A08187463-summary	BRD-K28183345-summary	BRD-A55913614-summary	BRD-K95921201-summary	BRD-A39390670-summary	BRD-K49111258-summary	BRD-K51485625-summary	BRD-K21283037-summary	BRD-A10070317-summary	BRD-A62525898-summary	BRD-A26334849-summary	BRD-K48168960-summary	BRD-K72222507-summary	BRD-K19352500-summary	BRD-K28667793-summary	BRD-K70505054-summary	BRD-K30563334-summary	BRD-K88429204-summary	BRD-K05658747-summary	BRD-A21858158-summary	BRD-K75699339-summary	BRD-A59174698-summary	BRD-K68867920-summary	BRD-K97399794-summary	BRD-K59273480-summary	BRD-A97674275-summary	BRD-K53857191-summary	BRD-K42098891-summary	BRD-K01638814-summary	BRD-K32247306-summary	BRD-K63828191-summary
BRD-K74913225	CP	brinzolamide	carbonic anhydrase inhibitor	CA2, CA1, CA7, CA12, CA14, CA4, CA5A, CYP2B6, CYP2C8		2.92, 0.65	35.50	0.66, 0.23	64.93	34.42	63.55	10.29	29.36	13.15	12.83	69.28	46.03	27.03	11.83	26.86	59.46	31.58	69.51	42.95	86.16	34.59	87.60	70.08	14.31	58.52	-43.51	33.04	36.41	67.59	4.20	16.34	51.68	79.40	38.10	1.30
BRD-K93918653	CP	quizartinib	FLT3 inhibitor, colony stimulating factor receptor inhibitor, KIT inhibitor, RET tyrosine kinase inhibitor	FLT3, CSF1R, KIT, RET, PDGFRA, PDGFRB		3.57, 2.27	35.49	0.72, 0.17	11.67	90.05	19.97	49.22	74.38	34.29	8.84	33.59	41.74	66.72	30.92	29.64	38.24	20.29	64.23	50.72	55.50	18.75	21.84	66.55	31.23	-25.21	36.68	28.12	0.60	64.39	43.56	32.29	45.39	55.39	76.03	4.37
BRD-K66206289	CP	lobeline	acetylcholine receptor antagonist, dopamine receptor modulator, opioid receptor antagonist, vesicular monoamine transporter ligand	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1		3.92, 3.53	35.47	0.76, 0.28	84.95	0.02	33.56	74.76	4.72	26.43	-0.92	77.49	66.19	20.14	72.79	8.18	24.76	84.73	1.90	37.38	82.19	66.79	38.98	77.72	46.95	30.30	63.33	-0.07	6.00	40.10	14.49	61.03	24.73	39.67	27.89	15.96
BRD-K16195444	CP	oxymetazoline	adrenergic receptor agonist, unidentified pharmacological activity	ADRA1A, ADRA2A, ADRA1B, ADRA1D, ADRA2B, ADRA2C, CYP2C19, HTR1B, HTR1D, HTR2C		2.60, 0.97	35.47	1.47, 0.35	84.98	72.58	62.29	90.59	20.65	18.94	3.66	84.33	84.24	96.93	41.53	20.52	20.61	36.49	14.95	91.20	-17.53	11.18	95.54	69.70	18.23	17.92	71.06	-27.92	14.70	-22.72	16.69	34.44	80.97	39.01	36.79	-60.74
BRD-A29437505	CP	RWJ-21757	toll-like receptor ligand	TLR7		6.17, 2.60	35.44	0.69, 0.20	55.76	20.55	92.79	13.57	32.67	5.00	74.03	9.22	61.36	53.90	17.79	67.12	62.53	31.32	9.83	29.24	97.96	19.72	65.39	84.40	59.34	8.25	96.86	38.22	27.22	12.93	83.49	25.29	10.34	71.43	80.49	-9.69
BRD-K53318339	CP	vinpocetine	phosphodiesterase inhibitor, sodium channel blocker, voltage-sensitive sodium channel inhibitor	PDE1A, PDE1C, SCN10A		5.52, 3.57	35.43	0.94, 0.25	85.88	2.42	58.37	19.81	13.18	8.95	48.39	-26.21	71.22	13.83	-9.52	38.38	80.09	80.10	2.83	94.03	97.08	35.51	98.15	12.42	19.42	35.36	65.23	47.57	80.39	19.59	10.24	98.13	7.61	86.04	34.43	9.09
BRD-K33583600	CP	isoliquiritigenin	guanylate cyclase activator, aldose reductase inhibitor, glutamate receptor antagonist, histamine receptor antagonist, SIRT activator	AKR1B1, HRH2, SIRT1		2.27, 0.65	35.36	1.63, 0.59	80.73	30.36	43.74	68.38	65.38	10.82	3.84	90.42	17.20	7.86	34.69	7.25	14.67	60.97	4.99	49.87	36.03	57.57	38.38	55.01	21.99	2.78	91.48	32.91	93.69	32.42	56.70	26.59	7.93	71.76	23.64	98.20
BRD-K94832621	CP	Y-134	estrogen receptor antagonist, selective estrogen receptor modulator (SERM)	ESR1, ESR2	Estrogen receptor antagonist	7.47, 3.90	35.35	1.28, 0.23	56.90	10.39	28.54	47.74	97.67	10.62	96.49	99.05	30.98	69.06	37.08	14.49	65.61	47.79	99.68	3.00	11.41	83.43	26.18	31.06	33.62	49.18	4.90	54.70	65.14	-4.30	28.29	7.02	88.32	1.76	10.45	100.00
BRD-K05653692	CP	DL-PDMP	ceramide glucosyltransferase inhibitor, glucosyltransferase inhibitor	ASAH1, UGCG		3.90, 1.62	35.34	0.67, 0.05	4.43	31.37	30.26	77.39	99.19	14.61	91.34	97.32	5.71	64.41	10.85	44.38	22.32	8.60	94.64	24.92	13.94	54.28	32.24	53.22	38.43	23.23	45.09	27.02	85.17	18.25	47.47	5.29	86.48	54.39	19.63	100.00
BRD-K68332390	CP	ponalrestat	aldose reductase inhibitor, reductase inhibitor	AKR1B1		3.90, 0.65	35.34	1.34, 0.30	74.97	76.18	29.19	28.07	43.99	20.85	24.50	87.42	20.19	67.43	12.67	95.09	40.45	42.85	3.43	22.33	58.31	16.45	55.53	86.85	32.31	38.36	39.27	15.92	23.30	20.21	12.70	44.87	60.55	62.79	30.02	1.33
BRD-K98426715	CP	tubacin	HDAC inhibitor	HDAC6		4.22, 2.92	35.29	0.88, 0.25	75.11	2.77	8.58	56.36	6.99	7.36	22.07	60.58	34.09	33.59	2.62	25.38	41.97	59.30	8.65	12.07	73.38	1.13	47.12	36.49	70.38	99.40	66.47	80.97	9.58	73.02	4.16	7.10	89.84	46.44	60.20	0.00
BRD-K24201553	CP	SB-269970	serotonin receptor antagonist	HTR7		5.19, 2.60	35.28	0.86, 0.31	9.25	13.81	74.10	49.41	6.91	18.83	2.15	94.86	76.27	98.12	95.61	15.81	52.74	-45.13	33.55	60.84	14.97	15.99	6.93	37.02	48.37	30.67	97.64	63.36	51.76	32.11	23.99	91.50	73.85	-30.58	69.72	1.60
BRD-K13810148	CP	givinostat	HDAC inhibitor, interleukin receptor antagonist, interleukin synthesis inhibitor, tumor necrosis factor receptor antagonist, tumor necrosis factor release inhibitor	HDAC2, HDAC1, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, IL1B, IL1R2, IL6R, TNF	HDAC inhibitor	3.53, 1.77	35.26	1.35, 0.48	34.59	85.05	55.69	27.04	80.29	40.15	48.07	63.96	5.98	71.02	30.33	63.57	51.35	29.12	77.99	34.76	80.38	26.73	12.05	8.99	30.98	3.62	38.52	27.50	35.76	7.15	29.32	27.91	80.19	76.46	7.16	99.05
BRD-A78360835	CP	cercosporin	photoactivated to produce toxic reactive oxygen species, PKC inhibitor			1.41, 0.71	35.22	2.96, 0.78	4.76	27.13	-5.53	76.18	93.62	38.78	54.87	74.43	0.99	10.94	79.70	85.44	74.22	38.18	33.28	37.15	29.74	52.93	-2.46	10.08	41.53	17.01	13.50	3.43	94.53	9.75	44.04	21.35	60.52	-17.81	5.36	98.87
BRD-K17796732	CP	JWH-015	cannabinoid receptor agonist	CNR2, GPR55	Cannabinoid receptor agonist	5.84, 2.92	35.19	1.25, 0.41	96.34	33.72	80.17	10.86	10.78	19.21	52.44	15.35	61.26	92.81	25.13	7.99	85.98	97.86	-0.39	43.34	71.93	9.35	6.84	84.30	36.66	8.63	86.71	26.09	19.82	15.84	20.83	92.91	59.52	58.02	39.23	2.57
BRD-A07780951	CP	orciprenaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	4.59, 2.47	35.14	1.14, 0.48	64.72	35.53	33.61	58.22	61.03	18.42	14.15	67.70	8.91	72.96	12.22	14.69	75.98	39.30	27.10	95.11	-21.15	59.56	92.82	30.21	64.99	34.74	99.68	33.26	48.92	15.73	18.79	26.14	58.51	71.30	11.92	0.81
BRD-K16406336	CP	methylene-blue	guanylate cyclase inhibitor, monoamine oxidase inhibitor, nitric oxide production inhibitor, tau aggregation inhibitor	ACHE, MAPT		1.62, 0.97	35.11	2.94, 0.64	6.95	17.08	15.76	86.49	63.21	56.75	12.35	54.05	13.65	69.81	35.84	6.15	32.11	42.33	29.06	60.04	18.09	69.56	22.93	26.91	62.38	5.46	54.41	43.90	86.36	26.00	45.36	34.38	65.21	14.13	18.06	70.88
BRD-K88741031	CP	methyl-2,5-dihydroxycinnamate	EGFR inhibitor, tyrosine kinase inhibitor	EGFR		3.25, 1.30	35.11	1.06, 0.33	82.05	18.01	59.46	68.89	86.36	5.15	93.10	68.39	1.16	-20.02	4.72	2.60	62.88	76.05	-4.71	47.70	50.92	43.44	35.34	65.73	-29.34	9.13	4.05	34.05	65.53	34.88	38.33	15.53	21.65	77.38	15.19	18.17
BRD-A55369275	CP	CGP-54626	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8		3.89, 2.12	35.10	1.74, 0.64	29.02	34.86	87.99	63.63	80.36	30.25	12.85	21.86	3.33	24.62	18.73	13.01	57.63	64.22	19.50	93.67	61.96	55.49	11.07	87.77	70.69	35.33	55.15	26.67	4.63	81.58	23.25	86.24	56.06	77.42	34.86	1.52
BRD-K77175907	CP	calcifediol	vitamin D receptor agonist	VDR	Vitamin D receptor agonist	3.57, 1.95	35.02	0.88, 0.28	91.71	-4.35	54.65	22.04	85.13	4.05	19.98	18.12	7.21	37.67	92.90	59.13	25.49	57.10	32.38	8.96	67.74	6.96	11.79	89.23	79.98	9.71	91.04	4.18	60.20	4.28	18.78	90.55	59.27	49.03	9.97	54.18
BRD-K06543683	CP	bisindolylmaleimide-ix	PKC inhibitor, glycogen synthase kinase inhibitor, leucine rich repeat kinase inhibitor, SIRT inhibitor	SIRT1, AKT1, GSK3B, LCK, LRRK2, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SIRT2		4.87, 1.62	34.97	2.49, 0.91	39.66	58.13	50.09	7.69	3.39	27.06	13.64	22.66	83.10	91.26	90.16	61.44	74.49	13.27	52.25	26.69	87.28	26.11	4.47	20.50	92.71	50.17	38.85	19.61	87.27	35.97	33.97	97.02	9.77	-6.12	28.50	10.27
BRD-A97479839	CP	piperidolate	acetylcholine receptor antagonist	CHRM1		5.52, 1.62	34.94	1.19, 0.31	73.76	63.44	84.95	40.64	26.21	27.91	99.44	33.99	4.23	-77.56	27.04	18.58	85.71	96.98	-5.81	76.66	91.14	81.01	97.67	97.15	-7.32	14.42	-35.46	27.65	-17.76	39.19	35.88	25.17	84.17	95.40	15.19	12.20
BRD-A15493168	CP	tetracycline	30S ribosomal protein inhibitor, 30S ribosomal subunit inhibitor, protein arginine deiminase inhibitor	PRNP	Bacterial 30S ribosomal subunit inhibitor	10.95, 6.71	34.93	2.18, 0.53	86.36	45.74	61.04	40.00	37.65	32.21	0.92	2.40	15.87	30.63	14.70	99.72	99.68	94.19	3.53	99.37	88.72	17.18	99.61	87.41	69.24	11.63	27.38	3.86	12.22	95.81	16.40	5.12	27.78	77.92	95.54	2.66
BRD-K67298865	CP	SB-431542	TGF beta receptor inhibitor, ALK inhibitor	TGFBR1, ACVR1C, ACVR1B	TGF beta receptor inhibitor	5.19, 2.92	34.93	1.23, 0.48	37.32	11.94	58.63	29.46	36.22	9.67	4.26	79.42	84.99	55.57	57.43	52.51	95.47	42.54	30.10	40.13	80.43	13.09	26.11	16.68	33.64	65.64	71.41	77.19	98.45	16.26	17.17	23.52	20.88	10.46	16.04	18.73
BRD-K50388907	CP	fenofibrate	PPAR receptor agonist, apolipoprotein expression enhancer, lipase clearing factor inhibitor	PPARA, APOA1, CYP2C19, CYP2C8, MMP25		3.25, 0.97	34.92	1.01, 0.25	19.69	16.00	61.63	41.20	0.74	4.30	17.33	83.21	31.22	87.36	59.03	13.94	75.11	42.08	21.53	31.29	88.58	38.55	29.39	78.73	51.52	49.88	92.29	-10.76	15.72	-1.13	43.70	15.69	63.45	54.70	17.38	-2.43
BRD-A18579359	CP	wiskostatin	neural Wiskott-Aldrich syndrome protein inhibitor	WAS, WASL		5.19, 2.60	34.91	1.68, 0.72	63.64	36.08	60.52	28.11	96.68	13.06	98.70	98.84	-0.70	57.91	45.96	98.23	53.08	-3.15	94.08	18.54	15.88	58.66	35.65	28.93	15.60	0.81	34.16	9.15	54.48	6.80	20.60	18.87	93.41	25.80	5.11	99.84
BRD-A92439610	CP	triamcinolone	antiinflammatory agent, corticosteroid agonist, corticosteroid binding globulin binder, corticosteroid hormone receptor agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant, immunosuppressive agent	NR3C1, CYP3A5, CYP3A7, SERPINA6	Glucocorticoid receptor agonist	5.65, 4.59	34.85	1.18, 0.77	99.79	9.83	91.47	42.58	52.60	37.41	48.61	31.26	61.15	16.81	32.30	10.94	24.73	41.97	9.10	40.63	8.52	11.70	51.27	86.97	21.95	10.16	23.86	78.41	81.49	28.75	31.43	6.82	37.96	70.01	29.78	87.51
BRD-A22707317	CP	SB-205384	GABA receptor modulator	GABRA3, GABRA5, GABRA6		4.22, 2.92	34.85	0.75, 0.10	70.31	14.96	34.93	-2.29	32.29	31.31	50.41	43.04	23.63	56.02	-8.06	48.27	68.48	62.82	17.25	63.72	45.02	26.95	86.22	90.50	93.88	19.20	30.55	7.79	79.32	2.04	8.56	82.44	14.86	80.22	34.77	1.83
BRD-K47598052	CP	PP-1	src inhibitor, Abl kinase inhibitor	HCK, RET, SRC	SRC inhibitor	0.97, 0.32	34.84	1.75, 0.64	17.70	52.09	85.74	5.44	84.96	6.41	5.39	78.85	57.50	64.30	36.52	33.17	56.89	-14.57	7.67	10.51	39.01	49.35	18.89	68.64	-10.33	-21.78	88.81	19.15	88.14	9.32	5.78	4.91	56.35	46.34	19.40	64.83
BRD-K14821540	CP	FCCP	mitochondrial oxidative phosphorylation uncoupler			1.95, 1.30	34.82	1.90, 0.72	-7.62	74.47	2.47	99.30	97.99	58.14	12.94	91.74	18.63	84.69	6.02	4.19	43.61	75.15	95.12	6.15	78.60	44.01	4.95	8.17	28.67	24.53	40.97	22.28	98.34	23.92	55.58	15.69	70.73	-43.78	26.22	99.26
BRD-A13084692	CP	troglitazone	PPAR receptor agonist, insulin sensitizer, CCK ligand expression inhibitor, EGR1 expression enhancer, glycogen synthase kinase stimulant	PPARG, ACSL4, AKR1B1, CCL2, CYP3A4, ESRRA, ESRRG, INS, SERPINE1, SLC29A1, TRPM3	PPAR receptor agonist	2.92, 0.97	34.82	0.83, 0.27	49.87	13.57	84.88	46.36	57.91	9.64	11.44	69.92	25.29	55.69	15.05	18.12	72.24	49.09	14.55	38.61	34.45	27.36	35.19	29.48	39.15	26.98	39.22	27.85	46.58	30.70	10.87	36.50	11.70	77.54	26.23	47.18
BRD-K89046952	CP	ciclacillin	cell wall synthesis inhibitor			4.22, 1.30	34.81	1.22, 0.27	14.63	45.33	13.97	18.65	39.28	5.74	11.47	2.73	3.56	42.21	1.02	75.47	27.41	91.71	-4.12	36.17	48.89	56.71	62.69	72.14	54.34	33.45	-11.11	13.97	16.02	96.81	30.27	63.75	71.93	50.93	47.64	-1.20
BRD-K49810818	CP	sorafenib	RAF inhibitor, FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor, angiogenesis inhibitor, VEGFR antagonist	RET, BRAF, FLT3, KDR, RAF1, FLT1, FLT4, KIT, DDR2, FGFR1, PDGFRB, CYP2B6, CYP2C8, CYP3A5, PDGFB, SLCO1B3	FLT3 inhibitor, PDGFR/KIT inhibitor, RAF inhibitor, VEGFR inhibitor	1.95, 0.00	34.77	1.83, 0.52	61.54	55.00	1.23	7.74	90.65	-0.52	2.96	86.25	17.90	73.57	53.98	45.18	32.45	56.13	17.49	34.49	82.96	35.05	5.57	95.35	79.31	23.81	66.05	20.81	96.35	8.91	31.43	35.90	15.51	0.41	57.59	15.64
BRD-K09907482	CP	PRL-3-inhibitor-I	PRL phosphatase inhibitor, tyrosine phosphatase inhibitor	PTP4A3		3.57, 1.62	34.76	0.49, 0.07	83.12	7.63	75.71	14.73	32.36	4.14	89.28	75.12	46.98	4.69	54.59	16.83	65.53	78.36	23.27	44.78	31.58	17.56	91.33	34.38	7.24	48.17	81.64	12.18	-0.99	23.79	35.14	9.40	65.05	90.95	43.46	6.83
BRD-A71459254	CP	cymarin	ATPase inhibitor	ATP1A1	ATPase inhibitor	2.27, 0.65	34.76	1.97, 0.57	41.34	29.77	-11.44	33.62	85.29	57.22	68.82	8.68	5.82	37.52	59.03	31.94	61.22	89.72	34.29	75.52	91.97	35.22	28.82	0.00	17.12	15.86	91.42	19.34	43.93	13.33	6.95	44.13	18.07	59.61	23.29	96.12
BRD-K82823804	CP	SA-792987	PKC inhibitor	WEE1	PKC inhibitor	3.25, 1.95	34.73	1.32, 0.30	83.96	11.70	3.24	92.15	94.11	49.45	9.61	78.10	27.23	58.57	32.94	61.45	50.98	30.86	31.44	9.79	96.76	19.16	-29.42	6.73	67.44	15.39	36.52	80.44	99.89	10.36	44.81	77.44	32.57	-26.58	4.55	99.15
BRD-K02283807	CP	GR-32191	thromboxane receptor antagonist, prostanoid receptor antagonist	TBXA2R	Thromboxane receptor antagonist	2.92, 1.30	34.73	0.80, 0.28	35.75	15.90	36.89	66.97	-48.50	21.96	39.73	56.87	4.95	93.60	79.35	3.66	62.51	8.05	22.34	43.30	66.24	45.45	9.42	3.03	39.00	40.70	79.77	11.94	49.32	33.70	31.50	58.03	28.19	-52.14	32.87	-2.98
BRD-K21350491	CP	phenamil	acid sensing ion channel blocker, Sodium Channel  Blockers, TRPP3 channel inhibitor, TRPV modulator	PKD2L1		3.53, 1.77	34.71	0.80, 0.23	65.71	8.63	7.20	8.98	61.52	33.72	2.08	35.70	42.88	51.17	10.58	13.07	52.05	58.88	22.09	38.30	68.62	6.19	64.30	37.53	44.26	6.28	58.27	32.31	98.24	7.67	3.28	3.84	11.73	70.57	70.70	5.91
BRD-K53665955	CP	MK-5108	Aurora kinase inhibitor	AURKA, AURKB, AURKC	Aurora kinase inhibitor	2.17, 1.45	34.68	1.05, 0.53	13.59	23.91	3.66	12.10	50.12	26.42	41.71	4.40	25.61	59.61	6.81	67.80	54.26	28.39	15.06	40.69	63.25	61.77	35.55	19.48	38.54	7.93	23.07	75.18	64.78	15.73	8.14	41.83	33.82	51.34	36.92	99.47
BRD-K06080977	CP	eicosatetraynoic-acid	cyclooxygenase inhibitor, lipoxygenase inhibitor	ALOX12, PPARA, PPARG, PTGS1		3.57, 1.62	34.68	0.90, 0.25	54.33	6.67	34.97	-0.11	51.60	47.88	26.83	31.02	-6.44	57.52	-30.19	86.11	20.22	43.82	11.42	94.83	-9.12	35.52	88.44	87.04	25.78	84.16	-55.83	34.39	0.85	29.86	4.27	74.70	48.50	83.26	58.46	12.00
BRD-K96037667	CP	norethindrone	ovulation inhibitor, progesterone receptor agonist	PGR	Progesterone receptor agonist	3.53, 1.77	34.68	1.01, 0.34	56.11	2.61	5.48	37.27	32.08	38.87	5.06	80.08	26.84	43.85	-11.84	6.94	39.01	8.89	26.19	64.61	57.45	20.19	94.08	80.42	19.46	6.76	49.04	-66.89	24.12	37.41	54.07	27.71	61.21	73.20	8.93	44.65
BRD-K53561341	CP	KIN001-220	Aurora kinase inhibitor	AURKA	Aurora kinase inhibitor	3.57, 1.30	34.67	0.97, 0.33	52.10	34.58	17.12	-6.17	96.30	-4.72	58.57	80.54	-7.55	27.52	1.69	67.15	10.80	34.21	57.78	71.40	12.16	38.76	4.51	40.10	32.37	59.11	9.06	47.80	83.09	23.35	25.35	36.39	81.25	33.73	34.76	89.50
BRD-K17674993	CP	diflorasone	corticosteroid agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant	NR3C1, PLA2G1B	Glucocorticoid receptor agonist	4.22, 1.95	34.65	1.47, 0.31	90.46	3.84	73.61	72.98	29.80	16.31	2.01	28.76	79.05	93.33	99.02	50.55	7.18	7.68	15.80	79.75	73.63	9.21	-8.25	19.04	60.29	60.88	78.04	67.76	86.22	15.61	73.22	39.49	6.40	11.10	20.12	0.28
BRD-A94793051	CP	gestrinone	progesterone receptor antagonist, Estradiol 17 beta dehydrogenase stimulant, estrone sulfotransferase stimulant	PGR, AR, ESR1	Androgen receptor modulator, Progesterone receptor antagonist	3.89, 1.77	34.63	1.31, 0.41	8.87	61.06	79.24	65.29	43.43	5.06	23.16	66.93	26.17	16.35	5.32	17.10	89.51	42.26	5.98	91.68	78.51	27.00	48.97	84.68	9.59	55.93	25.45	13.61	58.97	12.76	16.71	0.67	87.60	59.88	22.21	55.10
BRD-K03816923	CP	rottlerin	large conductance potassium channel activator, MAP kinase inhibitor, PKC inhibitor, protein kinase inhibitor, tissue transglutaminase inhibitor	KCNH2, PRKCD, TGM2		2.60, 1.30	34.61	2.56, 0.93	40.60	32.88	4.14	85.38	94.36	24.42	67.72	86.43	11.68	48.19	25.22	37.63	54.32	44.08	41.49	36.33	58.23	24.53	43.99	14.75	22.03	3.45	27.72	25.53	97.57	9.60	14.98	37.16	20.07	21.10	14.25	98.80
BRD-K14200658	CP	syrosingopine	vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1		5.19, 2.60	34.59	0.92, 0.30	82.16	6.65	46.61	68.78	89.22	39.84	3.70	50.97	70.73	10.24	12.65	21.85	48.78	49.76	20.25	19.80	22.86	36.62	44.88	51.30	8.87	25.48	27.32	6.94	97.26	18.45	34.98	96.03	34.20	53.95	3.60	1.27
BRD-K65814004	CP	diphenyleneiodonium	nitric oxide synthase inhibitor, aldehyde dehydrogenase inhibitor, cytochrome P450 inhibitor, NADPH oxidase inhibitor, xanthine oxidase inhibitor	ALDH1A2, ALDH2, ALDH5A1, ALDH7A1, NOX3, XDH		2.60, 0.97	34.56	0.86, 0.14	-49.70	49.16	4.05	9.32	75.54	76.08	32.33	1.92	9.23	37.69	24.78	82.69	57.80	33.36	26.28	13.98	33.54	8.24	35.57	63.78	41.44	-37.17	59.94	64.74	70.12	13.26	5.53	70.62	51.96	41.88	63.91	2.33
BRD-K95402279	CP	geranylgeraniol	farnesyltransferase inhibitor			2.92, 1.62	34.54	1.39, 0.45	14.85	53.55	3.53	-7.55	20.82	28.57	19.08	34.77	17.06	56.67	-65.86	43.20	43.29	20.89	43.72	42.30	91.55	35.73	82.58	72.77	91.50	92.64	-33.24	74.86	17.05	6.01	28.00	-0.11	91.02	81.73	34.31	5.26
BRD-K28143534	CP	cyproheptadine	histamine receptor antagonist, serotonin receptor antagonist	HRH1, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HTR2A, HTR2B, HTR2C, HTR6, HTR7		2.92, 2.27	34.53	1.19, 0.47	42.57	44.27	19.07	53.71	1.87	78.27	34.12	7.27	16.49	99.15	8.55	4.20	38.86	-0.67	7.39	18.50	49.20	35.84	26.08	13.76	73.00	14.23	45.22	63.34	80.16	14.90	35.96	15.37	34.94	37.66	17.99	98.41
BRD-K41337261	CP	ZM-306416	Src and Abl inhibitor, vascular endothelial growth factor receptor 1 (VEGFR1) inhibitor	FLT1, KDR, EGFR, FLT4	SRC inhibitor, VEGFR inhibitor	1.62, 0.32	34.52	0.83, 0.25	34.91	63.66	85.97	34.13	41.82	15.52	25.99	71.58	8.63	69.70	28.77	71.48	59.04	20.99	8.41	55.22	84.76	29.92	11.13	12.45	84.54	0.56	59.66	5.75	23.51	26.58	91.72	97.05	63.81	58.61	22.17	8.24
BRD-K96527333	CP	dehydroisoandosterone	GABA receptor modulator			3.90, 1.62	34.44	0.83, 0.22	66.46	27.15	24.33	28.00	23.40	33.89	3.97	23.17	25.28	95.57	14.32	43.26	35.00	89.65	4.09	79.41	22.76	4.36	66.29	17.31	13.77	86.72	62.69	98.38	39.68	38.58	28.87	77.61	87.27	57.79	58.38	-1.30
BRD-K99696746	CP	fatostatin	sterol regulatory element binding protein (SREBP) inhibitor	SREBF1, SREBF2		3.57, 1.62	34.42	0.88, 0.24	15.71	10.54	66.43	26.62	12.36	15.92	3.83	46.57	50.44	40.41	55.69	17.50	63.71	16.57	10.04	74.49	64.99	62.73	11.67	69.15	41.43	18.75	35.01	37.48	5.67	45.83	33.83	15.94	31.63	85.49	87.72	-2.89
BRD-K31542390	CP	mycophenolic-acid	dehydrogenase inhibitor, immunosuppressant, IMPDH inhibitor, inosine monophosphate dehydrogenase inhibitor	IMPDH1, IMPDH2	IMPDH inhibitor	2.27, 1.30	34.36	0.92, 0.33	10.17	21.52	52.57	22.59	70.81	27.67	42.12	44.65	14.29	50.04	82.41	17.24	57.65	68.16	4.24	75.37	1.60	13.59	54.70	55.87	39.96	15.90	43.75	13.69	97.85	28.76	21.00	76.84	26.73	14.89	20.72	94.36
BRD-K61269089	CP	daphnetin	protein kinase inhibitor			2.83, 1.41	34.33	1.07, 0.32	11.67	84.63	2.22	29.01	55.64	49.35	2.04	20.50	13.42	15.33	85.74	36.38	20.40	46.68	-9.33	32.28	55.42	67.36	42.62	62.45	29.49	-23.11	74.18	11.54	57.86	79.57	14.41	84.63	0.92	69.03	28.63	65.52
BRD-A77299732	CP	salubrinal	eukaryotic translation initiation factor inhibitor, GlyT-1 inhibitor	EIF2S1, SLC6A9		3.53, 1.41	34.32	1.56, 0.45	64.48	13.47	54.56	42.35	94.01	35.03	32.60	76.88	50.88	17.17	34.14	22.47	26.94	87.68	15.19	31.96	81.51	31.27	77.84	69.22	3.47	5.60	-57.55	14.25	90.17	7.65	7.85	34.49	64.55	44.38	8.84	87.14
BRD-K35960502	CP	niclosamide	DNA replication inhibitor, STAT inhibitor	STAT3		2.27, 0.97	34.31	2.25, 0.74	50.51	41.18	50.29	98.00	96.91	23.73	28.87	96.95	21.70	75.83	25.80	18.44	57.29	39.53	91.62	18.50	38.90	60.57	6.54	6.51	30.50	-14.12	34.61	5.53	90.93	20.22	34.01	25.42	68.90	-35.26	12.12	98.80
BRD-K05804044	CP	AZ-628	RAF inhibitor	BRAF, RAF1	RAF inhibitor	1.62, 0.32	34.31	1.76, 0.56	26.20	5.15	70.27	9.64	72.00	12.67	62.45	60.66	29.00	61.55	35.12	34.36	88.87	13.94	11.65	52.23	44.57	50.61	10.77	43.93	31.51	17.34	24.54	28.70	31.90	74.33	81.40	66.73	34.25	59.12	8.77	0.67
BRD-K31843556	CP	T-0070907	PPAR receptor anatagonist, PPAR receptor antagonist	PPARG		1.62, 0.65	34.28	0.45, 0.10	49.19	5.79	55.64	21.89	48.15	5.49	83.17	79.35	7.24	38.07	3.10	24.66	40.72	39.06	70.20	10.79	36.86	26.62	29.78	68.63	4.97	31.71	53.57	7.19	17.39	13.78	8.37	44.28	75.30	76.96	23.39	72.91
BRD-K33483813	CP	actarit	interleukin receptor agonist			5.10, 2.75	34.28	1.20, 0.30	83.23	5.46	70.06	16.63	29.66	26.08	0.02	96.02	15.49	-63.34	38.91	17.26	43.80	88.25	13.93	43.86	60.83	11.75	46.62	82.54	17.60	56.01	74.24	65.06	0.21	-19.00	24.10	55.35	60.48	78.64	8.79	-2.64
BRD-K77793136	CP	hydroxyfasudil	ROCK inhibitor	ROCK1, PKIA, PRKACA, ROCK2	Rho associated kinase inhibitor	6.01, 1.41	34.23	1.35, 0.39	10.10	21.84	33.56	64.22	11.62	76.27	26.65	34.90	19.59	91.58	86.22	27.33	89.13	-19.84	89.31	73.25	86.97	27.43	8.28	6.66	50.04	11.59	94.32	87.58	44.98	16.31	71.86	4.22	28.42	51.33	92.56	25.69
