#1.3
2429	29	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A58048407-summary	BRD-K21680192-summary	BRD-A26711594-summary	BRD-K13646352-summary	BRD-K78485176-summary	BRD-A65280694-summary	BRD-K67080878-summary	BRD-A24228527-summary	BRD-A64977602-summary	BRD-A19736161-summary	BRD-K77771411-summary	BRD-K52020312-summary	BRD-K35960502-summary	BRD-K85606544-summary	BRD-A01787639-summary	BRD-K81528515-summary	BRD-K18895904-summary	BRD-K91263825-summary	BRD-K05395900-summary	BRD-K76775527-summary	BRD-K28912512-summary	BRD-A03623303-summary	BRD-K07237224-summary	BRD-K02113016-summary	BRD-K76810206-summary	BRD-K15502390-summary	BRD-K44353683-summary	BRD-K74141488-summary	BRD-A53576514-summary
BRD-K18135438	CP	chenodeoxycholic-acid	11-beta hydroxysteroid dehydrogenase inhibitor, FXR agonist	HSD11B1, NR1H4		3.08, 1.15	23.41	1.22, 0.45	48.53	23.53	16.79	4.23	52.20	10.18	43.07	77.88	13.67	7.83	6.58	68.34	-30.86	0.63	-1.30	3.90	91.19	6.17	79.59	19.84	23.41	40.56	54.16	-21.12	34.10	-39.10	69.79	71.68	35.53
BRD-K67439147	CP	SIB-1893	glutamate receptor antagonist	GRM5, GRM4		2.31, 0.77	23.35	1.10, 0.41	14.21	59.61	22.24	32.29	87.18	2.57	5.25	-29.91	-17.43	79.83	12.28	37.25	14.05	23.35	21.09	70.65	32.95	15.61	17.43	74.29	79.93	88.91	42.88	0.81	12.69	-5.97	31.70	77.28	63.60
BRD-U73238814	CP	QL-XI-92	DDR1 inhibitor	DDR1		5.00, 2.31	23.28	1.31, 0.35	9.30	18.22	4.16	41.92	16.11	9.09	11.30	40.84	13.92	21.02	14.95	35.39	62.47	95.14	43.55	98.34	62.44	92.31	21.91	18.89	21.92	1.52	23.28	72.25	53.02	56.92	17.04	34.82	29.58
BRD-K82255054	CP	propofol	membrane integrity inhibitor, membrane permeability inhibitor, TRPV agonist	CYP2B6, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, SCN2A, SCN4A, TRPV1		3.85, 1.92	23.27	0.66, 0.17	58.12	16.68	18.50	13.94	71.31	3.57	12.03	83.47	7.33	23.27	2.26	36.81	-0.21	1.27	84.75	0.60	70.40	16.39	25.86	86.64	17.92	43.52	21.44	97.36	41.90	-42.36	52.49	63.08	23.96
BRD-K10016611	CP	pyridine-2-aldoxime	acetylcholinesterase inhibitor	ACHE, BCHE		5.31, 4.08	23.26	1.45, 0.59	29.81	-74.36	0.00	10.87	73.86	22.68	35.40	93.09	0.78	65.55	23.26	68.63	5.80	-11.47	97.57	1.79	82.23	7.31	12.54	71.29	43.00	60.28	-29.55	0.00	-23.99	99.75	88.66	58.82	21.44
BRD-A83237092	CP	fulvestrant	estrogen receptor antagonist, DNA directed DNA polymerase inhibitor, soluble epoxide hydrolase inhibitor	ESR1, EPHX2, ESR2, GPER1	Estrogen receptor antagonist	2.15, 1.29	23.23	0.74, 0.31	69.40	62.49	16.49	13.67	50.57	62.37	18.27	23.40	5.55	23.23	8.45	46.57	17.55	14.18	54.88	99.44	69.23	0.78	10.44	17.78	28.26	5.05	12.72	-17.61	32.60	17.92	55.79	36.55	64.01
BRD-K48923948	CP	BMS-641988	androgen receptor antagonist	AR		4.62, 2.69	23.23	2.52, 0.60	17.09	-47.88	7.11	-1.30	8.22	8.77	23.23	87.30	63.20	27.51	12.84	65.89	-64.29	-3.49	99.51	-41.70	68.30	21.66	79.92	72.67	8.92	21.39	47.59	95.34	53.37	77.69	29.21	66.07	22.51
BRD-K32830106	CP	guanfacine	adrenergic receptor agonist, HCN (hyperpolarization activated cyclic nucleotide gated) channel blocker	ADRA2A, ADRA2B, ADRA2C, CYP3A5, HCN1, HCN2, HCN3, HCN4		5.00, 3.08	23.22	0.63, 0.09	18.10	-20.13	11.60	3.21	80.00	10.01	60.16	81.31	20.30	24.39	5.18	19.65	1.09	13.92	23.00	-5.20	45.46	4.42	64.04	83.79	80.22	32.31	10.92	95.88	40.60	23.22	46.21	96.79	40.97
BRD-U51951544	CP	ZG-10	JNK inhibitor	MAPK8		3.85, 2.69	23.17	1.19, 0.61	0.81	98.84	20.69	1.97	60.52	32.15	22.05	-54.00	7.55	23.17	30.54	75.38	2.57	0.00	42.16	59.09	30.96	23.74	-39.39	32.06	42.05	25.11	15.25	-3.17	-0.95	7.22	25.74	32.19	22.23
BRD-K34508425	CP	KUC103898N	G protein coupled receptor			1.54, 0.77	23.16	1.42, 0.42	23.16	10.70	1.92	8.62	26.76	12.79	22.14	76.44	8.63	65.27	28.92	48.58	2.92	59.79	47.38	5.10	88.61	9.75	40.25	43.50	4.90	16.96	11.25	-4.02	37.43	49.24	12.95	49.57	28.34
BRD-K69032158	CP	diprotin-a	dipeptidyl peptidase inhibitor	DPP4		3.05, 0.76	23.14	1.52, 0.38	18.19	-8.10	14.04	35.26	27.69	22.46	23.82	72.66	-0.11	10.38	99.12	55.01	-0.11	-10.35	25.54	62.68	96.30	-13.54	-19.25	65.17	83.62	75.82	18.10	NaN	-28.69	7.13	83.47	70.09	12.86
BRD-K27351809	CP	nomegestrol	progesterone receptor agonist	PGR	Progesterone receptor agonist	2.31, 0.77	23.09	1.19, 0.25	10.14	0.00	14.94	-4.30	33.98	12.53	89.08	67.58	31.76	23.03	18.35	11.37	9.01	5.11	18.50	2.01	97.16	18.30	35.37	73.77	29.77	22.14	87.37	23.09	44.02	93.03	59.75	82.25	33.62
BRD-A23683907	CP	NAS-181	serotonin receptor antagonist	HTR1B		3.08, 1.54	23.07	0.82, 0.19	6.87	27.98	75.78	26.93	85.59	5.56	19.83	12.64	13.75	13.43	11.33	36.48	7.57	0.70	68.08	3.14	15.17	21.10	-14.29	70.86	59.46	53.42	33.86	32.33	16.15	75.99	23.07	32.82	37.47
BRD-A62182663	CP	YK-4279	apoptosis stimulant, binding of RNA helicase A to the transcription factor EWS-FLI1 inhibitor, EWS-FLI1 inhibitor	DHX9, EWSR1, FLI1		0.77, 0.38	23.07	1.40, 0.68	4.72	-15.64	10.94	8.48	15.21	41.33	68.47	38.85	0.21	10.89	18.38	11.90	46.38	23.07	21.45	49.80	30.32	8.71	69.56	80.77	15.82	22.80	13.71	69.33	74.94	57.47	71.72	34.27	34.56
BRD-K93258693	CP	GW-9662	PPAR receptor antagonist	PPARG, NCOA2, RXRA		3.46, 2.31	23.07	1.00, 0.25	3.67	10.58	57.61	9.16	-8.08	10.82	60.22	80.34	34.08	8.28	25.90	49.17	-2.78	1.97	50.22	-0.85	87.79	0.74	12.31	53.86	44.98	23.07	12.94	0.88	50.64	95.71	22.19	49.54	81.14
BRD-K38449220	CP	seneciphylline	cytochrome P450 inhibitor			3.85, 1.92	23.06	0.83, 0.28	71.41	-22.20	52.04	1.44	53.91	9.71	18.05	59.55	-3.92	35.56	85.14	60.23	-22.59	2.91	-1.77	-6.73	89.92	3.83	23.06	73.34	26.26	29.25	-4.21	-1.68	55.13	13.28	11.30	97.31	88.77
BRD-A68039575	CP	liquiritigenin	aromatase inhibitor	CYP19A1		4.08, 2.45	23.04	1.30, 0.45	52.02	43.47	18.02	24.07	18.89	99.72	3.49	36.82	13.29	63.16	8.02	83.96	-3.28	24.84	72.83	23.04	81.95	8.58	4.30	41.31	9.30	14.80	18.45	5.30	-2.01	44.25	51.03	34.54	18.62
BRD-K17823458	CP	danoprevir	HCV inhibitor, serine protease inhibitor			3.08, 0.77	23.04	0.92, 0.30	9.76	-95.65	54.84	-11.49	74.14	-0.03	75.84	68.29	5.92	47.79	4.70	-48.94	-7.09	-8.56	84.05	-88.85	87.94	0.46	83.67	22.88	48.01	84.47	9.49	99.51	39.90	12.19	62.40	23.04	41.22
BRD-A04668240	CP	CGP-52432	GABA receptor antagonist	GABBR1, GABBR2	GABA receptor antagonist	6.92, 3.85	23.03	1.38, 0.45	81.47	-58.41	11.82	15.37	-3.02	14.43	99.86	93.15	55.68	3.98	14.42	-8.85	2.09	0.60	66.72	-2.54	85.88	-1.27	95.57	98.41	12.76	47.30	76.56	34.13	74.38	60.66	23.03	99.33	0.81
BRD-K09638361	CP	SA-63133	casein kinase inhibitor, tubulin inhibitor	CSNK1E, CSNK1A1, CSNK1D, CSNK1G2	Tubulin inhibitor	3.46, 0.77	23.03	1.23, 0.53	23.03	12.36	35.76	68.11	38.61	52.08	-14.10	29.71	-8.39	2.40	20.01	9.27	87.93	5.99	38.98	97.09	83.12	18.89	-14.66	80.37	8.28	68.62	3.28	-39.87	-86.05	2.80	39.45	36.57	32.98
BRD-A79314293	CP	cephalosporanic-acid	core structure for synthesis of cephalosporin antibiotics			6.37, 3.18	22.99	1.76, 0.66	15.65	10.95	8.90	4.90	22.99	91.00	39.71	-6.30	94.29	21.28	55.20	85.02	-23.18	-16.75	59.87	-1.27	7.26	42.66	66.98	91.99	79.60	3.28	28.45	1.30	2.11	99.58	15.10	28.07	24.41
BRD-K92726801	CP	hydrastinine	alkaloid with hemostatic properties			6.15, 2.31	22.99	1.15, 0.42	58.82	26.92	1.48	4.97	-16.15	6.98	95.97	81.02	76.92	22.99	67.32	8.42	-7.96	4.81	-33.06	2.68	19.18	-14.07	66.89	74.72	65.09	91.05	-40.57	-0.85	51.24	51.17	10.79	99.37	28.49
BRD-K81709173	CP	halcinonide	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	5.00, 2.69	22.98	1.38, 0.75	28.00	10.81	7.53	84.07	32.68	38.61	9.69	47.26	36.55	24.37	-1.13	18.73	10.21	17.59	-73.98	10.25	55.50	14.22	5.43	98.34	22.98	89.05	6.97	-4.22	59.15	35.53	13.69	94.33	84.57
BRD-K01555864	CP	dibenzoylmethane	tumorigenesis inhibitor			3.27, 1.63	22.91	0.65, 0.11	80.86	-4.74	34.44	-6.48	8.02	71.96	15.26	54.55	8.10	57.19	7.74	31.09	2.36	10.67	-66.66	14.04	53.76	-1.90	23.28	24.31	23.97	22.91	11.53	68.61	13.93	-17.18	25.55	53.01	37.69
BRD-A79803969	CP	memantine	glutamate receptor antagonist, glutamate release inhibitor	GRIN1, CHRFAM7A, CYP2E1, DRD2, GRIN2A, GRIN2B, GRIN3A, HTR3A		5.71, 2.86	22.80	1.36, 0.72	16.78	-28.11	7.68	22.80	-24.80	-0.04	24.87	96.84	0.00	23.56	7.43	5.92	0.00	74.94	24.40	3.22	-5.53	67.24	63.40	8.80	9.47	36.27	39.76	99.82	56.84	38.92	24.98	0.00	71.21
BRD-K26373640	CP	IKK-2-inhibitor	IKK inhibitor, syk inhibitor	IKBKB		3.46, 2.69	22.76	0.81, 0.20	15.77	-39.34	1.48	2.77	-2.19	-8.38	31.97	37.27	7.24	82.29	66.11	60.14	-8.21	-0.92	63.07	-59.49	8.38	22.76	86.15	47.04	-63.62	51.88	10.23	0.00	76.49	35.94	49.86	31.51	90.64
BRD-K81376179	CP	TCS-359	FLT3 inhibitor	FLT3		4.49, 3.27	22.76	1.22, 0.43	72.66	31.25	43.05	13.46	48.84	99.93	27.73	44.30	13.34	55.49	11.24	85.71	-76.62	22.76	-13.85	9.64	82.80	16.15	18.17	68.00	11.68	20.06	9.11	-6.05	1.62	21.78	41.96	62.90	87.79
BRD-K29673530	CP	hypericin	PKC inhibitor, tyrosine kinase inhibitor, unidentified pharmacological activity			3.46, 1.54	22.74	0.75, 0.20	98.64	30.96	8.22	27.95	15.92	89.10	24.30	65.88	6.20	14.79	55.83	72.99	-1.87	8.17	28.84	-4.05	59.01	14.97	6.51	22.74	38.54	-32.75	-5.79	-99.30	2.85	72.98	2.75	52.14	91.64
BRD-K41260949	CP	valproic-acid	HDAC inhibitor, ABAT inhibitor, GABA receptor agonist, GABAergic transmission enhancer, voltage-gated sodium channel blocker	ABAT, HDAC1, SCN1A, SCN3A, ACADSB, ALDH5A1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1B, SCN2A, SCN2B, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A		5.38, 3.46	22.69	0.66, 0.19	83.40	-44.57	10.54	1.94	4.12	39.09	43.89	88.60	52.67	0.39	22.69	21.02	-80.02	-1.73	30.73	-7.15	25.40	5.07	67.54	64.65	-7.10	29.95	20.17	98.73	20.39	91.77	29.51	21.58	71.96
BRD-K80970344	CP	pyrrolidine-dithiocarbamate	NFkB pathway inhibitor	HSD11B1, RELA	NFkB pathway inhibitor	3.08, 1.15	22.66	1.64, 0.73	81.74	79.14	13.89	17.94	31.33	-25.93	25.64	22.66	12.88	3.40	37.03	69.45	89.92	92.18	-2.78	97.52	22.23	62.18	15.84	73.38	0.00	67.84	58.29	0.78	10.61	14.10	8.70	21.44	40.24
BRD-K86003836	CP	flubendazole	acetylcholinesterase inhibitor, microtubule inhibitor, tubulin inhibitor	TUBB	Tubulin inhibitor	3.56, 0.89	22.62	0.89, 0.45	0.78	-3.63	3.51	57.21	4.56	5.18	4.68	77.97	-53.88	87.88	45.35	27.55	73.18	87.41	7.15	85.89	22.62	26.78	24.27	10.96	27.80	4.49	50.46	0.04	26.98	43.92	22.48	7.47	0.56
BRD-K75295174	CP	alisertib	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA	Aurora kinase inhibitor	3.00, 2.15	22.54	0.98, 0.51	13.33	30.56	20.06	66.27	28.77	8.85	7.96	22.54	0.63	22.69	18.10	66.09	55.85	24.11	9.69	99.96	-15.30	30.24	15.14	48.92	31.70	34.75	-3.56	19.58	6.84	25.15	56.04	15.74	-1.34
BRD-K94689771	CP	pinocembrin	androgen receptor ligand, CYP1B1 inhibitor, reducing agent, steroid 5alpha-reductase inhibitor	AR, CYP1B1, SRD5A1, SRD5A2		6.54, 4.23	22.54	0.90, 0.34	35.35	8.66	9.18	14.22	20.12	47.40	-17.03	-36.95	62.57	10.50	14.79	24.11	-44.83	4.81	46.20	2.04	48.13	34.81	18.14	99.26	55.11	98.10	13.31	97.32	36.21	8.26	62.96	94.37	22.54
BRD-K18905250	CP	ST-91	adrenergic receptor agonist			3.46, 2.31	22.42	1.31, 0.35	52.12	-79.11	-55.39	20.27	-46.96	7.51	74.51	96.55	13.86	13.50	35.82	7.32	-1.83	0.70	94.03	-9.05	92.32	10.60	60.33	73.89	22.42	81.43	7.03	4.37	66.13	67.91	63.60	59.22	93.23
BRD-K01192156	CP	tyrphostin-AG-112	protein tyrosine kinase inhibitor	EGFR		2.31, 0.38	22.38	1.78, 0.49	83.10	8.17	14.39	-15.04	19.90	29.79	12.94	37.26	2.33	7.86	29.31	40.10	-79.85	11.72	63.08	-24.22	92.56	10.09	11.10	75.40	13.36	26.96	10.51	27.10	22.38	87.63	42.61	77.05	27.50
BRD-K66766661	CP	17-beta-estradiol	estrogen receptor agonist	ESR1	Estrogen receptor agonist	6.42, 4.59	22.35	1.56, 0.55	74.17	2.50	0.03	0.00	21.42	17.73	0.32	94.54	18.49	7.31	0.00	3.84	0.00	-0.25	82.70	0.14	96.21	29.86	56.16	65.27	21.14	22.35	67.30	99.15	23.25	99.79	83.53	36.01	63.63
BRD-K00317371	CP	RITA	MDM inhibitor, thioredoxin reductase inhibitor	MDM2, TXNRD1, TXNRD2	MDM inhibitor	1.54, 0.00	22.19	0.65, 0.14	90.36	77.42	16.08	5.23	-15.42	69.35	63.59	86.61	24.58	4.81	27.96	63.60	-22.67	30.88	27.64	-11.03	12.78	10.70	78.53	20.46	-76.06	5.40	0.60	-0.28	22.19	70.71	14.87	42.65	87.68
BRD-K82109576	CP	vincristine	tubulin inhibitor, microtubule inhibitor, microtubule polymerization inhibitor, tubulin polymerisation inhibitor, vinca alkaloid	TUBB, TUBA4A	Tubulin inhibitor	1.33, 0.44	22.06	1.57, 0.50	10.96	29.34	22.06	8.63	54.02	72.84	18.09	93.23	10.69	63.23	21.67	10.20	70.57	80.48	-63.38	77.81	64.96	4.67	13.21	24.35	88.83	12.84	10.10	-0.74	-0.18	64.02	25.56	11.42	90.56
BRD-K28667196	CP	fillalbin	increases arterial blood pressure			2.69, 1.15	22.04	0.75, 0.22	2.84	27.05	5.52	23.67	19.87	3.83	95.20	63.91	22.04	37.43	60.78	12.54	-2.96	3.10	-27.07	-8.52	26.10	9.34	59.25	63.89	20.12	35.04	22.59	-1.90	15.19	79.60	5.73	49.50	57.02
BRD-K43236057	CP	piceid	glucosidase inhibitor, ICAM1 expression inhibitor, VCAM expression inhibitor, xanthine oxidase inhibitor	GAA, XDH		6.67, 4.00	22.04	0.99, 0.28	7.10	22.04	12.70	31.49	21.74	9.64	13.89	47.72	23.49	66.01	97.18	82.34	-6.50	-0.39	44.13	-2.61	91.85	5.85	10.72	29.46	78.83	21.42	67.63	-0.85	0.18	40.42	22.45	55.18	14.06
BRD-K20714604	CP	RS-56812	serotonin receptor antagonist, serotonin receptor partial agonist	HTR3A		3.46, 2.31	21.99	0.95, 0.38	23.50	51.19	89.67	19.24	13.95	83.23	75.83	-57.40	22.14	8.37	43.56	60.59	0.00	10.37	94.31	-2.01	20.86	0.60	13.53	8.64	52.09	21.99	15.44	-5.82	20.46	88.97	71.42	89.10	37.35
BRD-A77118605	CP	BML-ST330	phospholipase inhibitor, DNA inhibitor, RNA synthesis inhibitor			3.85, 2.69	21.98	0.82, 0.33	2.47	38.38	65.12	1.41	56.31	26.09	13.17	-33.18	-15.72	21.98	8.14	46.68	1.87	-0.60	77.57	13.31	87.69	4.23	12.81	75.12	42.50	94.74	33.26	99.15	8.33	15.62	39.31	16.76	73.12
BRD-A83855350	CP	naltrexone	opioid receptor antagonist, opioid receptor ligand	OPRK1, OPRM1, OPRD1, SIGMAR1		5.31, 3.67	21.98	1.51, 0.63	21.98	23.96	5.24	9.73	-12.91	99.89	-4.37	70.53	25.49	11.91	6.84	82.76	-14.71	1.87	33.88	7.35	67.32	20.15	36.17	70.06	65.78	27.63	44.69	0.85	7.38	13.85	27.80	7.78	96.90
BRD-K08589866	CP	linsitinib	insulin growth factor receptor inhibitor, insulin receptor antagonist	IGF1R, INSR, INSRR	IGF-1 inhibitor	2.69, 1.15	21.95	1.02, 0.38	21.95	38.29	25.10	82.35	24.17	15.16	42.75	53.87	18.72	12.67	52.86	41.45	-70.64	-1.16	12.73	-3.40	11.23	42.17	14.24	70.89	53.82	17.54	42.72	-1.02	15.86	69.55	13.55	41.43	17.70
BRD-K07117950	CP	imperatorin	acetylcholinesterase inhibitor, nitric oxide production inhibitor, Sodium Channel  Blockers	ACHE, HTR7		6.15, 3.08	21.83	0.82, 0.20	73.48	-65.40	-41.20	44.90	17.06	11.15	14.57	64.82	43.05	31.47	21.81	38.86	-2.74	-34.31	61.78	3.17	64.16	44.66	14.99	97.23	-16.64	97.03	-13.49	0.00	21.83	50.41	11.31	99.12	61.17
BRD-K53959060	CP	indirubin	CDK inhibitor, glycogen synthase kinase inhibitor, cyclin-dependent kinase inhibitor, PKC inhibitor	CDK1, CDK5, CCNE1, CDK2, CDK4, CDK5R1, CDK9, GSK3A, GSK3B, LCK, LRRK1, LRRK2	Glycogen synthase kinase inhibitor	3.27, 1.22	21.77	1.80, 0.53	50.91	43.63	14.51	83.41	14.73	7.12	12.99	20.24	10.54	5.00	8.69	66.40	90.47	86.05	28.08	99.54	45.02	54.92	21.77	11.27	6.20	27.56	0.63	24.36	69.22	30.02	9.79	15.30	1.37
BRD-A28318179	CP	aminomethyltransferase	nitric oxide synthase inhibitor	NOS2		5.38, 2.31	21.76	1.30, 0.47	17.32	-6.41	16.67	7.75	2.76	34.09	27.73	86.39	45.26	21.76	-7.81	-10.14	-2.96	-5.29	75.84	-6.64	39.00	-14.10	88.29	70.49	9.83	78.34	9.82	91.36	71.49	44.14	67.35	98.13	17.52
BRD-K32536677	CP	AGK-2	SIRT inhibitor, SIRT pathway	SIRT2		3.85, 1.92	21.76	0.83, 0.23	88.67	1.91	8.12	2.01	19.97	79.16	26.28	45.15	15.12	8.07	36.05	27.97	-88.41	-5.19	73.75	-5.46	10.34	0.67	7.29	48.44	62.56	76.87	21.76	-80.53	-11.26	26.34	43.86	55.78	38.20
BRD-K82823804	CP	SA-792987	PKC inhibitor	WEE1	PKC inhibitor	10.77, 7.31	21.76	1.32, 0.30	8.80	97.92	15.68	99.74	16.20	79.31	-5.74	-35.19	6.41	13.58	18.56	58.15	96.55	99.23	21.26	99.93	22.92	59.22	30.08	58.50	21.76	46.23	9.11	-94.54	11.71	-66.05	16.20	46.23	55.55
BRD-K54472332	CP	elvitegravir	HIV integrase inhibitor, HIV inhibitor			4.62, 1.92	21.75	1.10, 0.33	32.09	43.28	48.04	44.28	64.14	10.99	11.49	91.56	21.75	7.01	19.55	83.98	8.61	11.36	15.33	89.06	36.48	14.24	5.88	74.25	97.32	31.22	-15.74	-62.44	-0.42	15.05	5.57	64.72	46.27
BRD-K68246049	CP	TTNPB	RAR agonist, retinoid receptor agonist	RARB, RARA, RARG	Retinoid receptor agonist	3.46, 1.15	21.74	1.40, 0.33	58.66	-6.20	9.74	56.05	-8.13	15.88	80.37	76.43	13.55	12.68	21.74	44.76	2.26	1.20	13.38	16.97	36.00	6.50	75.31	8.09	-3.38	17.35	32.50	22.25	73.06	90.96	63.75	80.40	43.38
BRD-K35687265	CP	ON-01910	PLK inhibitor, cell cycle inhibitor, MCL1 inhibitor, protein kinase inhibitor	CDK1, FLT1, FYN, MCL1, PDGFRA, PLK1, PLK2, SRC		2.31, 0.38	21.66	1.68, 0.69	8.14	14.06	-5.28	54.10	-0.67	68.45	31.70	71.39	-9.94	26.75	15.80	28.82	52.07	20.05	-90.86	21.79	53.79	14.32	34.73	23.22	17.77	31.05	-12.10	16.63	35.64	25.40	12.63	21.66	13.83
BRD-K28137194	CP	loreclezole	GABA receptor agonist	GABRB2, GABRB3		4.23, 1.92	21.63	0.78, 0.26	5.81	23.76	1.90	0.00	47.41	34.03	78.33	37.37	41.60	38.73	70.23	15.64	-2.11	0.56	-15.01	-2.01	28.11	-7.27	82.41	37.84	44.24	-3.55	9.02	0.78	96.62	87.14	2.50	21.63	1.94
BRD-K43764301	CP	dexketoprofen	cyclooxygenase inhibitor	CXCR1, PTGS1, PTGS2, SLC5A8		3.85, 1.54	21.60	0.97, 0.20	32.47	9.30	21.63	53.04	0.67	7.23	62.73	97.08	9.79	74.21	65.51	6.08	2.78	79.18	-82.30	79.50	-42.80	8.35	-11.59	34.47	9.01	45.26	-5.00	9.67	60.09	87.47	21.60	13.05	42.15
BRD-A62035778	CP	scopolamine	acetylcholine receptor antagonist	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI		1.92, 0.77	21.54	0.86, 0.33	90.35	24.78	1.13	18.77	46.19	8.12	80.14	42.07	16.74	80.83	35.55	52.07	4.47	9.57	59.69	-6.48	22.76	7.06	21.27	75.15	21.54	17.46	-4.27	-9.62	24.03	44.16	11.22	59.80	2.33
BRD-K19416115	CP	sitagliptin	dipeptidyl peptidase inhibitor, HMGCR inhibitor, insulin secretagogue, tumor necrosis factor expression inhibitor	DPP4, CYP2C8, FASLG, HMGCR, SLC22A8		5.38, 2.69	21.52	2.65, 0.89	8.14	-25.13	-0.88	4.33	-28.26	20.31	49.32	96.91	47.62	14.12	4.55	28.94	-74.60	-5.24	47.10	-97.28	76.69	5.11	56.94	66.45	25.66	39.64	21.52	94.12	50.87	7.86	16.13	29.77	48.35
BRD-K49519092	CP	immethridine	histamine receptor agonist	HRH3		1.92, 1.15	21.50	0.53, 0.11	-10.20	-22.58	41.39	4.37	29.64	30.24	43.27	37.19	25.57	35.58	10.60	4.69	-6.87	-16.45	44.03	-6.86	78.87	16.69	26.18	84.56	25.41	16.21	15.15	19.22	13.72	21.34	21.50	64.50	48.41
BRD-K07691486	CP	roscovitine	CDK inhibitor, apoptosis stimulant	CDK2, CDK9, CDK7, CDK1, CDK5	CDK inhibitor	3.46, 0.77	21.49	0.91, 0.40	11.05	84.15	48.79	21.49	31.07	12.52	20.14	-47.87	5.60	8.71	43.66	29.87	13.56	4.83	65.40	3.79	65.74	25.63	17.27	89.31	32.19	88.88	16.95	-19.19	3.70	2.08	28.20	75.70	65.02
BRD-A65440446	CP	cimaterol	adrenergic receptor agonist		Beta-adrenergic receptor agonist	4.49, 3.27	21.46	0.82, 0.26	18.27	-9.13	78.82	18.74	21.46	68.29	17.98	69.71	99.65	41.52	6.08	31.07	2.08	2.86	53.34	4.21	40.05	21.91	17.45	15.54	6.80	27.15	29.08	71.41	19.60	61.20	11.09	10.43	27.32
BRD-A80383043	CP	BRD-A80383043	glutamate receptor agonist, glutamate receptor antagonist	GRM1, GRM2		5.73, 5.10	21.45	2.20, 0.90	6.19	-52.45	-46.04	2.47	25.98	7.08	55.86	92.31	68.81	-11.84	31.13	11.64	-13.94	-82.79	93.81	-97.03	-57.23	3.95	92.04	99.37	69.34	21.45	6.53	44.67	7.14	46.52	25.61	71.27	99.10
BRD-A22380646	CP	pantoprazole	ATPase inhibitor	ATP4A, CYP2C19, CYP3A4		0.77, 0.77	21.40	0.58, 0.15	15.58	20.37	-1.37	17.89	41.53	14.22	26.56	77.71	43.97	50.67	76.68	88.74	8.26	10.92	85.51	-1.44	84.27	16.48	9.97	19.04	4.93	40.15	23.29	-0.04	1.94	21.40	63.25	64.29	60.69
BRD-K74763371	CP	bosentan	endothelin receptor antagonist	EDNRB, EDNRA, ABCB1, CYP2C19, CYP3A4		4.49, 1.22	21.28	1.00, 0.30	89.79	42.51	1.90	11.85	-56.40	53.10	81.16	74.08	20.30	0.81	73.60	75.85	1.83	0.32	70.93	2.04	65.91	21.28	99.82	43.02	20.84	15.21	-42.13	0.04	6.27	84.52	77.35	93.64	7.30
BRD-K91900765	CP	VX-745	p38 MAPK inhibitor	MAPK14, MAPK11, MAPK12	P38 MAPK inhibitor	3.46, 1.54	21.27	0.86, 0.30	12.24	-4.79	2.50	0.00	22.78	13.82	65.09	91.83	14.46	83.03	14.69	56.94	-43.12	0.78	-11.94	-31.06	68.69	6.71	94.91	63.68	18.03	5.46	52.08	97.43	64.76	89.16	58.10	21.27	36.53
BRD-K19894101	CP	MST-312	telomerase inhibitor	TERT		3.85, 1.92	21.20	1.36, 0.32	55.72	26.97	39.42	47.45	5.13	6.23	21.20	18.97	13.69	16.40	11.32	97.74	87.35	85.27	-10.60	90.39	57.62	9.92	80.52	16.86	9.51	26.61	25.97	0.00	17.29	8.76	27.42	22.25	20.02
BRD-A29731977	CP	17-hydroxyprogesterone-caproate	progesterone receptor agonist	CYP1A2, CYP2B6, CYP3A5, PGR	Progesterone receptor agonist	6.15, 2.69	20.88	0.80, 0.18	42.07	-41.40	1.44	9.73	-11.85	21.93	93.00	54.13	13.28	-16.41	3.70	14.80	0.00	0.00	99.82	-18.86	47.53	9.07	97.40	60.19	-6.24	27.60	7.41	89.61	32.22	43.21	45.30	20.88	49.68
BRD-K23875128	CP	RHO-kinase-inhibitor-III[rockout]	ROCK inhibitor	IMPDH2, ROCK1		1.92, 0.77	20.84	1.26, 0.76	50.63	28.31	5.36	-1.59	9.22	33.67	80.02	26.63	24.52	4.12	5.01	20.62	-83.99	-6.47	27.64	-89.49	11.50	-5.55	53.90	49.20	22.40	22.41	11.70	21.15	20.84	54.67	1.73	25.28	20.44
BRD-A13133631	CP	fluorometholone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	3.67, 2.45	20.82	1.45, 0.72	31.36	20.82	16.28	65.70	4.76	79.99	4.44	-32.42	11.10	5.30	12.37	46.67	-2.26	70.61	85.39	38.15	2.59	62.29	18.79	50.41	-7.46	49.98	28.54	1.83	10.76	46.24	29.73	4.98	43.11
