#1.3
2429	14	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K73196317-summary	BRD-K45158365-summary	BRD-K81418486-summary	BRD-K56343971-summary	BRD-K72093121-summary	BRD-A09533288-summary	BRD-K40227168-summary	BRD-K29582115-summary	BRD-A24514565-summary	BRD-A56359832-summary	BRD-K41260949-summary	BRD-K71289571-summary	BRD-K53318339-summary	BRD-K13926615-summary
BRD-K25906698	CP	immepip	histamine receptor agonist	HRH3, HRH4		5.56, 3.17	24.75	1.00, 0.33	60.14	15.54	1.97	19.91	18.41	88.88	84.80	78.10	20.62	15.43	44.73	10.07	87.26	28.88
BRD-K11433652	CP	aspirin	cyclooxygenase inhibitor, nitric oxide donor, platelet aggregation inhibitor, thromboxane synthase inhibitor, TP53 expression enhancer	PTGS1, PTGS2, TP53, AKR1C1, ASIC3, EDNRA, HSPA5, IKBKB, NFKB1, NFKB2, NFKBIA, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, RPS6KA3		2.48, 1.65	24.73	1.47, 0.43	61.43	30.81	4.12	4.01	74.81	11.14	94.18	74.16	18.66	78.58	10.07	32.90	16.15	18.66
BRD-K52512893	CP	SC-19220	prostanoid receptor antagonist	PTGER1		2.48, 0.83	24.71	1.01, 0.36	18.52	92.51	-1.90	18.69	11.95	27.96	91.31	31.01	93.44	12.11	21.47	36.12	67.75	7.06
BRD-K21806131	CP	tegaserod	serotonin receptor partial agonist, serotonin receptor agonist	HTR4, HTR2B, HTR2A, HTR2C		0.00, 0.00	24.69	1.69, 0.63	9.29	49.43	93.04	84.82	31.11	21.40	90.56	22.22	5.50	10.89	-73.81	50.48	3.35	27.17
BRD-K50836978	CP	purvalanol-a	CDK inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor	CDK1, CDK2, CDK4, CDK5, CCND1, CCNE1, CSNK1G3, RPS6KA1, SRC	CDK inhibitor	7.44, 3.31	24.66	2.88, 0.41	67.33	6.90	92.90	98.94	83.31	3.83	98.70	42.42	-15.30	6.91	-15.64	46.61	-49.29	2.64
BRD-K06080977	CP	eicosatetraynoic-acid	cyclooxygenase inhibitor, lipoxygenase inhibitor	ALOX12, PPARA, PPARG, PTGS1		6.35, 4.76	24.66	0.90, 0.25	-14.57	10.56	-5.68	8.54	10.21	19.32	80.80	46.42	77.04	30.00	63.33	89.06	36.49	2.50
BRD-K55420858	CP	mirin	inhibitor of MRE11A exonuclease activity	MRE11A		2.38, 0.79	24.66	1.16, 0.47	25.86	0.56	2.69	-7.91	0.00	3.50	81.00	50.48	29.45	24.87	44.15	11.54	24.44	57.53
BRD-K33453211	CP	levocabastine	histamine receptor antagonist	HRH1, NTSR2		2.38, 1.59	24.64	0.60, 0.17	16.78	24.82	0.60	0.07	11.92	51.17	54.90	93.23	24.46	46.53	26.62	20.79	48.11	17.64
BRD-A01317026	CP	7,8-dihydro-L-biopterin	dihydroneopterin aldolase inhibitor	NOS2, TPH1		0.79, 0.79	24.59	0.86, 0.26	38.66	37.93	-61.25	7.90	11.74	32.69	52.49	69.98	26.01	19.08	-7.47	-8.43	23.16	37.06
BRD-K28578425	CP	cilostamide	phosphodiesterase inhibitor	PDE3A, PDE3B		1.59, 0.00	24.52	0.36, 0.30	61.16	27.21	12.88	8.00	40.26	21.84	11.27	69.79	31.00	16.13	-34.21	28.25	18.18	55.24
BRD-K37848908	CP	ceforanide	cell wall synthesis inhibitor, penicillin binding protein inhibitor			3.97, 2.38	24.49	0.76, 0.32	11.14	97.65	0.42	5.41	50.16	91.06	18.84	11.93	31.58	14.25	88.39	15.17	53.67	30.14
BRD-K62609077	CP	scoulerine	adrenergic receptor antagonist, GABA receptor antagonist, serotonin receptor antagonist	ADRA1D, ADRA2A, GABRA1		4.76, 3.17	24.45	0.44, 0.09	22.80	34.99	9.28	11.95	16.73	13.71	97.80	56.92	8.17	-23.98	42.69	26.10	76.60	37.79
BRD-K93331255	CP	lypressin	vasopressin receptor agonist	AVPR1A, AVPR1B, AVPR2		2.38, 2.38	24.39	0.77, 0.24	72.69	23.08	0.78	23.45	59.09	25.66	19.88	89.38	21.18	10.87	86.11	90.01	25.33	2.64
BRD-K19284129	CP	salvinorin-a	opioid receptor agonist	OPRK1, OPRD1, OPRM1		6.35, 3.17	24.38	0.56, 0.23	22.37	6.83	1.52	15.59	28.09	26.38	86.18	96.44	11.81	4.74	65.29	79.40	-57.23	37.46
BRD-K89930444	CP	AG-592	tyrosine kinase inhibitor			3.17, 0.79	24.35	1.82, 0.48	10.07	7.72	96.38	96.30	58.64	13.44	96.30	52.87	11.44	16.15	-15.43	22.69	26.01	27.35
BRD-K31627533	CP	rimexolone	glucocorticoid receptor agonist, immunosuppressant, mineralocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist	3.17, 1.59	24.33	1.19, 0.47	-36.24	81.05	9.73	-9.66	21.21	52.15	68.02	69.93	6.59	12.42	27.45	13.37	32.52	35.03
BRD-K04833372	CP	GSK-1904529A	insulin growth factor receptor inhibitor, insulin receptor ligand	IGF1R, INSR		1.59, 0.79	24.31	1.94, 0.52	-9.47	4.12	-12.82	18.30	8.67	48.30	19.17	84.09	15.98	29.46	66.48	31.93	61.96	35.24
BRD-A35989968	CP	megestrol	progesterone receptor agonist, DNA inhibitor, HegG2 inhibitor	PGR	Progesterone receptor agonist	4.62, 4.62	24.26	1.46, 0.42	28.80	47.26	18.31	83.96	22.00	3.93	7.12	49.66	26.52	99.72	-17.91	30.21	7.20	0.14
BRD-A62890442	CP	3-methyl-GABA	GABA aminotransferase activator			5.33, 2.67	24.20	2.52, 0.88	1.30	28.95	-1.76	-59.38	96.98	98.24	19.46	92.46	59.11	-0.07	83.12	7.29	73.58	5.52
BRD-K55191674	CP	benzylpenicillin	PBP3 inhibitor			2.38, 0.79	24.06	2.00, 0.72	65.47	80.88	3.40	23.72	24.21	-11.38	23.85	84.84	12.38	11.32	23.92	72.57	57.00	66.67
BRD-K73978287	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	3.31, 0.83	23.95	1.49, 0.48	19.96	27.94	1.90	7.79	69.17	7.91	73.43	37.49	37.15	62.99	16.84	75.99	16.15	4.96
BRD-K70490179	CP	rimcazole	sigma receptor antagonist, dopamine reuptake inhibitor	SIGMAR1		3.17, 0.00	23.90	1.94, 0.53	60.76	16.60	61.57	21.57	8.11	63.69	5.87	77.14	9.14	10.79	26.24	29.78	14.39	94.54
BRD-K43164539	CP	cholic-acid	ferrochelatase inhibitor, unidentified pharmacological activity	CES1, FECH, PLA2G1B, ADH1C, COX4I1, COX5A, COX5B, COX6A2, COX6B1, COX6C, COX7A1, COX7B, COX7C, COX8A, ESRRG, FABP6, GPBAR1, MT-CO1, MT-CO2, MT-CO3	Bile acid	7.14, 2.38	23.89	1.40, 0.41	-20.49	12.55	-91.93	3.59	17.02	97.51	24.50	68.03	95.96	23.27	96.79	75.11	33.78	18.37
BRD-A49765801	CP	fludroxycortide	corticosteroid, glucocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist	2.38, 0.00	23.88	1.34, 0.80	23.25	24.67	8.41	24.51	25.70	15.07	89.04	-25.75	26.78	-5.57	25.25	44.21	20.82	7.08
BRD-K61341215	CP	vecuronium	acetylcholine receptor antagonist	CHRNA2		1.59, 0.79	23.88	0.75, 0.28	44.02	16.27	-1.20	3.40	5.34	56.80	11.40	89.26	28.83	19.96	34.73	31.28	27.23	20.53
BRD-K67566344	CP	KU-0063794	mTOR inhibitor	MTOR	MTOR inhibitor	4.76, 2.38	23.88	2.21, 0.76	10.08	39.15	4.31	98.48	39.59	82.74	84.49	39.66	-9.32	11.43	-24.53	11.71	36.05	6.26
BRD-K83837640	CP	JNJ-26854165	HDAC inhibitor, MDM inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2		2.38, 2.38	23.86	1.40, 0.39	13.62	34.86	13.88	81.51	98.80	25.01	66.80	39.09	17.40	22.72	13.71	31.62	9.24	21.90
BRD-A34205397	CP	suloctidil	adrenergic receptor antagonist, platelet aggregation inhibitor, vasodilator			2.65, 0.88	23.81	2.07, 0.56	-5.83	4.44	98.50	81.23	-14.22	14.12	65.79	30.34	88.35	66.66	-7.28	53.82	-15.99	17.27
BRD-K66792149	CP	quinoclamine	algicide			2.38, 1.59	23.76	2.48, 0.58	23.41	30.57	61.02	87.00	95.50	12.46	93.73	22.50	16.06	24.11	-84.10	13.28	9.76	26.00
BRD-K63828191	CP	raloxifene	estrogen receptor antagonist, selective estrogen receptor modulator (SERM), ALK expression enhancer, cholesterol inhibitor, endoglin expression enhancer, estrogen receptor agonist	ESR1, ESR2, ACVRL1, ENG	Estrogen receptor antagonist	0.00, 0.00	23.72	0.43, 0.34	25.65	13.51	20.15	10.30	29.72	27.07	45.37	62.25	13.47	16.22	44.48	14.44	21.78	26.57
BRD-K87573634	CP	propylpyrazole	estrogen receptor agonist	ESR1		7.44, 5.79	23.65	1.33, 0.36	16.60	4.37	27.18	94.35	46.59	4.26	13.10	20.13	76.54	97.12	36.44	99.93	-7.90	4.95
BRD-K24994810	CP	androstenol	GABA receptor modulator	NR1I3		6.35, 4.76	23.57	1.14, 0.36	4.69	35.42	0.00	-9.68	41.30	95.74	27.77	39.60	93.44	10.40	97.15	19.38	18.35	18.76
BRD-K05926469	CP	lenalidomide	angiogenesis inhibitor, cereblon inhibitor, tumor apoptosis inducer, tumor necrosis factor production inhibitor, tumor necrosis factor receptor antagonist	CRBN, TNF, CDH5, PTGS2, TNFSF11		3.97, 2.38	23.57	1.30, 0.36	11.23	5.11	-64.57	14.74	4.58	43.35	32.40	94.01	77.16	14.30	69.15	54.02	36.10	10.84
BRD-K67844266	CP	MLN-4924	nedd activating enzyme inhibitor	NAE1, UBA3		5.56, 0.79	23.56	2.53, 0.74	24.69	3.66	97.08	-18.50	95.34	-3.35	65.46	64.22	22.42	7.80	21.38	25.11	16.13	35.05
BRD-A59215453	CP	lobelanidine	acetylcholine receptor antagonist, dopamine receptor modulator, opioid receptor antagonist, vesicular monoamine transporter ligand	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1		4.76, 1.59	23.55	1.27, 0.51	85.41	78.08	5.00	11.24	7.34	-20.36	23.82	71.91	12.59	10.72	89.46	23.28	77.81	98.43
BRD-A62035778	CP	scopolamine	acetylcholine receptor antagonist	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI		3.97, 2.38	23.53	0.86, 0.33	19.96	38.53	4.58	10.43	27.10	67.21	93.42	86.98	7.79	14.66	87.27	18.57	81.90	3.90
BRD-K03406345	CP	azacitidine	DNA methyltransferase inhibitor, antimetabolite, DNA methylase inhibitor, DNA synthesis inhibitor, RNA synthesis inhibitor	DNMT1		4.13, 1.65	23.49	2.08, 0.81	9.07	5.12	94.36	93.70	36.72	15.09	26.65	20.34	10.97	46.18	0.00	85.78	3.73	58.93
BRD-K33204703	CP	AG-370	PDGFR tyrosine kinase receptor inhibitor, tyrosine kinase inhibitor	PDGFRB		7.94, 3.17	23.44	1.31, 0.40	-11.75	81.30	0.00	-13.95	45.93	22.42	-17.83	88.56	24.46	-12.56	44.01	96.67	86.37	4.88
BRD-K28428262	CP	brivanib	alcohol dehydrogenase inhibitor, FGFR inhibitor, fibroblast growth factor receptor (FGFR) inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, VEGFR inhibitor	FGFR1, KDR, FLT1, CYP3A4, FGFR2, FGFR3, FLT4, KCNH2	FGFR inhibitor	6.35, 5.56	23.30	0.83, 0.31	18.14	2.92	-1.41	-7.43	64.26	70.50	64.73	99.68	-43.39	16.51	31.24	57.69	2.96	28.46
BRD-K62221994	CP	T-98475	gonadotropin releasing factor hormone receptor antagonist	GNRH1, GNRHR		1.59, 0.79	23.29	1.59, 0.49	-4.02	7.11	95.60	88.91	64.99	28.21	40.61	16.90	7.58	36.22	8.10	18.38	62.81	8.60
BRD-A23290232	CP	westcort	corticosteroid		Glucocorticoid receptor agonist	2.48, 1.65	23.22	1.26, 0.47	-4.47	5.94	79.07	2.29	55.93	52.85	22.26	75.61	21.71	7.52	-13.67	33.08	24.18	57.01
BRD-A16665823	CP	butoconazole	cell wall synthesis inhibitor, sterol demethylase inhibitor			0.79, 0.00	23.15	0.58, 0.18	16.56	86.43	1.52	35.14	16.34	37.88	29.74	-31.19	-0.02	10.50	60.19	15.73	59.13	40.74
BRD-K70577657	CP	H-9	cAMP dependent protein kinase inhibitor, PKA inhibitor	PRKACA	PKA inhibitor	2.38, 0.00	23.05	0.55, 0.11	34.58	18.94	16.77	-76.77	27.15	29.29	45.25	63.09	82.19	2.64	38.03	11.48	5.46	6.60
BRD-K01902415	CP	pirinixic-acid	PPAR receptor agonist	PPARA	PPAR receptor agonist	4.76, 1.59	22.98	1.06, 0.30	33.78	7.26	1.52	4.02	15.71	28.81	85.02	88.76	37.52	17.16	42.22	47.32	-14.55	17.13
BRD-K68174511	CP	torin-2	mTOR inhibitor	MTOR	MTOR inhibitor	2.38, 0.00	22.95	1.56, 0.48	7.19	25.73	74.96	92.30	0.00	2.92	80.50	86.86	49.61	20.18	-24.25	13.53	1.75	34.12
BRD-K40742111	CP	baeomycesic-acid	lipoxygenase inhibitor			1.54, 1.54	22.89	2.02, 0.40	14.15	1.13	4.61	13.53	31.62	87.74	88.41	66.58	73.25	3.74	-92.73	92.85	56.45	11.81
BRD-K20285085	CP	fostamatinib	syk inhibitor, FLT3 inhibitor	SYK, FLT3, RET		4.76, 3.17	22.81	2.07, 0.75	29.85	28.71	30.32	98.95	6.38	3.79	53.90	15.33	26.48	19.15	12.99	13.24	13.78	29.28
BRD-K94294671	CP	OSI-027	mTOR inhibitor	MTOR	MTOR inhibitor	2.38, 0.00	22.81	1.35, 0.56	58.81	50.78	10.31	94.82	-20.27	19.25	89.86	72.83	-21.99	38.74	-21.47	26.36	13.96	14.25
BRD-K39120595	CP	bithionol	autotaxin inhibitor	ESR1, ESR2, MCL1		5.56, 3.97	22.75	1.89, 0.60	9.27	27.75	94.54	98.20	78.24	11.48	81.64	47.94	6.31	17.75	-35.16	30.11	16.13	8.21
BRD-K43149758	CP	myricetin	androgen receptor ligand, cytochrome P450 inhibitor	PIK3CG, AR, CYP3A4		3.31, 3.31	22.73	0.74, 0.16	19.10	4.40	2.55	5.24	37.11	91.46	19.84	20.31	70.48	8.03	64.61	29.27	80.62	25.15
BRD-K19894101	CP	MST-312	telomerase inhibitor	TERT		3.97, 2.38	22.72	1.36, 0.32	18.57	42.97	56.73	-1.41	98.12	14.82	73.24	15.21	17.37	6.18	38.57	26.86	14.59	37.33
BRD-K55301415	CP	abiraterone	17,20 lyase inhibitor, androgen biosynthesis inhibitor, cytochrome P450 inhibitor, steroid sulfatase inhibitor	CYP17A1, CYP11B1		9.92, 4.13	22.72	1.34, 0.45	23.64	17.98	0.00	14.04	86.41	21.79	38.74	15.67	94.72	0.03	58.97	99.89	96.20	2.26
BRD-A59174698	CP	ritodrine	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	5.56, 2.38	22.71	1.26, 0.45	33.31	21.90	4.70	6.84	41.83	2.03	26.76	97.19	6.50	24.29	-15.68	57.05	16.51	23.52
BRD-A74667430	CP	etodolac	cyclooxygenase inhibitor, TRPV agonist	PTGS2, PTGS1, RXRA, TRPV1	Cyclooxygenase inhibitor	4.76, 3.17	22.69	0.91, 0.24	-19.89	66.64	-0.42	10.76	7.12	70.43	20.21	-71.50	25.17	60.68	81.32	-24.67	57.12	88.47
BRD-K13927029	CP	retinol	RAR receptor binder	ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG		4.76, 1.59	22.68	1.06, 0.43	8.45	19.02	3.45	14.16	51.35	7.15	74.78	95.93	35.69	20.12	14.01	25.23	32.10	45.07
BRD-U82589721	CP	HG-5-113-01	protein kinase inhibitor	ABL1, LTK, STK10		4.76, 1.59	22.67	1.97, 0.53	59.77	16.36	90.01	92.17	20.05	5.32	81.82	-28.53	24.00	21.34	6.20	68.58	41.96	12.21
BRD-K99749624	CP	linifanib	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, colony stimulating factor receptor inhibitor, FLT3 inhibitor, macrophage colony stimulating factor antagonist, MAP kinase inhibitor, PARP inhibitor, receptor tyrosine kinase inhibitor, STAT inhibitor, VEGFR antagonist	CSF1R, KDR, PDGFRB, FLT1, FLT3, FLT4, CSF1, KIT, PDGFRA, RET, TEK		3.17, 1.59	22.65	1.02, 0.49	81.73	13.55	46.93	-2.19	24.55	63.15	2.69	83.39	8.06	8.05	21.12	7.45	24.18	45.43
BRD-K12184916	CP	NVP-BEZ235	mTOR inhibitor, PI3K inhibitor, protein kinase inhibitor	MTOR, PIK3CA, PIK3CG, PIK3CD, ATR, PIK3CB	MTOR inhibitor, PI3K inhibitor	4.76, 1.59	22.60	2.02, 0.53	9.41	9.41	66.90	97.99	12.70	83.00	82.98	13.06	42.23	25.16	-16.82	20.04	29.07	13.43
BRD-K32584078	CP	BML-257	AKT inhibitor, HCV NS5B RdRp inhibitor	AKT1		1.59, 0.79	22.59	0.93, 0.32	-25.44	8.98	1.16	7.15	34.80	5.07	-47.86	79.61	47.49	27.05	53.68	85.97	18.12	85.80
BRD-K28120222	CP	parthenolide	NFkB pathway inhibitor, adiponectin receptor agonist	ADIPOR2, IKBKB, RELA		2.38, 0.79	22.58	1.69, 0.69	7.71	3.03	47.64	-70.39	13.21	34.55	55.11	26.46	79.89	18.70	15.18	42.03	-6.10	28.71
BRD-K08273968	CP	griseofulvin	microtubule inhibitor, microtubule stabilizing agent, mitosis inhibitor	KRT12		5.79, 4.96	22.51	1.07, 0.24	-3.98	19.88	0.00	-0.85	63.42	25.15	80.61	28.66	99.14	16.69	94.21	15.43	82.14	16.54
BRD-K64451768	CP	GANT-58	GLI antagonist	DHH, GLI1, IHH		6.35, 3.97	22.45	0.66, 0.23	62.99	16.66	1.48	5.73	9.41	61.59	34.46	89.25	8.06	28.25	99.54	14.37	37.62	15.10
BRD-K11158509	CP	tyrphostin-B44	EGFR inhibitor			1.59, 0.79	22.42	1.33, 0.44	10.00	67.62	2.68	2.99	15.09	77.79	21.76	60.69	23.08	62.50	84.17	53.64	-4.92	14.04
BRD-K77998258	CP	ganglioside	src activator			3.17, 1.59	22.41	0.86, 0.34	81.63	63.12	2.57	4.05	7.64	13.09	69.10	33.63	18.48	16.31	28.08	15.87	84.73	26.34
BRD-K29733039	CP	deforolimus	mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, serine/threonine kinase inhibitor, VEGFR antagonist	MTOR	MTOR inhibitor	2.38, 0.00	22.28	1.78, 0.55	6.91	-4.16	0.00	94.76	-7.01	23.34	21.22	76.00	29.17	14.30	49.10	9.98	35.60	35.31
BRD-K54256913	CP	MK-1775	wee1 kinase inhibitor	WEE1		6.35, 3.17	22.18	1.75, 0.60	22.24	22.12	32.06	13.03	-98.51	16.73	99.79	27.09	46.82	21.12	-54.90	37.57	14.13	22.23
BRD-A32349859	CP	methyl-angolensate	apoptosis inhibitor	HTR2B		0.00, 0.00	22.13	1.50, 0.33	8.57	42.77	18.50	29.05	46.44	-8.97	-35.44	25.75	31.27	12.69	-97.60	74.65	-35.00	38.02
BRD-A80793822	CP	pemoline	non-narcotic dopaminergic compound			5.79, 2.48	22.02	0.68, 0.18	62.96	10.68	18.16	13.02	55.99	14.26	16.86	81.06	25.88	12.50	47.69	38.63	8.97	59.69
BRD-K25504083	CP	cytochalasin-d	actin polymerization inhibitor, actin stabilizer	ACTB		0.79, 0.00	21.97	1.82, 0.44	6.36	0.49	80.83	46.65	17.31	7.19	71.74	-5.32	26.64	38.81	-15.30	0.00	46.60	33.35
BRD-K64606589	CP	apicidin	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	8.73, 7.14	21.89	1.56, 0.50	60.89	15.27	99.61	15.35	73.46	-11.05	41.68	23.85	34.89	19.93	-24.48	12.03	1.80	41.97
BRD-K92758126	CP	gibberellic-acid	NFkB pathway modulator	AADACL2		5.56, 3.17	21.84	0.84, 0.18	82.85	33.13	-0.56	7.11	35.08	6.40	28.50	49.16	-47.69	15.18	-34.82	1.19	97.50	34.37
BRD-A23072235	CP	pheniramine	acetylcholine receptor antagonist	HRH1		6.35, 3.17	21.79	0.61, 0.11	81.68	10.19	8.45	5.38	93.13	59.57	50.48	95.24	-2.39	95.13	-92.31	20.60	22.98	7.01
BRD-K68488863	CP	ENMD-2076	Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, ephrin receptor inhibitor, FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor	AURKA, FLT3, KDR, PDGFRA, SRC, CSF1R, EPHA1, FGFR1, FGFR2, FGFR3, FLT4, KIT, PTK2	Aurora kinase inhibitor	4.46, 2.68	21.73	1.09, 0.32	22.18	4.97	47.80	98.52	31.34	19.26	86.70	34.11	10.72	13.81	4.50	21.27	7.50	32.75
BRD-A77118605	CP	BML-ST330	phospholipase inhibitor, DNA inhibitor, RNA synthesis inhibitor			3.97, 2.38	21.72	0.82, 0.33	62.47	27.63	-0.78	5.36	20.76	-9.11	22.67	79.96	77.23	17.41	49.10	86.93	1.13	17.99
BRD-A42346008	CP	metanephrine	epinephrine metabolite, levels are diagnostic for the neoplasm pheochromocytoma			7.44, 4.13	21.70	1.57, 0.50	20.51	22.37	2.71	12.74	17.01	95.72	88.99	-11.87	97.96	83.71	98.87	15.48	37.75	21.03
BRD-K95785537	CP	PP-2	src inhibitor	SRC, LCK, ABL1, LYN, RIPK2	SRC inhibitor	5.56, 3.97	21.68	1.60, 0.53	71.96	15.60	12.74	99.75	85.22	16.69	20.93	67.68	-8.59	7.30	-24.17	31.95	82.53	22.42
BRD-K32755366	CP	reserpic-acid	norepinephrine transporter inhibitor			4.76, 1.59	21.67	0.93, 0.38	9.70	52.34	2.08	5.39	12.80	17.49	67.39	79.28	16.35	39.42	15.43	38.12	28.56	25.85
BRD-K60219430	CP	serdemetan	MDM inhibitor, angiogenesis stimulant, apoptosis stimulant, oncogene inhibitor	MDM2		4.76, 1.59	21.57	1.31, 0.38	21.24	14.89	86.82	85.49	98.66	96.36	63.08	20.44	13.29	-3.95	18.01	43.90	13.19	21.90
BRD-A11702965	CP	chromomycin-a3	DNA binding			6.35, 1.59	21.50	1.43, 0.64	95.10	33.55	94.06	86.69	92.33	10.55	8.84	75.83	-43.11	10.72	-25.73	22.13	20.87	1.30
BRD-K72264770	CP	QW-BI-011	histone lyinse methyltransferase inhibitor	EHMT2		1.65, 1.65	21.38	1.02, 0.31	14.25	-4.44	-72.66	6.77	74.67	12.03	28.51	93.68	43.45	36.04	57.35	-42.17	9.74	58.12
BRD-K05151076	CP	ZK-164015	estrogen receptor antagonist	ESR1, ESR2	Estrogen receptor antagonist	4.76, 3.17	21.36	1.38, 0.18	10.88	22.00	79.61	96.23	98.55	20.73	11.30	31.40	18.56	16.39	-74.53	55.73	71.11	2.22
BRD-K26801045	CP	pipamperone	dopamine receptor, dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HRH1, HTR1A, HTR1B, HTR1D	Dopamine receptor antagonist	5.56, 2.38	21.36	1.05, 0.34	32.59	56.34	7.47	3.66	15.60	13.05	56.06	73.05	52.69	14.31	48.66	7.68	-28.88	27.11
BRD-K06817181	CP	BRD-K06817181	JAK inhibitor	JAK2		8.00, 5.33	21.34	1.34, 0.46	11.44	0.00	4.26	16.81	98.18	4.86	95.17	25.48	54.29	83.43	17.20	27.12	9.76	37.01
BRD-K76805682	CP	SB-415286	glycogen synthase kinase inhibitor	GSK3B, GSK3A, RPS6KB1	Glycogen synthase kinase inhibitor	1.59, 0.79	21.26	0.70, 0.20	22.88	14.47	10.51	64.99	37.55	4.65	44.23	21.38	37.41	11.20	-27.48	21.15	18.73	23.56
BRD-K78659596	CP	MLN-2238	proteasome inhibitor	PSMB1	Proteasome inhibitor	4.76, 0.79	21.22	2.44, 0.85	71.47	13.00	98.70	-14.47	78.30	2.33	77.47	53.27	12.38	29.43	-15.94	6.53	-15.41	35.03
BRD-A98283014	CP	calmidazolium	calcium channel blocker, calmodulin antagonist	ATP2B1, PDE1A		0.00, 0.00	21.17	2.63, 0.69	5.96	5.49	87.14	86.78	21.81	5.49	84.32	91.30	19.05	7.73	-78.25	20.88	21.47	26.55
BRD-K40530731	CP	hyoscyamine	acetylcholine receptor inhibitor	CHRM1, CHRM2, CHRM3, CHRM4		1.59, 0.79	21.14	0.85, 0.27	15.88	14.60	-0.88	7.45	15.74	65.87	61.48	58.77	19.58	60.74	94.93	19.46	75.05	22.71
BRD-A39646320	CP	HC-toxin	HDAC inhibitor	HDAC1	HDAC inhibitor	8.73, 7.14	21.07	1.55, 0.53	77.50	10.80	99.58	14.89	90.44	18.23	48.90	19.83	65.27	22.31	-0.95	92.85	-7.00	15.84
BRD-A51393488	CP	noscapine	bradykinin receptor antagonist, tubulin polymerization inhibitor, apoptosis stimulant, microtubule inhibitor, tubulin inhibitor	BDKRB2, SIGMAR1		4.76, 2.38	21.06	0.63, 0.10	37.11	52.60	-0.92	-5.36	24.01	4.96	50.92	98.73	25.89	23.22	-4.95	-24.62	-15.18	18.90
BRD-A10420615	CP	cyclopiazonic-acid	ATPase inhibitor	ATP2A1	ATPase inhibitor	0.79, 0.79	21.05	1.99, 0.56	17.54	3.31	61.61	19.41	15.03	10.65	-20.48	45.38	23.38	56.27	-12.73	48.00	22.68	25.21
BRD-K64517075	CP	heliomycin	antibiotic, bacterial RNA synthesis inhibitor			0.83, 0.00	20.99	2.15, 0.80	22.02	30.97	94.69	93.19	57.83	10.27	44.92	41.63	5.46	10.10	-15.45	7.85	4.62	19.96
BRD-A61470182	CP	n-formylmethionylalanine	macrophage activator			9.09, 5.79	20.98	1.38, 0.47	25.91	9.02	1.52	13.01	49.09	6.62	90.65	87.39	97.67	-52.10	-71.95	45.45	43.72	16.05
BRD-A84493640	CP	atovaquone	cytochrome b-c1 complex inhibitor, dihydroorotate dehydrogenase inhibitor, mitochondrial electron transport inhibitor	DHODH		5.79, 1.65	20.90	1.27, 0.34	7.49	4.75	0.00	0.00	20.30	84.81	96.51	40.28	96.87	8.63	70.57	52.82	21.50	10.03
BRD-K78122587	CP	NNC-55-0396	T-type calcium channel blocker	CATSPER1, CATSPER2, CATSPER3, CATSPER4	T-type calcium channel blocker	1.59, 0.79	20.78	1.65, 0.48	27.83	19.97	98.59	92.21	12.20	12.40	66.36	6.09	27.46	13.64	-74.49	21.60	7.43	40.08
BRD-A93000692	CP	ciglitazone	PPAR receptor agonist, insulin sensitizer	PPARG, INS	PPAR receptor agonist	5.56, 4.76	20.66	0.66, 0.22	13.78	10.47	2.54	7.01	38.31	6.71	48.84	56.30	11.20	27.53	39.57	98.31	34.89	11.43
