#1.3
2429	19	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K18779551-summary	BRD-K17743125-summary	BRD-K19462402-summary	BRD-K99964838-summary	BRD-K91315211-summary	BRD-K11717138-summary	BRD-K74763371-summary	BRD-A16665823-summary	BRD-K55191674-summary	BRD-A05186015-summary	BRD-K46018455-summary	BRD-K32821942-summary	BRD-K21450440-summary	BRD-A89175223-summary	BRD-A29485665-summary	BRD-K03406345-summary	BRD-K23204545-summary	BRD-K41410256-summary	BRD-A94543220-summary
BRD-K16977723	CP	PP-3	EGFR kinase inhibitor			0.56, 0.00	23.02	0.85, 0.35	5.23	-19.66	58.19	6.29	6.30	55.49	67.59	14.82	13.03	13.91	56.80	23.02	90.66	23.91	16.81	51.96	33.87	19.47	31.36
BRD-K44094599	CP	tacrolimus	calcineurin inhibitor, FK506-binding protein inhibitor, immunosuppressant, insulin expression inhibitor, interleukin receptor antagonist, macrolide calcineurin inhibitor, rotamase inhibitor, T cell inhibitor	FKBP1A, CYP3A5, CYP3A7		6.62, 5.30	23.00	1.22, 0.44	8.03	14.44	5.07	70.56	23.00	5.95	99.02	89.62	-48.96	64.84	89.88	2.47	99.15	99.68	8.93	58.51	-26.81	-20.67	72.06
BRD-K31843556	CP	T-0070907	PPAR receptor anatagonist, PPAR receptor antagonist	PPARG		1.11, 0.00	22.95	0.45, 0.10	49.92	43.95	22.95	34.23	12.20	27.22	10.96	21.29	-4.48	59.85	40.34	38.82	2.26	12.48	0.00	58.51	11.26	17.06	34.12
BRD-A15010982	CP	HU-211	glutamate receptor antagonist, apoptosis stimulant, NFkB pathway inhibitor, reducing agent	CNR1, CNR2, GLRA1, GLRA2, GLRA3, GPR55, GRIN1, NFKB1		2.40, 0.60	22.68	2.10, 0.49	21.42	22.68	18.61	6.28	25.85	20.26	69.14	3.54	0.99	95.39	8.61	40.85	36.49	17.53	11.69	86.90	70.75	38.05	82.00
BRD-K10177585	CP	PSB-11	adenosine receptor antagonist	ADORA3, ADORA1, ADORA2A		1.11, 0.56	22.66	1.27, 0.49	79.95	5.53	27.98	4.86	-22.41	22.66	85.89	1.73	-1.22	63.95	16.63	5.85	79.00	44.60	3.74	73.43	57.93	32.74	5.71
BRD-K82091397	CP	SB-239063	p38 MAPK inhibitor, interleukin inhibitor, tumor necrosis factor production inhibitor	MAPK11, MAPK14, PTGS2, TNF	P38 MAPK inhibitor	2.78, 0.56	22.66	0.83, 0.35	8.50	18.56	52.38	83.43	52.11	20.11	18.07	50.94	13.60	19.71	22.66	0.00	87.92	55.49	1.73	3.77	74.95	26.75	55.63
BRD-K89708791	CP	rifaximin	50S ribosomal subunit inhibitor, DNA directed DNA polymerase inhibitor, PXR agonist, RNA synthesis inhibitor	NR1I2, CYP3A4		7.28, 4.64	22.58	1.88, 0.56	0.25	22.58	7.75	37.72	20.72	99.72	47.87	59.98	23.21	3.88	94.51	3.40	81.75	56.39	19.98	10.70	5.07	-1.02	97.66
BRD-K55430733	CP	WAY-629	serotonin receptor agonist	HTR2C		2.40, 0.60	22.56	1.16, 0.34	9.89	8.26	20.17	26.49	16.28	68.58	10.81	36.39	66.81	33.48	16.82	47.65	75.21	13.76	13.68	21.46	64.41	22.56	28.80
BRD-K11373525	CP	ZD-7155	angiotensin receptor antagonist	AGTR1	Angiotensin receptor antagonist	3.33, 1.11	22.52	1.28, 0.45	28.36	11.49	22.52	9.35	77.08	47.19	-31.86	5.89	11.49	84.08	54.93	3.50	3.35	87.72	18.37	16.39	25.74	86.27	85.90
BRD-A74907996	CP	equol	estrogen receptor agonist	ESR2, ESR1		0.62, 0.00	22.44	0.52, 0.39	22.44	5.57	15.02	45.33	41.25	15.24	7.78	-1.94	9.59	14.86	26.02	0.85	3.20	41.09	33.89	70.78	46.70	46.71	38.53
BRD-K27710560	CP	splitomycin	SIRT inhibitor	SIRT1, SIRT2		4.79, 2.99	22.43	1.26, 0.49	-15.75	8.45	97.46	11.95	16.24	22.43	21.71	11.25	33.26	58.52	22.32	77.69	61.50	58.45	7.61	41.14	26.50	15.93	99.01
BRD-A15914070	CP	4-hydroxy-2-nonenal	cytotoxic lipid peroxidation product	IKBKB		1.87, 0.93	22.37	1.76, 0.58	61.53	41.41	-1.44	84.90	37.74	49.65	14.18	22.37	34.13	48.53	4.97	2.20	13.11	25.43	-5.61	12.47	3.07	14.27	75.38
BRD-K77133231	CP	PD-169316	p38 MAPK inhibitor	ALOX5	P38 MAPK inhibitor	6.52, 2.17	22.26	1.29, 0.28	5.31	-9.48	10.32	21.72	15.03	29.81	88.83	82.71	-4.26	22.26	97.87	78.57	87.82	96.65	6.63	-39.43	24.65	13.73	73.12
BRD-K82746043	CP	navitoclax	BCL inhibitor, apoptosis stimulant	BCL2, BCL2L1, BCL2L2		2.78, 2.22	22.17	1.28, 0.36	8.64	-32.53	23.41	42.63	94.93	22.17	75.65	57.35	34.81	11.62	63.82	7.71	41.83	69.86	6.66	-38.46	19.81	8.93	21.35
BRD-K13927029	CP	retinol	RAR receptor binder	ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG		2.22, 0.56	22.14	1.06, 0.43	20.96	13.65	44.89	41.61	-24.33	7.75	-35.49	24.91	68.49	-0.71	22.14	9.79	3.21	69.98	4.01	45.31	63.68	47.28	29.01
BRD-K54472332	CP	elvitegravir	HIV integrase inhibitor, HIV inhibitor			3.33, 0.00	22.10	1.10, 0.33	25.80	22.10	20.73	6.52	-19.54	9.96	42.72	12.17	91.37	13.39	79.34	3.49	48.91	37.39	19.95	83.18	90.48	80.55	1.27
BRD-K39569857	CP	avrainvillamide-analog-3	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	0.00, 0.00	22.09	0.43, 0.32	7.28	9.59	27.64	53.01	44.31	1.62	55.00	36.61	62.19	4.69	13.24	0.14	-2.79	38.45	3.70	22.09	13.08	41.97	29.40
BRD-K95739795	CP	tetrabenazine	vesicular monoamine transporter inhibitor	SLC18A2, DRD2, SLC18A1		3.59, 1.80	21.98	1.45, 0.44	6.62	11.82	13.30	48.23	43.33	66.55	19.73	55.34	24.10	72.67	9.39	4.96	94.05	92.61	9.35	77.55	21.98	10.97	15.60
BRD-A25687296	CP	emetine	protein synthesis inhibitor	RPS2	Protein synthesis inhibitor	4.35, 4.35	21.96	2.92, 0.68	36.46	67.00	14.55	32.55	8.88	8.03	18.76	21.96	40.69	2.85	21.67	40.91	30.84	0.11	9.87	98.41	34.78	31.34	-10.73
BRD-K64402243	CP	ivachtin	caspase inhibitor	CASP3		1.11, 1.11	21.84	1.60, 0.39	44.24	17.32	-22.86	21.84	86.42	21.19	46.01	44.91	12.73	15.73	14.09	14.05	63.52	47.67	17.57	21.83	24.08	34.67	27.75
BRD-K19605405	CP	ZM-241385	adenosine receptor antagonist	ADORA2A, ADORA2B, ADORA1, ADORA3		2.78, 1.11	21.67	0.63, 0.23	23.77	12.83	-6.91	21.67	3.31	16.41	32.24	58.24	77.14	4.76	70.61	23.99	-6.19	7.43	1.37	49.42	27.78	50.82	17.67
BRD-K26669427	CP	WR-216174	CDK inhibitor, PFMRK inhibitor			0.56, 0.00	21.60	1.34, 0.45	14.74	53.33	25.26	13.30	9.97	63.78	58.82	47.33	67.43	9.02	17.08	82.22	5.90	22.47	5.88	9.37	21.60	73.00	16.61
BRD-K86465814	CP	HO-013	PPAR receptor agonist	PPARG	PPAR receptor agonist	3.89, 1.67	21.55	1.10, 0.34	2.89	10.71	-8.11	59.90	7.96	8.07	46.06	12.03	89.36	21.55	20.74	-3.30	23.09	74.51	8.84	23.01	75.41	33.77	30.49
BRD-K96527333	CP	dehydroisoandosterone	GABA receptor modulator			2.22, 0.56	21.50	0.83, 0.22	-4.49	5.00	20.00	39.58	22.20	31.71	6.77	89.46	88.59	7.53	49.05	85.40	3.43	7.06	1.69	18.96	67.35	56.00	21.50
BRD-K84895041	CP	BMY-45778	IP1 prostacyclin receptor agonist	PTGIR		0.60, 0.60	21.47	1.58, 0.56	4.63	23.17	7.77	7.12	25.20	5.39	28.41	43.17	-22.77	36.70	18.70	94.33	50.99	6.86	5.53	54.61	11.64	21.47	90.84
BRD-K91623615	CP	ABT-751	tubulin inhibitor, dihydropteroate synthase inhibitor, microtubule inhibitor, PABA antagonist, tubulin polymerisation inhibitor	TUBB	Tubulin inhibitor	1.67, 0.56	21.43	1.51, 0.73	3.17	1.23	9.97	38.89	81.02	25.43	14.17	54.43	55.60	25.32	31.62	0.46	4.69	43.75	1.66	21.43	15.15	24.00	20.90
BRD-K15402119	CP	huperzine-a	acetylcholinesterase inhibitor, glutamate receptor antagonist	ACHE		3.59, 1.20	21.42	0.98, 0.39	3.24	4.40	37.83	6.24	21.47	3.17	21.42	68.65	94.45	-35.80	24.41	1.52	39.96	41.94	-1.37	-38.40	42.16	26.81	-1.65
BRD-K13725475	CP	rhodomyrtoxin	cytotoxic, DNA intercalator			1.80, 0.60	21.34	1.24, 0.32	21.17	36.88	12.41	58.80	44.30	5.18	8.81	67.65	72.25	-7.39	21.34	30.61	22.82	12.24	3.14	53.67	6.03	15.47	36.58
BRD-K34014345	CP	naproxol	antiinflammatory agent	PTGS1, PTGS2		1.67, 1.67	21.34	0.80, 0.20	3.14	-1.37	62.69	15.12	93.44	44.38	86.98	-20.67	23.58	4.86	21.34	43.48	57.06	26.37	24.40	12.71	19.27	7.00	-1.88
BRD-K65786282	CP	CGP-7930	GABA receptor modulator, GABA receptor positive allosteric modulator	GABBR1		3.33, 1.67	21.33	1.00, 0.22	1.37	2.04	18.29	14.47	79.83	19.33	28.16	78.02	-57.14	95.13	23.92	13.50	25.08	80.88	3.24	36.48	14.19	21.33	33.72
BRD-A77118605	CP	BML-ST330	phospholipase inhibitor, DNA inhibitor, RNA synthesis inhibitor			2.78, 1.11	21.14	0.82, 0.33	8.31	11.24	78.55	84.98	76.70	11.54	31.61	47.95	-39.24	43.51	14.64	3.56	90.32	-4.46	1.73	46.63	22.41	15.64	21.14
BRD-K50866992	CP	tropisetron	serotonin receptor antagonist, polarization inhibitor, sodium channel blocker	HTR3A, GLRA1, GLRA2, GLRB, HTR4		6.62, 3.97	21.08	1.88, 0.47	7.36	21.08	13.54	57.80	43.11	99.93	34.54	0.63	0.28	5.49	53.10	-0.01	32.48	80.51	0.28	16.65	10.17	84.97	69.30
BRD-K15600710	CP	obatoclax	BCL inhibitor, MCL1 inhibitor	BCL2, BCL2L1, MCL1	BCL inhibitor	5.56, 3.33	21.04	2.15, 0.70	55.52	85.08	9.66	74.27	16.44	19.80	0.00	97.24	26.29	21.04	14.41	99.82	12.90	17.58	1.52	98.73	17.61	72.37	80.45
BRD-K30990140	CP	FR-122047	cyclooxygenase inhibitor			5.00, 2.78	20.86	0.48, 0.23	11.03	19.66	13.47	60.38	33.31	12.88	87.11	38.50	60.62	11.43	-18.42	3.42	37.59	20.49	2.58	41.07	24.66	44.92	20.86
BRD-K60476892	CP	YC-1	activator of soluble guanylyl cyclase, guanylate cyclase activator, hypoxia inducible factor inhibitor	HIF1A, GUCY1A2, GUCY1A3, GUCY1B3		5.00, 2.22	20.86	0.66, 0.16	7.63	20.21	5.54	0.92	49.16	20.86	55.94	82.53	1.02	9.15	28.38	15.64	94.21	27.10	13.46	91.19	52.20	13.34	86.83
BRD-K84266862	CP	BRL-50481	phosphodiesterase inhibitor	PDE7A, PDE7B		4.44, 2.78	20.79	0.89, 0.26	3.77	0.00	-20.05	28.12	84.85	14.97	59.65	40.83	71.42	4.72	20.79	-57.77	75.90	69.23	11.75	42.58	10.76	-25.03	43.95
BRD-A10070317	CP	propranolol	adrenergic receptor antagonist	ADRB2, ADRB3, ADRB1, CYP2C19, HTR1A, HTR1B		6.67, 3.89	20.75	1.45, 0.47	44.13	19.56	59.60	62.81	8.12	28.05	-7.43	1.41	88.98	88.16	14.00	68.90	-51.70	14.91	20.75	0.00	98.52	94.88	15.12
BRD-K46862739	CP	metyrapone	cytochrome P450 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, mineralocorticoid receptor antagonist	CYP11B1, HSD11B1, NR3C2		1.20, 0.60	20.73	0.67, 0.19	-3.97	5.77	44.24	42.53	74.18	4.64	71.30	61.32	3.74	77.78	56.42	16.29	28.11	15.91	35.42	16.58	15.52	20.73	4.69
BRD-K52459643	CP	prostaglandin-e1	prostanoid receptor agonist, prostanoid receptor antagonist	PTGER1, PTGER2, CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGER4, PTGIR		2.22, 0.00	20.72	1.02, 0.34	8.95	7.31	29.38	6.16	-26.45	45.65	83.21	53.63	64.41	7.28	26.92	19.88	11.26	20.72	44.04	8.61	36.49	80.43	12.26
BRD-A43930669	CP	L-368899	oxytocin receptor antagonist	OXTR, AVPR1A, AVPR2, OXT		6.11, 2.22	20.38	1.28, 0.47	16.22	19.66	8.93	74.14	82.24	40.86	63.11	99.86	44.60	4.83	12.40	4.30	83.63	26.17	5.19	42.03	20.38	6.52	3.49
BRD-K22009844	CP	phenprobamate	skeletal muscle relaxant			2.65, 0.66	20.35	0.67, 0.23	-24.05	8.35	52.39	-0.39	6.20	25.38	-23.06	93.19	71.96	20.35	1.13	35.43	49.69	44.67	2.34	12.60	1.87	29.46	51.95
BRD-K20152659	CP	gamma-homolinolenic-acid	cholesterol inhibitor, platelet aggregation inhibitor, prostaglandin G/H synthase 1, prostanoid receptor stimulant	PTGS1, PTGS2		8.98, 5.99	20.32	1.63, 0.60	11.50	11.96	87.81	10.65	-52.33	91.09	26.16	-28.56	99.89	5.57	42.42	32.71	-80.37	20.32	1.97	-9.57	99.05	47.73	60.46
BRD-K81062487	CP	taurocholic-acid	bile acid	CEL, FXR, NR1H4, FABP6, SLCO1C1	Bile acid	4.44, 1.11	20.28	0.78, 0.30	-0.85	-87.13	23.81	0.00	75.68	11.58	20.28	59.23	-88.07	26.34	70.10	2.05	57.36	42.13	3.27	6.13	56.26	-3.84	26.92
BRD-A94413429	CP	NTNCB	neuropeptide receptor antagonist	NPY5R		4.44, 2.22	20.25	1.69, 0.73	91.32	82.29	17.25	99.22	39.31	33.12	5.92	93.30	6.28	45.81	6.59	-7.68	18.48	13.00	7.41	86.71	40.76	13.68	20.25
BRD-A16934955	CP	nalbuphine	opioid receptor agonist, opioid receptor antagonist	OPRD1, OPRK1, OPRM1		8.61, 5.96	20.24	1.34, 0.40	80.75	17.57	17.17	5.43	19.23	65.97	16.88	27.47	98.24	99.15	3.54	7.70	43.66	20.24	10.60	10.18	72.58	84.64	98.38
BRD-K29733039	CP	deforolimus	mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, serine/threonine kinase inhibitor, VEGFR antagonist	MTOR	MTOR inhibitor	2.22, 0.00	20.20	1.78, 0.55	0.92	33.73	-12.22	81.22	23.61	8.25	62.38	20.20	87.98	1.48	8.71	41.27	2.71	20.31	1.23	-36.96	26.05	22.79	17.18
BRD-K84141129	CP	VU-0400193-3	glutamate receptor modulator	GRM4		2.22, 1.11	20.13	0.83, 0.27	11.73	0.00	44.02	16.49	20.13	12.28	28.98	34.38	10.66	5.18	37.72	31.59	19.49	36.40	4.91	19.42	63.51	27.46	93.02
BRD-K18678457	CP	ZD-7288	HCN (hyperpolarization activated cyclic nucleotide gated) channel blocker, HCN channel antagonist, potassium channel antagonist, sodium channel blocker	HCN1, HCN2, HCN3, HCN4		4.44, 3.33	20.03	1.08, 0.36	-3.76	1.20	90.43	13.49	72.82	47.56	20.03	26.13	38.66	14.27	-27.31	3.41	63.30	84.71	80.04	49.29	-9.35	-66.80	4.48
BRD-K80431395	CP	triciribine	AKT inhibitor	AKT1, AKT2, AKT3		1.67, 0.56	20.00	1.44, 0.15	9.95	12.91	83.27	-28.11	57.47	19.12	20.00	40.00	31.74	3.91	14.93	96.69	21.09	93.24	18.00	83.15	12.39	8.06	57.65
BRD-A91555231	CP	norepinephrine	adrenergic receptor agonist, DNA inhibitor, free radical scavenger	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB3, ADRB2, DRD1, DRD5, PAH, SLC18A1, SLC18A2		2.99, 2.99	19.97	1.61, 0.43	-12.79	7.69	16.19	0.00	86.50	38.09	5.39	39.71	53.74	-78.50	33.85	0.11	0.32	52.18	19.97	68.74	0.00	21.54	60.29
BRD-K09638361	CP	SA-63133	casein kinase inhibitor, tubulin inhibitor	CSNK1E, CSNK1A1, CSNK1D, CSNK1G2	Tubulin inhibitor	1.67, 0.56	19.97	1.23, 0.53	12.95	2.29	93.80	-16.16	46.31	12.45	12.07	31.76	39.11	31.38	22.70	-21.52	32.19	22.28	1.73	77.51	10.96	17.86	19.97
BRD-K56450366	CP	NSC-94258	antitumor agent	AKR1B1, CYP19A1, HSD17B1		0.00, 0.00	19.93	1.42, 0.42	-28.68	0.00	61.40	9.46	74.26	85.58	22.65	61.93	86.79	11.12	8.01	1.37	52.39	19.93	16.03	-90.92	23.56	-7.58	71.90
BRD-K22631935	CP	neurodazine	neurogenesis of non-pluripotent C2C12 myoblast inducer			3.33, 2.22	19.89	1.91, 0.64	-0.88	7.05	19.89	34.14	34.84	5.99	39.37	74.12	98.24	6.19	26.20	3.79	50.62	19.94	7.79	10.57	44.40	-1.93	14.10
BRD-K01555864	CP	dibenzoylmethane	tumorigenesis inhibitor			3.59, 1.20	19.87	0.65, 0.11	20.76	1.61	4.51	5.43	5.44	10.30	10.74	21.64	19.87	25.54	43.29	5.30	49.83	46.85	4.67	27.08	34.85	9.19	58.61
BRD-K70881766	CP	solanine	acetylcholinesterase inhibitor			5.00, 1.67	19.82	0.63, 0.15	21.48	6.27	-9.45	8.33	64.85	19.82	9.55	26.76	46.85	26.39	-39.87	0.01	86.97	41.93	7.69	11.48	26.75	14.82	67.72
BRD-A32836748	CP	leu-enkephalin	opioid receptor agonist	OPRD1, OPRM1		5.39, 3.59	19.78	1.40, 0.56	4.51	3.70	55.30	23.50	-40.03	64.50	19.78	61.37	99.44	5.14	43.98	5.50	-38.30	16.43	1.73	-7.53	42.75	71.17	46.33
BRD-K83289131	CP	CAY-10618	NAMPT inhibitor, niacinamide phosphoribosyltransferase inhibitor	NAMPT		3.33, 1.11	19.76	1.57, 0.45	73.06	55.40	-7.31	40.48	14.57	64.94	16.74	86.39	-5.81	17.17	11.65	35.57	9.61	19.58	3.74	95.82	26.60	19.76	92.31
BRD-K16478699	CP	PLX-4720	RAF inhibitor	BRAF, KDR	RAF inhibitor	4.44, 2.22	19.74	0.86, 0.30	8.49	-5.14	10.56	-75.10	41.39	15.69	33.34	62.75	0.95	34.94	23.06	5.60	18.29	27.90	3.53	44.60	49.88	19.74	83.86
BRD-A73680854	CP	PT-630	dipeptidyl peptidase inhibitor, fibroblast activation protein inhibitor	DPP4, FAP		5.00, 1.11	19.57	1.68, 0.49	1.94	-1.16	17.54	19.57	89.23	31.51	52.32	83.70	68.79	13.83	24.03	16.97	78.84	88.62	8.78	-30.24	44.68	13.19	-4.51
BRD-K48692744	CP	NU-1025	PARP inhibitor, DNA dependent protein kinase inhibitor	PARP1		2.78, 1.67	19.54	0.85, 0.18	-25.78	1.23	4.47	7.61	80.52	-5.74	63.28	43.08	49.10	5.83	19.54	0.03	48.46	78.04	46.67	8.42	61.68	37.49	18.01
BRD-K77390737	CP	xanthohumol	aromatase inhibitor, diacylglycerol O acyltransferase inhibitor, valosin containing protein inhibitor	CYP19A1, VCP		3.89, 1.67	19.51	1.35, 0.38	8.41	17.08	72.37	42.87	76.41	0.85	17.66	17.65	7.79	9.37	71.82	8.14	59.89	19.51	0.25	91.59	47.24	29.56	65.18
BRD-K24576554	CP	AT-9283	Aurora kinase inhibitor, JAK inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA, AURKB, ABL1, BCR, FLT3, JAK2, JAK3, RPS6KA6, STK17A	Aurora kinase inhibitor	2.48, 0.62	19.43	0.88, 0.31	12.76	17.52	70.92	68.29	8.70	13.69	19.43	54.81	15.92	37.28	34.41	6.68	17.93	20.51	13.28	-7.96	41.38	67.35	21.92
BRD-A72483914	CP	spiroxatrine	serotonin receptor antagonist	HTR1A, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR2B		1.20, 0.00	19.37	1.03, 0.24	19.37	-6.32	-12.47	13.78	39.22	61.36	21.47	34.86	32.97	10.81	14.86	-1.41	52.79	14.43	17.92	29.04	-12.36	53.87	68.28
BRD-K17349619	CP	HLI-373	MDM inhibitor	MDM2	MDM inhibitor	6.11, 2.78	19.33	0.85, 0.25	3.74	14.25	4.99	74.74	27.86	97.46	49.20	12.02	97.18	8.38	9.50	19.33	32.46	56.08	10.46	-51.44	43.09	48.69	15.17
BRD-K19111024	CP	clofibric-acid	PPAR receptor agonist	PPARA		2.78, 1.67	19.21	1.40, 0.38	16.91	10.65	39.06	4.69	83.78	19.21	55.83	59.68	93.68	89.82	15.49	0.03	4.12	27.18	3.10	4.37	49.56	23.16	6.41
BRD-K47983010	CP	BX-795	IKK inhibitor, PDK1 inhibitor, phosphoinositide dependent kinase inhibitor, serine/threonine kinase inhibitor, TBK1 inhibitor	PDPK1, CDK2, CHEK1, GSK3B, IKBKE, KDR, PDK1, TBK1	IKK inhibitor	3.89, 0.56	19.10	2.16, 0.44	7.96	59.17	95.32	69.06	4.86	50.09	-6.24	17.52	95.96	44.70	11.26	92.20	2.50	9.91	3.10	62.03	19.10	15.52	67.15
BRD-K33453211	CP	levocabastine	histamine receptor antagonist	HRH1, NTSR2		6.11, 2.22	19.07	0.60, 0.17	-29.60	12.00	86.80	9.50	12.69	19.07	76.01	79.26	51.02	14.06	40.83	7.61	78.99	18.28	28.80	10.11	69.89	47.68	16.39
BRD-K43164539	CP	cholic-acid	ferrochelatase inhibitor, unidentified pharmacological activity	CES1, FECH, PLA2G1B, ADH1C, COX4I1, COX5A, COX5B, COX6A2, COX6B1, COX6C, COX7A1, COX7B, COX7C, COX8A, ESRRG, FABP6, GPBAR1, MT-CO1, MT-CO2, MT-CO3	Bile acid	3.33, 0.00	19.07	1.40, 0.41	-74.08	-36.92	18.33	46.74	85.69	0.81	71.70	57.75	39.48	5.29	25.27	-0.02	11.01	61.74	1.63	19.07	87.44	-50.36	41.19
BRD-K72034655	CP	peucedanin	apoptosis inducer, antileukemic			1.09, 1.09	19.06	1.21, 0.50	-5.07	-19.64	21.44	5.14	24.38	17.48	32.69	-14.53	91.41	15.44	65.67	19.06	63.95	5.94	7.60	19.27	64.36	4.62	49.28
BRD-K32977963	CP	eugenol	androgen receptor (AR) inhibitor, free radical scavenger, monoamine oxidase inhibitor, quorum sensing signaling modulator	AR, MAOA		5.39, 2.99	19.01	0.91, 0.25	20.41	6.87	62.58	19.01	4.90	96.99	-9.80	-6.99	95.43	6.59	15.10	3.24	42.21	13.38	15.31	66.53	93.45	34.15	68.94
BRD-K14807180	CP	SB-221284	serotonin receptor antagonist	HTR2B, HTR2C, HTR2A		3.89, 2.22	18.99	0.81, 0.22	10.48	-3.45	4.81	-2.61	18.31	7.58	18.38	50.05	17.72	18.99	83.13	30.34	79.22	11.52	64.88	20.02	39.11	42.05	56.18
BRD-A23637604	CP	oxymetholone	androgen receptor agonist, synthetic hormone with anabolic and androgenic properties	AR	Androgen receptor modulator	7.28, 5.96	18.97	0.65, 0.24	18.97	12.02	37.52	5.78	83.06	7.97	26.70	81.14	-9.55	9.49	0.67	0.01	20.45	99.93	26.00	83.52	7.32	-9.59	61.65
BRD-K48923948	CP	BMS-641988	androgen receptor antagonist	AR		6.11, 2.78	18.85	2.52, 0.60	11.83	-6.07	18.85	14.20	98.10	20.22	-16.26	70.78	-9.34	34.31	26.94	7.19	92.14	87.34	6.20	10.70	23.17	41.98	13.42
BRD-K00184207	CP	GR-206	aryl hydrocarbon receptor ligand			2.78, 1.11	18.67	0.97, 0.31	5.60	-29.33	18.67	41.03	85.67	47.11	40.83	66.56	64.52	6.48	26.50	5.35	61.77	14.82	7.64	0.00	92.46	12.82	16.44
BRD-K43978949	CP	PIT	purinergic receptor antagonist	P2RY1		5.56, 1.67	18.62	0.84, 0.32	4.55	2.50	4.44	28.05	11.33	23.40	42.74	41.28	9.84	14.06	69.85	72.02	79.07	6.27	26.52	6.48	18.62	78.96	11.13
BRD-K49519092	CP	immethridine	histamine receptor agonist	HRH3		3.33, 1.67	18.59	0.53, 0.11	2.87	8.89	27.87	5.39	61.71	87.42	49.03	18.59	48.01	-10.36	18.00	2.01	54.72	60.46	14.20	77.33	-7.45	24.84	12.55
BRD-A65449987	CP	flunisolide	cytochrome P450 inhibitor, corticosteroid agonist, corticosteroid hormone receptor agonist, glucocorticoid receptor agonist, immunosuppressant	NR3C1	Glucocorticoid receptor agonist	3.89, 2.22	18.51	1.23, 0.76	18.51	15.44	32.34	8.86	34.87	5.96	5.60	76.37	12.75	98.52	88.00	2.16	95.41	77.27	24.15	0.00	10.60	48.81	-11.36
BRD-K63606607	CP	bufalin	ATPase inhibitor, chloride channel activator	ATP1A1	ATPase inhibitor	5.00, 3.89	18.51	2.18, 0.60	30.33	68.41	20.55	2.52	8.83	7.20	-6.24	36.70	73.35	10.07	-12.44	96.87	18.51	18.88	4.89	99.19	-10.41	17.87	52.38
BRD-K55420858	CP	mirin	inhibitor of MRE11A exonuclease activity	MRE11A		2.78, 1.11	18.45	1.16, 0.47	6.75	33.93	5.08	29.94	59.82	19.15	43.76	47.68	0.93	5.33	11.37	75.01	18.45	13.80	1.37	64.11	17.14	18.43	58.45
BRD-K63915849	CP	AS-604850	Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor	PIK3CG, PIK3CA		3.89, 2.22	18.36	1.13, 0.32	-1.37	17.31	11.62	5.43	51.65	64.75	28.30	0.00	14.86	18.36	8.28	-1.29	25.81	90.99	47.82	22.61	12.19	33.13	31.67
BRD-K59633790	CP	VU-0420363-1	SARS coronavirus 3C-like protease inhibitor			4.35, 2.48	18.24	1.59, 0.39	-36.33	-28.39	60.78	9.76	18.24	11.08	48.93	64.88	94.55	32.01	54.08	79.92	8.59	61.76	1.02	11.14	60.12	10.68	5.23
BRD-A38898897	CP	GW-311616	leukocyte elastase inhibitor	ELANE		2.22, 1.11	18.06	1.43, 0.49	1.97	6.65	3.52	17.68	72.83	79.34	64.91	52.21	1.23	74.30	16.20	6.74	94.48	40.97	11.79	37.47	13.39	18.06	45.08
BRD-K13566078	CP	BMS-345541	IKK inhibitor	IKBKB, CHUK		2.78, 0.56	18.05	0.90, 0.55	13.16	77.51	43.15	9.00	15.27	18.05	25.36	17.28	58.80	33.74	13.25	0.01	4.12	17.93	3.70	69.29	38.61	24.21	58.33
BRD-K81709173	CP	halcinonide	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	1.11, 0.56	18.04	1.38, 0.75	20.98	15.73	54.53	73.05	16.80	72.13	21.74	5.21	44.91	4.09	12.09	-4.80	61.30	64.55	33.27	6.10	14.39	18.04	3.99
BRD-A32161980	CP	carbetocin	analogue of oxytocin	OXTR		3.33, 1.11	18.02	1.08, 0.42	-6.11	-2.85	45.42	40.15	-2.36	14.26	59.49	21.51	37.66	13.79	16.15	18.21	14.35	13.46	18.02	-41.52	72.85	23.84	36.04
