#1.3
2429	21	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A51382177-summary	BRD-K76674262-summary	BRD-A15297126-summary	BRD-K77947974-summary	BRD-K05977355-summary	BRD-A09472452-summary	BRD-A17655518-summary	BRD-K34776109-summary	BRD-K28307902-summary	BRD-K64052750-summary	BRD-K80396088-summary	BRD-K22662435-summary	BRD-K55127134-summary	BRD-A22769835-summary	BRD-K15108141-summary	BRD-K12219985-summary	BRD-K47639036-summary	BRD-K11129031-summary	BRD-A49765801-summary	BRD-K36862742-summary	BRD-A31159102-summary
BRD-A15010982	CP	HU-211	glutamate receptor antagonist, apoptosis stimulant, NFkB pathway inhibitor, reducing agent	CNR1, CNR2, GLRA1, GLRA2, GLRA3, GPR55, GRIN1, NFKB1		4.47, 3.35	24.18	2.10, 0.49	70.89	97.46	52.13	-6.08	79.57	0.00	3.70	90.46	6.83	87.97	75.83	24.18	2.01	16.52	35.07	10.79	65.12	-11.99	65.25	21.31	21.16
BRD-A20589515	CP	dihydroxyphenylglycine	glutamate receptor agonist	GRM1		7.76, 5.17	24.18	1.77, 0.52	98.59	0.00	41.14	7.26	29.02	-18.07	43.85	2.08	41.91	93.81	4.69	16.75	0.53	24.18	26.53	1.37	95.38	14.75	76.96	99.82	7.85
BRD-A91555231	CP	norepinephrine	adrenergic receptor agonist, DNA inhibitor, free radical scavenger	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB3, ADRB2, DRD1, DRD5, PAH, SLC18A1, SLC18A2		2.23, 0.56	24.15	1.61, 0.43	35.77	-39.22	43.08	21.17	58.21	89.96	24.15	66.53	18.56	1.37	79.01	45.48	1.73	3.96	0.18	20.12	3.38	90.37	75.12	53.30	-27.06
BRD-K37848908	CP	ceforanide	cell wall synthesis inhibitor, penicillin binding protein inhibitor			6.25, 5.21	24.14	0.76, 0.32	69.72	25.29	2.51	21.63	98.05	36.78	-7.67	75.61	22.81	41.00	5.64	24.14	8.16	6.69	4.38	76.61	75.85	11.37	42.97	50.09	23.50
BRD-A42423104	CP	benproperine	anti-tussive			3.07, 1.23	24.12	1.26, 0.35	88.59	6.52	21.10	18.28	77.30	33.77	63.28	90.13	9.90	18.93	22.88	56.56	8.16	11.35	88.26	-24.94	78.21	51.15	51.11	24.12	18.71
BRD-K19554809	CP	MK-212	serotonin receptor agonist	HTR2A, HTR2B, HTR2C		9.50, 5.03	24.12	2.21, 0.98	97.82	27.17	97.22	9.54	22.61	-9.48	71.90	14.90	8.59	5.88	4.16	8.40	22.05	-25.72	89.78	54.77	97.15	99.82	55.75	84.52	24.12
BRD-K67013324	CP	luzindole	melatonin receptor antagonist	MTNR1B, MTNR1A		2.08, 1.04	24.12	1.06, 0.34	57.19	18.55	27.52	20.19	72.70	30.95	52.22	43.17	6.49	4.16	54.65	7.53	2.11	7.80	-0.42	4.76	60.11	79.25	41.86	21.94	24.12
BRD-K19284129	CP	salvinorin-a	opioid receptor agonist	OPRK1, OPRD1, OPRM1		1.56, 0.00	24.11	0.56, 0.23	41.36	16.23	0.34	28.47	86.27	19.49	69.66	15.42	17.31	11.38	54.84	75.16	2.68	85.11	2.46	13.96	68.69	13.18	78.53	53.95	24.11
BRD-K08273968	CP	griseofulvin	microtubule inhibitor, microtubule stabilizing agent, mitosis inhibitor	KRT12		3.35, 1.12	24.05	1.07, 0.24	4.63	3.63	42.34	14.61	66.22	71.31	32.74	81.19	4.16	12.87	39.58	90.40	57.08	24.05	-4.25	36.35	5.00	89.13	3.66	14.18	-32.03
BRD-K84639753	CP	safinamide	dopamine reuptake inhibitor, glutamate release inhibitor, monoamine oxidase inhibitor, calcium channel antagonist, calcium channel modulator, Sodium Channel  Blockers, sodium channel blocker	MAOB, SLC6A3		4.17, 1.04	24.03	1.69, 0.50	43.76	-71.95	24.03	11.45	42.77	82.99	59.42	66.45	64.45	49.09	87.70	-10.59	2.40	9.29	-7.55	6.15	14.06	89.15	91.11	-4.05	0.00
BRD-K17294426	CP	clebopride	dopamine receptor antagonist	DRD2, ACHE		4.47, 1.68	24.01	1.03, 0.31	67.05	13.96	37.30	2.83	5.71	17.93	42.61	66.70	13.35	-3.74	38.83	44.50	18.61	10.43	0.42	24.01	7.28	77.97	31.07	35.06	74.30
BRD-K48923948	CP	BMS-641988	androgen receptor antagonist	AR		4.17, 1.56	23.98	2.52, 0.60	23.98	-8.07	42.32	82.29	13.90	40.31	92.61	5.85	10.43	34.05	90.09	15.48	5.21	92.05	-0.35	6.97	90.19	99.37	28.11	14.72	-4.10
BRD-A62184259	CP	cycloheximide	glycogen synthase kinase inhibitor, protein synthesis inhibitor	GSK3B, RPL3	Protein synthesis inhibitor	5.73, 5.73	23.97	2.40, 0.60	67.78	99.54	88.59	1.07	11.89	-4.78	14.84	37.26	6.86	2.45	9.88	28.58	-75.63	-0.03	98.22	28.37	23.97	37.59	60.82	28.89	-3.57
BRD-A68631409	CP	evodiamine	ATPase inhibitor, TRPV agonist	TRPV1		1.56, 0.52	23.97	0.84, 0.34	64.41	18.11	24.07	23.97	70.77	37.40	53.94	21.58	15.77	5.93	44.86	45.17	11.47	18.56	-1.59	10.84	41.83	42.37	1.34	33.69	11.57
BRD-K45252063	CP	clofibrate	PPAR receptor agonist	PPARA, LPL		5.21, 2.60	23.96	0.58, 0.24	-7.82	6.62	54.77	7.34	63.46	40.01	19.99	95.61	10.22	27.54	85.28	8.31	8.11	20.32	0.28	23.96	71.26	35.29	73.11	41.10	-42.58
BRD-U44618005	CP	WH-4023	src inhibitor	ABL1, LCK, SRC	SRC inhibitor	9.38, 4.69	23.96	1.25, 0.47	25.89	9.89	23.96	87.83	14.27	95.22	12.49	4.19	27.80	96.44	24.81	15.97	97.02	19.30	0.92	19.76	68.51	6.22	12.89	91.72	97.32
BRD-K67261995	CP	adipiodone	serum albumin binder	ALB		2.08, 1.04	23.95	0.93, 0.32	78.67	14.07	58.14	74.65	21.73	49.80	15.81	14.01	65.58	24.97	94.31	22.89	7.56	20.62	-0.18	23.95	46.49	79.03	7.51	37.68	10.34
BRD-M16762496	CP	PIK-75	DNA protein kinase inhibitor, P110 inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC	PI3K inhibitor	4.17, 2.08	23.95	1.86, 0.69	85.82	0.00	13.78	8.12	7.66	-38.08	15.61	30.17	20.54	39.18	40.33	54.67	7.83	59.71	11.52	23.95	34.66	-5.08	43.34	68.54	32.96
BRD-K41143549	CP	BRD-K41143549	glutamate receptor antagonist			2.23, 0.56	23.93	1.34, 0.43	32.55	16.90	27.81	4.69	27.22	20.48	94.83	42.49	55.74	-4.14	-20.39	48.04	23.93	93.46	0.39	-5.70	7.84	28.69	33.60	-17.86	8.38
BRD-K40742111	CP	baeomycesic-acid	lipoxygenase inhibitor			3.09, 0.00	23.92	2.02, 0.40	31.75	6.36	80.04	7.29	62.20	78.14	90.99	13.51	12.09	1.83	9.66	-34.09	-0.88	40.30	2.19	74.74	23.92	84.93	56.07	95.58	-6.71
BRD-K84085265	CP	CG-930	JNK inhibitor	MAPK8		3.13, 1.04	23.85	0.86, 0.28	48.41	-88.31	69.44	0.63	8.13	65.18	99.37	23.85	11.21	69.27	-33.87	38.93	28.08	25.53	-1.44	1.27	7.64	37.45	80.98	14.12	22.21
BRD-K98490050	CP	amsacrine	topoisomerase inhibitor, DNA intercalating drug	TOP2A, KCNH2	Topoisomerase inhibitor	6.25, 5.73	23.80	2.77, 0.68	42.35	98.80	10.93	30.84	9.29	20.71	1.37	98.57	4.44	41.27	20.15	15.26	2.58	23.80	99.93	57.94	37.86	-7.62	82.64	21.87	65.82
BRD-M86331534	CP	pyrvinium-pamoate	AKT inhibitor, androgen receptor (AR) inhibitor, androgen receptor antagonist	AR		4.69, 3.65	23.80	2.96, 0.81	7.28	98.10	50.97	80.76	23.80	1.50	-2.62	71.25	0.78	77.91	-5.49	7.61	75.81	43.29	99.75	58.58	0.28	-0.07	10.48	18.78	39.51
BRD-A58955223	CP	sulforaphane	anticancer agent, aryl hydrocarbon receptor antagonist, nuclear factor erythroid derived, like (NRF2) activator	NFE2L2		0.00, 0.00	23.77	0.83, 0.22	71.19	42.78	44.94	14.73	14.37	53.04	26.84	14.49	23.77	2.54	50.99	18.88	0.88	37.44	-81.91	32.16	9.17	18.22	24.09	22.93	33.74
BRD-K00627859	CP	tubastatin-a	HDAC inhibitor	HDAC6	HDAC inhibitor	2.08, 1.04	23.77	0.35, 0.25	71.74	9.17	78.58	13.67	17.54	28.00	30.06	48.65	8.99	12.73	36.96	48.57	4.16	18.45	30.65	23.77	31.73	16.30	36.33	15.25	18.02
BRD-K29673530	CP	hypericin	PKC inhibitor, tyrosine kinase inhibitor, unidentified pharmacological activity			7.29, 5.73	23.76	0.75, 0.20	63.66	38.11	94.37	6.98	91.59	13.44	40.94	32.56	3.88	8.69	52.97	20.31	0.11	23.76	10.35	-12.53	24.36	78.16	54.85	4.33	-62.94
BRD-K32828673	CP	chelidonine	tubulin polymerization inhibitor		Tubulin inhibitor	3.35, 1.12	23.75	1.86, 0.72	24.53	92.37	59.60	3.01	29.79	-5.60	57.48	6.45	8.12	5.67	-6.22	19.41	73.66	23.75	9.70	12.69	18.98	59.15	35.01	62.28	84.59
BRD-K35128472	CP	2-aminopurine	serine/threonine protein kinase inhibitor			1.56, 0.52	23.74	1.43, 0.39	32.95	13.71	40.95	4.69	15.87	34.39	83.54	28.71	17.83	87.88	33.18	13.76	-0.85	84.17	41.33	5.45	23.74	11.73	1.41	31.01	9.23
BRD-K24576554	CP	AT-9283	Aurora kinase inhibitor, JAK inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA, AURKB, ABL1, BCR, FLT3, JAK2, JAK3, RPS6KA6, STK17A	Aurora kinase inhibitor	0.00, 0.00	23.70	0.88, 0.31	72.18	91.90	48.44	3.31	7.76	6.36	40.60	48.44	5.62	0.21	11.69	32.75	-0.32	0.53	86.56	37.80	9.91	9.31	37.44	23.70	30.79
BRD-K74501079	CP	azithromycin	50S ribosomal subunit inhibitor, protein synthesis inhibitor	MLNR		7.29, 4.69	23.68	1.00, 0.33	56.59	0.00	26.97	17.58	31.14	14.32	23.68	22.97	6.96	7.32	38.04	61.88	3.82	16.75	71.72	60.47	18.04	37.02	69.78	18.88	99.51
BRD-K63915849	CP	AS-604850	Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor	PIK3CG, PIK3CA		2.60, 1.56	23.63	1.13, 0.32	38.44	0.00	5.46	13.34	59.33	23.84	13.38	31.69	23.21	50.81	57.98	55.78	0.04	83.02	59.13	23.63	30.28	14.39	21.36	21.30	2.07
BRD-K31491153	CP	1-phenylbiguanide	serotonin receptor agonist	HTR3A, HTR3B		5.17, 2.59	23.54	1.35, 0.42	54.90	0.00	43.05	26.42	16.54	11.91	15.29	59.74	6.00	2.71	64.12	42.81	3.21	-0.18	1.02	23.54	83.64	-17.28	92.18	60.64	61.64
BRD-K82823076	CP	RO-15-4513	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB2, GABRG2		3.13, 1.04	23.50	0.78, 0.16	38.15	12.76	35.76	21.90	14.52	23.50	27.44	21.25	16.67	81.47	66.70	95.19	6.62	78.34	0.35	84.14	64.39	9.34	70.68	21.89	9.19
BRD-K58299615	CP	RO-90-7501	amyloid precursor protein inhibitor, beta amyloid aggregation inhibitor	APP		5.03, 2.23	23.44	1.18, 0.27	22.76	58.20	5.89	4.00	77.69	-14.09	2.57	81.51	9.03	37.27	77.25	87.39	23.44	8.50	6.66	77.28	0.70	7.54	35.99	80.68	92.07
BRD-K31843556	CP	T-0070907	PPAR receptor anatagonist, PPAR receptor antagonist	PPARG		5.21, 2.60	23.40	0.45, 0.10	17.75	-53.11	11.64	92.53	14.85	35.59	7.33	2.08	3.38	2.29	-7.61	47.02	87.64	87.23	93.79	30.98	74.21	24.94	38.40	7.93	23.40
BRD-K20313525	CP	rosmarinic-acid	antioxidant	MCL1, TYR		4.69, 2.60	23.33	0.98, 0.19	23.33	20.61	73.44	49.31	63.61	48.02	89.57	88.84	20.69	15.46	20.04	9.89	3.64	94.90	-0.46	7.90	94.80	17.65	77.61	36.98	11.77
BRD-A60245366	CP	AS-601245	JNK inhibitor	GSK3B, MAPK10, MAPK8, MAPK9, PIM1		5.21, 2.08	23.31	1.81, 0.65	70.29	0.00	1.34	80.08	93.12	-4.02	-7.12	92.27	3.98	93.32	-84.59	86.65	0.00	5.97	23.31	97.70	10.84	2.18	41.11	87.35	73.37
BRD-K28453807	CP	nitrocaramiphen	acetylcholine receptor antagonist			5.73, 3.13	23.26	0.66, 0.20	13.42	0.00	53.67	-1.09	26.19	78.07	16.76	30.18	6.03	27.89	39.24	59.06	4.44	27.42	2.48	20.61	97.98	23.26	45.37	-18.71	2.08
BRD-K88568253	CP	iproniazid	monoamine oxidase inhibitor	MAOA, MAOB		3.91, 1.12	23.26	0.60, 0.25	52.96	4.69	-28.96	-45.88	35.15	20.98	28.55	49.21	1.94	29.00	64.31	59.39	0.84	46.51	6.19	23.26	7.83	-14.82	36.02	12.13	33.11
BRD-K45330754	CP	diethylstilbestrol	estrogen receptor agonist, chloride channel blocker	ESR1, ESR2, ESRRG, ESRRB	Estrogen receptor agonist	0.00, 0.00	23.23	0.41, 0.31	23.23	40.21	41.22	2.78	51.05	36.23	15.02	11.37	52.04	26.15	17.41	29.89	16.30	42.43	-1.16	48.94	7.67	18.52	65.66	7.88	6.09
BRD-K50384076	CP	7,4'-dihydroxyflavone	opioid receptor antagonist	CYP19A1		3.45, 2.59	23.19	2.32, 0.66	74.94	6.85	64.56	17.91	42.86	9.82	39.99	68.01	32.49	1.94	11.61	39.86	0.67	23.19	0.00	22.18	8.73	49.44	91.63	13.77	29.01
BRD-K67174588	CP	toremifene	selective estrogen receptor modulator (SERM), estrogen receptor antagonist	ESR1, CYP3A5	Estrogen receptor antagonist	0.00, 0.00	23.19	0.51, 0.34	37.84	55.47	23.19	41.15	1.10	44.91	36.19	11.21	10.33	19.91	42.27	43.86	11.67	71.64	-1.27	21.33	18.63	22.06	74.59	10.93	38.68
BRD-K49671696	CP	ketanserin	serotonin receptor antagonist, collagen stimulant	HTR2A, HTR2C, ADRA1A, ADRA1B, ADRA1D, DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR2B, HTR5A, HTR7, SLC18A1, SLC18A2		5.73, 3.65	23.18	0.76, 0.25	23.18	5.31	-43.60	0.95	97.71	16.03	6.89	30.93	6.44	28.87	92.71	-30.41	4.63	41.84	-0.25	42.42	-0.56	30.07	29.49	75.64	49.85
BRD-K55430733	CP	WAY-629	serotonin receptor agonist	HTR2C		2.79, 0.56	23.15	1.16, 0.34	38.66	15.61	25.07	4.47	78.05	11.97	72.50	21.32	16.96	88.53	4.70	24.54	9.60	88.17	23.15	65.81	6.52	65.66	21.26	-21.28	83.63
BRD-K83963101	CP	MLN-8054	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA		3.13, 1.04	23.14	1.11, 0.33	1.90	-9.09	48.83	77.50	58.54	80.67	26.32	10.63	6.76	93.90	-57.46	-30.92	10.08	19.83	1.20	16.23	47.94	32.11	37.00	23.14	27.68
BRD-A76093993	CP	cromakalim	ATP channel activator, potassium channel agonist	KCNJ8, ABCC9, KCNJ5		4.69, 1.04	23.10	1.11, 0.28	67.55	27.22	23.10	9.41	41.17	-0.92	66.46	17.73	9.12	78.98	33.42	56.96	0.07	32.00	-8.88	36.51	5.53	-48.78	91.26	7.68	14.41
BRD-K14807180	CP	SB-221284	serotonin receptor antagonist	HTR2B, HTR2C, HTR2A		5.73, 3.13	23.09	0.81, 0.22	58.21	13.98	56.40	-1.23	55.12	8.53	18.98	85.92	77.02	62.69	80.91	18.41	-0.07	37.15	-0.78	79.45	14.01	22.72	81.85	23.09	11.11
BRD-K27450477	CP	EHNA	adenosine deaminase inhibitor	ADA, PDE2A, ADORA2A		4.17, 1.56	23.05	0.70, 0.22	71.90	53.25	16.48	2.33	11.60	29.88	92.25	23.05	4.95	20.92	84.53	57.29	12.61	15.08	16.16	86.59	53.26	18.40	10.60	59.29	43.05
BRD-K29733039	CP	deforolimus	mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, serine/threonine kinase inhibitor, VEGFR antagonist	MTOR	MTOR inhibitor	3.13, 1.04	23.04	1.78, 0.55	65.09	-8.63	80.68	13.25	16.91	15.96	23.04	3.21	3.52	47.11	12.27	12.99	26.45	44.71	35.94	3.98	53.12	65.67	1.94	70.63	55.42
BRD-K91900765	CP	VX-745	p38 MAPK inhibitor	MAPK14, MAPK11, MAPK12	P38 MAPK inhibitor	4.69, 3.13	23.02	0.86, 0.30	35.20	-73.91	32.97	6.64	18.74	78.89	79.19	9.19	3.49	90.96	72.23	26.19	1.52	84.68	-4.47	13.31	23.02	41.03	2.29	11.28	40.70
BRD-K67277431	CP	picotamide	prostanoid receptor antagonist, thromboxane receptor antagonist, thromboxane synthase inhibitor	TBXA2R, TBXAS1	Thromboxane receptor antagonist	3.65, 2.60	23.01	0.80, 0.22	69.88	4.26	22.44	29.22	15.01	11.57	14.58	96.66	23.01	18.92	64.92	42.24	4.45	61.60	0.07	76.57	74.26	11.09	77.23	45.84	7.69
BRD-K16621777	CP	enobosarm	androgen receptor modulator, androgen receptor agonist	AR	Androgen receptor modulator, Progesterone receptor antagonist	3.13, 1.56	23.00	0.81, 0.18	14.78	-7.22	91.28	77.90	-19.62	46.84	12.28	31.80	36.08	56.31	3.17	94.80	0.11	20.04	-0.95	54.37	7.36	23.00	29.43	88.79	11.74
BRD-K40892394	CP	AR-C133057XX	nitric oxide synthase inhibitor	NOS2, NOS1		3.65, 0.52	22.99	1.27, 0.33	38.40	-32.35	18.90	14.95	34.70	41.02	79.71	9.96	7.38	22.99	21.03	42.20	3.49	57.85	-82.16	24.42	76.28	99.37	41.59	16.49	11.77
BRD-A60197193	CP	amisulpride	dopamine receptor antagonist	DRD2, DRD3, HTR2A, HTR7		1.12, 0.00	22.96	0.55, 0.09	41.21	56.11	61.82	20.41	22.96	28.26	17.91	15.17	50.20	47.14	12.14	76.32	0.07	60.84	-0.46	10.45	13.69	34.47	36.60	16.54	5.64
BRD-K41564320	CP	purvalanol-b	tyrosine kinase inhibitor	CDK2, CDK4, MAPK1, MAPK3, CDK5, SRPK2		5.03, 2.79	22.96	1.24, 0.31	28.41	18.09	64.89	5.46	22.96	-13.09	58.57	29.01	3.69	19.97	20.05	80.10	3.45	95.57	15.81	11.83	27.50	76.11	21.15	26.42	30.77
BRD-K86727142	CP	embelin	HCV inhibitor, XIAP inhibitor	XIAP		2.60, 0.52	22.95	0.69, 0.23	16.85	-20.08	22.95	57.41	1.83	66.37	20.34	7.94	21.70	65.80	19.75	34.02	0.88	8.46	-5.61	24.43	54.77	84.17	44.92	36.05	62.71
BRD-K90259198	CP	W-7	calmodulin antagonist, potassium channel blocker, squalene monooxygenase channel blocker	CALM1, CALM2, KCNA5, KCNH2, TNNC1, TNNI3		4.17, 2.60	22.95	1.80, 0.43	36.75	30.19	25.51	70.94	35.32	2.40	7.92	28.68	19.70	22.95	-38.99	7.73	10.23	16.18	-54.03	99.33	61.40	13.71	71.58	16.62	85.04
BRD-A41722204	CP	sulmazole	calcium sensitizer, phosphodiesterase inhibitor			6.25, 3.65	22.92	0.52, 0.11	72.41	22.92	5.27	5.44	76.89	35.62	18.45	84.64	5.35	7.84	63.43	63.85	2.15	5.79	20.48	88.71	12.62	85.81	58.69	7.65	88.38
BRD-K18135438	CP	chenodeoxycholic-acid	11-beta hydroxysteroid dehydrogenase inhibitor, FXR agonist	HSD11B1, NR1H4		4.69, 2.60	22.90	1.22, 0.45	58.17	8.82	-19.07	78.76	45.23	29.03	73.66	12.32	22.90	10.48	9.30	60.65	-2.11	53.39	-30.67	77.89	9.61	34.38	28.38	-33.64	6.48
BRD-A77050075	CP	heraclenol	furocoumarin compound with antiproliferative activity at G2/M phase			4.17, 1.56	22.74	1.02, 0.30	22.74	0.00	38.23	51.04	32.55	10.29	0.03	15.96	30.90	13.03	32.96	76.05	4.71	15.53	-0.56	56.44	44.54	11.17	21.19	48.77	34.14
BRD-K63923597	CP	barasertib	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKB, AURKC	Aurora kinase inhibitor	1.56, 1.04	22.55	0.64, 0.41	32.27	92.60	53.40	40.78	18.29	20.99	21.69	16.33	22.55	20.02	18.04	47.05	19.37	41.50	92.21	15.56	28.34	27.54	45.68	16.57	17.59
BRD-K41868777	CP	W-5	calmodulin antagonist			2.23, 1.12	22.51	1.07, 0.31	51.49	42.70	24.16	39.69	10.76	14.20	91.07	12.68	22.17	7.23	58.26	47.46	1.35	36.02	1.23	34.03	-2.57	-13.13	22.51	31.59	7.95
BRD-K78084463	CP	W-12	calmodulin antagonist			9.28, 5.15	22.50	1.39, 0.38	14.69	7.22	29.47	78.01	96.96	92.46	-94.99	12.39	62.01	22.50	96.51	17.31	0.78	-0.92	-28.38	99.35	20.28	17.91	53.61	97.81	96.98
BRD-K29113274	CP	ketoconazole	14-alpha demethylase inhibitor, androgen receptor ligand, aromatase inhibitor, cell wall synthesis inhibitor, cortisol synthesis inhibitor, P glycoprotein inhibitor, sterol demethylase inhibitor	AR, CYP19A1, CYP21A2, CYP2C19, CYP3A5, CYP3A7, KCNA10	Sterol demethylase inhibitor	4.29, 2.45	22.46	0.83, 0.18	9.59	4.83	19.60	97.64	3.25	62.77	-0.03	22.46	-11.54	16.72	26.59	37.94	92.77	70.00	11.38	25.61	80.45	13.19	1.01	39.14	38.46
BRD-A35623999	CP	CGP-37157	L-type calcium channel blocker, mitochondrial Na+/Ca2+ exchanger antagonist, sodium/calcium exchange inhibitor	SLC8A1		2.08, 1.04	22.42	0.78, 0.25	12.44	13.11	22.42	4.69	33.80	82.76	19.95	46.54	24.40	0.38	91.71	62.22	-3.45	30.63	0.85	78.31	47.02	14.52	31.26	18.29	6.31
BRD-K77625572	CP	etomoxir	carnitine palmitoyltransferase inhibitor, carnitine O-palmitoyltransferase inhibitor, fatty acid oxidation inhibitor	CPT1A, CPT1B		3.13, 1.04	22.40	0.90, 0.38	28.21	-71.99	41.67	0.74	6.94	34.31	18.82	27.76	22.40	78.58	1.06	44.93	-83.84	81.69	-30.07	10.17	44.19	77.86	67.83	-18.34	0.28
BRD-A01145011	CP	zebularine	DNA methyltransferase inhibitor, cytidine deaminase inhibitor	CDA, DNMT1		1.04, 0.52	22.35	0.63, 0.20	31.54	10.57	52.75	11.68	13.65	59.39	37.22	56.47	9.42	22.15	27.91	24.01	12.55	37.46	7.58	18.73	51.95	7.77	56.95	22.35	10.63
BRD-K66944906	CP	fraxidin	carbonic anhydrase inhibitor	CA1		2.60, 2.60	22.31	1.30, 0.40	33.13	22.31	19.40	7.31	67.89	62.45	69.36	49.83	98.20	4.26	94.19	11.07	2.15	36.55	8.06	4.57	5.64	11.05	52.67	51.91	3.28
BRD-K76698671	CP	HNHA	HDAC inhibitor	HDAC1		4.69, 1.56	22.31	0.94, 0.40	65.51	21.67	61.42	1.06	31.11	18.64	30.07	22.31	14.83	92.98	9.87	9.84	4.20	42.71	48.29	10.36	20.68	7.28	89.40	94.61	32.22
BRD-K52751261	CP	TAK-715	p38 MAPK inhibitor, tumor necrosis factor production inhibitor	MAPK14, TNF	P38 MAPK inhibitor	3.65, 2.08	22.30	0.60, 0.20	51.26	0.00	22.98	-16.76	37.58	14.55	5.74	56.15	2.89	74.51	75.37	76.63	0.14	22.30	7.48	6.69	10.32	40.89	67.73	28.96	6.45
BRD-K92726801	CP	hydrastinine	alkaloid with hemostatic properties			3.13, 1.56	22.28	1.15, 0.42	4.26	31.69	22.11	48.52	33.22	-8.75	61.55	26.01	16.60	-0.25	94.70	-28.11	8.45	52.99	0.00	22.28	37.33	42.38	82.71	14.85	1.37
BRD-K21971034	CP	OM-137	Aurora kinase inhibitor		Aurora kinase inhibitor	2.79, 2.23	22.26	0.95, 0.15	0.00	38.46	20.70	0.00	86.71	19.14	34.67	91.48	75.76	86.91	0.00	17.30	22.26	77.05	16.21	4.51	24.14	72.81	85.64	-2.82	12.21
BRD-K01648091	CP	LE-300	dopamine receptor antagonist, dopamine receptor ligand, serotonin receptor ligand	DRD5, DRD1, HTR2A		2.60, 1.56	22.19	0.65, 0.20	17.34	15.13	54.89	76.82	22.74	42.87	3.70	62.77	10.33	57.95	30.81	21.11	0.92	51.27	-71.22	12.97	75.85	9.66	77.20	16.55	22.19
BRD-K13927029	CP	retinol	RAR receptor binder	ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG		1.04, 0.00	22.19	1.06, 0.43	36.00	91.72	81.60	3.24	18.11	40.07	2.26	19.27	9.10	73.16	13.05	46.71	13.38	29.85	22.19	2.85	32.26	11.96	13.28	71.11	81.76
BRD-A65767837	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	8.94, 6.15	22.17	1.58, 0.39	56.67	43.93	99.61	-95.59	18.19	11.59	-2.04	22.17	98.48	8.28	-14.42	21.46	37.02	-11.36	0.56	86.56	19.05	58.76	98.52	78.36	57.75
BRD-K29582115	CP	ziprasidone	dopamine receptor antagonist, serotonin receptor antagonist, norepinephrine reuptake inhibitor, serotonin receptor agonist, serotonin reuptake inhibitor	DRD2, HTR2A, HTR1A, HTR1D, HRH1, HTR1B, HTR1E, HTR2C, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5, HTR3A, HTR6, SLC6A4		3.65, 1.56	22.04	1.74, 0.64	61.86	26.43	79.39	7.43	81.99	22.04	14.45	22.94	30.78	13.09	93.47	89.82	-0.07	-9.13	-0.42	10.62	26.44	10.72	19.62	94.61	1.16
BRD-K85133207	CP	HDAC1-selective	HDAC inhibitor			0.00, 0.00	21.96	0.35, 0.22	45.56	24.33	53.00	9.43	17.16	33.16	41.92	20.57	11.95	4.28	47.63	29.37	2.33	21.96	1.59	12.91	18.22	57.38	66.86	39.21	12.12
BRD-K97564742	CP	mepyramine	histamine receptor antagonist	HRH1		5.73, 2.08	21.96	0.50, 0.14	34.52	-5.63	0.49	8.31	76.16	10.26	21.96	96.49	39.11	40.03	70.23	9.04	0.14	0.14	-0.05	62.50	10.69	27.27	76.34	22.07	2.90
BRD-K07691486	CP	roscovitine	CDK inhibitor, apoptosis stimulant	CDK2, CDK9, CDK7, CDK1, CDK5	CDK inhibitor	2.60, 0.52	21.92	0.91, 0.40	80.73	17.71	65.33	10.30	22.62	16.59	0.04	56.09	19.77	19.12	21.92	40.90	1.69	4.95	75.31	28.39	86.86	13.22	42.76	63.04	8.84
