#1.3
2429	13	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K82941592-summary	BRD-K81473089-summary	BRD-K50859149-summary	BRD-K15933101-summary	BRD-K19416115-summary	BRD-K50938287-summary	BRD-A70083328-summary	BRD-A33168282-summary	BRD-K93645900-summary	BRD-K53972329-summary	BRD-A95939040-summary	BRD-K36627727-summary	BRD-A62035778-summary
BRD-K64800655	CP	PHA-793887	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CCND1, CCNE1, CDK7, CDK9	CDK inhibitor	4.07, 3.25	20.52	1.55, 0.68	21.91	20.52	27.27	39.10	-67.34	35.79	6.48	0.03	29.62	1.66	12.28	52.13	17.83
BRD-K04887706	CP	AKT-inhibitor-1-2	AKT inhibitor, PI3K inhibitor	AKT1, AKT2, AKT3		1.63, 0.81	20.41	1.42, 0.28	57.86	26.57	60.93	60.05	3.24	11.13	27.96	4.87	15.58	13.46	9.45	80.88	20.41
BRD-K49810818	CP	sorafenib	RAF inhibitor, FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor, angiogenesis inhibitor, VEGFR antagonist	RET, BRAF, FLT3, KDR, RAF1, FLT1, FLT4, KIT, DDR2, FGFR1, PDGFRB, CYP2B6, CYP2C8, CYP3A5, PDGFB, SLCO1B3	FLT3 inhibitor, PDGFR/KIT inhibitor, RAF inhibitor, VEGFR inhibitor	2.44, 1.63	20.40	1.83, 0.52	53.16	73.88	20.40	15.58	-43.31	-5.34	19.38	6.95	15.00	68.60	45.13	98.80	55.34
BRD-K04923131	CP	GSK-3-inhibitor-IX	glycogen synthase kinase inhibitor, lipoxygenase inhibitor, PKC inhibitor	ALOX5, GSK3A, GSK3B	Glycogen synthase kinase inhibitor, PKC inhibitor	3.25, 1.63	20.36	1.55, 0.44	-7.19	46.29	9.33	30.80	-7.51	20.36	5.79	15.07	15.58	99.61	21.62	94.19	30.97
BRD-K85015012	CP	NNC-05-2090	GABA uptake inhibitor, GAT inhibitor	SLC6A11, SLC6A12, SLC6A13		0.81, 0.81	20.32	1.48, 0.51	78.43	7.35	67.89	30.57	-3.91	55.30	4.02	8.56	20.32	1.55	68.98	81.48	13.02
BRD-K48427617	CP	U-0124	MEK inhibitor			1.75, 1.75	20.30	1.41, 0.60	20.30	41.83	1.73	46.63	86.03	20.72	11.13	85.01	-8.63	-18.78	14.15	38.27	-15.65
BRD-A75517195	CP	thiazolopyrimidine	CDC inhibitor			2.44, 1.63	20.24	0.32, 0.08	14.59	27.27	19.27	22.59	-30.40	67.84	43.55	10.25	17.83	29.86	20.02	20.24	39.51
BRD-A47144777	CP	dihydro-7-desacetyldeoxygedunin	HSP90 inhibitor	HSP90AA1		1.75, 0.00	20.22	1.03, 0.27	28.01	20.22	13.27	-3.94	13.85	15.12	24.39	15.01	73.21	80.53	5.29	90.33	79.55
BRD-K17140735	CP	SCH-79797	proteinase activated receptor antagonist	F2R		0.91, 0.00	20.17	3.38, 0.63	21.38	19.71	34.22	34.85	-7.60	28.65	4.21	-2.22	19.91	20.17	68.34	91.00	7.12
BRD-K28120222	CP	parthenolide	NFkB pathway inhibitor, adiponectin receptor agonist	ADIPOR2, IKBKB, RELA		5.69, 3.25	20.11	1.69, 0.69	8.55	1.48	27.82	1.70	99.58	44.20	16.61	66.33	16.85	20.11	46.18	23.96	14.11
BRD-K11911061	CP	GR-127935	serotonin receptor antagonist	HTR1B, HTR1D, HTR1A, HTR2A, HTR2C, HTR1E, HTR1F, HTR2B, HTR6	Serotonin receptor antagonist	0.81, 0.00	20.03	1.34, 0.19	41.85	17.34	26.09	7.64	-30.61	24.20	4.46	-9.65	18.92	32.55	75.73	64.93	20.03
BRD-K86003836	CP	flubendazole	acetylcholinesterase inhibitor, microtubule inhibitor, tubulin inhibitor	TUBB	Tubulin inhibitor	2.88, 0.00	19.83	0.89, 0.45	3.44	8.61	43.39	56.35	19.83	84.36	60.44	51.41	15.94	-37.58	8.22	26.49	-10.52
BRD-K99063460	CP	didanosine	nucleoside reverse transcriptase inhibitor, reverse transcriptase inhibitor	PNP	Nucleoside reverse transcriptase inhibitor	7.69, 3.85	19.76	0.86, 0.24	71.88	80.40	19.76	12.98	-44.41	99.54	75.12	0.46	47.51	7.29	-1.90	0.63	97.82
BRD-K51941867	CP	LM-1685	cyclooxygenase inhibitor	PTGS2		7.89, 6.14	19.74	0.82, 0.22	11.19	21.15	22.10	24.31	97.14	80.93	48.77	6.44	19.71	10.73	19.08	19.74	-8.90
BRD-K81783531	CP	VX-222	HCV inhibitor, RNA-directed RNA polymerase inhibitor			4.07, 0.81	19.73	0.59, 0.25	3.07	55.13	29.88	16.67	78.21	26.36	9.58	4.18	38.53	44.27	14.34	19.73	6.78
BRD-K57631554	CP	aminolevulinic-acid	oxidizing agent	ALAD		6.14, 1.75	19.67	1.47, 0.42	6.27	90.82	11.54	41.84	40.82	95.42	14.69	17.57	68.65	7.67	3.88	38.13	19.67
BRD-K30189597	CP	SYK-inhibitor	syk inhibitor	SYK		4.88, 1.63	19.65	0.99, 0.24	11.22	73.86	19.65	10.25	18.93	18.80	38.23	12.00	42.14	24.64	30.84	13.87	91.96
BRD-K62810658	CP	PD-98059	MEK inhibitor, MAP kinase inhibitor	MAP2K1, AKT1, CHEK1, GSK3B, LCK, MAP2K2, MAPK1, MAPK11, MAPK12, MAPK14, MAPK3, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1	MEK inhibitor	3.25, 3.25	19.60	0.90, 0.23	86.65	58.00	23.64	63.12	11.06	19.60	10.05	12.44	47.76	10.93	1.21	-10.28	80.57
BRD-A06352418	CP	terfenadine	histamine receptor antagonist	HRH1, KCNH2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, KCNH1		1.63, 0.81	19.55	1.94, 0.60	96.91	52.05	-30.87	4.32	13.57	23.63	19.55	5.48	13.60	55.02	82.52	79.47	3.96
BRD-K33583600	CP	isoliquiritigenin	guanylate cyclase activator, aldose reductase inhibitor, glutamate receptor antagonist, histamine receptor antagonist, SIRT activator	AKR1B1, HRH2, SIRT1		1.63, 0.00	19.48	1.63, 0.59	35.59	12.34	14.85	9.76	57.08	48.19	21.56	18.00	19.48	6.91	37.32	35.64	3.07
BRD-K60219430	CP	serdemetan	MDM inhibitor, angiogenesis stimulant, apoptosis stimulant, oncogene inhibitor	MDM2		2.44, 0.81	19.48	1.31, 0.38	15.21	4.58	64.30	3.35	36.29	19.48	8.64	7.12	19.84	15.90	75.88	48.87	58.29
BRD-A00758722	CP	noretynodrel	progestogen steroid hormone	PGR		1.63, 0.00	19.44	0.88, 0.28	14.34	50.73	-28.23	54.32	-51.88	69.13	10.78	19.44	30.64	10.71	5.64	55.20	30.64
BRD-K30677119	CP	PP-30	RAF inhibitor	RAF1		2.44, 0.00	19.40	1.25, 0.48	21.18	2.65	12.03	27.65	11.24	41.62	13.64	13.97	32.87	-94.13	56.92	19.40	24.13
BRD-K19220233	CP	JNK-9L	JNK inhibitor	MAPK8		1.63, 0.81	19.33	1.32, 0.67	19.33	47.96	19.35	66.46	-23.29	-22.90	4.51	5.53	66.93	27.47	0.88	39.35	18.80
BRD-K54256913	CP	MK-1775	wee1 kinase inhibitor	WEE1		3.25, 2.44	19.33	1.75, 0.60	59.59	16.92	13.35	11.30	30.74	10.47	10.70	58.79	19.33	31.79	9.68	23.75	63.58
BRD-K82795137	CP	loratadine	histamine receptor antagonist	HRH1, CYP2C19, CYP3A5	HRH1 antagonist	5.77, 3.85	19.33	1.14, 0.22	84.04	82.59	0.32	26.78	-89.50	99.22	13.10	1.97	-54.88	19.33	3.84	25.10	47.12
BRD-K22385716	CP	LY-303511	casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor	CSNK2A1, CSNK2A2, CSNK2B, MTOR	Bromodomain Inhibitor	2.44, 0.81	19.32	0.97, 0.42	19.32	36.41	32.82	87.30	16.98	53.09	13.76	-13.19	10.83	-6.15	27.46	39.97	13.17
BRD-A82096673	CP	KU-C103428N	CDC inhibitor, rho GTPase inhibitor	NFE2		6.14, 3.51	19.30	0.64, 0.17	19.30	44.73	9.01	17.84	-11.21	98.70	15.80	9.20	39.84	36.44	11.16	33.96	84.25
BRD-K89687904	CP	PKCbeta-inhibitor	PKC inhibitor	PRKCB		0.81, 0.00	19.29	0.83, 0.27	2.05	25.53	21.98	5.65	28.16	27.83	9.87	9.13	5.32	63.02	12.28	19.29	70.20
BRD-K42573370	CP	avrainvillamide-analog-2	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	0.00, 0.00	19.24	0.59, 0.16	31.19	67.85	9.97	12.27	-21.37	45.15	17.19	9.85	39.09	16.92	19.24	73.66	38.08
BRD-K76907295	CP	VU-0418947-2	hypoxia inducible factor activator		HIF activator	2.73, 2.73	19.23	1.82, 0.63	20.37	19.23	13.27	26.48	-65.30	71.70	9.38	-0.67	82.68	12.41	20.10	99.72	8.64
BRD-K14821540	CP	FCCP	mitochondrial oxidative phosphorylation uncoupler			4.07, 3.25	19.05	1.90, 0.72	12.98	19.05	43.01	5.99	5.64	31.01	-6.47	-0.03	25.88	91.11	49.07	99.75	3.74
BRD-K77908580	CP	entinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC9	HDAC inhibitor	0.00, 0.00	19.05	1.00, 0.38	6.83	7.94	19.05	16.23	-59.69	55.79	10.15	22.68	42.73	10.38	25.71	59.29	20.22
BRD-K28907958	CP	CD-437	RAR agonist, retinoid receptor agonist	RARG		0.81, 0.00	19.03	3.42, 0.89	-19.55	23.58	8.28	19.03	-19.09	1.57	9.63	33.48	25.34	68.13	14.38	94.54	52.61
BRD-K94325918	CP	kinetin-riboside	apoptosis inducer			3.25, 0.81	18.74	2.90, 0.75	1.23	17.17	3.52	16.11	68.16	54.86	14.14	7.54	42.25	98.13	18.74	92.62	23.04
BRD-U66370498	CP	androstanol	constitutive androstane receptor (CAR) inhibitor	NR1I3		3.25, 2.44	18.74	0.99, 0.40	2.57	4.02	60.91	6.99	90.08	50.14	6.12	-14.07	94.21	56.41	18.74	17.47	84.48
BRD-K51485625	CP	ritonavir	HIV protease inhibitor, cytochrome P450 inhibitor	CYP3A4, CYP1A2, CYP2B6, CYP2C19, CYP3A5, CYP3A7	HIV protease inhibitor	4.81, 2.88	18.72	0.77, 0.18	-23.58	72.26	63.62	7.99	-2.78	98.11	22.01	15.04	-9.38	40.39	18.72	24.89	11.85
BRD-A43849199	CP	karakoline	phytotoxin			0.00, 0.00	18.67	1.60, 0.55	26.87	53.87	13.08	71.02	44.39	-8.53	14.26	18.67	11.94	53.43	11.04	81.16	-34.10
BRD-K76698671	CP	HNHA	HDAC inhibitor	HDAC1		5.69, 4.07	18.54	0.94, 0.40	0.25	13.48	18.54	30.63	62.36	31.54	15.50	29.36	5.67	38.30	17.93	99.61	-2.33
BRD-K90864987	CP	cobalt(II)-chloride	HSP agonist	HIF1A	HIF activator	5.26, 2.63	18.53	1.67, 0.59	14.19	91.85	14.14	79.01	53.88	21.83	4.02	36.81	18.53	-3.66	10.52	64.15	0.00
BRD-K36395411	CP	SB-206553	serotonin receptor antagonist, serotonin receptor partial agonist	HTR2B, HTR2C, HTR1A, HTR2A		6.14, 4.39	18.43	1.20, 0.42	-7.44	5.96	37.83	82.93	23.62	10.18	8.92	98.05	11.33	-5.26	18.43	22.03	27.46
BRD-K56596464	CP	QX-314	sodium channel blocker	MAPK14, TGFBR1		3.25, 3.25	18.34	1.15, 0.30	9.27	77.65	99.22	7.96	76.31	50.07	9.13	17.72	20.27	6.60	18.34	2.40	37.64
BRD-K99749624	CP	linifanib	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, colony stimulating factor receptor inhibitor, FLT3 inhibitor, macrophage colony stimulating factor antagonist, MAP kinase inhibitor, PARP inhibitor, receptor tyrosine kinase inhibitor, STAT inhibitor, VEGFR antagonist	CSF1R, KDR, PDGFRB, FLT1, FLT3, FLT4, CSF1, KIT, PDGFRA, RET, TEK		2.44, 0.00	18.32	1.02, 0.49	8.94	22.21	19.92	12.73	16.40	46.07	5.87	18.32	19.33	67.32	7.83	53.81	14.04
BRD-K37798499	CP	etoposide	topoisomerase inhibitor, cell cycle inhibitor, DNA inhibitor, DNA intercalating drug, DNA repair enzyme inhibitor	TOP2A, CYP2E1, CYP3A5, TOP2B	Topoisomerase inhibitor	2.88, 0.96	18.28	2.69, 0.78	0.07	89.32	6.31	55.83	-27.15	32.49	25.04	-68.36	96.85	0.00	0.20	62.49	18.28
BRD-K54095730	CP	CMPD-1	p38 MAPK inhibitor	GNRHR, MAPK14		1.75, 0.00	18.28	2.41, 0.70	3.99	35.50	18.28	-7.43	-89.53	45.27	24.24	8.55	61.97	-3.77	11.60	72.71	67.38
BRD-K11927976	CP	ER-27319	mediator release inhibitor, syk inhibitor	SYK		1.63, 0.00	18.27	3.42, 1.16	36.70	18.27	16.38	30.24	-89.07	23.66	-29.43	3.00	33.96	0.00	0.00	92.88	31.73
BRD-A68930007	CP	ouabain	ATPase inhibitor, alpha subunit binder	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2	ATPase inhibitor	5.69, 3.25	18.23	2.09, 0.56	0.25	25.57	18.23	15.59	16.25	15.45	2.61	12.45	38.76	99.89	57.78	94.43	69.79
BRD-K85606544	CP	neratinib	EGFR inhibitor, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor	EGFR, ERBB2, ERBB4, KDR	EGFR inhibitor	0.00, 0.00	18.18	1.48, 0.31	77.13	59.61	13.68	10.22	-51.39	40.82	9.66	6.05	18.18	0.07	19.36	56.92	42.15
BRD-K20152659	CP	gamma-homolinolenic-acid	cholesterol inhibitor, platelet aggregation inhibitor, prostaglandin G/H synthase 1, prostanoid receptor stimulant	PTGS1, PTGS2		7.89, 4.39	18.11	1.63, 0.60	13.46	-1.97	69.32	95.51	98.29	18.54	12.06	90.42	13.68	3.81	18.11	10.25	43.49
BRD-K12184916	CP	NVP-BEZ235	mTOR inhibitor, PI3K inhibitor, protein kinase inhibitor	MTOR, PIK3CA, PIK3CG, PIK3CD, ATR, PIK3CB	MTOR inhibitor, PI3K inhibitor	0.81, 0.00	18.03	2.02, 0.53	2.64	29.35	24.51	24.25	15.78	13.74	7.95	4.97	38.44	-29.96	18.03	31.72	23.68
BRD-K70881766	CP	solanine	acetylcholinesterase inhibitor			4.07, 1.63	18.01	0.63, 0.15	10.15	8.05	70.32	35.36	64.11	16.17	6.02	14.91	68.61	21.67	1.06	18.01	37.00
BRD-K53561341	CP	KIN001-220	Aurora kinase inhibitor	AURKA	Aurora kinase inhibitor	2.44, 1.63	17.87	0.97, 0.33	66.12	81.42	0.32	11.08	74.53	16.72	12.33	17.87	17.51	42.25	23.36	2.40	94.22
BRD-A65767837	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	3.51, 1.75	17.86	1.58, 0.39	94.49	17.86	-9.43	77.83	64.44	15.18	-7.34	55.66	86.16	2.22	9.88	63.39	8.87
BRD-K31491153	CP	1-phenylbiguanide	serotonin receptor agonist	HTR3A, HTR3B		5.41, 4.05	17.84	1.35, 0.42	90.45	-0.18	16.94	79.43	31.96	64.20	5.62	-0.04	3.36	18.53	17.78	27.03	17.84
BRD-A93236127	CP	digitoxin	ATPase inhibitor	ATP1A1	ATPase inhibitor	8.13, 5.69	17.74	2.18, 0.56	4.57	29.66	17.74	2.43	18.95	44.92	-31.16	0.03	39.87	99.89	16.97	94.87	8.76
BRD-K33551950	CP	radicicol	HSP inhibitor, ATP citrase lyase inhibitor, MAP kinase inhibitor, opioid receptor ligand, pyruvate dehydrogenase kinase inhibitor	ACLY, DLAT, HSP90AB1, HSP90B1, MAP3K7, OPRM1, PDK3	HSP inhibitor	0.81, 0.81	17.73	2.09, 0.76	-0.21	67.24	5.74	46.15	-3.59	47.49	-4.51	17.73	40.35	98.74	14.74	54.69	17.29
BRD-A62809825	CP	thapsigargin	ATPase inhibitor, calcium channel blocker, PKC activator	ATP2A1	ATPase inhibitor	5.69, 0.00	17.70	1.76, 0.47	14.51	7.99	11.93	45.69	-42.50	17.70	9.58	22.15	31.98	82.60	7.29	96.92	56.12
BRD-A20697603	CP	thiostrepton	downregulates FOXM1 expression, FOXM1 expression inhibitor, protein synthesis inhibitor	FOXM1	Protein synthesis inhibitor	0.81, 0.00	17.66	1.86, 0.31	40.91	57.72	14.61	9.91	44.53	5.85	11.07	4.90	14.76	96.30	66.89	74.66	17.66
BRD-K35573744	CP	erbstatin-analog	EGFR inhibitor, tyrosine kinase inhibitor	EGFR		1.75, 0.00	17.62	1.30, 0.33	47.34	67.01	-24.52	9.56	20.95	67.55	11.83	17.62	38.00	9.14	11.14	12.92	57.95
BRD-K50836978	CP	purvalanol-a	CDK inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor	CDK1, CDK2, CDK4, CDK5, CCND1, CCNE1, CSNK1G3, RPS6KA1, SRC	CDK inhibitor	0.00, 0.00	17.62	2.88, 0.41	17.26	17.62	9.95	25.61	-66.37	22.99	9.13	4.16	31.03	77.99	42.63	80.64	16.28
BRD-K59753975	CP	vindesine	tubulin inhibitor, microtubule inhibitor, vinca alkaloid	TUBB, TUBB1	Tubulin inhibitor	3.85, 0.00	17.60	1.41, 0.49	-39.19	88.64	25.28	5.68	39.92	18.98	71.93	12.78	17.60	-5.00	8.07	77.43	15.63
BRD-K02130563	CP	panobinostat	HDAC inhibitor, apoptosis stimulant, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	0.00, 0.00	17.49	1.89, 0.52	2.71	43.38	-6.44	12.98	-50.05	29.41	8.78	9.13	33.12	46.59	17.73	41.41	17.49
BRD-K50720187	CP	flupirtine	glutamate receptor antagonist, apoptosis inhibitor, opioid receptor agonist, potassium channel agonist	KCNQ2, ADRA2A, KCNQ1, KCNQ3		11.38, 7.32	17.45	1.90, 0.58	12.89	12.41	74.98	17.45	99.86	90.60	52.47	74.02	-25.86	10.36	43.71	10.12	-3.03
BRD-A55484088	CP	BNTX	opioid receptor antagonist	OPRD1, OPRK1, OPRM1		0.88, 0.88	17.26	2.36, 0.59	-0.49	4.19	17.26	6.95	-15.91	25.10	5.49	58.57	40.06	98.94	21.07	50.62	15.35
BRD-K03109492	CP	NSC-663284	CDC inhibitor	CDC25A, CDC25B, CDC25C		0.81, 0.00	17.25	1.94, 0.48	9.29	17.92	9.80	11.20	4.11	17.25	12.28	34.44	32.59	92.44	6.65	85.19	75.00
BRD-K17743125	CP	belinostat	HDAC inhibitor, cell cycle inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	0.81, 0.00	17.19	1.84, 0.53	30.54	3.95	1.32	78.38	-39.54	70.39	30.71	10.36	69.64	0.00	17.19	29.52	15.62
BRD-K28428262	CP	brivanib	alcohol dehydrogenase inhibitor, FGFR inhibitor, fibroblast growth factor receptor (FGFR) inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, VEGFR inhibitor	FGFR1, KDR, FLT1, CYP3A4, FGFR2, FGFR3, FLT4, KCNH2	FGFR inhibitor	4.88, 2.44	17.11	0.83, 0.31	0.28	20.13	97.38	13.04	85.73	13.39	12.76	-10.56	63.10	17.11	-11.68	40.97	47.81
BRD-K13211965	CP	L-741742	dopamine receptor antagonist	DRD4, DRD3, SCN1A, SCN3A		5.26, 1.75	17.06	1.61, 0.43	31.66	-5.11	11.43	61.81	69.64	43.05	17.06	96.26	14.24	3.74	5.91	88.35	-23.78
BRD-K14536225	CP	piceid	glucosidase inhibitor, ICAM1 expression inhibitor, VCAM expression inhibitor, xanthine oxidase inhibitor	GAA, XDH		3.51, 1.75	16.97	1.11, 0.41	49.50	91.49	16.97	12.15	-67.15	46.06	74.03	12.94	96.90	9.12	16.72	19.11	11.11
BRD-K18895904	CP	olanzapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR2C, DRD1, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR6, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C8, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH2, HRH4, HTR1F, HTR2B, HTR3A, HTR5A		13.46, 7.69	16.89	0.57, 0.17	0.25	29.58	15.13	13.85	89.72	99.93	16.89	48.13	10.75	-0.21	60.25	34.51	15.16
BRD-K92428153	CP	mycophenolate-mofetil	dehydrogenase inhibitor, hydroxycarboxylic acid receptor agonist, immunosuppressant, IMPDH inhibitor, inosine monophosphate dehydrogenase inhibitor	IMPDH1, IMPDH2, HCAR2	IMPDH inhibitor	2.44, 1.63	16.85	1.16, 0.33	82.03	11.39	29.69	91.83	37.32	12.08	-7.76	-3.32	48.68	-80.52	8.76	16.85	49.45
BRD-K20285085	CP	fostamatinib	syk inhibitor, FLT3 inhibitor	SYK, FLT3, RET		0.81, 0.00	16.79	2.07, 0.75	65.69	7.66	-1.64	16.50	75.34	30.77	9.13	63.97	16.79	6.56	39.97	16.82	9.62
BRD-K57011718	CP	UK-356618	metalloproteinase inhibitor	MMP3, MMP13, MMP14, MMP2, MMP9		4.07, 1.63	16.77	0.81, 0.19	82.21	-4.44	1.76	83.85	53.61	10.49	11.67	25.69	15.90	-66.28	16.77	61.01	34.04
BRD-K68191783	CP	ALW-II-38-3	ephrin inhibitor	DDR1, EPHA2, EPHA4, EPHB2, EPHB4, EPHB6		4.07, 3.25	16.70	1.26, 0.52	13.06	16.70	55.87	56.77	99.15	57.17	6.33	44.30	9.51	-31.10	34.50	4.51	2.64
BRD-K41859756	CP	NVP-AUY922	HSP inhibitor	HSP90AA1, HSP90AA2, HSP90AB1	HSP inhibitor	1.63, 0.81	16.63	1.22, 0.41	48.57	0.74	11.74	16.63	-20.35	26.73	7.37	7.05	22.64	90.57	25.05	8.13	49.59
BRD-A08003242	CP	rhodomyrtoxin-b	cytotoxic, DNA intercalator			2.63, 1.75	16.53	1.80, 0.58	36.96	16.53	11.57	19.56	-55.84	-20.87	-5.11	-6.40	24.67	57.14	53.86	98.11	8.61
BRD-A09539288	CP	homatropine	acetylcholine receptor antagonist	CES1, CHRM1		0.88, 0.00	16.49	1.42, 0.52	9.89	5.87	16.49	16.11	-20.40	83.14	53.11	35.09	19.53	24.89	3.14	51.63	-10.31
BRD-K06878038	CP	deferiprone	chelating agent, cytochrome P450 inhibitor, iron absorption inhibitor, reducing agent	CYP4F2		9.62, 6.73	16.49	0.51, 0.17	-23.87	90.22	16.49	40.45	81.15	98.59	57.39	3.87	-26.59	0.19	18.10	7.63	0.85
BRD-K17415526	CP	tyrphostin-AG-835	protein tyrosine kinase inhibitor	EGFR		2.44, 1.63	16.47	0.81, 0.25	16.47	3.95	53.95	5.53	-16.22	52.54	4.95	85.01	12.92	54.02	31.21	12.88	48.92
BRD-A10070317	CP	propranolol	adrenergic receptor antagonist	ADRB2, ADRB3, ADRB1, CYP2C19, HTR1A, HTR1B		4.88, 2.44	16.43	1.45, 0.47	13.39	5.09	19.89	51.14	66.71	14.33	9.57	25.63	60.89	1.34	2.47	25.48	16.43
BRD-K69650333	CP	idarubicin	topoisomerase inhibitor, radical formation stimulant, RNA synthesis inhibitor	TOP2A	Topoisomerase inhibitor	4.81, 4.81	16.31	2.64, 0.69	2.64	22.79	21.77	65.84	-81.12	16.31	20.30	0.04	99.07	0.00	0.00	20.61	8.71
BRD-K09638361	CP	SA-63133	casein kinase inhibitor, tubulin inhibitor	CSNK1E, CSNK1A1, CSNK1D, CSNK1G2	Tubulin inhibitor	2.44, 0.00	15.80	1.23, 0.53	-63.14	92.03	72.05	5.89	15.80	25.57	5.21	7.45	22.15	24.44	1.02	94.68	-16.37
BRD-K60623809	CP	SU-11652	FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, tyrosine kinase receptor & angiogenic inhibitor, VEGFR inhibitor	KDR, PDGFRB, CAMK1G, FGF2, FGFR1, FLT1, KIT, PDGFRA		2.63, 0.88	15.72	3.73, 0.84	-11.63	70.53	95.60	65.30	-90.20	15.60	7.49	-86.04	54.05	98.59	15.72	87.88	13.63
BRD-A32161980	CP	carbetocin	analogue of oxytocin	OXTR		8.94, 7.32	15.58	1.08, 0.42	5.53	4.05	44.62	77.07	99.93	33.07	15.58	-13.22	23.41	-14.39	2.22	-5.02	85.54
BRD-A25143711	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	5.69, 1.63	15.46	1.27, 0.64	71.92	3.98	16.84	70.43	56.40	79.66	14.98	6.45	15.46	1.20	11.85	15.02	98.09
BRD-K32330832	CP	VER-155008	HSP inhibitor	HSPA1A		1.63, 0.81	15.40	0.98, 0.36	15.40	1.40	7.40	42.91	-17.47	27.39	23.35	12.13	40.01	-52.02	4.25	35.05	21.66
BRD-K06543683	CP	bisindolylmaleimide-ix	PKC inhibitor, glycogen synthase kinase inhibitor, leucine rich repeat kinase inhibitor, SIRT inhibitor	SIRT1, AKT1, GSK3B, LCK, LRRK2, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SIRT2		0.81, 0.00	15.38	2.49, 0.91	50.01	37.17	50.46	71.21	-88.90	8.49	9.47	0.02	87.33	0.00	2.68	79.13	15.38
BRD-K04548931	CP	pidorubicine	topoisomerase inhibitor, DNA intercalating drug	TOP2A	Topoisomerase inhibitor	4.07, 0.81	15.30	2.40, 0.72	73.51	7.40	28.13	85.38	-61.58	33.84	15.30	2.91	98.49	0.00	0.03	55.00	15.17
BRD-K82109576	CP	vincristine	tubulin inhibitor, microtubule inhibitor, microtubule polymerization inhibitor, tubulin polymerisation inhibitor, vinca alkaloid	TUBB, TUBA4A	Tubulin inhibitor	3.85, 2.88	15.30	1.57, 0.50	-35.19	68.45	94.98	11.33	82.25	14.96	31.63	33.47	-23.89	-19.09	21.64	15.30	15.20
BRD-K64890080	CP	BI-2536	PLK inhibitor, apoptosis stimulant, cell cycle inhibitor, protein kinase inhibitor	PLK1, BRD4, PLK2, PLK3	Bromodomain Inhibitor	0.00, 0.00	15.25	1.49, 0.56	43.73	20.99	13.35	15.25	-27.57	50.35	4.20	15.56	18.81	25.28	12.76	13.65	15.22
BRD-A48237631	CP	mitomycin-c	DNA alkylating drug, DNA inhibitor, DNA synthesis inhibitor		DNA synthesis inhibitor	0.81, 0.00	15.20	1.81, 0.56	18.98	23.59	7.26	65.48	-7.29	15.20	-5.11	1.66	40.08	2.81	3.54	58.95	63.49
BRD-K65503129	CP	HSP90-inhibitor	HSP inhibitor, HSP antagonist	HSP90AA1, HSP90AB1	HSP inhibitor	1.63, 0.00	15.13	0.94, 0.23	1.67	5.90	59.69	6.84	-55.04	39.45	6.05	5.28	28.74	95.29	15.13	27.43	57.66
