#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K32318651-summary	BRD-K70358946-summary	BRD-K53737926-summary	BRD-K20141153-summary	BRD-K94830329-summary	BRD-K52172416-summary	BRD-K97181089-summary	BRD-K62200014-summary	BRD-A25234499-summary	BRD-A20239487-summary	BRD-K33483813-summary	BRD-K57631554-summary	BRD-K70330367-summary	BRD-K02265150-summary	BRD-K66175015-summary	BRD-K29530284-summary	BRD-K11433652-summary	BRD-K91290917-summary	BRD-K67043667-summary	BRD-K56558538-summary
BRD-K40624912	CP	ZM-39923	JAK inhibitor	JAK1, JAK3		2.27, 0.57	29.88	1.75, 0.43	63.53	18.46	18.42	22.02	29.34	60.77	15.20	2.15	30.41	44.19	58.91	33.55	20.94	22.12	65.57	62.73	59.28	78.63	17.78	13.71
BRD-K52313696	CP	tacedinaline	HDAC inhibitor, cell cycle inhibitor	HDAC1		1.79, 0.00	29.76	0.49, 0.28	42.08	28.17	43.65	26.78	28.15	39.61	29.66	29.86	12.42	32.06	23.53	2.92	35.62	4.45	47.91	47.71	32.66	20.71	37.14	28.24
BRD-K03406345	CP	azacitidine	DNA methyltransferase inhibitor, antimetabolite, DNA methylase inhibitor, DNA synthesis inhibitor, RNA synthesis inhibitor	DNMT1		2.27, 0.57	29.74	2.08, 0.81	34.56	24.45	29.51	18.45	81.75	7.15	29.98	14.79	9.25	71.77	30.72	81.41	31.57	6.31	93.96	14.62	82.97	2.92	26.35	53.99
BRD-K37080523	CP	isoreserpine	vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1, SIAH1		4.79, 3.19	29.73	0.78, 0.17	74.41	-0.67	32.09	35.06	71.31	27.36	18.69	3.95	12.07	63.56	34.01	20.23	51.65	66.33	21.28	17.27	-99.19	11.46	36.84	89.74
BRD-K89162000	CP	tandutinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor	FLT3, KIT, PDGFRA, PDGFRB, CSF1R, PDGFD	PDGFR/KIT inhibitor	5.85, 2.66	29.72	0.97, 0.28	35.84	6.66	75.57	23.59	85.15	1.90	13.82	5.74	0.78	38.28	21.42	84.90	37.96	89.37	84.55	60.56	44.49	8.88	14.90	8.93
BRD-A15079084	CP	phorbol-12-myristate-13-acetate	PKC activator, CD antagonist	CD4, KCNT2, PRKCA, TRPV4	PKC activator	1.06, 0.00	29.69	2.48, 0.49	25.66	87.99	11.67	30.27	10.29	10.23	6.35	84.32	6.24	59.01	79.89	35.61	6.73	27.28	72.20	31.90	39.29	29.10	24.55	38.36
BRD-K56064827	CP	EI-273	PKC inhibitor	PRKCA, PRKCG		7.45, 4.79	29.66	2.13, 0.88	3.70	12.87	3.07	10.68	62.47	34.91	29.93	99.93	8.54	29.39	99.89	28.82	36.52	42.54	9.14	39.14	55.60	11.92	1.84	36.22
BRD-K93258693	CP	GW-9662	PPAR receptor antagonist	PPARG, NCOA2, RXRA		3.19, 1.60	29.64	1.00, 0.25	-28.36	84.67	8.86	39.84	24.27	3.00	61.37	30.58	-0.56	44.19	91.47	7.75	64.10	47.21	2.57	91.21	89.32	28.70	26.15	17.00
BRD-K19284129	CP	salvinorin-a	opioid receptor agonist	OPRK1, OPRD1, OPRM1		1.60, 0.53	29.59	0.56, 0.23	36.35	-0.21	44.29	-30.22	18.33	20.71	99.26	13.55	25.67	80.22	24.15	33.51	52.13	46.33	12.41	73.24	25.00	0.97	83.96	81.13
BRD-M00539986	CP	formoterol	adrenergic receptor agonist	ADRB2, CYP2C19	Beta-adrenergic receptor agonist	4.79, 1.60	29.56	0.57, 0.16	12.51	-6.69	25.70	30.84	32.79	4.53	5.50	56.12	22.29	60.92	62.09	67.01	30.82	43.98	17.88	16.55	-24.33	28.31	48.95	44.45
BRD-K46068882	CP	eugenitol	androgen receptor (AR) inhibitor, free radical scavenger, monoamine oxidase inhibitor, quorum sensing signaling modulator	AR, MAOA		6.91, 2.66	29.56	1.18, 0.30	70.58	5.19	5.80	49.39	78.28	56.09	17.08	25.36	88.45	62.82	98.88	15.67	27.54	22.05	11.25	31.58	99.40	4.44	88.87	24.94
BRD-K93080877	CP	Ala-Ala-Phe-CMK	tripeptidyl peptidase inhibitor	TPP2		3.98, 2.27	29.56	1.13, 0.43	80.64	12.19	25.85	76.88	61.49	50.91	89.96	33.27	97.73	20.16	-78.77	18.24	25.52	20.72	49.36	22.45	20.54	91.73	22.28	53.70
BRD-K49294207	CP	BIBU-1361	EGFR inhibitor	EGFR	EGFR inhibitor	8.52, 3.41	29.55	1.69, 0.69	55.96	96.25	99.37	19.97	45.06	22.84	3.07	9.49	34.23	20.56	9.98	40.51	24.88	99.61	99.61	67.15	9.44	62.59	10.92	15.34
BRD-K04466929	CP	Merck60	HDAC inhibitor	HDAC1, HDAC2		0.00, 0.00	29.49	0.11, 0.02	58.35	18.07	10.64	57.00	29.83	25.72	17.44	84.08	40.19	38.54	37.47	53.92	21.46	22.92	45.09	18.36	61.21	28.53	29.16	25.35
BRD-A80960055	CP	celastrol	anti-inflammatory agent, antioxidant, HSP90 Inhibitor, NFKB pathway inhibitor, topoisomerase inhibitor	IL1B, TNF	Topoisomerase inhibitor	7.98, 3.72	29.49	1.88, 0.49	98.48	11.79	19.97	32.37	47.56	49.28	11.00	1.02	0.78	56.41	-80.77	37.24	64.32	0.00	16.43	87.85	74.65	15.50	96.14	26.61
BRD-A10715913	CP	sulpiride	carbonic anhydrase inhibitor, dopamine receptor, dopamine receptor antagonist	DRD2, CA7, DRD3, CA1, CA12		9.57, 5.32	29.48	2.13, 0.63	99.05	9.47	14.61	-98.27	-58.23	17.89	74.30	6.00	19.82	28.42	30.53	51.60	99.15	33.25	18.40	42.48	69.34	76.81	-10.96	97.98
BRD-K33551950	CP	radicicol	HSP inhibitor, ATP citrase lyase inhibitor, MAP kinase inhibitor, opioid receptor ligand, pyruvate dehydrogenase kinase inhibitor	ACLY, DLAT, HSP90AB1, HSP90B1, MAP3K7, OPRM1, PDK3	HSP inhibitor	3.19, 1.06	29.47	2.09, 0.76	52.64	14.26	59.00	29.86	46.96	11.06	5.50	29.08	29.01	39.59	63.76	60.71	26.65	20.52	98.56	27.06	-13.06	43.56	57.40	21.96
BRD-K98490050	CP	amsacrine	topoisomerase inhibitor, DNA intercalating drug	TOP2A, KCNH2	Topoisomerase inhibitor	0.53, 0.00	29.46	2.77, 0.68	73.70	18.92	57.48	54.28	86.05	32.01	5.85	13.93	5.11	66.22	-6.87	20.65	23.72	-4.47	75.86	28.10	-47.30	92.03	35.95	30.82
BRD-A01787639	CP	naftopidil	adrenergic receptor antagonist, calcium channel antagonist	ADRA1A, ADRA1D		7.55, 4.40	29.43	0.68, 0.25	3.52	14.22	20.10	65.25	70.59	28.52	26.30	11.89	92.51	30.34	80.21	22.28	92.92	11.26	43.23	92.52	27.01	0.04	89.91	59.99
BRD-K05658747	CP	raltegravir	HIV integrase inhibitor			4.79, 1.60	29.41	0.99, 0.31	5.74	17.11	6.72	5.82	78.36	63.16	32.28	-34.00	38.74	82.40	84.35	64.40	86.52	-40.10	-2.15	27.95	96.76	6.53	30.87	18.05
BRD-K26521938	CP	dinoprostone	prostanoid receptor agonist	PTGER2, PTGER1, PTGER3, PTGER4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGDR2, PTGFR, TBXA2R		7.45, 2.66	29.36	0.90, 0.27	44.37	-4.62	16.51	6.89	96.91	87.32	33.72	-7.65	24.04	72.78	78.23	32.64	25.83	19.04	-22.07	92.02	93.06	0.11	39.54	26.09
BRD-K51290057	CP	SA-792709	retinoid receptor agonist	RARA, RARB		0.53, 0.00	29.35	1.50, 0.55	35.41	57.98	34.37	22.92	29.65	4.12	7.09	6.05	1.76	10.08	23.93	66.33	14.54	55.06	92.29	9.98	43.91	54.14	29.04	48.00
BRD-K11433652	CP	aspirin	cyclooxygenase inhibitor, nitric oxide donor, platelet aggregation inhibitor, thromboxane synthase inhibitor, TP53 expression enhancer	PTGS1, PTGS2, TP53, AKR1C1, ASIC3, EDNRA, HSPA5, IKBKB, NFKB1, NFKB2, NFKBIA, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, RPS6KA3		12.50, 9.66	29.29	1.47, 0.43	-34.30	6.44	12.48	-31.14	60.85	8.72	68.73	-5.36	15.97	97.77	62.01	69.26	98.20	0.00	3.03	74.68	99.99	35.24	50.73	23.33
BRD-K65814004	CP	diphenyleneiodonium	nitric oxide synthase inhibitor, aldehyde dehydrogenase inhibitor, cytochrome P450 inhibitor, NADPH oxidase inhibitor, xanthine oxidase inhibitor	ALDH1A2, ALDH2, ALDH5A1, ALDH7A1, NOX3, XDH		2.13, 0.53	29.27	0.86, 0.14	14.47	87.41	85.82	42.20	57.86	38.07	6.13	5.43	4.82	52.46	4.79	58.65	40.13	12.27	39.45	8.17	13.49	28.21	30.34	-4.00
BRD-K13211965	CP	L-741742	dopamine receptor antagonist	DRD4, DRD3, SCN1A, SCN3A		2.84, 0.57	29.26	1.61, 0.43	89.67	5.46	10.68	48.16	19.43	73.18	74.34	72.54	24.07	51.33	-17.63	-11.32	47.54	72.84	47.33	29.49	29.03	8.08	12.74	11.48
BRD-K32584078	CP	BML-257	AKT inhibitor, HCV NS5B RdRp inhibitor	AKT1		4.79, 3.19	29.26	0.93, 0.32	14.45	0.78	41.14	64.94	19.38	31.73	16.26	20.53	10.49	96.46	57.59	52.82	83.01	30.39	5.53	85.40	18.11	6.62	41.15	28.12
BRD-K88568253	CP	iproniazid	monoamine oxidase inhibitor	MAOA, MAOB		9.66, 6.25	29.23	0.60, 0.25	95.63	28.16	54.31	29.24	18.20	29.22	13.48	35.01	32.02	63.80	-4.68	66.78	54.86	14.00	6.10	15.11	98.77	1.41	11.00	45.46
BRD-K54330070	CP	SB-202190	p38 MAPK inhibitor, interleukin inhibitor, stress activated protein kinase inhibitor	MAPK14, AKT1, ALOX5, CHEK1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK8, PRKCA, ROCK1, RPS6KB1, SGK1	Bromodomain Inhibitor, P38 MAPK inhibitor	2.13, 0.00	29.21	1.02, 0.23	38.12	26.59	33.96	23.79	58.89	51.22	11.19	11.27	14.34	91.85	14.85	7.91	14.54	77.78	82.74	27.11	31.31	43.29	16.77	33.17
BRD-A17819071	CP	gedunin	HSP inhibitor	HSP90AA1		2.96, 1.78	29.17	1.02, 0.28	-54.36	27.05	6.97	60.39	54.08	3.00	21.64	94.54	14.86	54.80	98.20	59.02	31.29	92.11	19.65	46.93	20.56	25.00	6.39	66.56
BRD-K64310881	CP	MW-STK33-3B	large conductance potassium channel activator			3.98, 2.27	29.17	1.39, 0.25	52.26	82.20	4.00	7.79	69.55	55.32	13.91	11.31	12.26	73.21	79.44	29.89	28.45	-25.90	16.16	91.71	77.86	62.12	20.12	10.29
BRD-A78360835	CP	cercosporin	photoactivated to produce toxic reactive oxygen species, PKC inhibitor			0.57, 0.00	29.05	2.96, 0.78	29.09	81.11	64.13	12.54	18.13	29.01	15.79	74.32	4.37	29.17	18.42	27.92	1.90	4.79	92.04	71.04	38.18	29.44	76.47	13.28
BRD-K14767410	CP	SC-560	cyclooxygenase inhibitor	PTGS1		3.19, 1.06	29.01	0.90, 0.25	26.27	23.82	62.55	31.75	-25.59	22.97	32.05	4.62	14.44	87.07	92.26	22.15	64.52	69.11	2.92	34.55	53.20	17.88	65.98	18.95
BRD-A10420615	CP	cyclopiazonic-acid	ATPase inhibitor	ATP2A1	ATPase inhibitor	0.53, 0.53	28.98	1.99, 0.56	25.27	19.06	24.57	11.25	39.19	73.97	29.29	28.67	11.21	17.34	59.78	65.27	2.33	85.80	93.51	26.73	25.25	67.30	45.57	29.42
BRD-K22631935	CP	neurodazine	neurogenesis of non-pluripotent C2C12 myoblast inducer			4.26, 1.60	28.96	1.91, 0.64	-51.91	58.75	17.16	8.93	76.56	34.98	71.80	98.80	5.66	75.72	94.25	8.56	61.77	37.26	5.88	9.05	88.86	22.69	13.69	22.94
BRD-K21806131	CP	tegaserod	serotonin receptor partial agonist, serotonin receptor agonist	HTR4, HTR2B, HTR2A, HTR2C		3.60, 2.88	28.94	1.69, 0.63	24.59	98.20	98.01	12.46	75.12	30.10	10.66	94.37	5.18	54.50	-6.55	60.45	0.00	64.06	97.92	53.39	18.91	16.78	27.77	20.22
BRD-K63828191	CP	raloxifene	estrogen receptor antagonist, selective estrogen receptor modulator (SERM), ALK expression enhancer, cholesterol inhibitor, endoglin expression enhancer, estrogen receptor agonist	ESR1, ESR2, ACVRL1, ENG	Estrogen receptor antagonist	2.13, 0.00	28.91	0.43, 0.34	43.18	30.61	25.68	18.42	42.00	33.06	15.57	59.86	18.69	25.57	69.06	1.69	25.26	30.03	24.82	44.59	60.50	27.79	37.04	23.74
BRD-K82846253	CP	repaglinide	insulin secretagogue, ATP-sensitive potassium channel antagonist, cytochrome P450 inhibitor, meglitinide	ABCC8, CYP2C8, CYP3A5, INS, KCNJ11, PPARG		6.25, 1.70	28.88	0.43, 0.09	38.01	77.76	17.89	22.16	28.79	17.74	51.35	24.55	81.06	7.65	97.11	36.44	28.96	20.19	53.52	91.52	62.22	23.14	14.29	22.95
BRD-K87909389	CP	alvocidib	CDK inhibitor, apoptosis stimulant, BCL inhibitor, cell cycle inhibitor, MCL1 inhibitor, survivin inhibitor, XIAP inhibitor	CDK2, CDK4, CDK1, CDK6, CDK7, CDK9, CDK5, CDK8, EGFR, PYGM, BCL2, BIRC5, CCNT1, MCL1, XIAP		3.72, 0.00	28.80	2.16, 0.70	91.04	16.73	32.25	93.71	66.35	14.22	88.22	4.58	20.29	69.37	-41.66	0.00	54.32	20.60	7.83	95.49	-76.36	91.79	60.19	25.34
BRD-K58299615	CP	RO-90-7501	amyloid precursor protein inhibitor, beta amyloid aggregation inhibitor	APP		5.11, 1.70	28.76	1.18, 0.27	97.71	3.70	20.20	49.69	45.55	78.00	-3.77	4.37	24.88	42.47	-77.15	19.77	79.90	7.66	70.83	92.20	-60.01	32.64	18.68	75.84
BRD-K87932577	CP	CDK1-5-inhibitor	CDK inhibitor	CDK1, CDK5, GSK3B	CDK inhibitor, Glycogen synthase kinase inhibitor	4.26, 2.66	28.72	0.94, 0.28	30.05	5.02	9.26	27.39	40.09	32.90	8.46	84.20	14.17	92.87	32.68	31.43	48.46	27.08	2.96	0.21	31.48	11.84	96.26	9.40
BRD-K81709173	CP	halcinonide	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	3.72, 2.13	28.64	1.38, 0.75	31.97	5.40	3.28	12.54	40.25	11.93	25.31	78.78	10.55	50.30	10.36	96.72	64.28	40.76	41.91	12.40	42.78	23.95	11.84	54.98
BRD-K84175871	CP	pseudoephedrine	histamine receptor antagonist, interleukin expression inhibitor, tumor necrosis factor expression inhibitor	ADRA1A, ADRA2A, ADRB1, ADRB2, ATF1, ATF2, ATF3, ATF4, ATF5, ATF6, ATF7, CXCL8, FOS, HRH1, IL2, JDP2, JUN, NFATC1, SLC6A2, SLC6A3, SLC6A4, TNF		4.26, 2.66	28.60	1.17, 0.32	-43.09	3.92	43.04	9.57	80.12	54.01	5.75	16.86	10.63	33.94	95.10	35.86	63.29	23.83	-1.66	83.96	65.84	0.00	33.36	7.94
BRD-A26002865	CP	verrucarin-a	protein synthesis inhibitor		Protein synthesis inhibitor	0.53, 0.53	28.59	2.76, 0.81	78.17	6.32	3.38	6.66	72.27	23.56	7.54	14.93	9.82	27.02	38.93	28.96	41.18	0.81	56.34	50.32	84.80	35.19	29.38	28.23
BRD-A07000685	CP	hydrocortisone	corticosteroid agonist, glucocorticoid receptor agonist, immunosuppressant, interleukin receptor antagonist	ANXA1, NOS2, NR3C1, NR3C2	Glucocorticoid receptor agonist	5.11, 3.41	28.56	1.55, 0.57	30.03	26.53	4.55	6.36	44.91	33.47	52.85	99.93	11.47	27.09	68.28	94.15	15.71	9.08	14.04	66.48	30.97	52.04	6.69	17.43
BRD-K85402309	CP	dovitinib	EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, FGFR antagonist, KIT inhibitor, VEGFR antagonist	EGFR, FGFR3, PDGFRB, CSF1R, FGFR1, FGFR2, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA	EGFR inhibitor, FGFR inhibitor, VEGFR inhibitor	4.79, 2.13	28.56	0.99, 0.19	51.76	14.94	84.66	6.96	39.24	22.99	66.27	7.94	11.30	44.00	32.73	66.23	11.97	33.56	62.11	19.40	65.13	24.39	15.19	20.10
BRD-A48237631	CP	mitomycin-c	DNA alkylating drug, DNA inhibitor, DNA synthesis inhibitor		DNA synthesis inhibitor	1.60, 0.00	28.56	1.81, 0.56	88.21	13.66	1.42	42.59	42.02	7.07	-6.51	32.83	24.28	38.21	-20.30	64.28	13.50	9.12	74.76	4.31	47.21	22.87	85.71	49.79
BRD-K00337317	CP	NU-7441	DNA dependent protein kinase, DNA dependent protein kinase inhibitor, P glycoprotein inhibitor	PRKDC, ABCB1	DNA dependent protein kinase inhibitor	1.06, 0.00	28.53	1.41, 0.63	32.72	73.73	81.51	7.82	80.46	30.66	20.74	12.84	14.40	25.42	4.79	45.74	17.17	66.91	88.16	18.06	19.47	48.44	27.43	29.63
BRD-K11663430	CP	pyroxamide	HDAC inhibitor, cell cycle inhibitor	HDAC1	HDAC inhibitor	1.06, 1.06	28.52	1.53, 0.64	61.85	13.05	52.90	56.54	27.80	65.73	-12.50	8.52	28.97	31.96	18.02	82.05	19.72	28.07	70.09	36.02	47.49	27.18	21.11	15.48
BRD-K15262564	CP	mupirocin	isoleucyl-tRNA synthetase inhibitor			5.11, 2.84	28.51	2.06, 0.55	-63.35	17.44	0.00	-8.99	93.74	69.53	7.59	22.60	13.58	78.13	97.38	73.89	58.15	10.12	18.70	34.41	78.83	-2.79	54.33	35.92
BRD-A62035778	CP	scopolamine	acetylcholine receptor antagonist	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI		5.32, 2.66	28.48	0.86, 0.33	5.74	12.93	50.26	93.97	67.98	22.28	6.34	21.46	8.81	55.98	40.31	30.15	67.43	9.17	20.80	29.25	14.64	96.27	41.51	27.72
BRD-K14807180	CP	SB-221284	serotonin receptor antagonist	HTR2B, HTR2C, HTR2A		4.26, 2.13	28.47	0.81, 0.22	73.86	4.33	9.63	28.30	28.65	23.83	98.51	36.54	24.83	89.90	61.68	50.34	85.71	15.88	0.00	73.06	0.00	16.39	53.44	26.28
BRD-K39569857	CP	avrainvillamide-analog-3	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	1.79, 0.00	28.47	0.43, 0.32	49.02	3.59	16.85	57.22	30.27	14.52	25.26	13.56	15.36	21.17	60.32	50.69	43.32	4.40	8.14	36.95	29.93	43.34	27.55	29.39
BRD-K39520573	CP	GW-5074	RAF inhibitor, leucine rich repeat kinase inhibitor	LRRK1, LRRK2, NTRK1, RAF1	RAF inhibitor	1.14, 0.57	28.47	0.77, 0.22	30.26	21.63	19.28	31.10	18.34	61.28	7.30	75.33	53.63	15.36	27.10	49.93	36.97	5.32	16.19	11.82	75.38	29.83	36.64	23.74
BRD-K69328504	CP	L-690488	nositol monophosphatase inhibitor	IMPA1		2.66, 2.13	28.47	1.00, 0.20	78.14	31.04	7.79	2.61	12.66	39.27	71.44	99.75	11.99	19.92	48.23	80.83	17.79	64.96	72.48	8.84	25.89	69.57	5.04	25.53
BRD-K78122587	CP	NNC-55-0396	T-type calcium channel blocker	CATSPER1, CATSPER2, CATSPER3, CATSPER4	T-type calcium channel blocker	5.85, 3.19	28.45	1.65, 0.48	19.17	89.03	99.33	18.29	26.13	17.67	15.97	99.51	3.35	7.06	21.56	36.20	15.89	95.84	98.80	55.04	30.77	59.17	26.09	48.46
BRD-A11007541	CP	BCI-hydrochloride	MAP kinase phosphatase inhibitor, protein phosphatase inhibitor	DUSP1, DUSP6		0.53, 0.00	28.38	2.47, 0.52	60.86	34.18	6.80	4.76	7.73	27.97	7.65	40.42	15.96	57.05	59.63	34.01	28.79	11.72	86.14	25.04	61.25	16.76	45.70	15.54
BRD-A80928489	CP	1-monopalmitin	P glycoprotein inhibitor	ABCB1		3.60, 3.60	28.38	1.44, 0.56	91.17	6.62	10.05	97.81	3.14	71.24	-28.46	17.63	7.10	81.43	2.01	74.19	87.39	38.68	4.51	51.23	49.18	7.24	18.07	40.43
BRD-K85985071	CP	ellipticine	topoisomerase inhibitor, DNA intercalating drug	TOP2A, TOP2B	Topoisomerase inhibitor	3.19, 1.60	28.36	1.99, 0.44	67.95	0.67	22.95	95.57	22.94	43.78	8.46	36.50	10.58	76.60	16.76	16.89	33.78	9.75	15.78	80.34	17.94	98.20	56.87	54.73
BRD-K19554809	CP	MK-212	serotonin receptor agonist	HTR2A, HTR2B, HTR2C		4.55, 2.84	28.36	2.21, 0.98	25.56	20.85	4.86	32.68	31.16	71.88	13.59	99.93	16.57	22.08	83.23	6.58	20.85	35.18	8.77	-8.64	32.75	72.81	53.02	54.34
BRD-K57886322	CP	fluocinonide	corticosteroid agonist, corticosteroid hormone receptor agonist	NR3C1, SERPINA6, SMO	Glucocorticoid receptor agonist	9.09, 7.39	28.23	1.57, 0.53	-70.90	23.05	31.62	-7.70	31.53	-5.55	-6.77	24.93	-7.08	97.84	97.13	97.76	83.18	43.90	17.15	45.55	99.54	0.18	92.85	-2.49
BRD-A93000692	CP	ciglitazone	PPAR receptor agonist, insulin sensitizer	PPARG, INS	PPAR receptor agonist	5.85, 2.66	28.22	0.66, 0.22	71.33	13.74	3.18	6.34	67.04	14.94	34.95	2.58	6.19	27.13	74.24	19.66	54.61	29.31	17.56	82.81	65.30	4.59	89.13	66.95
BRD-K69932463	CP	AZD-8055	mTOR inhibitor	MTOR	MTOR inhibitor	1.06, 0.00	28.20	2.34, 0.75	47.15	41.25	43.04	35.97	49.47	19.57	9.87	18.88	5.81	32.50	23.91	63.59	7.65	63.35	74.48	66.72	11.73	4.17	16.43	9.33
BRD-K32828673	CP	chelidonine	tubulin polymerization inhibitor		Tubulin inhibitor	1.70, 0.57	28.19	1.86, 0.72	62.08	8.89	32.68	15.82	23.10	55.89	34.89	73.58	39.14	39.26	-49.10	-5.25	11.73	23.70	47.93	43.50	-21.59	38.96	14.67	21.65
BRD-K20152659	CP	gamma-homolinolenic-acid	cholesterol inhibitor, platelet aggregation inhibitor, prostaglandin G/H synthase 1, prostanoid receptor stimulant	PTGS1, PTGS2		4.55, 2.84	28.18	1.63, 0.60	49.77	6.66	8.81	61.35	18.50	80.48	43.43	99.89	10.62	67.11	86.63	-15.00	5.57	37.86	8.19	-11.35	52.36	55.98	-7.98	10.31
BRD-K73290745	CP	ICI-199441	opioid receptor agonist	OPRK1, CYP2D6, OPRD1, OPRM1, UTS2R		6.38, 2.66	28.18	1.42, 0.38	21.70	86.40	99.15	18.33	77.90	11.49	37.69	-5.78	9.06	46.19	48.71	21.51	-5.89	95.35	78.14	34.65	54.31	3.28	17.55	3.59
BRD-K40175214	CP	torin-1	mTOR inhibitor, PI3K inhibitor	MTOR, PIK3CA	MTOR inhibitor, PI3K inhibitor	3.19, 0.00	28.16	1.67, 0.61	50.17	53.02	56.89	30.07	20.19	28.97	5.50	67.07	25.76	27.36	27.28	87.13	20.41	90.35	82.74	4.31	18.49	31.02	27.34	13.00
BRD-K56301217	CP	ABT-737	BCL inhibitor	BCL2, BCL2L1, BCL2L2	BCL inhibitor	4.79, 1.06	28.13	1.83, 0.67	25.53	9.67	63.15	6.24	23.05	76.91	28.00	20.93	27.71	32.51	74.12	49.05	14.93	89.58	81.21	28.26	37.17	30.59	12.40	10.87
BRD-K62012036	CP	acitretin	retinoid receptor agonist, microbial collagenase inhibitor, protein synthesis inhibitor	RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3	Retinoid receptor agonist	2.13, 1.06	28.11	1.64, 0.48	9.99	10.50	0.53	51.77	48.21	15.28	69.84	39.99	22.65	20.60	52.17	35.67	24.27	2.54	31.96	54.04	76.84	76.58	15.51	22.69
BRD-A63836183	CP	PD-123319	angiotensin antagonist	AGTR2		2.66, 1.06	28.10	0.80, 0.24	40.64	9.94	56.22	34.81	36.79	28.65	20.65	6.61	21.09	54.62	86.51	95.01	27.55	13.11	3.24	74.11	70.08	1.37	22.04	-18.56
BRD-K40213712	CP	SAL-1	adenosine receptor antagonist	ADORA2B, ADORA2A		6.25, 2.84	28.09	0.72, 0.13	38.94	8.76	6.86	6.94	27.33	35.52	40.79	7.89	31.83	23.69	98.77	28.84	13.50	-4.55	3.00	59.84	80.84	10.47	88.62	34.23
BRD-K52620403	CP	STO-609	calcium/calmodulin dependent protein kinase inhibitor, calmodulin inhibitor	CAMKK1, CAMKK2		3.19, 1.06	28.09	1.22, 0.38	11.00	12.47	26.08	84.84	47.30	20.75	93.76	69.27	24.91	16.31	63.68	80.15	54.16	26.05	13.68	15.83	77.12	35.16	30.09	17.41
BRD-K95851186	CP	CGP-13501	GABA receptor modulator	GABBR1		3.72, 2.13	28.04	1.01, 0.28	71.19	28.46	12.03	35.59	76.62	23.75	68.85	-48.35	22.09	89.95	-9.37	27.63	71.32	26.07	17.17	45.31	84.29	13.79	76.72	20.15
BRD-K11558771	CP	droxinostat	HDAC inhibitor	HDAC6, HDAC8	HDAC inhibitor	1.14, 0.00	28.02	0.93, 0.40	9.75	34.73	61.52	9.47	43.04	23.00	3.72	2.21	4.02	54.52	28.45	25.42	6.93	27.59	56.80	74.07	79.84	36.83	47.02	14.08
BRD-K09859624	CP	methantheline	acetylcholine receptor antagonist	CHRM1, HRH2		5.85, 4.26	28.02	1.14, 0.23	-49.93	10.56	26.89	69.83	84.88	86.84	8.47	4.02	4.87	56.67	95.82	35.87	46.79	19.41	11.55	33.51	42.86	10.99	6.03	29.15
BRD-K82731415	CP	olomoucine	CDK inhibitor	CDK1, CDK2, CDK5, MAPK1		4.79, 2.66	27.98	0.93, 0.22	93.62	15.53	10.18	70.49	70.18	56.42	-6.17	29.06	74.93	80.08	30.56	19.29	8.31	7.68	4.02	26.91	21.78	37.60	97.57	8.24
BRD-A59985574	CP	topotecan	topoisomerase inhibitor	TOP1, TOP1MT	Topoisomerase inhibitor	1.70, 0.57	27.91	3.25, 0.84	90.26	22.88	37.15	97.60	90.79	64.41	4.40	0.00	12.68	80.12	-25.25	15.59	13.58	5.58	68.76	62.83	-34.30	13.95	71.43	32.94
BRD-A43150328	CP	penicillic-acid	bacterial quorum sensing inhibitor, caspase inhibitor			0.57, 0.57	27.88	1.40, 0.55	61.07	20.62	9.99	54.80	40.60	35.65	9.62	-2.20	12.19	74.25	30.57	25.19	50.52	18.04	65.50	70.25	62.13	24.90	10.78	21.87
BRD-A60197193	CP	amisulpride	dopamine receptor antagonist	DRD2, DRD3, HTR2A, HTR7		4.55, 2.27	27.88	0.55, 0.09	-32.20	29.26	4.93	71.38	80.15	17.71	34.08	7.02	65.57	39.65	85.67	26.49	41.81	9.07	13.94	90.12	18.20	11.77	90.74	5.56
BRD-K61480498	CP	epoxycholesterol	LXR agonist	NR1H2, NR1H3		5.85, 2.66	27.86	1.11, 0.42	60.47	7.04	0.25	47.60	86.87	28.75	42.19	-20.70	34.23	74.98	94.49	98.13	22.96	8.48	2.15	18.76	58.17	10.71	26.98	15.87
BRD-K20285085	CP	fostamatinib	syk inhibitor, FLT3 inhibitor	SYK, FLT3, RET		2.66, 2.13	27.80	2.07, 0.75	32.00	26.16	18.71	30.02	22.33	9.11	81.53	99.72	6.68	21.89	70.23	29.43	45.00	59.75	7.36	13.82	76.20	2.08	13.11	39.72
