#1.3
2429	28	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K04185004-summary	BRD-K25394294-summary	BRD-K55930204-summary	BRD-K87990216-summary	BRD-A43882281-summary	BRD-A33447119-summary	BRD-K47780086-summary	BRD-K74514084-summary	BRD-A22380646-summary	BRD-A28746609-summary	BRD-A65013509-summary	BRD-A18043272-summary	BRD-K01292756-summary	BRD-A19633847-summary	BRD-K85090592-summary	BRD-A97479839-summary	BRD-K90333595-summary	BRD-K15567136-summary	BRD-A48430263-summary	BRD-K67277431-summary	BRD-K51313569-summary	BRD-K47869605-summary	BRD-A97701745-summary	BRD-K37991163-summary	BRD-K67102207-summary	BRD-K15409150-summary	BRD-K92731339-summary	BRD-A57382968-summary
BRD-K38903228	CP	hesperidin	free radical scavenger	CACNA1B		4.10, 2.24	27.07	1.34, 0.50	-35.85	16.09	64.41	14.27	97.98	90.21	12.93	69.40	25.14	8.11	84.75	68.18	29.00	0.74	90.46	-6.17	17.46	86.76	33.93	79.66	66.76	18.24	-36.64	-8.61	97.48	12.28	20.37	32.50
BRD-K59419204	CP	AM-281	cannabinoid receptor antagonist, cannabinoid receptor inhibitor	CNR1, CNR2, GPR55		5.24, 3.63	27.07	0.94, 0.30	26.30	35.39	17.55	27.84	21.98	2.54	0.00	50.28	22.20	2.79	6.40	99.93	80.93	43.30	50.22	12.94	24.14	34.28	68.68	62.41	20.14	58.77	64.18	4.55	30.36	65.82	9.32	-2.88
BRD-K87049188	CP	fusaric-acid	chelating agent, dopamine beta hydroxylase inhibitor	DBH		5.60, 1.87	27.06	1.02, 0.35	13.39	19.16	43.50	-1.70	14.70	33.32	-45.02	41.96	88.98	14.68	79.85	99.61	1.87	-0.95	85.34	57.84	5.47	2.78	28.41	95.91	25.72	87.52	56.04	-4.59	91.99	10.11	-55.32	40.92
BRD-K50384076	CP	7,4'-dihydroxyflavone	opioid receptor antagonist	CYP19A1		1.25, 1.25	27.05	2.32, 0.66	6.65	67.23	3.74	47.73	66.81	33.03	52.07	0.00	41.82	84.33	84.91	75.67	1.09	0.07	15.04	7.16	-4.41	62.78	55.34	67.43	1.41	51.45	5.77	21.08	84.18	8.85	14.41	13.28
BRD-A74980173	CP	gatifloxacin	topoisomerase inhibitor, DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor	3.36, 2.24	27.03	1.95, 0.56	65.32	69.98	35.38	94.71	68.82	87.30	9.25	17.10	16.41	-41.72	2.33	82.92	4.59	2.85	90.79	-35.35	5.00	29.80	2.08	87.89	81.43	40.61	-14.22	3.77	73.62	11.28	24.27	83.20
BRD-K00317371	CP	RITA	MDM inhibitor, thioredoxin reductase inhibitor	MDM2, TXNRD1, TXNRD2	MDM inhibitor	2.61, 0.75	27.01	0.65, 0.14	49.02	10.92	58.95	59.71	-16.30	36.14	11.17	32.61	40.56	22.74	78.23	74.50	32.20	-14.30	31.27	58.92	50.92	7.26	10.64	33.17	17.00	11.71	82.13	-7.61	21.97	9.04	21.34	12.45
BRD-K23192422	CP	lestaurtinib	FLT3 inhibitor, growth factor receptor inhibitor, JAK inhibitor, apoptosis stimulant	FLT3, NTRK1, JAK2, NTRK2, NTRK3	FLT3 inhibitor, JAK inhibitor	2.61, 0.37	26.94	3.09, 0.86	32.42	10.64	-29.13	38.02	53.56	33.18	50.89	48.75	13.31	-3.08	50.86	8.07	10.94	52.92	70.39	0.00	-1.37	69.56	21.46	59.82	97.25	-0.74	18.80	59.02	55.85	10.15	20.15	17.70
BRD-K78659596	CP	MLN-2238	proteasome inhibitor	PSMB1	Proteasome inhibitor	4.48, 2.24	26.93	2.44, 0.85	19.21	19.54	5.85	33.14	36.13	16.83	39.02	13.78	0.92	7.97	23.73	36.45	78.65	98.17	53.15	48.45	23.56	31.43	30.14	23.43	75.84	89.04	8.42	32.95	3.49	94.30	13.27	4.83
BRD-K37447567	CP	hydrocotarnine	non-narcotic opium alkaloid used in cancer pain treatment			4.03, 2.42	26.91	1.43, 0.45	31.01	19.15	85.13	34.57	31.20	9.23	28.81	22.65	20.03	16.16	12.82	98.17	1.52	-22.65	60.25	74.55	8.10	34.43	66.10	94.65	25.02	16.15	10.46	3.49	62.96	46.41	74.14	11.50
BRD-K26997899	CP	SA-792574	microtubule inhibitor, tubulin inhibitor	TUBB	Tubulin inhibitor	4.48, 2.99	26.89	0.97, 0.43	27.45	22.13	21.15	65.93	25.66	36.77	52.94	-78.62	42.43	78.70	18.26	13.23	2.66	52.18	69.40	11.67	6.45	47.63	40.63	65.98	26.32	99.08	0.95	5.48	-9.80	41.32	68.57	24.53
BRD-K47983010	CP	BX-795	IKK inhibitor, PDK1 inhibitor, phosphoinositide dependent kinase inhibitor, serine/threonine kinase inhibitor, TBK1 inhibitor	PDPK1, CDK2, CHEK1, GSK3B, IKBKE, KDR, PDK1, TBK1	IKK inhibitor	4.48, 2.24	26.81	2.16, 0.44	14.35	10.33	17.08	8.37	12.85	24.70	41.41	95.42	5.14	12.29	33.56	-21.63	33.43	91.68	85.49	26.42	8.46	79.20	38.55	9.19	95.79	43.58	4.76	88.64	27.19	73.35	63.61	18.86
BRD-A20589515	CP	dihydroxyphenylglycine	glutamate receptor agonist	GRM1		6.88, 1.88	26.79	1.77, 0.52	77.77	80.00	10.10	17.38	0.00	13.05	28.13	5.14	7.29	10.48	32.70	25.54	13.43	-2.26	95.41	29.46	28.03	61.54	2.93	40.47	15.50	49.90	98.99	75.37	71.63	9.53	80.09	16.53
BRD-K22096725	CP	ALW-II-49-7	ephrin inhibitor	DDR1, EPHA2, EPHA4, EPHA7, EPHB2, EPHB4, EPHB6		2.99, 1.87	26.76	2.11, 0.55	29.91	-2.90	94.54	33.98	-31.82	23.60	44.76	89.50	20.58	63.21	56.76	48.99	1.16	3.63	62.72	76.63	69.40	2.22	30.24	6.36	-1.02	0.63	98.99	-6.02	20.75	7.00	48.10	7.61
BRD-K32828673	CP	chelidonine	tubulin polymerization inhibitor		Tubulin inhibitor	6.05, 4.03	26.72	1.86, 0.72	5.41	5.58	15.66	1.52	7.83	82.02	28.71	37.28	22.92	96.82	8.68	98.87	0.69	78.43	89.07	29.52	24.74	11.95	72.47	46.24	77.82	98.12	7.48	-1.41	46.45	19.06	12.82	77.43
BRD-K63606607	CP	bufalin	ATPase inhibitor, chloride channel activator	ATP1A1	ATPase inhibitor	4.10, 1.87	26.72	2.18, 0.60	5.67	4.45	7.82	21.42	18.65	10.30	93.66	65.90	26.67	4.03	32.75	13.45	19.18	87.17	33.15	-20.59	16.63	70.58	88.19	63.85	63.26	98.73	1.90	51.27	0.00	93.55	26.77	61.27
BRD-K86003836	CP	flubendazole	acetylcholinesterase inhibitor, microtubule inhibitor, tubulin inhibitor	TUBB	Tubulin inhibitor	6.73, 3.59	26.72	0.89, 0.45	20.39	46.73	37.55	18.55	11.49	37.40	11.55	61.39	77.30	97.36	12.82	26.65	-0.03	66.80	9.08	29.89	24.72	1.23	31.77	26.78	14.37	98.84	0.28	4.69	23.63	42.59	40.04	38.77
BRD-A47513740	CP	calyculin	protein phosphatase inhibitor	PPP1CA, PPP1CC, PPP2CA		3.63, 1.21	26.68	2.60, 0.66	50.41	25.06	26.59	19.59	20.06	69.32	31.56	44.21	22.39	49.61	64.39	95.69	13.94	86.54	61.06	13.25	6.89	5.47	33.61	6.26	7.41	74.76	32.61	8.39	87.54	26.77	19.14	0.00
BRD-K63516691	CP	T-0156	phosphodiesterase inhibitor	PDE5A		4.10, 1.49	26.68	1.10, 0.40	59.76	25.96	24.42	57.19	27.40	43.56	17.13	51.43	76.05	13.87	84.03	96.88	14.05	20.34	56.01	54.70	35.88	57.44	14.35	80.02	6.47	19.11	15.30	8.87	76.61	25.89	15.50	3.14
BRD-A80793822	CP	pemoline	non-narcotic dopaminergic compound			3.23, 2.42	26.65	0.68, 0.18	23.32	66.06	42.08	20.24	12.56	74.03	96.38	36.13	54.35	23.83	71.68	62.24	5.14	2.40	50.08	23.81	14.86	14.89	29.58	60.45	10.29	2.18	29.47	3.14	75.43	23.40	15.69	59.60
BRD-A42831637	CP	tetrahydrocannabinol-7-oic-acid	analgesic, anti-inflammatory			4.03, 2.02	26.55	1.08, 0.25	26.30	26.27	46.75	16.00	78.04	8.78	26.79	31.63	14.81	79.25	-8.23	94.07	12.45	7.48	51.55	16.83	19.04	58.19	92.71	75.83	65.72	13.14	-3.44	3.77	51.32	15.61	42.20	41.30
BRD-K84709232	CP	caffeic-acid	lipoxygenase inhibitor, HIV integrase inhibitor, NFkB pathway inhibitor, nitric oxide production inhibitor, PPAR receptor modulator, tumor necrosis factor production inhibitor	ALOX5, MIF, RELA, TNF		2.24, 1.12	26.52	1.24, 0.43	5.07	9.96	24.48	59.06	17.32	21.02	6.21	70.75	25.89	36.55	9.55	60.45	66.04	92.56	27.62	11.27	12.93	16.87	23.53	67.04	38.49	27.15	16.91	51.12	42.80	86.93	75.10	-32.17
BRD-K56064827	CP	EI-273	PKC inhibitor	PRKCA, PRKCG		5.60, 4.10	26.45	2.13, 0.88	18.69	1.97	57.67	23.70	9.66	29.11	92.96	35.39	43.46	15.43	23.78	29.58	-1.13	-1.83	97.64	70.61	22.50	60.37	17.74	0.88	98.61	4.28	47.78	0.18	59.53	13.33	99.47	58.64
BRD-A01295252	CP	trans-7-hydroxy-pipat	dopamine receptor ligand			5.97, 2.61	26.31	0.77, 0.33	99.19	6.01	38.08	66.15	-9.02	84.10	5.00	16.40	14.97	19.26	18.77	74.23	1.16	-10.99	55.69	64.79	1.62	44.39	39.50	89.57	48.89	52.86	22.09	1.62	67.02	23.16	29.47	21.52
BRD-K50495309	CP	SRC-kinase-inhibitor-I	src inhibitor	CSK, LCK, RIPK2		3.23, 2.02	26.30	0.85, 0.39	27.18	34.70	22.21	22.39	12.80	22.98	28.08	-5.32	50.70	13.57	32.86	98.17	2.04	11.32	49.39	21.58	65.11	14.53	73.86	17.43	25.41	44.68	35.57	-1.76	55.88	6.89	27.49	54.86
BRD-K70881766	CP	solanine	acetylcholinesterase inhibitor			6.72, 4.10	26.30	0.63, 0.15	50.31	15.74	67.60	69.80	37.58	15.72	25.10	7.34	37.79	65.53	26.41	88.66	-1.62	-2.52	12.57	43.57	97.63	8.54	73.88	26.18	3.81	12.86	28.69	14.26	-9.90	7.83	93.35	91.21
BRD-K13571841	CP	pepstatin	aspartic protease inhibitor	CTSB, CTSD, CTSL, REN		8.87, 5.24	26.28	2.32, 0.85	67.95	27.18	22.43	16.11	4.74	44.24	40.97	8.09	32.79	34.89	18.78	99.75	8.48	7.99	99.86	14.60	-38.37	63.01	92.25	25.38	99.26	17.10	50.40	-5.20	50.43	22.63	7.27	99.07
BRD-K39569857	CP	avrainvillamide-analog-3	nucleophosmin inhibitor	NPM1	Nucleophosmin inhibitor	1.25, 0.00	26.23	0.43, 0.32	40.04	15.74	45.34	14.79	22.85	36.43	19.40	32.98	16.81	15.25	27.03	52.47	4.92	32.99	32.23	48.22	35.74	7.99	61.06	2.20	59.45	65.24	25.42	7.24	5.67	6.23	48.72	1.16
BRD-A54029483	CP	IRL-2500	endothelin receptor antagonist	EDNRB		2.61, 1.87	26.22	1.14, 0.35	57.68	82.74	27.32	19.29	5.18	13.66	78.26	87.38	39.07	21.30	47.36	87.52	8.92	1.59	-0.39	63.39	83.63	3.82	15.02	70.63	3.56	31.96	47.87	0.07	66.35	7.86	25.11	7.69
BRD-A38749782	CP	fludrocortisone	glucocorticoid receptor agonist, mineralocorticoid receptor agonist	NR3C2, AR, NR3C1	Glucocorticoid receptor agonist	4.44, 2.42	26.19	1.64, 0.57	37.89	42.83	-35.86	64.08	14.54	45.39	12.03	17.40	20.17	-4.98	16.41	99.86	1.13	0.97	48.83	-19.80	8.51	46.12	32.20	36.39	36.03	15.16	-20.89	85.20	70.08	14.39	55.09	33.91
BRD-K32107296	CP	temozolomide	DNA alkylating drug, DNA damage inducer, DNA inhibitor, topoisomerase inhibitor	TOP2A		4.10, 2.61	26.17	0.50, 0.16	67.75	18.29	27.68	12.77	11.39	49.36	73.05	-2.63	93.59	59.54	26.53	90.74	-1.13	-15.17	91.69	14.53	57.70	3.30	25.81	72.44	7.14	-14.41	60.45	1.69	26.84	-7.58	86.86	18.42
BRD-K57926513	CP	tyrphostin-AG-1295	FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor	FLT3, KDR, PDGFRA, PDGFRB		3.73, 1.87	26.09	1.66, 0.44	25.98	2.23	90.53	22.43	29.24	42.69	68.87	86.64	89.62	61.40	62.05	65.89	2.43	1.34	24.63	59.91	76.72	7.27	15.86	5.24	12.06	13.01	85.71	-50.63	4.76	8.13	86.63	26.21
BRD-K18518344	CP	digitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	4.84, 2.02	25.97	2.61, 0.56	20.74	10.24	-8.17	3.38	80.99	42.55	44.88	-26.23	24.65	60.65	8.22	83.98	6.08	89.28	80.64	27.28	14.35	14.07	82.03	47.63	29.55	98.73	20.08	13.06	34.03	86.89	-24.77	21.86
BRD-A80960055	CP	celastrol	anti-inflammatory agent, antioxidant, HSP90 Inhibitor, NFKB pathway inhibitor, topoisomerase inhibitor	IL1B, TNF	Topoisomerase inhibitor	3.36, 1.12	25.93	1.88, 0.49	24.96	26.90	-22.77	65.93	71.24	53.40	65.10	5.00	9.67	-56.57	45.99	-26.10	0.77	43.78	69.79	37.79	0.00	18.44	88.65	71.38	71.90	55.04	-2.96	4.87	63.69	10.58	1.48	1.82
BRD-A93000692	CP	ciglitazone	PPAR receptor agonist, insulin sensitizer	PPARG, INS	PPAR receptor agonist	3.36, 1.87	25.92	0.66, 0.22	74.93	33.28	14.37	74.61	20.37	75.94	18.35	65.58	64.76	8.68	51.33	51.29	8.64	7.38	24.94	17.51	47.34	42.44	94.01	81.51	14.49	-41.83	20.14	26.90	12.54	23.36	95.95	5.12
BRD-A13133631	CP	fluorometholone	corticosteroid agonist, glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	4.03, 1.21	25.77	1.45, 0.72	56.75	17.11	24.64	61.85	26.91	14.47	98.03	30.19	11.16	2.36	7.51	58.75	24.11	14.67	32.54	29.92	-21.54	41.00	70.66	18.88	96.90	33.51	15.84	88.31	12.57	17.22	78.81	15.30
BRD-K43797669	CP	genistein	tyrosine kinase inhibitor, angiogenesis inhibitor, CFTR channel activator, EGFR inhibitor, estrogen receptor agonist, histidine kinase inhibitor, immunosuppressant, isoflavone agonist, protein tyrosine kinase inhibitor, reducing agent, topoisomerase inhibitor	CFTR, ESR2, EGFR, ESR1, ESRRA, ESRRB, ESRRG, NCOA1, NCOA2, PPARG, PTK2B, TOP2A, TRPC5		0.75, 0.37	25.75	0.38, 0.34	61.37	21.98	21.73	24.22	40.45	38.13	22.69	27.28	17.06	36.17	51.41	73.35	2.23	9.68	52.13	42.82	18.17	18.44	37.98	31.63	33.02	17.51	23.85	6.06	28.71	6.02	40.69	19.16
BRD-K55424922	CP	anpirtoline	serotonin receptor agonist, serotonin receptor antagonist	HTR1B, HTR3A		3.23, 2.42	25.74	1.08, 0.35	85.13	5.29	77.24	5.67	9.24	18.76	58.26	81.91	66.72	58.41	25.00	93.29	21.92	1.73	64.20	20.40	38.67	10.13	60.01	36.67	27.93	0.00	18.43	15.10	26.49	12.52	71.88	23.49
BRD-K59633790	CP	VU-0420363-1	SARS coronavirus 3C-like protease inhibitor			6.22, 3.73	25.73	1.59, 0.39	24.14	3.52	78.86	3.74	-3.88	28.39	27.83	24.04	3.95	57.92	61.36	-2.70	25.66	4.23	97.56	35.83	79.67	-6.73	-10.37	48.52	25.80	15.42	98.91	-3.77	27.94	12.23	40.08	40.23
BRD-K28907958	CP	CD-437	RAR agonist, retinoid receptor agonist	RARG		5.22, 3.36	25.57	3.42, 0.89	17.04	7.49	10.23	25.10	17.48	2.57	28.72	96.30	20.19	-71.76	58.48	26.03	57.47	99.08	56.47	18.00	21.86	48.24	79.30	17.22	53.67	97.21	13.76	34.14	17.14	99.47	0.85	29.11
BRD-K55991774	CP	BAS-09104376	HIV integrase inhibitor			5.22, 2.61	25.52	1.69, 0.53	50.79	2.15	95.78	-3.91	39.48	1.52	10.72	72.62	11.65	69.96	63.17	58.75	-14.62	7.37	9.95	78.58	95.89	-9.82	63.21	10.74	-7.80	41.87	99.22	-52.18	39.39	0.53	2.92	76.04
BRD-K29733039	CP	deforolimus	mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, serine/threonine kinase inhibitor, VEGFR antagonist	MTOR	MTOR inhibitor	3.36, 1.12	25.49	1.78, 0.55	63.80	4.02	52.14	9.77	12.19	3.24	56.85	79.87	14.37	48.31	4.47	35.77	9.36	0.88	41.26	34.92	18.74	17.27	-44.35	9.44	86.87	10.45	46.69	91.51	67.69	24.41	32.86	26.57
BRD-A01317026	CP	7,8-dihydro-L-biopterin	dihydroneopterin aldolase inhibitor	NOS2, TPH1		5.60, 4.10	25.39	0.86, 0.26	28.69	30.48	83.96	78.23	17.03	8.06	69.45	8.95	-16.81	13.18	-3.74	-73.93	-12.30	1.73	42.21	16.67	37.27	33.75	81.71	69.85	81.65	22.09	76.05	0.53	17.16	1.80	66.45	37.91
BRD-K06792661	CP	narciclasine	coflilin signaling pathway activator, LIM kinase activator, ROCK activator	RHOA		3.73, 1.49	25.38	3.52, 0.82	7.06	13.90	15.59	18.77	42.88	7.73	68.24	19.45	22.12	18.71	26.06	33.61	0.00	93.34	26.67	7.55	3.65	69.39	24.69	20.11	69.13	94.92	15.22	39.10	32.94	89.99	44.47	49.25
BRD-K08703257	CP	3-amino-benzamide	PARP inhibitor	PARP1		1.87, 0.75	25.29	0.92, 0.16	64.63	16.86	70.10	23.95	15.03	26.62	16.33	74.49	20.13	62.51	37.66	77.71	13.86	-10.93	32.30	66.72	52.88	2.71	2.25	29.75	2.43	7.39	83.30	-49.04	35.77	4.23	56.50	12.91
BRD-K73319509	CP	PF-04217903	c-Met inhibitor, hepatocyte growth factor receptor inhibitor	MET		4.85, 2.24	25.17	0.63, 0.16	39.36	50.31	28.50	79.54	49.98	15.76	8.88	46.56	-28.10	15.47	42.01	99.44	0.60	-36.45	43.66	-39.07	13.83	21.32	47.07	77.36	25.83	3.03	-77.04	5.63	24.51	-5.81	35.22	43.48
BRD-K07996107	CP	harpagoside	acetylcholinesterase inhibitor	ACHE		4.48, 2.61	25.15	0.94, 0.26	3.86	3.58	57.90	7.36	51.13	0.46	31.25	8.96	40.50	68.07	19.53	94.34	0.14	0.00	70.92	89.17	89.06	28.50	49.64	12.34	8.46	52.93	50.32	15.47	5.64	19.27	79.79	21.80
BRD-K85133207	CP	HDAC1-selective	HDAC inhibitor			1.67, 0.42	25.10	0.35, 0.22	33.21	14.77	40.86	4.97	2.08	12.25	26.00	57.04	16.98	36.61	58.23	35.19	5.14	12.80	33.59	50.74	29.52	13.85	24.20	13.20	62.07	10.60	45.86	2.53	54.38	7.46	49.24	20.56
BRD-K41170226	CP	deoxycholic-acid	biliverdin reductase A activator, G protein coupled receptor agonist, unidentified pharmacological activity	GPBAR1, EFTUD1, FPR1		5.97, 2.99	25.09	0.91, 0.28	17.58	50.55	31.80	-1.85	39.62	90.59	36.72	82.57	22.05	41.23	78.80	18.65	5.62	-16.25	71.04	16.84	90.90	23.74	89.39	31.88	21.86	21.26	12.85	-0.11	72.59	0.56	5.92	26.44
BRD-K30097969	CP	pitavastatin	HMGCR inhibitor, apolipoprotein expression enhancer, osteopontin expression inhibitor	HMGCR, APOA1, CYP2C8	HMGCR inhibitor	2.99, 1.87	25.07	2.19, 0.43	53.19	23.96	7.29	54.91	84.74	34.94	37.51	0.00	76.90	12.43	-18.14	14.73	17.86	46.29	93.27	15.14	4.74	18.62	22.04	72.01	94.58	26.19	-48.42	79.31	31.51	18.00	2.01	29.94
BRD-K64890080	CP	BI-2536	PLK inhibitor, apoptosis stimulant, cell cycle inhibitor, protein kinase inhibitor	PLK1, BRD4, PLK2, PLK3	Bromodomain Inhibitor	1.87, 0.00	25.06	1.49, 0.56	17.20	5.19	0.00	13.79	39.52	40.10	33.93	-33.31	8.24	23.72	48.79	28.33	86.13	90.51	5.57	27.63	21.26	47.57	31.35	26.41	44.14	20.22	-9.81	91.42	14.78	86.30	-0.85	3.91
BRD-K10573841	CP	tunicamycin	GLCNAC phosphotransferase inhibitor	GNPTAB		5.65, 2.82	25.06	2.39, 0.75	17.91	27.06	25.84	15.80	70.48	-23.96	48.97	98.56	11.31	-17.68	12.19	-59.47	52.35	99.30	71.88	17.65	0.00	70.03	54.24	5.68	73.64	97.56	20.79	91.83	12.28	97.43	24.28	1.30
BRD-K92991072	CP	PAC-1	caspase activator	CASP3		4.10, 1.12	25.05	1.80, 0.50	27.99	2.71	21.16	23.69	13.67	-0.42	22.89	37.59	-13.84	9.37	11.56	23.55	77.77	88.72	72.91	6.10	12.03	48.41	26.41	27.12	95.58	28.92	10.29	83.46	10.56	87.87	91.54	31.68
BRD-K74761218	CP	WT-171	HDAC inhibitor	HDAC6		1.21, 0.00	25.02	1.70, 0.59	8.01	5.99	24.15	14.18	12.41	16.55	48.51	41.67	15.64	10.62	13.53	25.89	82.14	82.06	43.72	54.64	3.45	65.17	18.06	14.08	83.99	31.45	15.31	90.63	15.55	59.57	28.95	29.21
BRD-K13211965	CP	L-741742	dopamine receptor antagonist	DRD4, DRD3, SCN1A, SCN3A		5.65, 4.03	25.02	1.61, 0.43	63.50	10.35	-18.88	65.59	25.88	2.19	25.92	15.38	24.36	5.98	23.34	99.93	25.67	62.94	54.52	7.10	-92.48	3.80	85.79	84.00	33.05	40.24	-13.13	28.74	19.68	33.34	24.16	15.28
BRD-A68039575	CP	liquiritigenin	aromatase inhibitor	CYP19A1		4.44, 0.81	24.99	1.30, 0.45	12.66	22.88	17.64	25.56	12.33	65.29	24.53	29.04	75.76	21.59	45.04	95.43	3.63	1.87	15.58	25.98	6.41	19.69	26.12	48.45	96.70	25.45	-2.89	1.41	44.94	14.44	99.05	36.97
BRD-K91696562	CP	orantinib	PDGFR tyrosine kinase receptor inhibitor, FGFR inhibitor, VEGFR inhibitor, angiogenesis inhibitor, apoptosis stimulant, Aurora kinase inhibitor, FGFR antagonist, fibroblast growth factor receptor (FGFR) antagonist, fibroblast growth factor receptor inhibitor, kinase insert domain receptor inhibitor, platelet-derived growth factor receptor (PDGFR) inhibitor, serine/threonine kinase inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR antagonist	PDGFRB, AURKA, AURKB, KDR, EGFR, FGFR1, FGFR2, PDGFRA, TBK1	FGFR inhibitor	2.61, 1.87	24.96	0.91, 0.41	64.27	-7.38	41.54	14.43	32.19	12.24	13.18	76.01	73.60	43.04	38.55	97.19	17.73	-34.69	33.95	81.77	56.74	-22.61	1.55	10.16	-36.10	3.49	85.30	-8.02	38.66	-0.56	38.83	1.90
BRD-K58299615	CP	RO-90-7501	amyloid precursor protein inhibitor, beta amyloid aggregation inhibitor	APP		4.03, 0.81	24.88	1.18, 0.27	75.99	25.42	-58.31	12.71	96.57	50.97	17.76	14.81	17.47	5.92	64.29	93.10	22.44	13.09	31.43	34.59	59.01	57.33	87.90	24.34	6.42	31.63	-17.76	5.40	57.02	11.90	30.65	18.72
BRD-K12260308	CP	xanthoxyline	plant-derived antifungal			6.34, 2.24	24.88	0.93, 0.28	83.57	24.83	24.92	39.77	96.94	81.63	77.32	17.21	93.39	59.05	18.17	6.89	0.00	-67.71	23.78	11.71	9.19	25.28	87.84	62.50	21.80	66.65	-31.63	0.18	97.46	23.27	59.16	1.13
BRD-A83855350	CP	naltrexone	opioid receptor antagonist, opioid receptor ligand	OPRK1, OPRM1, OPRD1, SIGMAR1		2.82, 2.02	24.84	1.51, 0.63	54.68	12.58	17.93	11.95	37.08	12.43	35.18	9.77	59.77	45.53	-15.55	99.68	1.88	1.06	92.08	17.88	10.03	41.33	13.20	8.00	38.41	31.75	46.38	-0.32	54.00	5.67	34.84	94.17
BRD-K37130656	CP	rivaroxaban	coagulation factor inhibitor, coagulation inhibitor, serine protease inhibitor	F10, CYP2J2, CYP3A5		2.61, 1.12	24.77	0.91, 0.38	10.53	16.27	90.60	65.68	5.81	53.90	14.80	10.01	49.25	90.90	19.20	27.98	3.31	-75.81	58.74	52.21	81.18	-5.61	3.74	27.32	22.23	4.33	85.30	-15.73	30.96	0.49	66.91	65.44
BRD-K84895041	CP	BMY-45778	IP1 prostacyclin receptor agonist	PTGIR		2.42, 0.40	24.76	1.58, 0.56	4.73	2.42	83.85	42.40	52.45	17.25	4.02	92.83	20.17	36.79	18.43	31.73	25.30	85.98	3.34	15.90	39.64	3.59	32.94	19.94	25.83	91.58	21.95	5.66	24.22	73.03	37.63	-58.68
BRD-A50737080	CP	CGK-733	ATM kinase inhibitor, ATR kinase inhibitor	ATM, ATR		10.07, 4.10	24.74	2.44, 0.64	9.10	13.90	18.41	28.59	41.26	10.26	6.41	99.93	10.30	4.25	7.74	-25.16	92.48	99.51	17.53	13.17	2.01	98.57	28.50	28.11	88.31	98.26	21.38	96.37	35.85	97.89	64.56	12.58
BRD-A87848830	CP	bimatoprost	prostanoid receptor agonist	PTGFR, AKR1C3, PTGER1, PTGER3		8.87, 5.24	24.71	1.51, 0.40	15.45	69.12	49.03	4.20	9.07	9.23	15.95	27.02	-6.61	4.33	99.05	49.22	0.42	5.73	6.01	23.69	57.91	97.36	25.07	55.45	27.90	95.00	45.99	4.73	99.93	24.35	-18.62	45.80
BRD-K54256913	CP	MK-1775	wee1 kinase inhibitor	WEE1		5.22, 2.61	24.69	1.75, 0.60	32.38	21.34	50.66	10.98	39.08	91.65	74.53	8.88	26.54	98.13	12.37	15.32	1.41	71.72	43.54	7.12	32.77	3.59	-15.85	16.02	80.04	88.06	14.35	13.52	22.84	40.06	65.85	4.33
BRD-K84175871	CP	pseudoephedrine	histamine receptor antagonist, interleukin expression inhibitor, tumor necrosis factor expression inhibitor	ADRA1A, ADRA2A, ADRB1, ADRB2, ATF1, ATF2, ATF3, ATF4, ATF5, ATF6, ATF7, CXCL8, FOS, HRH1, IL2, JDP2, JUN, NFATC1, SLC6A2, SLC6A3, SLC6A4, TNF		4.85, 3.36	24.66	1.17, 0.32	96.36	27.71	84.51	87.51	11.70	15.45	35.89	22.93	5.36	84.44	6.99	46.40	2.43	-21.58	24.80	96.65	72.26	6.36	81.52	87.89	24.53	3.16	85.08	-0.07	18.38	13.31	98.84	19.45
BRD-K07220430	CP	cinnarizine	calcium ion channel antagonist, histamine receptor antagonist	HRH1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5		2.24, 1.12	24.57	1.07, 0.45	9.35	50.20	45.75	39.35	25.76	27.13	46.28	72.64	65.03	0.46	68.25	96.63	1.81	2.89	18.86	-15.34	5.88	16.81	18.65	89.28	45.40	18.23	23.37	7.63	79.15	12.05	28.23	19.07
BRD-A16478930	CP	amcinonide	corticosteroid agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant	NR3C1, ANXA1	Glucocorticoid receptor agonist	2.82, 2.02	24.49	1.53, 0.59	7.15	25.75	61.48	-21.72	9.17	14.44	20.50	38.66	7.43	-4.17	53.22	76.87	7.58	2.70	26.51	47.61	16.78	23.05	85.51	6.04	85.25	82.27	52.37	23.23	86.06	49.86	34.10	4.86
