#1.3
2429	24	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K79254416-summary	BRD-K48722258-summary	BRD-A93424738-summary	BRD-A13188892-summary	BRD-A69636825-summary	BRD-K22031190-summary	BRD-K62363391-summary	BRD-A51820102-summary	BRD-K43887077-summary	BRD-K71103788-summary	BRD-K33211335-summary	BRD-A46179541-summary	BRD-A94756469-summary	BRD-K81272440-summary	BRD-A35108200-summary	BRD-K92093830-summary	BRD-K73109821-summary	BRD-K97158071-summary	BRD-A92537424-summary	BRD-K06878038-summary	BRD-K49328571-summary	BRD-A29734509-summary	BRD-K05673000-summary	BRD-K08252256-summary
BRD-K18895904	CP	olanzapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR2C, DRD1, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR6, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C8, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH2, HRH4, HTR1F, HTR2B, HTR3A, HTR5A		4.71, 4.19	24.73	0.57, 0.17	27.25	43.83	0.03	-85.39	50.48	11.80	35.72	-9.50	64.62	34.32	16.10	20.07	5.86	49.86	53.68	12.15	-0.49	14.33	41.38	98.75	31.94	22.22	35.69	12.29
BRD-K83963101	CP	MLN-8054	Aurora kinase inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA		3.02, 1.72	24.70	1.11, 0.33	66.03	2.22	0.18	-4.19	95.11	65.40	23.61	3.55	92.70	92.47	33.59	19.37	10.16	87.39	58.80	16.75	51.09	25.79	1.59	89.14	22.14	13.03	74.51	9.58
BRD-A37052580	CP	physostigmine	acetylcholinesterase inhibitor, cholinesterase inhibitor	ACHE, BCHE		5.76, 4.19	24.70	0.83, 0.26	17.54	0.56	-26.35	13.73	-44.88	78.99	78.87	56.63	56.05	40.77	55.97	27.49	8.97	5.74	11.62	22.10	-13.12	27.47	52.35	99.51	27.29	-41.00	65.17	-99.44
BRD-A55369275	CP	CGP-54626	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8		4.69, 1.88	24.57	1.74, 0.64	67.88	84.57	4.27	66.87	47.54	4.20	72.40	12.93	22.69	12.36	25.66	49.22	11.37	12.68	23.49	4.99	9.83	97.36	28.64	29.59	15.59	22.44	72.65	98.32
BRD-K13356952	CP	methazolamide	carbonic anhydrase inhibitor, insulin sensitizer	CA1, CA2, CA4, CA7, CA12, CA14, INS		7.04, 4.23	24.43	1.56, 0.56	27.12	0.63	5.05	55.27	93.77	3.10	72.17	4.91	99.51	72.65	92.43	29.25	3.56	72.41	41.01	3.98	15.19	9.59	52.82	99.19	1.02	13.27	21.73	12.45
BRD-K43245338	CP	MDL-28170	calpain inhibitor, cathepsin inhibitor	CAPN1, CTSB, CTSL		6.90, 3.45	24.39	1.06, 0.32	87.36	14.96	11.34	87.54	91.66	59.94	96.25	40.46	11.48	26.39	13.46	12.33	8.26	98.48	-17.72	19.09	94.93	22.40	31.22	68.48	5.99	-5.81	82.39	6.11
BRD-K61269089	CP	daphnetin	protein kinase inhibitor			1.41, 0.94	24.30	1.07, 0.32	54.60	85.14	24.84	-8.23	16.64	24.51	84.28	68.92	52.10	6.16	19.47	94.10	4.37	24.46	24.14	13.01	9.05	14.46	4.72	69.95	15.00	60.70	25.74	15.58
BRD-K82109576	CP	vincristine	tubulin inhibitor, microtubule inhibitor, microtubule polymerization inhibitor, tubulin polymerisation inhibitor, vinca alkaloid	TUBB, TUBA4A	Tubulin inhibitor	4.19, 1.57	24.28	1.57, 0.50	1.52	71.51	13.56	41.22	46.97	45.42	74.10	-24.66	-56.04	35.03	2.82	26.63	94.26	16.03	13.66	-39.23	13.90	23.26	0.11	72.86	5.67	25.31	72.14	43.33
BRD-K30990140	CP	FR-122047	cyclooxygenase inhibitor			3.02, 0.43	24.18	0.48, 0.23	48.29	23.48	-0.11	81.58	79.21	2.89	25.82	69.60	43.67	4.57	74.62	25.92	3.21	17.33	-6.90	24.89	13.51	39.60	51.68	-71.23	8.82	12.84	60.52	21.99
BRD-K30677119	CP	PP-30	RAF inhibitor	RAF1		2.16, 0.86	24.16	1.25, 0.48	36.21	58.25	3.21	11.45	-12.26	77.29	51.94	15.08	23.25	10.85	9.89	77.58	1.09	27.48	-83.40	91.68	25.07	9.35	16.62	56.63	89.52	9.49	43.49	27.42
BRD-K91696562	CP	orantinib	PDGFR tyrosine kinase receptor inhibitor, FGFR inhibitor, VEGFR inhibitor, angiogenesis inhibitor, apoptosis stimulant, Aurora kinase inhibitor, FGFR antagonist, fibroblast growth factor receptor (FGFR) antagonist, fibroblast growth factor receptor inhibitor, kinase insert domain receptor inhibitor, platelet-derived growth factor receptor (PDGFR) inhibitor, serine/threonine kinase inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR antagonist	PDGFRB, AURKA, AURKB, KDR, EGFR, FGFR1, FGFR2, PDGFRA, TBK1	FGFR inhibitor	5.17, 3.45	24.13	0.91, 0.41	24.84	2.74	11.25	88.17	83.00	15.06	89.97	26.62	36.25	34.02	1.62	5.18	-9.32	-1.30	69.35	-5.56	23.41	12.10	68.96	86.27	8.56	83.92	94.43	2.33
BRD-M16762496	CP	PIK-75	DNA protein kinase inhibitor, P110 inhibitor, Phosphatidylinositol 3-kinase (PI3K) inhibitor, PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC	PI3K inhibitor	6.47, 4.31	24.10	1.86, 0.69	82.07	33.45	25.66	57.20	3.53	60.56	18.99	1.09	34.17	0.14	18.92	36.57	0.00	2.89	22.55	99.19	39.64	10.64	-70.22	-2.82	5.36	51.17	76.42	89.59
BRD-K59773493	CP	benzohydroxamic-acid	metal chelator, anti bacterial			0.00, 0.00	23.98	0.43, 0.34	45.26	72.01	33.83	55.97	1.55	46.70	36.74	15.86	13.59	10.29	10.86	25.41	12.81	3.56	22.55	14.13	15.31	25.41	44.42	75.18	18.94	9.32	51.24	35.32
BRD-K43796186	CP	benzyl-quinazolin-4-yl-amine	epidermal growth factor receptor (EGFR) inhibitor	EGFR		2.35, 0.47	23.94	0.90, 0.36	36.78	-27.02	58.04	50.99	60.04	19.31	40.06	19.11	25.12	9.51	15.80	20.00	77.26	7.11	13.63	27.37	15.31	20.08	50.30	-36.84	70.64	22.76	73.24	36.31
BRD-K50387473	CP	XMD-892	MAP kinase inhibitor, BMK inhibitor, leucine rich repeat kinase inhibitor	MAPK7, DCLK2, LRRK2, PLK4, TNK1	Bromodomain Inhibitor, Leucine rich repeat kinase inhibitor	6.90, 2.16	23.93	1.06, 0.53	19.53	99.22	36.83	50.14	24.89	18.09	75.47	0.95	49.12	7.31	21.29	42.71	76.75	42.82	43.39	90.82	7.17	11.18	4.97	-5.52	52.19	12.72	13.43	22.98
BRD-K72034655	CP	peucedanin	apoptosis inducer, antileukemic			1.69, 0.85	23.88	1.21, 0.50	14.85	40.93	38.88	-24.72	39.80	71.14	22.88	96.72	85.64	-1.16	24.26	-18.12	8.35	44.94	-42.07	-16.17	46.35	69.66	24.38	14.03	-9.20	31.90	23.49	20.23
BRD-K97354755	CP	SU-6656	src inhibitor	LYN, AURKB, AURKC, BRSK2, CALM1, CAMK2D, LCK, RET, SRC, YES1		5.93, 4.24	23.86	1.23, 0.32	14.10	12.23	25.73	-18.22	49.08	22.00	-34.42	-0.46	-0.85	5.75	19.92	7.96	59.11	67.33	21.03	85.29	99.54	-6.86	86.42	39.93	70.62	74.66	93.35	98.16
BRD-K52751261	CP	TAK-715	p38 MAPK inhibitor, tumor necrosis factor production inhibitor	MAPK14, TNF	P38 MAPK inhibitor	5.17, 1.29	23.82	0.60, 0.20	25.41	8.67	46.30	-45.30	12.81	68.93	23.58	3.80	24.07	4.65	53.60	31.25	0.00	-6.77	60.64	25.09	-6.87	14.83	31.24	71.91	22.86	64.27	-17.67	88.84
BRD-K78659596	CP	MLN-2238	proteasome inhibitor	PSMB1	Proteasome inhibitor	0.00, 0.00	23.75	2.44, 0.85	38.21	68.14	42.03	81.37	9.46	11.23	0.00	5.50	11.46	2.82	0.70	55.95	92.20	5.11	28.62	58.30	13.41	60.80	42.90	31.75	55.69	3.98	18.88	7.81
BRD-K98490050	CP	amsacrine	topoisomerase inhibitor, DNA intercalating drug	TOP2A, KCNH2	Topoisomerase inhibitor	3.02, 1.29	23.62	2.77, 0.68	68.00	90.35	57.40	20.03	-26.65	6.71	52.37	22.11	42.20	5.41	-53.75	32.86	96.97	8.39	17.22	96.69	6.40	38.98	14.13	52.01	-4.19	25.12	25.70	10.22
BRD-K43405658	CP	tyrphostin-AG-527	protein tyrosine kinase inhibitor	EGFR		1.88, 1.41	23.58	1.23, 0.41	4.47	90.20	44.90	15.87	38.50	17.91	45.45	-2.54	9.14	11.72	27.12	78.57	62.54	-13.96	84.87	17.12	7.23	50.49	15.51	20.04	18.96	37.08	46.14	36.57
BRD-A77050075	CP	heraclenol	furocoumarin compound with antiproliferative activity at G2/M phase			4.31, 1.29	23.57	1.02, 0.30	72.83	27.31	20.64	5.60	-0.63	81.09	63.35	1.23	32.84	-7.87	11.58	26.70	1.13	93.25	24.46	68.36	22.69	22.20	15.03	96.87	31.91	1.87	70.43	19.60
BRD-M86331534	CP	pyrvinium-pamoate	AKT inhibitor, androgen receptor (AR) inhibitor, androgen receptor antagonist	AR		3.02, 1.72	23.34	2.96, 0.81	24.93	87.23	27.93	43.86	12.32	32.50	57.18	3.52	2.47	68.90	-22.44	21.75	98.45	3.63	-9.04	79.20	13.12	29.90	13.25	-2.48	58.00	33.10	16.33	13.67
BRD-K04853698	CP	LDN-193189	ALK inhibitor, serine/threonine protein kinase inhibitor	ACVR1, BMPR1A		4.89, 3.80	23.33	4.48, 1.43	6.71	36.08	30.95	67.19	64.88	66.44	34.41	51.20	-44.83	3.42	15.31	7.19	98.52	4.47	36.19	3.99	5.10	8.34	-68.18	15.70	-3.95	91.03	59.14	97.57
BRD-K14550461	CP	doxercalciferol	vitamin D receptor agonist	VDR	Vitamin D receptor agonist	4.69, 3.29	23.30	1.52, 0.33	4.47	4.04	35.14	65.88	85.46	68.96	88.34	13.29	50.45	-5.08	46.95	25.31	43.79	1.27	15.96	4.05	21.28	3.75	-9.01	75.07	16.64	-8.68	95.81	36.94
BRD-K17823458	CP	danoprevir	HCV inhibitor, serine protease inhibitor			2.16, 0.86	23.17	0.92, 0.30	31.36	-0.46	0.11	26.75	21.36	-35.54	33.91	22.12	67.29	20.25	92.91	26.52	-1.83	79.71	25.25	-26.35	24.22	14.91	40.17	94.39	0.00	32.32	16.21	-2.71
BRD-A62071884	CP	siguazodan	histamine receptor antagonist, phosphodiesterase inhibitor	PDE3A		5.60, 2.59	23.16	1.00, 0.30	42.78	23.18	2.86	83.83	23.15	98.11	97.05	54.28	22.17	76.93	7.72	47.63	-5.11	46.66	14.93	45.10	7.06	11.47	41.15	97.49	14.88	18.34	22.96	4.55
BRD-K56614220	CP	clofazimine	GK0582 inhibitor			5.24, 3.14	23.15	0.64, 0.17	12.68	7.86	0.49	53.46	65.45	62.52	5.53	3.03	22.51	95.81	35.34	45.85	16.48	68.69	15.65	-6.73	20.63	45.91	71.05	65.79	22.00	4.72	92.65	23.80
BRD-K54256913	CP	MK-1775	wee1 kinase inhibitor	WEE1		2.59, 0.43	23.10	1.75, 0.60	16.92	51.12	24.16	-41.22	9.24	8.57	16.03	22.05	3.88	77.22	75.99	33.24	89.96	7.59	32.15	21.34	6.72	31.61	37.29	19.23	68.68	32.92	-45.12	31.76
BRD-A68631409	CP	evodiamine	ATPase inhibitor, TRPV agonist	TRPV1		4.31, 1.72	23.10	0.84, 0.34	12.43	-9.85	22.21	-8.82	13.12	-28.08	45.14	58.64	70.91	11.68	28.00	29.95	-19.36	29.07	92.15	-7.33	56.87	22.99	44.08	44.75	9.86	44.30	23.21	17.44
BRD-K29582115	CP	ziprasidone	dopamine receptor antagonist, serotonin receptor antagonist, norepinephrine reuptake inhibitor, serotonin receptor agonist, serotonin reuptake inhibitor	DRD2, HTR2A, HTR1A, HTR1D, HRH1, HTR1B, HTR1E, HTR2C, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD3, DRD4, DRD5, HTR3A, HTR6, SLC6A4		4.74, 3.45	22.85	1.74, 0.64	30.90	-42.76	7.28	90.32	93.87	6.90	87.03	36.30	8.32	-2.47	17.33	34.22	0.00	16.74	19.31	-3.49	26.39	99.79	90.96	76.18	0.00	17.02	72.57	31.21
BRD-K58299615	CP	RO-90-7501	amyloid precursor protein inhibitor, beta amyloid aggregation inhibitor	APP		3.76, 2.35	22.81	1.18, 0.27	80.51	56.86	6.17	97.08	90.08	75.35	51.47	-11.17	-37.68	-32.68	9.79	8.70	16.12	37.56	6.42	55.02	25.61	92.88	-13.47	-21.12	20.01	46.01	78.73	6.68
BRD-K03406345	CP	azacitidine	DNA methyltransferase inhibitor, antimetabolite, DNA methylase inhibitor, DNA synthesis inhibitor, RNA synthesis inhibitor	DNMT1		4.69, 3.29	22.78	2.08, 0.81	27.52	21.02	0.00	88.82	10.52	24.55	89.03	13.34	63.32	41.49	0.00	43.50	98.52	52.87	5.89	3.61	15.97	12.29	15.02	78.48	9.23	30.12	64.20	4.33
BRD-K92991072	CP	PAC-1	caspase activator	CASP3		2.59, 1.29	22.77	1.80, 0.50	28.18	90.88	20.51	32.42	-2.24	6.80	29.26	76.30	24.67	2.18	4.12	19.97	96.16	9.39	28.78	91.55	33.69	16.79	20.88	88.07	68.14	5.95	-14.46	20.42
BRD-K02407574	CP	parbendazole	tubulin inhibitor	TUBB	Tubulin inhibitor	3.45, 1.72	22.69	0.89, 0.42	33.41	13.41	11.64	47.39	58.32	22.74	29.46	2.75	15.67	-17.66	22.65	60.89	16.64	90.94	10.98	9.73	37.98	12.40	24.14	70.12	5.36	63.11	38.25	5.78
BRD-K53523901	CP	arctigenin	adiponectin receptor agonist, AP inhibitor, aryl hydrocarbon receptor antagonist, HIV integrase inhibitor, MEK inhibitor, NFkB pathway inhibitor, topoisomerase inhibitor	ADIPOR1, AHR, CHUK, MAP2K1		5.60, 2.16	22.58	0.69, 0.15	13.69	15.64	60.78	42.20	92.21	7.79	-10.82	70.42	82.74	13.11	95.81	17.08	76.75	8.38	61.27	25.09	20.07	10.16	9.91	95.53	52.06	13.04	11.41	25.81
BRD-A80960055	CP	celastrol	anti-inflammatory agent, antioxidant, HSP90 Inhibitor, NFKB pathway inhibitor, topoisomerase inhibitor	IL1B, TNF	Topoisomerase inhibitor	4.74, 1.72	22.54	1.88, 0.49	32.92	2.61	74.87	97.10	22.97	59.60	-30.77	66.32	0.00	-13.39	-0.91	11.64	0.78	0.62	32.63	75.61	22.11	49.39	0.78	-82.86	5.04	45.67	71.41	85.74
BRD-K17705806	CP	JTC-801	opioid receptor antagonist	OPRL1		3.50, 2.10	22.53	2.92, 0.63	13.55	91.80	11.37	95.59	35.45	67.63	12.09	84.18	21.59	1.27	2.88	23.47	98.80	4.44	6.00	4.21	49.59	63.72	68.37	0.00	54.07	12.33	65.04	21.21
BRD-A15010982	CP	HU-211	glutamate receptor antagonist, apoptosis stimulant, NFkB pathway inhibitor, reducing agent	CNR1, CNR2, GLRA1, GLRA2, GLRA3, GPR55, GRIN1, NFKB1		3.76, 3.29	22.51	2.10, 0.49	51.06	10.89	0.32	25.28	50.16	33.36	25.78	19.74	9.57	6.72	93.32	18.89	98.45	4.25	0.00	27.42	13.83	2.67	32.71	28.79	0.00	67.24	13.63	61.13
BRD-K80396088	CP	gliquidone	sulfonylurea, ATP channel blocker, ATP-sensitive potassium channel antagonist, insulin secretagogue	ABCC8, KCNJ10, KCNJ11, KCNJ8	KCNJ11 modulator	6.03, 3.02	22.45	0.72, 0.24	57.27	9.94	10.53	95.23	76.20	46.18	75.38	18.18	21.48	34.39	83.28	21.07	14.58	23.43	-11.69	10.51	19.71	4.62	94.48	95.28	5.36	18.11	88.78	96.12
BRD-K47983010	CP	BX-795	IKK inhibitor, PDK1 inhibitor, phosphoinositide dependent kinase inhibitor, serine/threonine kinase inhibitor, TBK1 inhibitor	PDPK1, CDK2, CHEK1, GSK3B, IKBKE, KDR, PDK1, TBK1	IKK inhibitor	4.74, 3.45	22.26	2.16, 0.44	20.11	56.52	12.93	24.73	10.16	8.45	32.18	33.33	21.97	7.29	0.88	-1.30	97.82	6.10	41.19	82.46	26.40	3.88	2.68	27.45	93.15	10.99	22.55	29.87
BRD-K75181824	CP	acetyl-geranygeranyl-cysteine	inhibitor of methyl esterification of geranylgeranylated proteins			3.45, 1.29	22.21	1.10, 0.38	52.79	11.58	11.70	7.86	84.87	22.82	79.69	74.06	51.00	6.68	53.49	51.93	13.32	6.98	66.36	16.70	5.81	42.91	13.00	86.67	7.39	55.28	21.15	21.60
BRD-K33226500	CP	indinavir	HIV protease inhibitor	CYP3A5	HIV protease inhibitor	3.66, 2.09	22.17	1.13, 0.28	6.34	0.46	88.50	46.00	44.69	57.10	-3.28	11.20	68.09	25.05	3.14	19.30	0.00	17.57	10.97	57.23	98.63	62.18	27.54	88.00	-2.10	11.31	68.57	4.61
BRD-K82731415	CP	olomoucine	CDK inhibitor	CDK1, CDK2, CDK5, MAPK1		4.31, 2.16	22.03	0.93, 0.22	21.28	10.54	13.05	34.35	22.88	92.46	48.60	32.28	14.72	22.78	93.15	52.32	7.82	19.61	72.62	1.76	5.47	15.88	-0.39	17.10	-4.56	72.96	61.39	27.43
BRD-K26373640	CP	IKK-2-inhibitor	IKK inhibitor, syk inhibitor	IKBKB		1.29, 1.29	21.99	0.81, 0.20	19.57	15.72	56.43	-5.28	19.97	21.83	77.94	28.70	30.97	14.65	83.83	45.84	-35.94	4.54	50.40	1.76	4.55	22.16	47.09	35.95	-8.46	28.23	20.56	56.34
BRD-A11007541	CP	BCI-hydrochloride	MAP kinase phosphatase inhibitor, protein phosphatase inhibitor	DUSP1, DUSP6		0.86, 0.43	21.85	2.47, 0.52	64.10	90.20	23.65	91.64	18.78	19.40	66.18	13.49	20.05	2.92	1.78	24.54	92.64	13.68	7.42	50.80	25.10	74.00	6.39	76.83	12.97	5.05	70.69	2.36
BRD-K19894101	CP	MST-312	telomerase inhibitor	TERT		3.88, 2.16	21.72	1.36, 0.32	49.04	66.15	44.89	13.71	30.32	3.45	61.05	0.00	21.97	2.46	61.93	40.18	95.67	10.31	75.13	52.06	13.59	5.91	13.09	46.51	21.47	12.34	18.73	21.23
BRD-K59753975	CP	vindesine	tubulin inhibitor, microtubule inhibitor, vinca alkaloid	TUBB, TUBB1	Tubulin inhibitor	2.62, 1.05	21.65	1.41, 0.49	-9.36	67.56	-25.64	48.86	91.79	78.10	19.21	0.00	-52.27	58.36	-9.85	3.49	91.30	12.97	-16.35	3.77	53.54	52.52	37.24	35.75	24.09	-29.30	38.78	0.11
BRD-A15914070	CP	4-hydroxy-2-nonenal	cytotoxic lipid peroxidation product	IKBKB		4.35, 2.90	21.64	1.76, 0.58	88.09	78.44	48.20	68.70	12.15	19.61	69.71	-12.76	91.67	10.38	5.82	55.76	30.47	15.98	43.25	12.66	23.66	99.79	64.94	3.13	-19.83	12.43	9.09	11.24
BRD-K59633790	CP	VU-0420363-1	SARS coronavirus 3C-like protease inhibitor			3.85, 3.37	21.53	1.59, 0.39	24.96	-29.55	1.81	15.18	24.71	3.20	86.06	84.73	37.06	77.65	13.45	64.56	0.00	12.74	18.35	-90.67	4.23	-1.83	83.35	92.98	9.81	93.94	72.35	85.89
BRD-K32398298	CP	alprazolam	GABA benzodiazepine site receptor agonist, benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, CYP3A5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ		5.76, 2.62	21.49	1.10, 0.50	62.34	96.78	1.67	77.29	12.82	69.36	82.69	0.46	5.00	8.12	21.18	88.88	7.91	87.46	-0.21	89.86	6.74	4.86	35.38	21.80	86.41	9.27	2.85	32.58
BRD-A36630025	CP	SN-38	topoisomerase inhibitor	TOP1	Topoisomerase inhibitor	3.02, 2.16	21.47	3.27, 1.09	50.58	41.31	39.96	17.55	21.35	8.17	64.74	-9.87	58.49	21.58	18.78	39.52	90.38	11.04	29.96	97.85	15.23	22.29	4.19	18.89	6.06	13.57	35.87	9.27
BRD-K69932463	CP	AZD-8055	mTOR inhibitor	MTOR	MTOR inhibitor	0.86, 0.43	21.38	2.34, 0.75	14.08	73.51	17.02	13.92	11.02	0.53	37.27	10.01	15.40	25.73	10.55	49.27	85.85	26.64	-59.83	65.35	35.79	12.93	39.33	39.90	89.58	12.33	55.81	6.34
BRD-K14807180	CP	SB-221284	serotonin receptor antagonist	HTR2B, HTR2C, HTR2A		4.74, 2.59	21.12	0.81, 0.22	55.06	-54.04	22.05	67.57	93.77	81.61	11.70	5.37	9.27	4.40	99.68	67.84	3.35	19.36	14.24	20.19	31.61	78.79	36.96	68.28	6.73	10.92	19.38	23.29
BRD-K40227168	CP	vinburnine	adrenergic receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4		2.82, 1.41	21.10	0.76, 0.22	82.60	80.93	72.92	14.98	37.33	39.32	88.33	-1.76	65.55	14.65	46.50	77.06	3.72	7.59	18.66	3.66	15.33	2.11	23.53	95.37	15.04	27.29	-6.96	7.87
BRD-A11702965	CP	chromomycin-a3	DNA binding			6.03, 3.88	20.99	1.43, 0.64	94.74	63.26	0.00	34.27	28.86	21.07	70.81	0.95	18.18	-0.49	20.92	13.54	0.00	12.57	5.06	99.19	45.21	83.39	1.13	10.28	33.25	11.56	51.25	40.17
BRD-K01555864	CP	dibenzoylmethane	tumorigenesis inhibitor			5.16, 1.41	20.99	0.65, 0.11	19.40	90.00	2.08	41.94	-6.77	24.52	55.96	14.82	14.48	5.73	8.07	16.94	0.00	43.39	54.55	6.55	6.67	41.31	32.04	84.76	-11.80	32.88	31.89	22.59
BRD-K22631935	CP	neurodazine	neurogenesis of non-pluripotent C2C12 myoblast inducer			3.02, 0.86	20.96	1.91, 0.64	3.93	-25.96	24.31	92.72	19.81	21.61	96.20	39.95	17.14	-3.10	74.69	16.21	-20.96	43.07	20.31	14.11	9.88	15.78	58.92	70.24	38.92	5.25	72.95	71.43
BRD-K19416115	CP	sitagliptin	dipeptidyl peptidase inhibitor, HMGCR inhibitor, insulin secretagogue, tumor necrosis factor expression inhibitor	DPP4, CYP2C8, FASLG, HMGCR, SLC22A8		7.76, 2.59	20.91	2.65, 0.89	47.93	-0.39	2.58	21.66	95.03	3.35	91.78	-48.75	20.17	21.99	38.66	52.73	3.42	11.47	7.17	-25.52	0.78	35.90	89.00	99.15	4.86	95.56	7.15	37.83
BRD-K37312348	CP	kenpaullone	CDK inhibitor, glycogen synthase kinase inhibitor, src inhibitor	GSK3B, CDK1, CDK5, CCNB1, CDK2, LCK	CDK inhibitor, Glycogen synthase kinase inhibitor	0.86, 0.43	20.90	0.88, 0.39	42.98	20.79	16.48	19.61	18.07	79.32	66.38	68.37	30.17	2.68	9.47	31.83	67.97	4.83	73.03	63.59	6.41	16.49	41.89	18.67	0.00	18.46	21.00	83.94
BRD-A53131506	CP	epitestosterone	inactive testosterone analog	AKR1C1, AKR1C2, AR		6.03, 3.45	20.84	0.63, 0.11	78.89	63.69	8.63	-22.43	65.37	18.32	58.18	99.19	47.62	12.86	13.33	32.49	15.08	14.77	22.89	2.01	14.59	83.66	90.99	88.77	10.64	7.61	41.94	18.79
BRD-K59184148	CP	SB-216763	glycogen synthase kinase inhibitor	GSK3B, CCNA2, CDK2, GSK3A	Glycogen synthase kinase inhibitor	2.59, 0.86	20.70	0.36, 0.17	31.63	21.30	22.05	25.72	1.16	9.72	49.63	24.40	20.11	-13.85	54.19	7.84	-25.07	6.48	24.43	16.11	6.17	25.71	68.40	39.06	-47.43	7.36	34.12	18.83
BRD-K17140735	CP	SCH-79797	proteinase activated receptor antagonist	F2R		3.85, 2.40	20.68	3.38, 0.63	15.84	88.19	10.81	82.59	-46.82	32.99	41.81	92.92	-11.04	4.47	0.89	20.37	98.77	16.41	7.05	34.47	48.06	15.64	7.03	16.48	61.34	67.59	73.24	20.98
BRD-K86465814	CP	HO-013	PPAR receptor agonist	PPARG	PPAR receptor agonist	4.31, 1.72	20.59	1.10, 0.34	12.80	11.85	39.03	34.70	40.82	30.82	97.07	-13.65	14.68	1.02	39.45	23.40	-52.83	19.73	10.10	12.41	20.27	29.85	20.90	78.94	11.95	3.63	69.97	21.86
BRD-A83855350	CP	naltrexone	opioid receptor antagonist, opioid receptor ligand	OPRK1, OPRM1, OPRD1, SIGMAR1		2.82, 1.88	20.51	1.51, 0.63	21.97	10.26	4.79	9.06	19.04	71.00	37.41	11.20	-51.00	18.11	42.51	15.51	-8.54	-3.00	69.42	-26.77	5.41	73.25	84.31	49.69	31.94	36.02	36.53	37.79
BRD-A33833419	CP	TER-14687	inhibitor of translocation of PKCq in T cells	PRKCQ		4.31, 2.59	20.45	1.09, 0.28	8.86	21.29	-0.03	8.75	58.24	11.29	24.43	-42.77	19.71	7.13	99.47	7.58	66.49	43.35	4.81	4.12	3.69	93.63	65.13	68.55	-41.33	21.19	41.19	48.93
BRD-A41722204	CP	sulmazole	calcium sensitizer, phosphodiesterase inhibitor			4.74, 1.72	20.45	0.52, 0.11	87.75	12.95	19.63	89.70	79.08	19.51	68.46	96.44	7.13	4.93	91.59	10.77	0.60	69.87	7.51	21.27	7.34	13.55	17.22	75.41	14.51	61.55	70.65	60.50
BRD-K16554956	CP	PTB1	AMPK activator, tyrosine phosphatase inhibitor	PTPN1		3.45, 0.86	20.44	0.93, 0.32	20.38	-13.15	4.29	16.77	75.90	21.07	51.85	74.19	17.16	14.70	55.63	48.07	-47.18	42.73	96.37	11.61	20.51	7.41	83.17	92.93	16.57	15.89	82.30	13.88
BRD-K15262564	CP	mupirocin	isoleucyl-tRNA synthetase inhibitor			7.04, 4.23	20.43	2.06, 0.55	40.78	21.20	19.65	92.10	91.35	-10.92	94.58	5.28	56.93	79.66	94.52	8.17	0.00	57.36	2.19	-43.31	9.78	7.67	17.21	92.25	5.21	55.09	17.89	60.27
BRD-K66792149	CP	quinoclamine	algicide			2.16, 0.86	20.41	2.48, 0.58	70.77	63.43	1.97	58.23	7.08	9.88	40.66	35.09	9.08	4.56	9.09	42.51	98.45	13.04	9.61	25.95	16.09	12.47	49.49	64.12	-12.59	24.74	32.67	13.06
BRD-K95655893	CP	MAZ-51	VEGFR inhibitor	FLT4		1.41, 0.00	20.39	2.05, 0.74	29.56	73.96	10.88	-3.21	34.51	-6.74	25.35	-21.04	39.32	26.79	50.19	65.35	33.34	44.69	6.15	4.88	11.06	5.15	6.56	75.48	10.92	42.31	15.43	5.52
BRD-K28428262	CP	brivanib	alcohol dehydrogenase inhibitor, FGFR inhibitor, fibroblast growth factor receptor (FGFR) inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, VEGFR inhibitor	FGFR1, KDR, FLT1, CYP3A4, FGFR2, FGFR3, FLT4, KCNH2	FGFR inhibitor	3.02, 2.16	20.39	0.83, 0.31	17.60	-10.80	55.19	77.33	53.03	8.55	93.09	76.73	15.23	2.50	40.57	39.54	-1.26	5.80	24.62	9.98	72.36	27.75	10.64	69.47	7.89	5.25	11.66	23.17
