#1.3
2429	26	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-A45889380-summary	BRD-A84174393-summary	BRD-K50398167-summary	BRD-K79602928-summary	BRD-K61250553-summary	BRD-K92984783-summary	BRD-A20126139-summary	BRD-K71035033-summary	BRD-K99451608-summary	BRD-A33711280-summary	BRD-K69688083-summary	BRD-A04352665-summary	BRD-K18194590-summary	BRD-K97564742-summary	BRD-K82795137-summary	BRD-K13356952-summary	BRD-K78126613-summary	BRD-K77987382-summary	BRD-A03216249-summary	BRD-A61793559-summary	BRD-K75641298-summary	BRD-K91601245-summary	BRD-K54416256-summary	BRD-A50311610-summary	BRD-K62996583-summary	BRD-K76205745-summary
BRD-K59773493	CP	benzohydroxamic-acid	metal chelator, anti bacterial			0.46, 0.00	24.81	0.43, 0.34	12.15	34.08	19.81	43.22	3.57	30.57	13.77	18.02	25.34	7.70	33.76	51.26	58.51	24.27	12.07	54.53	15.77	2.01	40.95	33.02	22.24	30.08	23.26	47.20	22.78	27.74
BRD-K83289131	CP	CAY-10618	NAMPT inhibitor, niacinamide phosphoribosyltransferase inhibitor	NAMPT		3.69, 2.46	24.78	1.57, 0.45	8.74	-8.04	7.89	7.29	32.56	39.45	24.01	57.95	80.79	69.73	32.36	19.57	6.08	19.23	99.47	31.54	93.73	92.48	34.10	7.73	4.62	77.97	25.56	11.44	13.43	3.84
BRD-U82589721	CP	HG-5-113-01	protein kinase inhibitor	ABL1, LTK, STK10		3.69, 2.05	24.78	1.97, 0.53	98.37	17.86	50.28	28.72	26.42	3.15	2.08	25.56	-4.60	18.04	65.91	14.62	65.37	14.94	80.26	22.24	79.87	7.85	47.23	81.98	22.63	24.00	53.06	95.97	6.87	4.44
BRD-K07691486	CP	roscovitine	CDK inhibitor, apoptosis stimulant	CDK2, CDK9, CDK7, CDK1, CDK5	CDK inhibitor	1.64, 0.82	24.74	0.91, 0.40	23.01	10.93	12.77	59.08	7.75	-5.39	38.75	92.25	25.59	19.97	5.07	23.89	75.31	3.35	55.90	50.70	68.96	84.41	32.17	43.94	11.90	36.45	18.01	35.32	4.59	-1.16
BRD-A70449690	CP	forskolin	adenylyl cyclase activator, Adenylate cyclase stimulant, growth hormone receptor agonist, phosphokinase stimulant	ADCY2, ADCY5, GNAS		4.51, 2.87	24.73	1.24, 0.48	62.88	9.40	18.57	24.34	0.85	5.94	7.70	79.92	71.18	54.42	28.29	97.87	7.85	15.68	47.86	41.18	3.54	-26.67	72.57	51.19	28.01	64.08	25.13	21.32	14.99	6.45
BRD-K22096725	CP	ALW-II-49-7	ephrin inhibitor	DDR1, EPHA2, EPHA4, EPHA7, EPHB2, EPHB4, EPHB6		2.46, 1.64	24.69	2.11, 0.55	-0.85	8.92	-4.65	-44.56	-13.84	79.59	9.67	53.18	34.37	25.60	23.78	27.47	-67.43	89.83	81.21	78.89	5.92	61.34	15.20	11.84	8.02	88.40	27.21	61.00	-0.60	92.74
BRD-K61217870	CP	n-(3-acetamidophenyl)-3-chlorobenzamide	glutamate receptor inhibitor	GRM5		1.64, 0.41	24.69	0.99, 0.22	-3.64	7.18	42.75	-10.20	0.78	80.98	28.93	9.37	91.36	9.73	59.13	74.63	-80.36	62.74	60.95	76.14	-16.96	5.48	64.52	20.44	30.00	69.11	-22.18	-56.96	7.10	29.43
BRD-K69932463	CP	AZD-8055	mTOR inhibitor	MTOR	MTOR inhibitor	2.46, 0.00	24.63	2.34, 0.75	93.89	28.33	22.67	46.62	88.24	0.89	27.78	8.36	-7.13	92.66	37.33	-6.77	35.68	15.22	18.95	32.50	2.54	60.22	13.56	29.84	21.36	26.59	40.63	17.79	15.33	7.23
BRD-K25504083	CP	cytochalasin-d	actin polymerization inhibitor, actin stabilizer	ACTB		4.10, 2.46	24.49	1.82, 0.44	98.56	31.06	32.23	19.38	66.43	89.14	13.89	9.91	21.85	98.25	27.12	-12.42	26.12	9.34	15.61	67.95	1.70	96.08	23.27	78.46	0.95	43.50	25.72	11.45	0.46	19.54
BRD-K47598052	CP	PP-1	src inhibitor, Abl kinase inhibitor	HCK, RET, SRC	SRC inhibitor	1.23, 0.00	24.49	1.75, 0.64	21.71	18.36	29.53	43.01	81.42	8.35	16.52	21.12	15.58	74.75	27.27	8.97	70.99	87.51	81.15	68.28	-1.23	2.78	32.91	8.59	16.54	92.98	72.36	16.46	31.47	-6.01
BRD-K43149758	CP	myricetin	androgen receptor ligand, cytochrome P450 inhibitor	PIK3CG, AR, CYP3A4		4.37, 2.18	24.36	0.74, 0.16	6.48	4.70	62.87	6.15	1.90	27.22	-3.48	70.98	84.09	60.97	35.92	93.03	-7.31	29.53	94.66	20.09	2.26	10.98	13.94	60.88	21.50	67.56	48.47	7.43	19.76	74.16
BRD-K18518344	CP	digitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor	4.80, 2.18	24.35	2.61, 0.56	98.84	3.56	14.51	59.21	5.42	0.00	54.55	-4.01	12.99	45.48	72.31	2.81	46.82	22.07	7.22	10.84	95.88	98.45	26.39	51.63	22.75	56.74	92.55	21.83	25.96	-38.67
BRD-K13810148	CP	givinostat	HDAC inhibitor, interleukin receptor antagonist, interleukin synthesis inhibitor, tumor necrosis factor receptor antagonist, tumor necrosis factor release inhibitor	HDAC2, HDAC1, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, IL1B, IL1R2, IL6R, TNF	HDAC inhibitor	2.62, 0.87	24.33	1.35, 0.48	17.43	10.29	45.56	25.74	91.00	0.00	3.45	47.94	9.13	72.86	32.11	43.80	25.40	0.00	86.36	64.13	3.56	4.68	63.51	58.84	17.54	16.49	23.26	63.41	20.39	3.91
BRD-K74514084	CP	pazopanib	VEGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, angiogenesis inhibitor, RAF inhibitor, tyrosine kinase inhibitor, VEGFR antagonist	KDR, KIT, FLT1, FLT4, PDGFRB, PDGFRA, BRAF, CSF1R, CYP2B6, CYP2C8, CYP2E1, DDR2, FGF1, FGFR1, FGFR3, ITK, SH2B3	PDGFR/KIT inhibitor, VEGFR inhibitor	5.33, 2.05	24.27	0.81, 0.33	-14.51	8.38	95.11	46.55	11.76	3.76	18.80	84.45	83.46	-0.06	56.12	63.81	1.02	3.21	93.21	58.34	21.37	80.27	-4.65	87.93	20.13	53.78	12.20	27.17	19.41	72.54
BRD-K29733039	CP	deforolimus	mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, serine/threonine kinase inhibitor, VEGFR antagonist	MTOR	MTOR inhibitor	2.87, 0.82	24.23	1.78, 0.55	37.15	43.52	-1.06	3.59	10.03	55.52	11.30	17.15	31.25	76.75	39.88	2.43	64.21	24.31	-11.43	48.81	2.47	0.21	3.58	46.47	24.16	78.36	56.28	8.58	5.06	32.33
BRD-K68191783	CP	ALW-II-38-3	ephrin inhibitor	DDR1, EPHA2, EPHA4, EPHB2, EPHB4, EPHB6		2.05, 0.41	24.22	1.26, 0.52	21.61	15.31	39.14	11.30	3.67	28.64	15.68	38.49	21.87	37.09	43.80	14.86	55.23	93.95	83.84	41.00	5.80	5.00	11.70	33.45	6.37	61.71	52.39	17.45	26.56	10.16
BRD-K01555864	CP	dibenzoylmethane	tumorigenesis inhibitor			3.06, 0.44	24.18	0.65, 0.11	90.25	-13.75	27.33	64.49	1.49	59.51	14.97	7.87	48.64	25.40	7.30	43.39	14.93	28.75	11.68	50.81	64.43	31.30	36.10	15.50	22.96	9.30	16.00	53.11	5.95	9.00
BRD-K57546357	CP	prunetin	breast cancer resistance protein inhibitor	ABCG2, ALDH2		7.14, 2.38	24.05	1.04, 0.31	4.61	5.25	46.15	67.90	10.00	-19.36	22.50	7.18	-12.03	-16.05	24.44	23.65	96.11	99.71	-71.95	45.93	9.57	31.62	15.61	52.19	30.87	20.52	80.64	45.51	88.00	86.81
BRD-A01787639	CP	naftopidil	adrenergic receptor antagonist, calcium channel antagonist	ADRA1A, ADRA1D		1.93, 0.97	24.01	0.68, 0.25	4.58	-0.78	53.52	64.93	1.44	20.89	24.74	4.69	26.49	29.37	19.20	13.62	62.34	15.68	90.77	89.03	78.04	7.60	86.85	15.31	23.27	33.00	37.32	59.33	5.79	10.11
BRD-K23913458	CP	coumarin	vitamin antagonist	CA1, CA12, CA14, CA2, CA4, CA6, CA9, CYP2A6		4.92, 3.69	23.96	0.68, 0.25	1.94	4.19	59.42	20.37	-0.55	88.17	-9.26	25.06	58.13	19.50	77.04	76.56	-25.96	91.79	-13.29	47.39	2.41	1.16	15.92	94.83	22.86	40.94	33.71	53.68	2.33	68.84
BRD-K48722833	CP	iloperidone	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR1A, HTR6, HTR7, ADRA1A, ADRA2C, DRD1, DRD3, DRD4, HRH1		6.15, 3.69	23.88	1.19, 0.39	3.24	92.89	37.73	9.92	14.48	79.75	34.45	94.72	98.98	91.35	19.47	72.74	62.66	84.30	28.30	79.86	2.07	8.85	15.21	18.30	1.94	95.96	16.75	13.21	9.84	12.07
BRD-K14880289	CP	GW-501516	PPAR receptor agonist, insulin sensitizer	PPARD, INS, PPARA	PPAR receptor agonist	4.51, 2.87	23.87	0.93, 0.31	-31.23	17.32	1.41	45.83	11.49	21.90	14.20	99.68	89.71	22.15	75.30	77.24	15.56	3.00	45.06	68.77	4.16	25.59	48.42	83.97	1.41	76.72	80.59	82.28	0.35	18.97
BRD-K70881766	CP	solanine	acetylcholinesterase inhibitor			5.74, 2.46	23.77	0.63, 0.15	4.16	86.98	28.10	23.29	15.52	-5.74	68.58	2.33	-22.22	16.69	-27.66	28.22	98.30	75.96	7.22	32.87	25.60	63.12	13.52	60.92	84.16	14.04	13.76	24.24	24.27	-26.96
BRD-A61858259	CP	CAY-10415	insulin sensitizer	INS	PPAR receptor agonist	2.62, 0.87	23.75	0.77, 0.24	22.69	18.51	59.37	6.59	-2.43	8.29	9.69	94.36	84.24	-17.61	38.08	38.90	20.85	88.71	35.73	71.04	16.45	-43.39	19.01	45.93	23.72	39.62	23.78	16.41	45.14	42.26
BRD-K57926513	CP	tyrphostin-AG-1295	FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor	FLT3, KDR, PDGFRA, PDGFRB		2.46, 2.46	23.72	1.66, 0.44	1.30	24.00	35.82	-18.44	-2.70	93.45	24.74	82.75	89.88	16.81	53.36	23.31	2.61	88.26	7.99	94.47	1.20	0.42	8.49	91.10	23.44	83.05	16.31	24.18	5.95	75.36
BRD-K28137194	CP	loreclezole	GABA receptor agonist	GABRB2, GABRB3		3.28, 2.05	23.69	0.78, 0.26	6.20	-50.57	58.68	12.63	-0.53	90.21	0.74	11.80	27.18	41.36	26.87	55.41	20.50	90.19	28.01	65.96	2.84	0.28	19.69	40.38	-7.25	67.96	39.54	-7.87	17.67	80.66
BRD-A36707673	CP	hydroxycholesterol	LXR agonist, ABC transporter expression enhancer, alpha secretase activator, beta secretase inhibitor, glutamate receptor modulator	ABCA1, NR1H2, NR1H3		4.51, 1.64	23.54	0.92, 0.36	10.22	56.12	36.15	-29.11	-10.46	19.61	18.36	97.99	81.42	3.99	-7.88	80.99	16.40	60.06	28.37	84.28	27.00	20.08	19.63	39.36	10.09	30.29	15.75	48.96	2.34	42.81
BRD-K24576554	CP	AT-9283	Aurora kinase inhibitor, JAK inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, mitotic inhibitor, protein kinase inhibitor	AURKA, AURKB, ABL1, BCR, FLT3, JAK2, JAK3, RPS6KA6, STK17A	Aurora kinase inhibitor	1.83, 0.46	23.54	0.88, 0.31	86.60	16.44	15.94	84.52	-47.50	16.57	-10.30	24.14	33.01	64.58	51.33	15.10	17.46	3.84	57.22	14.07	67.38	42.53	17.55	79.25	46.47	17.03	42.15	58.40	22.94	7.09
BRD-A99571536	CP	dubinidine	anticonvulsant that reduces motor activity			6.99, 5.24	23.38	2.11, 0.59	70.83	99.93	47.40	88.91	2.59	-19.35	87.53	-11.16	26.20	-49.93	83.63	19.09	99.72	-28.92	-9.80	21.30	6.47	7.52	39.17	16.97	31.50	13.50	50.24	32.71	25.46	7.70
BRD-K02581333	CP	protein-tyrosine-phosphatase-inhibitor-IV	tyrosine phosphatase inhibitor	PTPN1, PTPN11		4.51, 2.05	23.37	1.25, 0.42	-2.17	89.09	62.14	43.47	2.75	-16.43	57.18	27.58	42.23	-13.62	30.55	17.21	99.72	20.65	-16.98	63.87	12.07	19.48	26.09	33.69	8.09	45.76	10.01	88.26	3.65	-18.71
BRD-A65440446	CP	cimaterol	adrenergic receptor agonist		Beta-adrenergic receptor agonist	5.68, 3.93	23.26	0.82, 0.26	3.81	97.89	19.36	25.56	1.76	51.63	57.77	-3.83	9.97	99.01	17.84	67.90	58.24	11.35	10.96	44.27	2.26	7.74	26.01	10.01	29.13	59.08	37.09	17.32	31.92	20.95
BRD-K84595254	CP	strophanthidin	ATPase inhibitor	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2	ATPase inhibitor	6.56, 2.05	23.06	1.91, 0.48	92.94	12.14	10.50	59.94	2.81	10.22	91.40	2.55	76.54	45.68	96.28	16.16	30.26	3.66	1.50	22.06	98.20	98.48	24.07	76.95	89.91	97.60	8.81	17.34	21.69	-36.06
BRD-K50720187	CP	flupirtine	glutamate receptor antagonist, apoptosis inhibitor, opioid receptor agonist, potassium channel agonist	KCNQ2, ADRA2A, KCNQ1, KCNQ3		4.51, 2.46	23.02	1.90, 0.58	-14.89	21.19	-10.88	4.02	6.41	65.60	-12.27	83.92	96.57	31.57	9.83	52.52	67.29	71.50	-30.22	94.54	0.95	5.41	35.87	24.84	-4.07	55.94	90.27	10.06	3.42	55.43
BRD-K72816382	CP	cinalukast	leukotriene receptor antagonist	CYSLTR1		6.56, 4.10	22.98	1.88, 0.63	21.83	59.58	2.26	24.13	-0.88	37.39	6.03	27.67	46.54	18.88	63.97	79.66	5.53	96.93	9.62	98.77	40.54	18.14	7.14	21.40	10.55	97.57	75.64	17.05	17.97	94.04
BRD-K99946902	CP	hexylresorcinol	polyphenol oxidase inhibitor	TYR		1.31, 0.87	22.97	1.05, 0.36	46.70	5.88	65.88	40.98	7.13	6.84	19.15	16.77	44.43	76.90	84.81	41.47	31.35	24.53	8.39	-41.67	5.93	5.11	23.51	22.42	50.64	33.03	50.82	13.79	-3.95	-4.85
BRD-K99545815	CP	PF-562271	focal adhesion kinase inhibitor, angiogenesis inhibitor, apoptosis stimulant	PTK2, PTK2B		5.05, 0.46	22.95	2.69, 1.02	65.41	7.43	89.14	96.58	6.75	7.47	19.11	0.00	-6.77	34.00	92.69	20.81	17.51	3.07	52.22	27.58	7.50	0.00	89.62	95.60	11.48	25.09	82.16	78.83	6.01	35.08
BRD-K17823458	CP	danoprevir	HCV inhibitor, serine protease inhibitor			4.51, 2.87	22.92	0.92, 0.30	-52.44	9.31	63.92	12.19	-7.87	63.42	53.16	71.59	64.28	5.73	15.00	1.97	35.28	38.38	49.45	98.80	2.43	3.67	0.00	5.50	25.41	20.43	79.52	27.79	3.07	46.50
BRD-A60070924	CP	alpha-estradiol	estrogen receptor agonist	ESR1, ESR2, NR1I2, CYP2B6, CYP2C19, CYP2C8, CYP2E1, CYP3A5, CYP3A7, GPER1, KCNMA1		0.46, 0.00	22.87	0.41, 0.33	7.34	4.56	46.65	39.54	1.87	25.28	17.04	52.31	36.35	10.68	26.48	61.59	3.98	51.29	6.84	14.38	1.94	13.44	76.76	24.45	76.79	51.57	29.98	9.88	7.13	21.29
BRD-U44618005	CP	WH-4023	src inhibitor	ABL1, LCK, SRC	SRC inhibitor	1.64, 1.23	22.85	1.25, 0.47	9.49	7.83	24.74	35.38	88.43	2.02	16.36	10.60	33.77	77.75	13.11	31.87	24.60	70.65	55.32	25.70	-2.04	-41.42	3.91	21.09	31.63	9.05	86.81	10.79	74.55	-0.95
BRD-K84895041	CP	BMY-45778	IP1 prostacyclin receptor agonist	PTGIR		4.37, 2.62	22.74	1.58, 0.56	33.23	3.75	19.74	4.40	5.87	22.99	9.02	22.49	72.66	63.98	27.60	68.98	1.32	16.88	91.85	68.93	93.94	56.92	5.86	59.05	33.20	22.49	7.67	11.45	26.34	20.00
BRD-K89162000	CP	tandutinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor	FLT3, KIT, PDGFRA, PDGFRB, CSF1R, PDGFD	PDGFR/KIT inhibitor	5.33, 3.69	22.60	0.97, 0.28	18.12	-1.48	39.19	18.22	8.19	8.26	21.18	56.24	74.09	46.52	11.28	54.60	72.58	7.86	54.49	79.51	3.55	11.47	56.15	36.96	23.16	82.55	89.61	22.05	18.53	13.02
BRD-K23875128	CP	RHO-kinase-inhibitor-III[rockout]	ROCK inhibitor	IMPDH2, ROCK1		2.05, 1.64	22.59	1.26, 0.76	3.56	61.51	14.97	22.47	2.36	21.89	88.24	70.63	33.65	28.91	26.50	79.89	22.72	21.24	24.31	-14.29	-8.25	-0.85	40.80	50.03	26.14	13.33	85.24	8.44	10.30	13.25
BRD-K91623615	CP	ABT-751	tubulin inhibitor, dihydropteroate synthase inhibitor, microtubule inhibitor, PABA antagonist, tubulin polymerisation inhibitor	TUBB	Tubulin inhibitor	6.15, 3.69	22.48	1.51, 0.73	55.79	31.00	10.03	14.30	-32.14	83.30	41.35	12.57	43.83	8.02	76.89	24.97	41.48	55.90	-24.35	60.22	95.32	99.12	19.53	15.01	18.73	15.07	34.37	20.00	3.89	-5.30
BRD-K64935403	CP	ebelactone-b	pancreatic lipase inhibitor	PNLIP		6.97, 2.46	22.26	1.40, 0.40	2.29	15.91	31.81	8.07	1.67	90.62	21.52	13.17	98.66	89.14	71.75	38.37	46.20	96.68	17.86	97.52	2.08	22.99	11.10	37.06	24.45	71.48	18.92	17.65	21.02	13.45
BRD-K40213712	CP	SAL-1	adenosine receptor antagonist	ADORA2B, ADORA2A		4.37, 3.06	22.24	0.72, 0.13	13.61	13.41	34.42	68.17	2.67	70.27	86.41	14.17	27.44	-35.60	74.33	85.73	66.24	62.68	-58.74	79.31	3.17	-3.72	17.05	90.01	9.58	15.20	65.91	7.69	3.25	30.20
BRD-K80348542	CP	cephaeline	protein synthesis inhibitor	RPS2	Protein synthesis inhibitor	4.13, 1.38	22.22	3.33, 0.78	99.44	10.34	7.66	28.21	-9.44	3.63	2.58	4.62	35.24	18.77	32.53	5.20	47.66	0.00	-43.49	15.97	96.80	79.58	25.67	44.10	67.87	49.39	76.11	17.78	52.59	-1.80
BRD-K07996107	CP	harpagoside	acetylcholinesterase inhibitor	ACHE		5.74, 2.05	22.14	0.94, 0.26	-10.35	9.12	25.80	8.62	3.18	66.52	18.18	8.53	38.23	15.63	68.28	83.27	48.89	95.49	14.21	85.56	2.04	11.71	13.21	30.74	11.55	91.06	86.28	41.10	18.48	95.18
BRD-A54029483	CP	IRL-2500	endothelin receptor antagonist	EDNRB		2.05, 1.64	22.08	1.14, 0.35	12.48	8.39	61.45	11.83	1.02	72.07	21.45	23.10	25.39	75.96	18.46	50.32	6.34	72.35	75.08	91.42	-0.78	12.37	25.44	0.74	54.32	64.49	5.78	7.19	12.75	22.70
BRD-K06878038	CP	deferiprone	chelating agent, cytochrome P450 inhibitor, iron absorption inhibitor, reducing agent	CYP4F2		2.42, 1.45	22.05	0.51, 0.17	-0.07	39.08	63.25	38.27	2.71	-3.91	33.34	23.85	18.47	-35.17	13.42	67.55	49.25	23.77	60.60	52.26	-2.08	68.19	13.86	52.60	2.64	0.95	20.33	94.16	3.70	15.43
BRD-K19894101	CP	MST-312	telomerase inhibitor	TERT		2.46, 0.82	21.98	1.36, 0.32	28.43	-0.95	13.03	7.37	0.00	18.41	0.99	32.67	51.58	8.78	25.67	91.19	-20.76	65.10	77.11	69.22	91.89	19.47	10.58	35.47	7.07	66.07	24.49	43.60	16.37	4.29
BRD-K08589866	CP	linsitinib	insulin growth factor receptor inhibitor, insulin receptor antagonist	IGF1R, INSR, INSRR	IGF-1 inhibitor	2.87, 0.82	21.91	1.02, 0.38	58.33	23.40	11.89	20.43	32.15	11.72	49.43	9.68	16.78	17.92	41.91	26.74	54.21	58.84	-34.62	-27.18	-57.60	-1.53	60.36	70.68	18.33	64.80	6.62	32.39	27.14	-0.78
BRD-K35687265	CP	ON-01910	PLK inhibitor, cell cycle inhibitor, MCL1 inhibitor, protein kinase inhibitor	CDK1, FLT1, FYN, MCL1, PDGFRA, PLK1, PLK2, SRC		4.92, 3.69	21.91	1.68, 0.69	25.43	74.78	9.34	-12.90	-30.00	75.97	22.03	43.97	21.81	43.45	58.74	7.21	35.68	49.96	-9.36	83.11	1.59	98.87	11.76	-0.53	1.20	34.13	22.01	7.25	0.39	17.28
BRD-K48427617	CP	U-0124	MEK inhibitor			4.37, 3.49	21.81	1.41, 0.60	-1.23	99.93	-15.92	35.49	1.09	40.92	21.17	0.00	18.83	91.12	43.58	22.45	86.25	-9.52	25.36	37.87	-3.36	-10.00	8.21	86.43	24.90	58.68	14.98	28.65	7.27	9.53
BRD-K59184148	CP	SB-216763	glycogen synthase kinase inhibitor	GSK3B, CCNA2, CDK2, GSK3A	Glycogen synthase kinase inhibitor	2.46, 1.64	21.78	0.36, 0.17	-6.54	12.50	0.00	14.99	0.53	57.05	21.26	10.35	32.71	22.63	27.33	55.64	53.19	14.13	14.42	48.63	14.83	48.83	36.67	10.73	8.31	48.41	23.93	24.28	1.55	22.29
BRD-K47328134	CP	lysylphenylalanyl-tyrosine	heparin activation inhibitor			1.59, 1.59	21.74	1.41, 0.44	12.37	11.15	72.27	8.61	-0.88	94.03	22.41	21.86	13.35	21.62	43.64	57.33	-38.44	79.18	98.48	82.93	5.02	38.65	11.92	41.92	53.62	3.48	13.22	0.18	6.94	88.39
BRD-K32398298	CP	alprazolam	GABA benzodiazepine site receptor agonist, benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, CYP3A5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ		1.93, 0.97	21.71	1.10, 0.50	34.49	15.43	37.87	15.98	24.73	-8.74	0.56	0.00	0.00	11.95	88.12	9.31	69.36	10.47	76.20	18.69	90.63	51.52	32.67	62.73	9.18	93.14	95.68	26.73	2.33	-9.27
BRD-K22009844	CP	phenprobamate	skeletal muscle relaxant			1.45, 0.48	21.55	0.67, 0.23	0.70	16.11	10.86	55.31	0.53	29.25	-61.84	81.44	92.90	21.73	27.82	10.44	30.49	0.35	73.71	84.19	-3.28	12.36	31.66	58.11	21.38	82.27	28.22	6.17	8.28	20.75
BRD-K35128472	CP	2-aminopurine	serine/threonine protein kinase inhibitor			4.92, 2.87	21.53	1.43, 0.39	18.65	8.56	10.58	39.82	2.18	55.02	10.94	94.36	97.48	5.21	23.23	61.90	94.41	77.46	19.32	19.83	41.43	0.42	64.67	39.49	5.11	9.51	30.51	38.17	0.35	6.65
BRD-K51575138	CP	TPCA-1	IKK inhibitor	IKBKB	IKK inhibitor	2.05, 0.82	21.36	1.81, 0.59	9.79	14.83	16.65	60.80	23.54	37.78	46.26	1.96	55.58	5.38	25.60	10.17	22.54	27.69	83.13	8.28	14.03	48.22	14.48	3.14	20.17	49.16	60.41	13.90	29.51	0.52
BRD-K13642330	CP	cosmosiin	cytochrome P450 inhibitor			7.14, 3.17	21.24	1.77, 0.51	42.74	86.56	93.94	99.58	84.46	-86.35	28.22	5.48	-46.13	-0.81	3.59	57.59	99.68	-0.74	-8.42	-68.98	1.56	98.24	83.98	95.69	81.51	11.10	13.05	56.56	14.26	-6.04
BRD-K81709173	CP	halcinonide	glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist	2.87, 2.05	21.20	1.38, 0.75	-3.45	45.60	79.39	12.96	8.24	43.09	84.18	4.74	38.55	80.03	-6.45	7.79	75.89	-17.09	7.85	61.38	12.73	1.73	32.91	0.53	57.34	86.49	72.28	0.28	24.66	17.75
BRD-K59633790	CP	VU-0420363-1	SARS coronavirus 3C-like protease inhibitor			5.05, 2.29	21.14	1.59, 0.39	-10.63	6.59	-48.79	-6.19	0.56	87.69	29.54	36.58	85.60	2.82	79.62	32.13	-46.09	91.26	63.23	93.33	-16.28	-28.68	19.58	23.03	1.90	60.94	22.71	-6.20	0.00	98.73
BRD-K79877282	CP	PF-543	sphingosine kinase inhibitor	SPHK1		0.00, 0.00	21.14	0.60, 0.36	11.88	1.30	52.23	37.90	0.42	30.02	-2.82	66.82	63.36	1.30	22.11	40.38	77.13	84.38	6.10	-9.06	7.37	3.91	69.02	11.71	19.28	68.24	20.16	80.70	52.74	4.62
BRD-K86465814	CP	HO-013	PPAR receptor agonist	PPARG	PPAR receptor agonist	3.69, 1.64	21.10	1.10, 0.34	3.26	59.79	49.83	20.90	0.00	1.97	44.67	85.25	99.47	8.00	27.39	24.37	22.74	67.21	10.29	41.66	5.72	8.20	32.77	19.52	10.15	4.21	51.63	12.74	10.89	21.29
BRD-K63606607	CP	bufalin	ATPase inhibitor, chloride channel activator	ATP1A1	ATPase inhibitor	3.69, 2.05	21.05	2.18, 0.60	98.09	14.24	21.06	37.17	17.03	-1.09	73.72	-92.32	13.38	48.99	62.30	5.47	21.03	9.41	26.56	16.84	94.75	98.73	14.00	13.31	22.48	90.39	49.23	11.84	23.45	-51.91
BRD-K01638814	CP	rilmenidine	adrenergic receptor agonist, imidazoline receptor agonist	NISCH	Imidazoline ligand	3.69, 2.05	21.04	2.49, 0.59	1.66	44.60	23.95	-6.14	2.48	90.09	24.00	54.75	53.97	10.49	11.83	98.56	-58.19	99.79	17.84	93.11	-1.62	-4.74	93.29	98.13	5.11	33.42	15.99	11.58	18.13	48.33
BRD-K67566344	CP	KU-0063794	mTOR inhibitor	MTOR	MTOR inhibitor	1.64, 0.41	21.01	2.21, 0.76	94.99	8.55	9.58	43.01	13.91	22.98	25.79	19.20	17.12	74.76	19.13	4.48	55.90	48.52	70.54	22.40	0.00	6.50	19.63	57.35	13.47	80.62	44.38	31.85	13.81	6.50
BRD-K15600710	CP	obatoclax	BCL inhibitor, MCL1 inhibitor	BCL2, BCL2L1, MCL1	BCL inhibitor	5.74, 2.87	20.86	2.15, 0.70	96.59	17.51	46.69	2.47	78.63	3.81	40.71	71.33	70.03	99.33	23.38	2.11	-32.55	-4.72	88.99	37.99	99.40	98.94	18.35	7.89	6.77	71.15	13.08	16.80	17.56	16.02
BRD-K59753975	CP	vindesine	tubulin inhibitor, microtubule inhibitor, vinca alkaloid	TUBB, TUBB1	Tubulin inhibitor	4.35, 2.90	20.82	1.41, 0.49	46.82	72.79	19.82	67.80	16.56	34.91	21.82	-0.39	1.23	12.95	16.26	-24.45	89.43	14.07	27.34	-53.92	46.78	98.98	24.51	46.93	19.65	87.18	87.59	12.48	2.26	-0.07
BRD-K22631935	CP	neurodazine	neurogenesis of non-pluripotent C2C12 myoblast inducer			4.10, 2.05	20.79	1.91, 0.64	-9.38	62.61	1.55	-28.20	5.09	76.91	0.85	87.45	94.48	81.40	44.97	25.25	10.94	58.04	0.67	70.07	0.46	37.30	15.59	17.72	-25.81	88.35	23.86	-31.11	-3.86	25.45
