pert_iname,indication
propranolol,"Back Pain|Low Back Pain|Cocaine-Related Disorders|Behavior, Addictive|Breast Neoplasms|Neoplasms|Carcinoma|Carcinoma, Renal Cell|Brain Injuries|Brain Injuries, Traumatic|Wounds and Injuries|Hemangiosarcoma|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Urinary Bladder Neoplasms|Dyskinesias|Tardive Dyskinesia|Critical Illness|Hypertension, Portal|Hypertension|Gastrointestinal Neoplasms|Spinal Diseases|Intervertebral Disc Degeneration|Hemangioma|Hemangioma, Capillary|Port-Wine Stain|Respiratory Tract Infections|Papillomavirus Infections|Papilloma|Recurrence|Dystocia|Adenocarcinoma|Esophageal Neoplasms|Stroke|Ischemic Stroke|Multiple Myeloma|Temporomandibular Joint Disorders|Temporomandibular Joint Dysfunction Syndrome|Liver Cirrhosis|Peptic Ulcer|Ulcer|Fibrosis|Postural Orthostatic Tachycardia Syndrome|Tachycardia|Syndrome|Asthma|Retinopathy of Prematurity|Premature Birth|Retinal Diseases|Kidney Diseases|Renal Insufficiency, Chronic|Stomach Neoplasms|Melanoma|Skin Neoplasms|Prostatic Neoplasms|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Disease|Orthostatic Intolerance|Autistic Disorder|Autism Spectrum Disorder|Aggression|Developmental Disabilities|Self-Injurious Behavior|Tetralogy of Fallot|Cholangiocarcinoma|Biliary Tract Neoplasms|Liver Neoplasms|Carcinoma, Hepatocellular|Hypotension|Colorectal Neoplasms|Diabetes Mellitus, Type 1|Hypoglycemia|Pancreatic Neoplasms|Lymphedema|Stress Disorders, Traumatic, Acute|Mood Disorders|Seasonal Affective Disorder|Adjustment Disorders|Trauma and Stressor Related Disorders|Syncope|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Fallopian Tube Neoplasms|Sarcoma|Marijuana Abuse|Infections|Nervous System Diseases|Brain Diseases|Central Nervous System Diseases|Cerebrovascular Disorders|Cardiovascular Diseases|Primary Dysautonomias|Autonomic Nervous System Diseases|Neoplasms, Plasma Cell|Fibromyalgia|Myofascial Pain Syndromes|Peritoneal Neoplasms|Cystadenocarcinoma, Serous|Carcinoma, Endometrioid|Adenocarcinoma, Clear Cell|Adenocarcinoma, Mucinous|Cystadenocarcinoma|Diabetic Retinopathy|Respiratory Hypersensitivity|Migraine Disorders|Migraine without Aura|Migraine with Aura|Headache|Stress, Psychological|Arteriosclerosis|Tachycardia, Supraventricular|Movement Disorders|Psychomotor Agitation|Akathisia, Drug-Induced|Esophageal and Gastric Varices|Hemorrhage|Substance-Related Disorders|Obesity|Anxiety Disorders|Tuberous Sclerosis|Angiomyolipoma|Sclerosis|Diabetes Mellitus|Diabetes Mellitus, Type 2|Tobacco Use Disorder|Burns|Carcinoma, Transitional Cell|Urethral Neoplasms|Ureteral Neoplasms|Pelvic Neoplasms|Alcoholism|Anemia, Sickle Cell|Tissue Adhesions|Hyperalgesia|Depressive Disorder|Depressive Disorder, Major|Hyperkinesis|Craniocerebral Trauma|Trauma, Nervous System|Epistaxis|Telangiectasis|Telangiectasia, Hereditary Hemorrhagic|Pneumonia|Cerebral Hemorrhage|Intracranial Hemorrhages|Hemorrhagic Stroke|Pulmonary Disease, Chronic Obstructive|Alcohol Drinking|Hemangioma, Cavernous, Central Nervous System|Congenital Abnormalities|Macular Degeneration|Chronic Pain|Marfan Syndrome|Arachnodactyly|Malnutrition|Hypotension, Orthostatic|Gastrointestinal Hemorrhage|Pregnancy, Prolonged|Child Development Disorders, Pervasive|Thrombosis|Venous Thrombosis|Hypoxia|Liver Diseases|Ascites|Neuroblastoma|Panic Disorder|Metabolic Syndrome|Body Weight|Pain, Postoperative|Breast Neoplasms, Male|Osteoporosis|Shoulder Pain|Psychological Trauma"
propylthiouracil,Graves Disease|Eye Diseases|Graves Ophthalmopathy|Thyrotoxicosis|Atherosclerosis|Hyperthyroidism
pyrazinamide,"Tuberculosis|Tuberculosis, Pulmonary|Hypersensitivity|Tuberculosis, Multidrug-Resistant|Extensively Drug-Resistant Tuberculosis|Tuberculosis, Meningeal|Meningitis|Infections|HIV Infections|Acquired Immunodeficiency Syndrome|Osteomyelitis|Coinfection|Immunologic Deficiency Syndromes|Bacterial Infections"
pyrimethamine,"Malaria|Malaria, Falciparum|Vaginosis, Bacterial|Trichomonas Infections|Trichomonas Vaginitis|Vaginal Diseases|Vaginitis|Leukemia|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Gangliosidoses|Tay-Sachs Disease|Sandhoff Disease|Gangliosidoses, GM2|Anemia|Infections|Sexually Transmitted Diseases|Toxoplasmosis|Toxoplasmosis, Congenital|Toxoplasmosis, Cerebral|Pneumonia|Pneumonia, Pneumocystis|Encephalitis|Lymphoproliferative Disorders|Lymphatic Diseases|Autoimmune Lymphoproliferative Syndrome|Autoimmune Diseases|Premature Birth|Preleukemia|Myelodysplastic Syndromes|Syndrome|Malaria, Vivax|Parasitemia|Cardiotoxicity|Depressive Disorder|Schizophrenia|Depressive Disorder, Major|Depression|Anemia, Sickle Cell|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Respiratory Tract Infections"
quercetin,"Carcinoma, Non-Small-Cell Lung|Colorectal Neoplasms|Pancreatic Neoplasms|Thromboembolism|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Liver Cirrhosis|Fibrosis|Alzheimer Disease|Cognitive Dysfunction|COVID-19|Carcinoma, Squamous Cell|Mouth Neoplasms|Lung Diseases, Obstructive|Pulmonary Disease, Chronic Obstructive|Coronary Artery Disease|Myocardial Ischemia|Coronary Disease|Disease Progression|Osteoarthritis|Hypertension|Heart Failure|Heart Diseases|Heart Failure, Diastolic|Cystic Fibrosis|Kidney Diseases|Renal Insufficiency, Chronic|Lichen Planus, Oral|Lichen Planus|Atrophy|Hepatitis A|Hepatitis C|Hepatitis C, Chronic|Hepatitis|Neuralgia|Polyneuropathies|Peripheral Nervous System Diseases|Mucositis|Stomatitis|Lymphoma|Lymphoma, Follicular|Diabetes Mellitus|Diabetes Mellitus, Type 2|Autism Spectrum Disorder|Calculi|Kidney Calculi|Nephrolithiasis|Cardiovascular Diseases|Hyperuricemia|Prostatic Neoplasms|Frailty|Obesity|Fanconi Syndrome|Anemia|Fanconi Anemia|Carcinoma|Pulmonary Fibrosis|Idiopathic Pulmonary Fibrosis|Venous Insufficiency|Lung Diseases|Thrombophilia|Macular Degeneration|Severe Acute Respiratory Syndrome|Gastroesophageal Reflux"
quetiapine,"Schizophrenia|Depressive Disorder, Major|Delirium|Disease Progression|Mental Disorders|Psychotic Disorders|Depression|Bipolar Disorder|Respiratory Insufficiency|Hypercapnia|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Depressive Disorder|Brain Injuries|Brain Injuries, Traumatic|Brain Concussion|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Parkinson Disease|Disease|Cocaine-Related Disorders|Anxiety Disorders|Phobia, Social|Alcoholism|Personality Disorders|Borderline Personality Disorder|Mood Disorders|Recurrence|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Dyskinesias|Movement Disorders|Dyskinesia, Drug-Induced|Sleep Initiation and Maintenance Disorders|Alcohol Abstinence|Malnutrition|Dementia|Psychomotor Agitation|Attention Deficit Disorder with Hyperactivity|Aggression|Body Weight Changes|Depression, Postpartum|Mania|Affective Disorders, Psychotic|Substance-Related Disorders|Alcoholic Intoxication|Metabolic Syndrome|Marijuana Abuse|Marijuana Use|Depressive Disorder, Treatment-Resistant|Syndrome|Multiple Sclerosis|Sclerosis|Sleep Wake Disorders|Parasomnias|Kidney Diseases|Renal Insufficiency, Chronic|Alcohol Drinking|Anorexia|Anorexia Nervosa|Alzheimer Disease|Dementia, Vascular|Phobic Disorders|Cognitive Dysfunction|Psychophysiologic Disorders|Somatoform Disorders"
quinapril,"Diabetes Mellitus|Diabetes Mellitus, Type 1"
quinidine,"Depression|Depressive Disorder|Depressive Disorder, Major|Brugada Syndrome|Syndrome|Migraine Disorders|Disease Progression|Parkinson Disease|Dyskinesias|Huntington Disease|Hepatitis B|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Respiratory Syncytial Virus Infections|Constipation|Malaria|Ventricular Fibrillation|Multiple Sclerosis|Neuralgia|Fatty Liver|Non-alcoholic Fatty Liver Disease|Depressive Disorder, Treatment-Resistant|Alzheimer Disease|Psychomotor Agitation|Autistic Disorder"
r(-)-apomorphine,"Parkinson Disease|Consciousness Disorders|Alcoholism|Parkinsonian Disorders|Brain Injuries|Brain Injuries, Traumatic|Persistent Vegetative State|Wounds and Injuries|Hallucinations"
rabeprazole,"Gastroesophageal Reflux|Esophagitis, Peptic|Lung Neoplasms|Small Cell Lung Carcinoma|Duodenal Ulcer|Ulcer|Communicable Diseases|Infections|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Cerebrovascular Disorders|Arthritis|Arthritis, Rheumatoid|Dyspepsia|Esophageal Diseases|Asthma|Gastrointestinal Hemorrhage|Hemorrhage|Heartburn|Esophagitis|Gastrointestinal Diseases|Digestive System Diseases|Deglutition Disorders|Esophageal Motility Disorders|Esophageal Spasm, Diffuse|Disease|Laryngopharyngeal Reflux|Hematologic Neoplasms|Stomach Ulcer|Autoimmune Diseases|Stomach Neoplasms|Sclerosis"
racecadotril,"Diarrhea|Diarrhea, Infantile"
raclopride,Opioid-Related Disorders|Substance-Related Disorders|Obesity|Overweight|Depression
radezolid,"Pneumonia|Infections|Communicable Diseases|Cellulitis|Skin Diseases, Infectious|Streptococcal Infections|Staphylococcal Skin Infections|Skin Diseases, Bacterial|Skin Diseases"
raloxifene,"Prostatic Neoplasms|Adenocarcinoma|Alzheimer Disease|Endometriosis|Pelvic Pain|Osteoporosis|Breast Neoplasms|Disease|Schizophrenia|Psychotic Disorders|Mental Disorders|Cardiovascular Diseases|Polycystic Ovary Syndrome|Syndrome|Bone Diseases, Metabolic|COVID-19|Carcinoma, Transitional Cell|Urinary Bladder Neoplasms|Osteoporosis, Postmenopausal|Endometrial Hyperplasia|Hyperplasia"
raltegravir,"Infections|Communicable Diseases|HIV Seropositivity|HIV Infections|Viremia|Renal Insufficiency|Acquired Immunodeficiency Syndrome|Immunologic Deficiency Syndromes|Tuberculosis|Liver Diseases|Liver Failure|End Stage Liver Disease|Hepatitis|Liver Cirrhosis|Fibrosis|Hepatitis A|Hepatitis C|Cognitive Dysfunction|Carcinoma, Squamous Cell|Renal Insufficiency, Chronic|Leukemia, T-Cell|Leukemia-Lymphoma, Adult T-Cell|HTLV-I Infections|Lipodystrophy|Virus Diseases|Hypercholesterolemia|Hyperlipoproteinemias|Hypertriglyceridemia|Hyperlipidemias|Lymphoma|Leukemia|Depression|Insulin Resistance|Paraparesis, Tropical Spastic|Muscle Spasticity|Paraparesis|Paraparesis, Spastic|Cholangitis|Liver Cirrhosis, Biliary|Sclerosis|Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting"
ramatroban,Asthma|Hypersensitivity
ramipril,"Hypertension|Hypertrophy, Left Ventricular|Hypertrophy|COVID-19|Pneumonia|Heart Failure|Kidney Diseases|Renal Insufficiency|Renal Insufficiency, Chronic|Nephrosclerosis|Diabetic Nephropathies|Diabetes Mellitus, Type 2|Diabetes Mellitus|Diabetes Mellitus, Type 1|Glioblastoma|Cognitive Dysfunction|Rheumatic Heart Disease|Rheumatic Diseases|Heart Diseases|Mitral Valve Stenosis|Fibrosis|Constriction, Pathologic|Lupus Erythematosus, Systemic|Proteinuria|Glomerulonephritis, IGA|Atherosclerosis|Stuttering|Liver Cirrhosis|Coronary Disease|Vasculitis|Inflammation|Albuminuria|Cardiovascular Diseases|Metabolic Diseases|Glucose Intolerance|Glucose Metabolism Disorders|Myocardial Infarction|Infarction|Migraine Disorders|Metabolic Syndrome|Syndrome|Atrial Fibrillation|Nephritis, Hereditary|Arthritis, Rheumatoid|Arthritis|Glomerulonephritis|Essential Hypertension|Ventricular Dysfunction|Ventricular Dysfunction, Left|Kidney Failure, Chronic|Heart Failure, Systolic|Systolic Murmurs|Vascular Diseases|Angina Pectoris|Angina, Stable|Breast Neoplasms|Cardiotoxicity|Malnutrition|Body-Weight Trajectory|Atrial Flutter|Crush Injuries"
ranolazine,"Coronary Artery Disease|Myocardial Ischemia|Ischemia|Heart Failure|Atrial Fibrillation|Atherosclerosis|Microvascular Angina|Myotonic Dystrophy|Myotonia Congenita|Myotonic Disorders|Myotonia|Premature Birth|Heart Diseases|Ventricular Premature Complexes|Angina Pectoris|Arrhythmias, Cardiac|Ventricular Dysfunction|Death, Sudden, Cardiac|Death|Recurrence|Cardiomyopathies|Cardiomyopathy, Hypertrophic|Hypertrophy|Long QT Syndrome|Heart Failure, Diastolic|Irritable Bowel Syndrome|Syndrome|Diarrhea|Acute Coronary Syndrome|Diabetes Mellitus|Diabetes Mellitus, Type 2|Coronary Disease|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension|Hypertension|Renal Insufficiency|Crohn Disease|Inflammatory Bowel Diseases|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Cardiomyopathy, Dilated|Cardiovascular Diseases|Vascular Diseases"
rasagiline,"Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Parkinson Disease|Alzheimer Disease|Paralysis|Supranuclear Palsy, Progressive|Psychomotor Agitation|Restless Legs Syndrome|Syndrome|Dementia|Multiple System Atrophy|Shy-Drager Syndrome|Atrophy|Disease Progression"
rebamipide,"Gastritis|Gastritis, Atrophic|Dyspepsia|Head and Neck Neoplasms|Mucositis|Stomatitis|Arthritis|Arthritis, Rheumatoid|Stomach Ulcer|Ulcer|Sjogren's Syndrome|Xerostomia|Syndrome|Dry Eye Syndromes|Keratoconjunctivitis Sicca|Keratoconjunctivitis|Colitis|Colitis, Ulcerative|Spondylitis|Osteoarthritis|Spondylarthritis|Spondylitis, Ankylosing"
rebastinib,"Neoplasms|Carcinoma|Breast Neoplasms|Leukemia|Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
repaglinide,"Arthritis|Arthritis, Rheumatoid|Malaria|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Recurrence|Prostatic Neoplasms|Lymphoma|Lymphoma, B-Cell|Lymphoma, Mantle-Cell|Lymphoma, Large B-Cell, Diffuse|Cardiovascular Diseases|Atherosclerosis|Coronary Disease|Diabetes Mellitus|Diabetes Mellitus, Type 2|Hypercholesterolemia|Cystic Fibrosis|Fibrosis|Gastrointestinal Stromal Tumors|Neoplasms|Parkinson Disease|Mitochondrial Diseases"
reserpine,"Hypertension|Cardiovascular Diseases|Atherosclerosis|Coronary Disease|Diabetes Mellitus|Diabetes Mellitus, Type 2|Hypercholesterolemia|Disease|Cocaine-Related Disorders|Substance-Related Disorders|Amphetamine-Related Disorders|Hypertension, Pulmonary|Pulmonary Arterial Hypertension"
resveratrol,"Infertility|Colorectal Neoplasms|Liver Neoplasms|Muscle Spasticity|Paraplegia|Spastic Paraplegia, Hereditary|Lymphangioleiomyomatosis|COVID-19|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Severe Acute Respiratory Syndrome|Osteoarthritis|Osteoarthritis, Knee|Hypertension|Heart Failure|Heart Diseases|Heart Failure, Diastolic|Cognitive Dysfunction|Ataxia|Cerebellar Ataxia|Friedreich Ataxia|Parkinson Disease|Diabetes Mellitus|Diabetes Mellitus, Type 2|Insulin Resistance|Inflammation|Cardiovascular Diseases|Dyslipidemias|Obesity|Diabetes Mellitus, Type 1|Colonic Neoplasms|Glucose Intolerance|Alzheimer Disease|Adenocarcinoma|Rectal Neoplasms|Lymphoma|Lymphoma, Follicular|Cardiomyopathies|Cardiomyopathy, Dilated|Fatty Liver|Non-alcoholic Fatty Liver Disease|Schizophrenia|Brain Injuries|Metabolic Syndrome|Hypersensitivity|Syndrome|Common Cold|Achondroplasia|Rhinitis|Rhinitis, Allergic|Rhinitis, Allergic, Seasonal|Prediabetic State|Peripheral Arterial Disease|Kidney Diseases|Diabetic Nephropathies|Liver Diseases|Overweight|Renal Insufficiency, Chronic|Renal Insufficiency|Hypercholesterolemia|Macular Degeneration|Polycystic Ovary Syndrome|Bone Diseases"
retigabine,"Epilepsy|Seizures|Disease|Depressive Disorder|Depressive Disorder, Major|Depression|Nervous System Diseases|Brain Diseases|Central Nervous System Diseases|Epileptic Syndromes|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Anhedonia|Neuralgia|Neuralgia, Postherpetic|Epilepsies, Partial|Lennox Gastaut Syndrome"
rigosertib,"Preleukemia|Myelodysplastic Syndromes|Syndrome|Epidermolysis Bullosa|Epidermolysis Bullosa Dystrophica|Anemia, Refractory|Anemia, Refractory, with Excess of Blasts|Neoplasms|Anemia|Primary Myelofibrosis|Splenomegaly|Adenocarcinoma|Carcinoma|Carcinoma, Squamous Cell|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Head and Neck Neoplasms|Leukemia|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Trisomy|Pancreatic Neoplasms|Leukemia, Lymphoid|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Myeloproliferative Disorders|Leukemia, Lymphocytic, Chronic, B-Cell|Lymphoma|Multiple Myeloma|Neoplasms, Plasma Cell|Lymphoma, Mantle-Cell|Waldenstrom Macroglobulinemia|Leukemia, Hairy Cell|Carcinoma, Hepatocellular|Liver Neoplasms|Squamous Cell Carcinoma of Head and Neck|Esophageal Squamous Cell Carcinoma"
rilpivirine,"Acquired Immunodeficiency Syndrome|HIV Infections|Infections|Communicable Diseases|Glycogen Storage Disease Type II|Glycogen Storage Disease|Hepatitis|Hepatitis C|Immunologic Deficiency Syndromes|Liver Diseases|Hepatitis C, Chronic|Coinfection"
riluzole,"Ataxia|Cerebellar Ataxia|Spinocerebellar Ataxias|Spinocerebellar Degenerations|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Colorectal Neoplasms|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Neuromuscular Diseases|Sclerosis|Peripheral Nervous System Diseases|Brain Neoplasms|Atrial Fibrillation|Neoplasms|Melanoma|Skin Neoplasms|Anxiety Disorders|Phobia, Social|Disease|Depression|Depressive Disorder|Depressive Disorder, Major|Spinal Cord Diseases|Bone Marrow Diseases|Multiple System Atrophy|Shy-Drager Syndrome|Supranuclear Palsy, Progressive|Atrophy|Bipolar Disorder|Developmental Disabilities|Asperger Syndrome|Autistic Disorder|Autism Spectrum Disorder|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Multiple Sclerosis|Huntington Disease|Spinal Cord Injuries|Wounds and Injuries|Child Development Disorders, Pervasive|Neoplasm Metastasis|Multiple Sclerosis, Chronic Progressive|Mood Disorders|Depressive Disorder, Treatment-Resistant|Muscular Atrophy|Alzheimer Disease|Breast Neoplasms"
rimexolone,Dry Eye Syndromes|Keratoconjunctivitis Sicca
rimonabant,"Alcohol Drinking|Dyslipidemias|Diabetes Mellitus|Obesity|Diabetes Mellitus, Type 2|Body Weight|Weight Loss|Atherosclerosis|Coronary Artery Disease|Myocardial Ischemia|Spinal Cord Injuries|Wounds and Injuries|Schizophrenia|Psychotic Disorders|Marijuana Abuse|Feeding and Eating Disorders|Overweight|Prader-Willi Syndrome|Syndrome|Weight Gain|Fatty Liver|Non-alcoholic Fatty Liver Disease|Prediabetic State|Metabolic Syndrome|Cardiovascular Diseases|Carotid Stenosis|Arteriosclerosis"
riociguat,"Pneumonia|Hypertension, Pulmonary|Lung Diseases, Interstitial|Idiopathic Interstitial Pneumonias|Hamman-Rich Syndrome|Pulmonary Fibrosis|Hypertension|Fibrosis|Cystic Fibrosis|Scleroderma, Systemic|Scleroderma, Diffuse|Renal Insufficiency|Thromboembolism|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension|Anemia, Sickle Cell|Scleroderma, Localized|Skin Ulcer|Ulcer|Coronary Artery Disease|Myocardial Ischemia|Coronary Disease|Ventricular Dysfunction, Left|Ventricular Dysfunction|Vascular Diseases|Lung Diseases|Pulmonary Disease, Chronic Obstructive|Raynaud Disease|Heart Failure"
risperidone,"Schizophrenia|Disease|Bipolar Disorder|Psychotic Disorders|Disease Progression|Mental Disorders|Autism Spectrum Disorder|Child Development Disorders, Pervasive|Autistic Disorder|Malnutrition|Anxiety Disorders|Marijuana Abuse|Huntington Disease|Behavior, Addictive|Intellectual Disability|Carcinoma, Non-Small-Cell Lung|Depression|Depressive Disorder|Depressive Disorder, Treatment-Resistant|Depressive Disorder, Major|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Mood Disorders|Cocaine-Related Disorders|Substance-Related Disorders|Developmental Disabilities|Tourette Syndrome|Syndrome|Dementia|Alzheimer Disease|Stress Disorders, Post-Traumatic|Stress Disorders, Traumatic|Problem Behavior|Attention Deficit and Disruptive Behavior Disorders|Suicidal Ideation|Recurrence|Panic Disorder|Dementia, Vascular|Mania|Conduct Disorder|Learning Disabilities|Child Behavior Disorders|Dyskinesias|Movement Disorders|Dyskinesia, Drug-Induced|Rett Syndrome|Asperger Syndrome|Hallucinations|Delusions|Attention Deficit Disorder with Hyperactivity|Adjustment Disorders|Disruptive, Impulse Control, and Conduct Disorders|Metabolic Syndrome|Opioid-Related Disorders|Alcoholism|Cognitive Dysfunction|Personality Disorders|Schizotypal Personality Disorder|Psychophysiologic Disorders|Somatoform Disorders|Chorea|Weight Gain"
ritonavir,"Hepatitis C|Hepatitis C, Chronic|Hepatitis A|Hepatitis|Infections|Communicable Diseases|Hepatitis, Chronic|HIV Infections|Acquired Immunodeficiency Syndrome|Virus Diseases|Coinfection|Immunologic Deficiency Syndromes|Fibrosis|Viremia|Renal Insufficiency|Asthma|Hepatic Insufficiency|Liver Failure|Liver Cirrhosis, Alcoholic|Liver Cirrhosis|Kidney Diseases|Kidney Failure, Chronic|Coronavirus Infections|Hepatitis D|Hepatitis D, Chronic|Liver Diseases|COVID-19|Pneumonia|Severe Acute Respiratory Syndrome|Laboratory Infection|Neoplasms|Respiratory Tract Infections|Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Acute Lung Injury|Syndrome|Breast Neoplasms|Hypertriglyceridemia|Hepatitis B|Cardiovascular Diseases|Malaria|Long QT Syndrome|Neoplasm Metastasis|Carcinoma|Carcinoma, Hepatocellular|Mycobacterium Infections|Mycobacterium avium-intracellulare Infection|Sarcoma, Kaposi|Sarcoma|Disease Progression|Pulmonary Arterial Hypertension|Hypertension|Prostatic Neoplasms|Leukemia|Multiple Myeloma|Neoplasms, Plasma Cell|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Thrombocytopenia|Lymphadenopathy|Lymphocytosis|Recurrence|Weight Loss|Splenomegaly|Tuberculosis|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Sclerosis|Ependymoma|Gliosarcoma|Oligodendroglioma|Glioblastoma|Glioma|Brain Neoplasms|Astrocytoma|Bone Diseases, Metabolic|Familial Primary Pulmonary Hypertension|Insulin Resistance|Hepatitis B, Chronic|Carcinoma in Situ|Erectile Dysfunction|Mycoses|Substance-Related Disorders|Parasitemia|Hyperlipidemias|Hyperlipoproteinemias"
rizatriptan,Migraine Disorders|Vertigo|Migraine with Aura|Migraine without Aura|Headache|Recurrence
rolipram,"Fibrous Dysplasia, Polyostotic|Nervous System Diseases|Multiple Sclerosis|Sclerosis|Depression|Huntington Disease|Depressive Disorder|Depressive Disorder, Major"
romidepsin,"Lymphoma|Lymphoma, T-Cell, Peripheral|Lymphoma, T-Cell|Mycoses|Lymphoma, Non-Hodgkin|Mycosis Fungoides|Lymphoma, T-Cell, Cutaneous|Lymphoma, Large-Cell, Anaplastic|Recurrence|HIV Infections|Multiple Myeloma|Neoplasms, Plasma Cell|Leukemia|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Burkitt Lymphoma|Lymphoma, Follicular|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Lymphoma, B-Cell|Lymphoma, Mantle-Cell|Lymphoma, B-Cell, Marginal Zone|Lymphoma, Large B-Cell, Diffuse|Lymphoma, Large-Cell, Immunoblastic|Plasmablastic Lymphoma|Waldenstrom Macroglobulinemia|Leukemia, Hairy Cell|Lymphomatoid Granulomatosis|Intraocular Lymphoma|Immunoblastic Lymphadenopathy|Carcinoma|Breast Neoplasms|Lung Neoplasms|Prostatic Neoplasms|Neoplasms|Colorectal Neoplasms|Melanoma|Pancreatic Neoplasms|Sarcoma|Carcinoma, Renal Cell|Skin Neoplasms|Urinary Bladder Neoplasms|Neuroendocrine Tumors|Thyroid Neoplasms|Liver Diseases|Glioma|Leukemia, Myeloid|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Astrocytoma|Ependymoma|Meningioma|Medulloblastoma|Neuroectodermal Tumors|Neuroectodermal Tumors, Primitive|Blast Crisis|Craniopharyngioma|Adamantinoma|Choroid Plexus Neoplasms|Glioblastoma|Spinal Cord Neoplasms|Breast Neoplasms, Male|Inflammatory Breast Neoplasms|Leukemia, Myeloid, Acute|Leukemia, Promyelocytic, Acute|Triple Negative Breast Neoplasms|Small Cell Lung Carcinoma|Mesothelioma|Mesothelioma, Malignant|Carcinoma, Non-Small-Cell Lung|Carcinoid Tumor|Malignant Carcinoid Syndrome|Gastrointestinal Neoplasms|Insulinoma|Carcinoma, Islet Cell|Gastrinoma|Glucagonoma|Somatostatinoma|Carcinoma, Ovarian Epithelial|Carcinoma, Transitional Cell|Urethral Neoplasms|Kidney Neoplasms|Ureteral Neoplasms|Peritoneal Neoplasms|Esophageal Neoplasms|Carcinoma, Small Cell|Adenocarcinoma|Neoplasm Metastasis|Preleukemia|Myelodysplastic Syndromes|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Syndrome|Carcinoma, Squamous Cell|Squamous Cell Carcinoma of Head and Neck|Gliosarcoma|Oligodendroglioma|Thyroid Cancer, Papillary|Adenocarcinoma, Follicular|Thyroid Diseases|Osteosarcoma|Gastrointestinal Stromal Tumors|Rhabdomyosarcoma|Sarcoma, Ewing|Leiomyosarcoma|Liposarcoma|Chondrosarcoma|Neuroectodermal Tumors, Primitive, Peripheral|Sarcoma, Synovial|Hemangiosarcoma|Fibrosarcoma|Sarcoma, Alveolar Soft Part|Histiocytoma|Hemangiopericytoma|Solitary Fibrous Tumors|Histiocytoma, Benign Fibrous|Histiocytoma, Malignant Fibrous|Mesenchymoma|Neurofibrosarcoma|Enteropathy-Associated T-Cell Lymphoma|Intestinal Diseases|Leukemia, T-Cell|Leukemia-Lymphoma, Adult T-Cell|Lymphoma, Extranodal NK-T-Cell|Acquired Immunodeficiency Syndrome|Hodgkin Disease|Hematologic Neoplasms|Leukemia, Prolymphocytic|Leukemia, Prolymphocytic, T-Cell|Sezary Syndrome"
